intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8
1.64E-06,0.1264,2.66E-08,7.72E-08,1.00E-07,7.62E-08,8.64E-08,7.57E-08,5.98E-08,5.89E-08
1.74E-06,0,1.75E-08,6.01E-08,1.12E-07,1.37E-07,7.82E-08,7.32E-08,5.98E-08,1.00E-07
1.63E-06,0.3734,2.85E-08,8.84E-08,8.65E-08,1.53E-07,1.01E-07,1.16E-07,9.67E-08,9.15E-08
1.81E-06,0.0488,3.83E-08,7.72E-08,1.25E-07,1.30E-07,8.81E-08,1.04E-07,5.01E-08,1.27E-07
1.71E-06,0.397,3.57E-08,9.37E-08,1.16E-07,1.41E-07,1.15E-07,7.32E-08,8.62E-08,1.24E-07
1.87E-06,0.1378,5.25E-08,1.20E-07,1.29E-07,1.09E-07,1.46E-07,9.38E-08,1.00E-07,9.41E-08
1.80E-06,0.4256,2.53E-08,1.07E-07,1.29E-07,1.88E-07,1.14E-07,1.05E-07,9.50E-08,1.17E-07
1.91E-06,0.2846,6.42E-08,1.09E-07,1.50E-07,1.80E-07,1.44E-07,1.06E-07,8.62E-08,1.05E-07
1.81E-06,0.6316,4.54E-08,1.10E-07,1.39E-07,1.19E-07,1.36E-07,1.04E-07,7.48E-08,1.32E-07
2.00E-06,0.3291,6.16E-08,1.08E-07,1.49E-07,1.94E-07,1.86E-07,1.30E-07,1.43E-07,9.41E-08
2.04E-06,0.3644,5.51E-08,1.06E-07,1.16E-07,1.91E-07,1.35E-07,1.18E-07,9.50E-08,1.28E-07
2.18E-06,0.2124,7.20E-08,1.31E-07,1.76E-07,1.83E-07,1.37E-07,1.40E-07,1.26E-07,1.27E-07
1.96E-06,0.7958,4.41E-08,1.17E-07,1.82E-07,1.95E-07,1.70E-07,1.31E-07,1.35E-07,1.65E-07
2.11E-06,0.5862,8.04E-08,1.56E-07,1.95E-07,1.82E-07,1.94E-07,1.31E-07,1.38E-07,1.80E-07
2.30E-06,0.3352,4.28E-08,1.42E-07,1.85E-07,1.90E-07,2.02E-07,1.57E-07,1.35E-07,1.59E-07
2.29E-06,0.4835,9.86E-08,1.35E-07,2.16E-07,2.36E-07,1.88E-07,1.60E-07,1.46E-07,1.45E-07
2.27E-06,0.6532,1.02E-07,1.50E-07,1.86E-07,2.44E-07,1.98E-07,1.67E-07,1.84E-07,1.89E-07
2.34E-06,0.6613,8.50E-08,1.56E-07,2.20E-07,2.64E-07,2.60E-07,1.72E-07,1.98E-07,1.87E-07
2.42E-06,0.624,9.41E-08,1.78E-07,2.32E-07,2.42E-07,2.25E-07,1.85E-07,1.62E-07,1.95E-07
2.48E-06,0.6512,9.73E-08,1.90E-07,2.37E-07,2.37E-07,2.67E-07,2.35E-07,1.67E-07,2.18E-07
2.54E-06,0.6871,9.02E-08,1.97E-07,2.42E-07,2.59E-07,2.72E-07,2.02E-07,1.86E-07,2.57E-07
2.70E-06,0.5378,1.07E-07,2.02E-07,2.79E-07,2.77E-07,2.47E-07,1.84E-07,2.11E-07,2.27E-07
