intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,59449,64056,58118,61399,59558,61047,63702,63174,58499,61935
59827,0.2654,57369,63070,56096,58667,57207,58384,62242,59301,56416,58731
57844,0.2654,55029,58405,54052,56700,55185,56257,57612,56248,54490,56379
55736,0.2654,52951,56403,52197,54650,53052,54282,55355,53982,52656,54433
53660,0.2654,50874,54332,50203,52706,50872,52235,53122,51483,50861,52131
51755,0.2654,48829,52428,48161,50650,48833,50145,50887,49446,49000,50142
49887,0.2654,46942,50396,46358,48773,46876,48398,48766,47335,47318,48054
48131,0.2654,44947,48617,44650,46918,44837,46608,46635,45556,45452,46260
46295,0.2654,42983,46839,42783,44854,42966,44744,44862,43692,43823,44359
44680,0.2654,41293,44943,41103,43016,40995,43093,42802,42038,42116,42556
43007,0.2654,39673,43383,39638,41408,39435,41548,41129,40495,40618,40812
41319,0.2654,38110,41829,38105,39656,37579,39974,39351,38922,39021,39014
39715,0.2654,36491,40203,36548,37961,36025,38482,37815,37524,37639,37419
38314,0.2654,35095,38765,35082,36239,34385,37145,36109,36198,36271,35828
36967,0.2654,33656,37484,33812,34873,32852,35739,34783,34941,34997,34211
35450,0.2654,32333,35943,32448,33220,31411,34426,33428,33699,33756,32751
34143,0.2654,31111,34574,31244,31829,30096,33217,32101,32578,32526,31383
32981,0.2654,29899,33413,30010,30366,28819,32056,30856,31383,31351,30050
31735,0.2654,28715,32222,28985,29049,27535,30927,29861,30342,30282,28662
30638,0.2654,27456,30914,27925,27772,26299,29804,28584,29294,29204,27350
29632,0.2654,26526,29940,26925,26762,25354,28803,27757,28459,28465,26203
28487,0.2654,25376,28786,25865,25478,24137,27727,26551,27281,27374,25060
27379,0.2654,24461,27771,24933,24343,23140,26785,25586,26357,26474,23759
26454,0.2654,23436,26744,24033,23354,22254,25847,24661,25528,25476,22795
25477,0.2654,22640,25817,23115,22342,21246,24995,23808,24631,24652,21733
24609,0.2654,21741,24811,22294,21415,20390,24027,22968,23707,23786,20663
23740,0.2654,20941,23997,21637,20449,19436,23187,22089,22857,23040,19690
22822,0.2654,20153,23093,20867,19608,18697,22420,21316,22194,22293,18727
22083,0.4807,19346,22302,20213,18805,17950,21631,20661,21516,21593,17995
21247,0.4905,18730,21471,19595,18079,17290,20964,19946,20747,20957,17055
20479,0.5008,17963,20657,18799,17278,16503,20229,19133,19986,20184,16235
19755,0.4572,17351,19909,18209,16536,15930,19429,18550,19388,19540,15445
19075,0.4351,16634,19231,17665,15970,15365,18787,17792,18601,18864,14740
18361,0.4492,15942,18475,17094,15275,14703,18084,17217,17914,18179,14011
17791,0.3957,15453,18007,16705,14763,14285,17592,16653,17482,17710,13395
17076,0.4381,14854,17294,16063,14180,13675,16841,16060,16774,17014,12749
16594,0.3612,14349,16800,15623,13609,13217,16379,15494,16202,16511,12190
15949,0.3969,13865,16188,15123,13124,12769,15739,14984,15706,15943,11587
15730,0.2221,13630,15986,14980,12938,12643,15578,14789,15523,15662,11275
14815,0.4207,12823,15113,14176,12119,11991,14643,13895,14602,14863,10521
14316,0.4025,12310,14568,13707,11740,11531,14186,13364,14087,14374,10067
