intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,59880,62826,61655,65492,63920,65079,62739,62798,59499,63236
59827,0.2654,57853,60578,59596,63181,61317,62274,60526,60675,57834,60780
57844,0.2654,55594,58563,57705,60469,58977,59832,58529,58697,55943,58636
55736,0.2654,53855,56846,55857,58477,56955,57763,56590,56873,54503,56613
53660,0.2654,51746,54739,53922,56037,54982,55531,54603,54829,52862,54422
51755,0.2654,49644,52744,51979,53987,53092,53385,52666,52956,51129,52407
49887,0.2654,47895,50970,50207,51851,51161,51381,50918,51211,49547,50417
48131,0.2654,45918,49211,48412,49831,49253,49352,49102,49613,48022,48520
46295,0.2654,44189,47396,46636,47770,47367,47473,47244,47808,46557,46624
44680,0.2654,42342,45607,44962,45756,45771,45600,45611,46230,45063,44987
43007,0.2654,40851,43907,43403,44011,44132,43841,44056,44675,43574,43237
41319,0.2654,39187,42280,41825,42145,42673,42101,42537,43134,42182,41552
39715,0.2654,37565,40692,40341,40360,41081,40388,40954,41616,40938,39883
38314,0.2654,36122,39163,38990,38728,39659,38815,39610,40243,39469,38352
36967,0.2654,34753,37801,37704,37118,38381,37304,38150,38982,38255,36835
35450,0.2654,33454,36328,36325,35627,37033,35878,36835,37549,37083,35371
34143,0.2654,32186,35064,35048,34159,35853,34378,35459,36239,35646,33948
32981,0.2654,30972,33743,33968,32707,34734,33193,34414,35158,34646,32565
31735,0.2654,29735,32501,32804,31395,33611,31839,33176,33964,33404,31356
30638,0.2654,28597,31278,31629,30230,32548,30721,32122,32808,32341,30072
29632,0.2654,27560,30144,30762,29019,31611,29582,31037,31923,31250,28803
28487,0.2654,26508,29051,29605,27794,30493,28416,29990,30648,30161,27638
27379,0.2654,25439,28004,28596,26860,29663,27411,29050,29641,29023,26422
26454,0.2654,24481,27033,27778,25681,28741,26493,28116,28734,28064,25435
25477,0.2654,23497,26001,26882,24641,27731,25395,27097,27731,27070,24335
24609,0.2654,22605,25136,26089,23833,26875,24540,26154,26855,26075,23369
23740,0.2654,21879,24175,25171,23020,26034,23756,25265,25884,25028,22330
22822,0.2654,20933,23340,24352,22038,25221,22939,24437,25042,24204,21379
22083,0.4807,20273,22625,23784,21260,24602,22196,23638,24344,23359,20622
21247,0.4905,19613,21826,23019,20594,23845,21542,22947,23538,22547,19775
20479,0.5008,18733,20961,22185,19760,23065,20837,22035,22663,21663,18894
19755,0.4572,18080,20375,21470,19074,22413,20169,21371,21915,20889,18105
19075,0.4351,17340,19677,20887,18486,21557,19578,20699,21278,20134,17360
18361,0.4492,16737,18902,20249,17721,20964,18953,19966,20517,19363,16570
17791,0.3957,16243,18334,19783,17256,20537,18466,19359,19970,18850,16060
17076,0.4381,15579,17793,18990,16596,19755,17817,18687,19291,18140,15395
16594,0.3612,15020,17220,18550,16168,19278,17350,18213,18635,17527,14783
15949,0.3969,14519,16665,18009,15643,18753,16899,17641,18163,16964,14176
15730,0.2221,14234,16466,17869,15447,18513,16832,17335,17883,16679,13852
14815,0.4207,13496,15504,16916,14646,17611,15907,16390,16932,15833,13073
14316,0.4025,12980,15000,16473,14208,17061,15605,15901,16441,15252,12529
13756,0.4416,12551,14591,15985,13741,16623,15133,15431,15876,14796,12028
13234,0.472,12144,14175,15555,13417,16133,14693,14977,15373,14312,11624
12847,0.4428,11694,13706,15092,12978,15641,14292,14390,14964,13893,11170
12400,0.4556,11370,13262,14701,12611,15205,13960,14044,14506,13455,10736
11982,0.4268,10991,12824,14330,12285,14815,13659,13568,14026,13000,10420
11561,0.444,10636,12501,13883,11941,14303,13310,13165,13728,12759,10027
11115,0.5083,10263,12039,13533,11567,13895,12957,12825,13267,12302,9602
10825,0.4665,9974,11730,13139,11352,13554,12580,12432,12905,11931,9271
10443,0.4611,9645,11437,12732,10965,13180,12349,12038,12470,11616,8952
10178,0.4066,9308,11013,12464,10646,12930,12020,11626,12224,11315,8670
9780,0.4817,9105,10683,12135,10410,12524,11693,11313,11836,11002,8347
9448,0.501,8788,10391,11811,10121,12201,11442,11112,11505,10671,8061
9153,0.5124,8510,10077,11498,9871,11922,11194,10749,11109,10421,7785
8891,0.4762,8341,9806,11200,9562,11582,10850,10423,10798,10136,7486
8503,0.5691,8023,9582,10888,9327,11272,10605,10108,10532,9840,7179
8299,0.4988,7797,9249,10680,9061,11057,10350,9896,10221,9610,6971
8025,0.5476,7629,8996,10367,8877,10761,10119,9619,9916,9341,6721
7765,0.5595,7403,8746,10089,8667,10541,9902,9345,9659,9107,6544
7517,0.5498,7150,8557,9833,8432,10225,9698,9046,9295,8855,6358
7276,0.5866,6957,8323,9580,8282,10050,9474,8830,9080,8647,6106
7054,0.5755,6711,8028,9373,8026,9833,9209,8593,8881,8437,5906
6876,0.5767,6599,7909,9165,7883,9649,9041,8340,8563,8196,5772
6643,0.5667,6394,7690,8954,7698,9403,8824,8124,8375,7988,5590
6415,0.64,6193,7445,8696,7488,9158,8606,7864,8172,7770,5422
6218,0.6125,6074,7319,8463,7361,9001,8401,7658,7942,7521,5275
5942,0.7416,5847,7144,8327,7195,8787,8199,7431,7713,7295,5131
5837,0.673,5772,6976,8067,7052,8625,7961,7289,7553,7169,4983
5589,0.7955,5617,6806,7935,6872,8439,7843,7112,7341,6991,4841
5450,0.7686,5482,6637,7758,6823,8315,7647,6918,7202,6753,4645
5326,0.7487,5281,6523,7519,6675,8094,7453,6705,6996,6619,4581
5153,0.759,5232,6342,7328,6518,7982,7324,6554,6881,6468,4477
4956,0.8547,5061,6198,7212,6365,7817,7182,6320,6680,6243,4353
4828,0.8183,4983,6075,7047,6282,7620,6950,6243,6580,6046,4257
4670,0.9132,4908,5969,6871,6134,7519,6791,6095,6431,5971,4205
4578,0.8548,4781,5801,6767,6087,7391,6718,5933,6268,5757,4052
4433,0.8623,4685,5719,6582,5954,7227,6525,5798,6122,5597,4000
4308,0.9162,4594,5618,6491,5870,7096,6378,5639,6034,5503,3932
4209,0.8745,4455,5497,6320,5772,6968,6227,5529,5914,5369,3840
4072,0.9805,4430,5392,6195,5667,6848,6108,5421,5847,5229,3772
4021,0.8305,4338,5291,6061,5571,6696,6013,5263,5713,5047,3733
3873,1,4273,5202,5938,5453,6595,5861,5237,5616,4913,3649
3768,0.9212,4217,5076,5804,5412,6464,5744,5053,5436,4853,3574
