intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,49286,61969,64259,64310,64161,62717,60689,56074
59827,0.2654,47643,58927,63002,64375,62916,59426,58436,53852
57844,0.2654,45689,56510,58244,59782,58353,56912,56547,51780
55736,0.2654,44040,54522,56222,57373,56304,54836,54813,49919
53660,0.2654,42224,52231,53983,55323,54154,52584,53051,47911
51755,0.2654,40783,50081,51768,53432,52178,50312,51095,45974
49887,0.2654,39073,48236,49936,51563,50290,48337,49436,44242
48131,0.2654,37666,46241,48002,49806,48406,46316,47768,42478
46295,0.2654,36154,44300,46027,48020,46572,44307,46082,40914
44680,0.2654,34728,42584,44330,46268,44774,42376,44366,39311
43007,0.2654,33501,40999,42705,44707,43082,40634,42903,37971
41319,0.2654,32221,39242,40986,43181,41404,38769,41422,36457
39715,0.2654,30987,37849,39394,41596,39843,36935,39915,35118
38314,0.2654,29948,36369,37888,40236,38408,35313,38378,33820
36967,0.2654,28828,34969,36531,38798,37095,33910,37087,32639
35450,0.2654,27655,33537,35124,37420,35553,32260,35674,31376
34143,0.2654,26785,32353,33856,36115,34060,30931,34388,30281
32981,0.2654,25723,31211,32672,35031,33047,29543,33041,29105
31735,0.2654,24883,30101,31450,33858,31722,28219,31901,28116
30638,0.2654,23996,29030,30290,32692,30434,26981,30680,27006
29632,0.2654,23260,27969,29243,31658,29460,25724,29505,26122
28487,0.2654,22333,26927,28144,30642,28246,24582,28407,24969
27379,0.2654,21464,26120,27092,29568,27178,23499,27276,24098
26454,0.2654,20799,25103,26199,28583,26040,22501,26147,23089
25477,0.2654,20066,24164,25118,27603,25057,21470,25116,22257
24609,0.2654,19348,23409,24360,26765,24151,20517,24111,21399
23740,0.2654,18594,22559,23451,25752,23182,19555,23195,20647
22822,0.2654,18035,21853,22655,25108,22285,18686,22162,19953
22083,0.4807,17530,21090,21906,24337,21517,17969,21450,19242
21247,0.4905,16883,20446,21247,23588,20736,17207,20532,18647
20479,0.5008,16276,19643,20440,22646,19956,16467,19623,17830
19755,0.4572,15751,18988,19641,22008,19144,15712,18839,17265
19075,0.4351,15233,18242,18940,21327,18511,15057,18144,16712
18361,0.4492,14736,17634,18276,20546,17890,14396,17356,16087
17791,0.3957,14394,17197,17837,20026,17303,13860,16753,15640
17076,0.4381,13809,16434,17049,19304,16664,13191,16005,15089
16594,0.3612,13399,15971,16586,18771,16211,12716,15385,14625
15949,0.3969,12957,15383,15949,18235,15607,12156,14819,14186
15730,0.2221,12837,15193,15753,18134,15407,11909,14524,14003
14815,0.4207,12159,14258,14831,16942,14522,11144,13631,13178
14316,0.4025,11742,13736,14377,16503,14083,10665,12995,12729
13756,0.4416,11333,13235,13829,15894,13609,10172,12606,12304
13234,0.472,11011,12828,13331,15331,13258,9774,12081,11946
12847,0.4428,10662,12422,12869,14846,12779,9395,11684,11593
12400,0.4556,10282,12003,12426,14364,12479,8960,11243,11094
