intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,57841,58397,57259,58557,57298,58965,57368,55223
59827,0.2654,56205,56442,55341,56649,55447,57240,55434,53284
57844,0.2654,54148,54425,53639,54602,53640,55462,53695,51301
55736,0.2654,52472,52584,51794,52922,52063,53825,51939,49704
53660,0.2654,50417,50591,49893,51118,50205,51914,49937,47728
51755,0.2654,48671,48746,48145,49318,48599,50213,48163,46047
49887,0.2654,46883,46877,46533,47640,46934,48648,46478,44424
48131,0.2654,45204,45222,44880,45969,45339,46967,44847,42844
46295,0.2654,43573,43417,43369,44230,43815,45323,42982,41242
44680,0.2654,42117,41844,41887,42692,42402,43801,41607,39768
43007,0.2654,40527,40233,40280,41321,40975,42448,40125,38337
41319,0.2654,39014,38652,38980,39780,39663,40930,38515,36954
39715,0.2654,37622,37277,37706,38273,38214,39517,37251,35727
38314,0.2654,36371,35822,36347,36915,37029,38226,35898,34496
36967,0.2654,35088,34603,35101,35702,35734,37129,34680,33463
35450,0.2654,33857,33395,33964,34467,34576,35781,33339,32457
34143,0.2654,32703,32028,32753,33247,33483,34498,32050,31194
32981,0.2654,31520,30995,31803,32058,32319,33454,31024,30381
31735,0.2654,30415,29883,30655,30833,31340,32402,29936,29398
30638,0.2654,29368,28872,29708,29862,30275,31295,28892,28407
29632,0.2654,28468,27963,28742,28896,29305,30398,27937,27556
28487,0.2654,27450,26887,27707,27687,28234,29285,26904,26529
27379,0.2654,26525,26034,26887,26838,27358,28389,26000,25797
26454,0.2654,25603,25188,25965,25862,26477,27551,25221,25040
25477,0.2654,24731,24298,25127,24913,25483,26568,24233,24230
24609,0.2654,23992,23490,24261,24105,24710,25713,23395,23463
23740,0.2654,23153,22658,23486,23251,23892,24837,22582,22719
22822,0.2654,22335,21885,22637,22454,23156,24128,21896,22033
22083,0.4807,21714,21236,21957,21713,22522,23212,21226,21442
21247,0.4905,20912,20546,21256,21049,21775,22612,20444,20877
20479,0.5008,20247,19859,20562,20259,20973,21799,19785,20131
19755,0.4572,19539,19244,19899,19613,20238,21153,19188,19456
19075,0.4351,18898,18551,19271,18881,19643,20518,18487,18938
18361,0.4492,18241,17907,18564,18256,18972,19801,17874,18303
17791,0.3957,17763,17419,18112,17808,18525,19266,17389,17822
17076,0.4381,17071,16848,17339,17096,17769,18582,16787,17246
16594,0.3612,16499,16392,16905,16646,17295,18192,16416,16810
15949,0.3969,16002,15817,16419,16128,16788,17565,15866,16342
15730,0.2221,15877,15699,16210,15901,16691,17415,15737,16227
14815,0.4207,14925,14809,15260,15057,15663,16517,14895,15275
14316,0.4025,14413,14378,14781,14496,15241,15980,14484,14787
13756,0.4416,13946,13914,14317,14083,14807,15568,14067,14304
13234,0.472,13455,13469,13882,13686,14413,15125,13616,13948
12847,0.4428,13069,13047,13397,13188,13971,14723,13292,13505
12400,0.4556,12628,12631,13073,12845,13580,14198,12835,13149
11982,0.4268,12144,12234,12677,12410,13161,13785,12555,12659
11561,0.444,11757,11840,12291,12068,12777,13343,12170,12404
11115,0.5083,11327,11469,11907,11734,12443,13001,11843,12026
10825,0.4665,11037,11211,11536,11395,12124,12660,11556,11751
10443,0.4611,10673,10798,11296,11089,11760,12264,11266,11390
10178,0.4066,10292,10457,10999,10767,11486,11987,10957,11036
9780,0.4817,9978,10206,10586,10566,11150,11565,10626,10749
9448,0.501,9691,9940,10437,10249,10891,11312,10387,10540
9153,0.5124,9330,9682,10098,9990,10551,10977,10136,10179
8891,0.4762,9137,9377,9804,9691,10259,10701,9863,9987
8503,0.5691,8799,9045,9531,9452,9992,10416,9607,9651
8299,0.4988,8569,8881,9277,9211,9706,10128,9358,9440
8025,0.5476,8234,8588,9028,9004,9421,9866,9115,9181
7765,0.5595,8006,8356,8794,8768,9230,9577,8844,8979
7517,0.5498,7777,8147,8575,8527,8987,9349,8645,8746
7276,0.5866,7591,7925,8374,8320,8769,9119,8445,8542
7054,0.5755,7280,7742,8089,8097,8477,8923,8224,8256
6876,0.5767,7151,7528,7936,7972,8333,8697,8008,8131
6643,0.5667,6899,7318,7743,7685,8088,8480,7797,7899
6415,0.64,6659,7130,7525,7500,7838,8263,7600,7648
6218,0.6125,6517,6940,7254,7316,7612,8035,7362,7470
5942,0.7416,6334,6786,7143,7107,7467,7886,7205,7251
5837,0.673,6117,6641,6952,6950,7318,7738,7075,7130
5589,0.7955,5984,6417,6791,6748,7029,7428,6828,6944
5450,0.7686,5784,6312,6602,6607,6839,7319,6655,6765
5326,0.7487,5647,6098,6424,6460,6688,7152,6505,6645
5153,0.759,5433,5967,6263,6252,6540,6973,6359,6468
4956,0.8547,5321,5857,6112,6093,6378,6745,6176,6325
4828,0.8183,5194,5679,5997,5967,6157,6687,5970,6128
4670,0.9132,5062,5588,5797,5785,6044,6497,5831,6018
4578,0.8548,4837,5398,5683,5679,5840,6364,5661,5864
4433,0.8623,4750,5303,5546,5529,5721,6149,5558,5725
4308,0.9162,4650,5167,5408,5352,5566,6033,5395,5592
4209,0.8745,4520,5074,5276,5253,5523,5896,5282,5437
4072,0.9805,4380,4933,5118,5101,5380,5809,5089,5354
4021,0.8305,4285,4817,5034,4958,5232,5592,5013,5245
3873,1,4160,4716,4900,4851,5121,5504,4899,5167
3768,0.9212,4062,4586,4760,4713,5031,5376,4826,5012
3687,0.9307,3953,4548,4633,4624,4886,5276,4686,4905
3623,0.8828,3872,4428,4567,4528,4761,5166,4601,4825
3534,0.9255,3796,4308,4414,4401,4711,5065,4512,4721
3460,0.9227,3685,4280,4401,4353,4556,4938,4419,4628
3414,0.7851,3569,4175,4250,4231,4521,4854,4265,4506
3288,0.9254,3522,4057,4177,4136,4431,4743,4237,4440
3273,0.8114,3471,4046,4091,4083,4303,4672,4139,4409
3167,0.8832,3348,3927,4024,3909,4225,4536,4036,4281
3120,0.8411,3223,3851,3906,3868,4132,4439,3947,4199
3069,0.7581,3206,3808,3777,3789,4031,4322,3898,4136
2957,0.9017,3109,3769,3760,3601,3924,4274,3855,4035
2940,0.8044,3032,3670,3687,3584,3880,4206,3726,3982
2883,0.7865,2995,3577,3567,3506,3836,4051,3657,3869
2805,0.7958,2909,3505,3548,3428,3724,3990,3565,3809
2825,0.6717,2869,3471,3461,3413,3697,3967,3502,3824
2738,0.728,2827,3380,3374,3287,3609,3874,3458,3698
2696,0.7529,2708,3328,3281,3242,3527,3744,3397,3601
2648,0.6415,2643,3256,3241,3162,3434,3659,3295,3556
2614,0.6685,2655,3205,3172,3049,3353,3605,3289,3502
2555,0.6626,2547,3093,3107,3036,3364,3579,3213,3431
2533,0.6007,2486,3085,3042,2976,3273,3494,3153,3363
2491,0.5804,2492,3033,3024,2889,3223,3442,3135,3314
2474,0.5792,2417,2962,2935,2859,3162,3397,3043,3264
2413,0.5169,2398,2902,2853,2846,3077,3327,2997,3211
