intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9
62114,0.2654,57210,59054,48350,53941,48690,55312,60725,57565,59977
59827,0.2654,55268,57002,46639,52133,47033,53648,58722,55808,57812
57844,0.2654,53476,54954,45091,50477,45634,51976,56980,53874,55892
55736,0.2654,51754,52869,43594,48874,44132,50327,55315,52203,54223
53660,0.2654,49592,51077,41889,46998,42533,48819,53400,50327,52207
51755,0.2654,47960,48995,40362,45321,41086,46918,51559,48488,50359
49887,0.2654,46208,47137,38913,43722,39801,45474,49869,46980,48772
48131,0.2654,44454,45362,37560,42236,38369,43963,48329,45308,46968
46295,0.2654,42859,43577,36235,40762,37102,42407,46587,43675,45266
44680,0.2654,41355,41853,34980,39271,35877,40973,45187,42219,43547
43007,0.2654,39915,40349,33856,37904,34721,39715,43582,40811,42025
41319,0.2654,38355,38686,32492,36527,33602,38203,42194,39355,40381
39715,0.2654,37010,37241,31489,35361,32530,36920,40872,37966,38916
38314,0.2654,35463,35814,30390,34075,31344,35597,39439,36771,37525
36967,0.2654,34329,34465,29454,32940,30306,34572,38180,35608,36243
35450,0.2654,33132,33189,28352,31841,29425,33432,36817,34385,34904
34143,0.2654,31823,31920,27413,30708,28455,32187,35705,33230,33670
32981,0.2654,30655,30684,26532,29749,27551,31223,34577,32271,32474
31735,0.2654,29503,29570,25759,28644,26682,30172,33379,31163,31340
30638,0.2654,28504,28462,24821,27745,25785,29143,32270,30205,30190
29632,0.2654,27509,27499,24110,26949,25138,28314,31312,29227,29370
28487,0.2654,26444,26547,23281,25951,24161,27219,30115,28270,28213
27379,0.2654,25503,25584,22591,25154,23351,26414,29312,27400,27207
26454,0.2654,24536,24692,21788,24255,22741,25572,28212,26429,26418
25477,0.2654,23759,23777,21172,23564,21982,24740,27268,25720,25388
24609,0.2654,22809,23011,20475,22693,21291,23903,26457,24881,24620
23740,0.2654,21988,22247,19783,22019,20625,23252,25553,24044,23788
22822,0.2654,21312,21459,19198,21333,19912,22423,24689,23393,22981
22083,0.4807,20542,20768,18649,20635,19429,21818,23910,22720,22339
21247,0.4905,19835,20183,17994,20050,18806,21103,23245,21934,21668
20479,0.5008,19045,19394,17358,19297,18196,20400,22416,21278,20803
19755,0.4572,18524,18826,16826,18633,17667,19778,21796,20642,20199
19075,0.4351,17800,18163,16338,18136,17169,19094,20960,19911,19535
18361,0.4492,17154,17549,15858,17493,16603,18575,20309,19300,18904
17791,0.3957,16765,17124,15405,17055,16168,18098,19854,18853,18457
17076,0.4381,16080,16451,14831,16509,15549,17463,19048,18246,17745
16594,0.3612,15610,16136,14501,16012,15216,16963,18629,17742,17280
15949,0.3969,15150,15538,14083,15462,14707,16462,18005,17155,16699
15730,0.2221,14967,15376,13930,15322,14623,16300,17901,17052,16591
14815,0.4207,14059,14538,13214,14469,13836,15511,16919,16087,15626
14316,0.4025,13709,14183,12862,14012,13458,14984,16367,15642,15164
13756,0.4416,13229,13656,12337,13623,13053,14537,15878,15017,14756
13234,0.472,12847,13337,12038,13244,12698,14193,15435,14568,14208
12847,0.4428,12475,12870,11722,12751,12338,13763,14999,14083,13777
12400,0.4556,12110,12563,11449,12434,11911,13384,14469,13780,13462
11982,0.4268,11767,12112,11039,12056,11593,12984,14109,13327,13026
11561,0.444,11402,11823,10733,11726,11220,12606,13593,12895,12695
11115,0.5083,11005,11429,10380,11376,10958,12178,13207,12510,12245
10825,0.4665,10764,11177,10145,11049,10694,11932,12839,12089,11987
10443,0.4611,10388,10851,9880,10735,10362,11602,12447,11670,11513
10178,0.4066,10087,10559,9614,10402,10048,11300,12091,11290,11234
9780,0.4817,9866,10333,9335,10025,9851,11003,11714,10928,10917
9448,0.501,9590,9994,9097,9791,9540,10677,11485,10616,10571
9153,0.5124,9299,9705,8819,9597,9334,10423,11125,10281,10308
8891,0.4762,9119,9485,8558,9233,9042,10165,10709,9965,9986
8503,0.5691,8842,9206,8339,8982,8825,9875,10432,9644,9682
8299,0.4988,8547,8956,8088,8682,8575,9594,10147,9313,9406
8025,0.5476,8354,8759,7924,8474,8350,9367,9953,9060,9125
7765,0.5595,8165,8536,7692,8235,8190,9118,9582,8767,8934
7517,0.5498,7902,8278,7528,7953,7971,8877,9340,8507,8677
7276,0.5866,7712,8064,7318,7843,7726,8695,9067,8233,8347
7054,0.5755,7529,7833,7131,7633,7543,8419,8854,7990,8223
6876,0.5767,7341,7699,6960,7401,7395,8212,8671,7779,8007
6643,0.5667,7148,7427,6783,7229,7186,7957,8378,7591,7706
6415,0.64,6973,7268,6591,7039,7041,7796,8119,7268,7516
6218,0.6125,6789,7105,6405,6866,6844,7572,7929,7040,7320
