intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,60709,61421,61627,61039,62484,60328,63145,61617,60359,61053
59827,0.2654,58797,59442,59832,59353,60202,58669,60716,59436,58411,58932
57844,0.2654,56884,57731,58194,57667,58530,56960,58957,57639,56604,57077
55736,0.2654,55154,56207,56874,56485,56973,55398,57542,56143,55021,55409
53660,0.2654,53237,54397,55181,54763,55321,53658,55917,54315,53216,53505
51755,0.2654,51576,52706,53716,53227,53770,51885,54217,52586,51385,51740
49887,0.2654,49917,51152,52389,51796,52150,50499,52804,50891,49726,50116
48131,0.2654,48288,49754,50926,50270,50674,48971,51304,49301,48236,48486
46295,0.2654,46596,48238,49420,48950,49248,47182,49757,47668,46468,46840
44680,0.2654,45137,46716,48131,47548,47811,46026,48521,46126,44984,45265
43007,0.2654,43666,45421,46945,46191,46426,44506,46954,44550,43485,43755
41319,0.2654,42197,43893,45571,44937,45170,43083,45594,43109,42073,42274
39715,0.2654,40888,42587,44368,43694,43791,41723,44119,41642,40571,40890
38314,0.2654,39505,41289,43159,42358,42602,40569,42980,40292,39195,39466
36967,0.2654,38357,40106,41996,41207,41432,39344,41602,38918,37827,38269
35450,0.2654,37082,39002,40844,40105,40270,38059,40353,37542,36642,36963
34143,0.2654,35904,37665,39643,38860,39118,36937,39151,36449,35441,35809
32981,0.2654,34810,36569,38720,37849,38088,35965,38031,35087,34313,34573
31735,0.2654,33809,35619,37681,36756,37098,34999,36965,34122,33243,33417
30638,0.2654,32723,34479,36539,35784,36079,33899,35816,32976,32269,32402
29632,0.2654,31800,33582,35702,34841,35148,32870,34873,32041,31166,31519
28487,0.2654,30736,32474,34599,33797,34067,31864,33686,30898,30163,30292
27379,0.2654,29708,31383,33584,32795,33141,30970,32751,29808,29298,29285
26454,0.2654,28888,30567,32704,31870,32371,29978,31765,28958,28338,28360
25477,0.2654,27939,29602,31732,30964,31415,29167,30747,27977,27461,27422
24609,0.2654,27035,28828,30890,30077,30560,28333,29881,27063,26542,26558
23740,0.2654,26343,27913,30034,29232,29747,27494,28874,26259,25734,25622
22822,0.2654,25604,27043,29193,28375,29019,26639,28126,25460,24930,24824
22083,0.4807,24728,26221,28452,27592,28196,25945,27384,24715,24315,24057
21247,0.4905,24084,25562,27767,26905,27540,25048,26567,23972,23561,23355
20479,0.5008,23277,24665,26863,26009,26790,24225,25786,23119,22803,22532
19755,0.4572,22635,24000,26107,25315,26041,23538,25033,22435,22129,21790
19075,0.4351,21978,23199,25517,24560,25271,22849,24316,21798,21458,20995
18361,0.4492,21320,22634,24650,23882,24622,22145,23651,21130,20818,20325
17791,0.3957,20816,21989,24071,23322,24001,21720,23165,20648,20339,19848
17076,0.4381,20154,21285,23417,22511,23311,20974,22460,19915,19612,19187
16594,0.3612,19690,20701,22776,22014,22799,20366,21765,19420,19135,18640
15949,0.3969,19050,19965,22203,21496,22191,19806,21146,18786,18561,18039
15730,0.2221,19127,20012,22073,21385,22118,19634,21051,18687,18435,17919
14815,0.4207,17986,18830,20780,20341,20869,18643,19926,17774,17459,16863
14316,0.4025,17468,18204,20300,19685,20433,18152,19445,17259,17001,16373
13756,0.4416,17024,17736,19776,19175,19816,17568,18915,16721,16447,15910
13234,0.472,16489,17173,19245,18687,19306,17142,18403,16299,15972,15374
12847,0.4428,16074,16734,18667,18104,18729,16645,17900,15883,15486,14996
12400,0.4556,15568,16210,18322,17643,18344,16287,17462,15405,14982,14525
11982,0.4268,15177,15791,17725,17189,17877,15854,16991,14984,14693,14101
11561,0.444,14805,15350,17226,16768,17358,15426,16556,14648,14255,13713
11115,0.5083,14299,14860,16823,16282,16943,15034,16123,14309,13767,13359
10825,0.4665,13987,14504,16312,15852,16516,14656,15686,13904,13417,12947
10443,0.4611,13638,14080,15950,15352,16118,14272,15261,13541,13064,12631
10178,0.4066,13248,13688,15532,15012,15680,13959,14880,13265,12774,12246
9780,0.4817,12893,13305,15116,14627,15305,13626,14458,12919,12396,11920
9448,0.501,12514,13006,14734,14248,14983,13279,14113,12630,12009,11599
9153,0.5124,12214,12679,14344,13834,14568,13006,13747,12326,11744,11259
8891,0.4762,11876,12311,13915,13502,14290,12639,13373,12013,11359,10980
8503,0.5691,11562,12068,13546,13072,13859,12318,13050,11693,11016,10717
8299,0.4988,11197,11742,13245,12741,13474,12079,12715,11413,10699,10380
8025,0.5476,10867,11422,12879,12464,13208,11756,12475,11164,10456,10109
7765,0.5595,10654,11105,12576,12123,12902,11466,12130,10927,10162,9818
7517,0.5498,10356,10871,12216,11777,12565,11213,11838,10632,9847,9654
7276,0.5866,10049,10625,11895,11460,12290,10961,11452,10461,9621,9272
7054,0.5755,9778,10408,11608,11212,11971,10698,11288,10201,9323,9084
6876,0.5767,9541,10125,11303,10921,11793,10414,11086,10042,9188,8885
6643,0.5667,9361,9894,11030,10643,11526,10252,10733,9753,8814,8623
6415,0.64,9083,9618,10645,10429,11201,9957,10464,9548,8622,8364
6218,0.6125,8834,9481,10442,10162,10855,9761,10236,9340,8430,8221
5942,0.7416,8582,9262,10142,9893,10736,9538,10068,9154,8145,8028
5837,0.673,8386,9041,9873,9726,10476,9252,9827,8931,7977,7817
5589,0.7955,8221,8871,9635,9422,10137,9122,9570,8815,7840,7653
5450,0.7686,8020,8728,9428,9192,10020,8921,9313,8569,7615,7344
5326,0.7487,7814,8521,9132,8976,9707,8789,9169,8357,7435,7205
5153,0.759,7623,8259,8881,8780,9522,8560,8972,8180,7245,7047
4956,0.8547,7430,8157,8735,8566,9338,8317,8789,8008,7095,6909
4828,0.8183,7266,8032,8504,8352,9096,8119,8604,7865,6939,6743
4670,0.9132,7154,7836,8282,8143,8833,7986,8416,7698,6723,6596
4578,0.8548,6952,7692,8154,8038,8632,7815,8265,7510,6686,6391
4433,0.8623,6776,7552,7915,7772,8400,7603,8062,7373,6424,6256
4308,0.9162,6630,7406,7732,7649,8256,7463,7941,7203,6377,6171
4209,0.8745,6511,7261,7577,7485,8110,7311,7772,7033,6209,6017
4072,0.9805,6348,7132,7360,7321,7857,7124,7631,6876,6079,5901
4021,0.8305,6239,6947,7169,7102,7716,6971,7470,6748,5904,5765
3873,1,6083,6893,7095,7016,7551,6913,7259,6569,5781,5665
3768,0.9212,5968,6718,6956,6828,7345,6715,7152,6406,5682,5490
3687,0.9307,5874,6609,6820,6653,7200,6572,7089,6310,5585,5414
3623,0.8828,5717,6488,6667,6502,7011,6449,6884,6189,5481,5320
3534,0.9255,5634,6386,6455,6386,6884,6320,6766,6002,5377,5189
3460,0.9227,5518,6239,6394,6268,6736,6163,6632,5909,5244,5066
3414,0.7851,5411,6142,6292,6133,6669,6025,6552,5803,5130,4985
3288,0.9254,5353,6087,6165,6064,6473,5937,6444,5690,5097,4868
3273,0.8114,5231,5977,6061,5937,6377,5922,6339,5565,4984,4825
3167,0.8832,5086,5878,5954,5758,6217,5709,6240,5511,4885,4740
3120,0.8411,5015,5772,5834,5720,6077,5591,6086,5386,4796,4639
