intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,58341,46436,60244,63150,58216,50134,62044,58823
59827,0.2654,56190,44209,57753,59453,55949,48014,59195,56742
57844,0.2654,54170,42322,55415,56877,53675,46277,57059,54706
55736,0.2654,52339,40443,53291,54653,51709,44453,55234,52802
53660,0.2654,50161,38291,51018,52107,49528,42579,53065,50770
51755,0.2654,48151,36577,48735,49724,47420,40854,51250,48906
49887,0.2654,46602,34881,46805,47535,45346,39338,49352,46988
48131,0.2654,44695,33381,44605,45445,43493,37623,47516,45315
46295,0.2654,42899,31823,42833,43100,41450,36103,45691,43669
44680,0.2654,41440,30346,40928,41127,39761,34841,44111,41939
43007,0.2654,39817,29038,39247,39186,37885,33506,42577,40345
41319,0.2654,38247,27769,37502,37320,36216,32230,40898,38826
39715,0.2654,36865,26556,35719,35533,34646,30918,39403,37241
38314,0.2654,35456,25363,34302,33786,33023,29755,37905,35834
36967,0.2654,34081,24211,32895,32235,31526,28621,36706,34549
35450,0.2654,32820,23149,31384,30750,29914,27628,35216,33019
34143,0.2654,31665,22173,30005,29295,28612,26571,34012,31791
32981,0.2654,30449,21279,28709,27930,27248,25659,32701,30631
31735,0.2654,29340,20389,27508,26599,25851,24761,31520,29480
30638,0.2654,28288,19574,26337,25358,24577,23834,30361,28146
29632,0.2654,27278,18816,25158,24282,23523,22955,29431,27201
28487,0.2654,26327,17980,23955,23064,22412,22063,28255,25948
27379,0.2654,25278,17280,22961,22139,21242,21321,27108,25104
26454,0.2654,24288,16715,21898,21212,20117,20589,26158,23993
25477,0.2654,23404,16031,20958,20253,19307,19748,25153,23043
24609,0.2654,22595,15435,20046,19532,18335,19023,24336,22080
23740,0.2654,21775,14801,19106,18615,17503,18398,23415,21318
22822,0.2654,21044,14244,18283,17959,16666,17629,22488,20422
22083,0.4807,20284,13872,17515,17255,15958,17228,21670,19699
21247,0.4905,19690,13424,16663,16595,15291,16535,20960,18886
20479,0.5008,18909,12843,15907,16059,14523,15877,20044,18004
19755,0.4572,18276,12496,15266,15486,13916,15356,19273,17444
19075,0.4351,17653,12018,14498,14954,13260,14821,18568,16708
18361,0.4492,16934,11565,13883,14419,12714,14157,17800,16010
17791,0.3957,16555,11355,13358,14048,12355,13790,17247,15497
17076,0.4381,15888,10863,12693,13524,11773,13222,16523,14749
16594,0.3612,15475,10550,12155,13106,11368,12763,15892,14280
15949,0.3969,14842,10200,11677,12783,10873,12380,15292,13725
15730,0.2221,14829,10128,11395,12719,10716,12186,15045,13446
14815,0.4207,13974,9589,10634,12097,10231,11481,14048,12691
14316,0.4025,13551,9270,10270,11808,9739,11066,13529,12112
13756,0.4416,13150,9000,9920,11396,9462,10719,13023,11652
13234,0.472,12674,8770,9543,11143,9190,10392,12513,11195
12847,0.4428,12274,8512,9202,10836,8940,9999,11990,10749
12400,0.4556,11964,8229,8811,10589,8642,9696,11561,10427
11982,0.4268,11559,8077,8605,10344,8389,9389,11061,9979
11561,0.444,11261,7808,8224,10063,8180,9062,10663,9648
11115,0.5083,10860,7618,8017,9766,7985,8736,10210,9282
10825,0.4665,10490,7437,7801,9592,7820,8474,9836,8990
10443,0.4611,10215,7218,7618,9394,7609,8164,9498,8741
10178,0.4066,9915,7037,7378,9079,7390,7907,9125,8359
9780,0.4817,9692,6861,7194,8987,7270,7691,8723,8138
9448,0.501,9368,6752,7056,8766,7084,7480,8392,7842
9153,0.5124,9086,6526,6863,8560,6904,7198,8076,7577
8891,0.4762,8773,6407,6664,8322,6764,6944,7787,7330
8503,0.5691,8586,6222,6483,8185,6613,6755,7501,7040
8299,0.4988,8344,6061,6356,7987,6475,6567,7188,6899
8025,0.5476,8071,5937,6267,7796,6325,6310,6913,6686
7765,0.5595,7800,5765,6074,7625,6182,6131,6623,6435
7517,0.5498,7693,5680,5984,7392,6094,5935,6352,6242
7276,0.5866,7401,5573,5829,7219,5930,5680,6121,6025
7054,0.5755,7188,5387,5729,7083,5815,5562,5881,5897
6876,0.5767,7035,5315,5619,6930,5729,5380,5649,5756
6643,0.5667,6829,5174,5494,6747,5585,5184,5463,5508
6415,0.64,6568,5027,5325,6648,5472,5024,5221,5303
6218,0.6125,6463,4958,5287,6446,5348,4919,5067,5170
5942,0.7416,6243,4825,5154,6271,5268,4749,4856,5021
5837,0.673,6072,4694,5049,6141,5134,4602,4668,4894
5589,0.7955,5844,4612,4898,5974,5069,4488,4501,4724
5450,0.7686,5729,4513,4835,5840,4955,4360,4350,4592
5326,0.7487,5534,4379,4700,5710,4835,4175,4190,4449
5153,0.759,5478,4308,4612,5575,4773,4072,4078,4307
4956,0.8547,5297,4212,4531,5434,4686,3908,3936,4204
4828,0.8183,5125,4138,4450,5353,4610,3860,3828,4110
4670,0.9132,5003,3984,4331,5217,4509,3693,3671,3971
4578,0.8548,4902,3983,4279,5078,4419,3566,3546,3873
4433,0.8623,4713,3833,4208,4992,4328,3480,3414,3785
4308,0.9162,4623,3811,4116,4862,4224,3355,3341,3712
4209,0.8745,4496,3690,4015,4740,4184,3273,3210,3579
