intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
1.06E-04,0.2654,1.05E-05,1.45E-05,1.49E-05,1.49E-05,1.68E-05,1.79E-05,1.90E-05,2.21E-05
1.02E-04,0.2654,1.01E-05,1.38E-05,1.42E-05,1.42E-05,1.61E-05,1.71E-05,1.81E-05,2.20E-05
9.87E-05,0.2654,9.57E-06,1.32E-05,1.35E-05,1.35E-05,1.54E-05,1.64E-05,1.73E-05,2.00E-05
9.51E-05,0.2654,9.19E-06,1.26E-05,1.28E-05,1.28E-05,1.48E-05,1.58E-05,1.66E-05,1.92E-05
9.14E-05,0.2654,8.77E-06,1.20E-05,1.22E-05,1.22E-05,1.41E-05,1.51E-05,1.58E-05,1.83E-05
8.82E-05,0.2654,8.35E-06,1.14E-05,1.16E-05,1.16E-05,1.35E-05,1.44E-05,1.51E-05,1.75E-05
8.49E-05,0.2654,7.97E-06,1.09E-05,1.10E-05,1.10E-05,1.29E-05,1.38E-05,1.44E-05,1.67E-05
8.19E-05,0.2654,7.65E-06,1.04E-05,1.05E-05,1.05E-05,1.23E-05,1.32E-05,1.38E-05,1.59E-05
7.87E-05,0.2654,7.26E-06,9.87E-06,9.94E-06,9.94E-06,1.17E-05,1.26E-05,1.32E-05,1.51E-05
7.59E-05,0.2654,6.96E-06,9.40E-06,9.42E-06,9.42E-06,1.12E-05,1.22E-05,1.26E-05,1.44E-05
7.30E-05,0.2654,6.60E-06,8.97E-06,8.95E-06,8.95E-06,1.07E-05,1.16E-05,1.20E-05,1.37E-05
7.01E-05,0.2654,6.27E-06,8.52E-06,8.49E-06,8.49E-06,1.02E-05,1.11E-05,1.15E-05,1.31E-05
6.72E-05,0.2654,5.99E-06,8.11E-06,8.08E-06,8.08E-06,9.63E-06,1.06E-05,1.09E-05,1.24E-05
6.48E-05,0.2654,5.71E-06,7.70E-06,7.66E-06,7.66E-06,9.23E-06,1.02E-05,1.04E-05,1.18E-05
6.25E-05,0.2654,5.46E-06,7.37E-06,7.28E-06,7.28E-06,8.80E-06,9.74E-06,9.94E-06,1.13E-05
5.98E-05,0.2654,5.16E-06,7.00E-06,6.92E-06,6.92E-06,8.39E-06,9.34E-06,9.47E-06,1.07E-05
