intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9
1539,0.1264,1512,1476,1467,1455,1455,1416,1489,1631,1490
1539,0,1525,1487,1494,1434,1497,1418,1515,1620,1474
1533,0.3734,1540,1503,1514,1461,1490,1458,1534,1653,1493
1573,0.0488,1572,1525,1502,1458,1540,1442,1484,1636,1522
1577,0.397,1550,1500,1539,1493,1556,1488,1550,1649,1542
1593,0.1378,1594,1541,1558,1503,1558,1508,1517,1662,1548
1603,0.4256,1658,1570,1535,1462,1574,1525,1590,1716,1629
1623,0.2846,1649,1588,1600,1534,1588,1508,1552,1694,1607
1592,0.6316,1682,1593,1583,1545,1568,1533,1583,1702,1615
1641,0.3291,1686,1617,1629,1558,1622,1537,1607,1731,1638
1655,0.3644,1680,1656,1629,1595,1635,1558,1608,1727,1642
1686,0.2124,1742,1670,1636,1590,1656,1560,1635,1762,1651
1645,0.7958,1730,1676,1670,1598,1696,1596,1656,1772,1691
1704,0.5862,1790,1675,1701,1631,1726,1603,1666,1820,1722
1728,0.3352,1804,1748,1744,1635,1712,1635,1660,1835,1791
1763,0.4835,1838,1741,1713,1701,1751,1620,1710,1810,1743
1743,0.6532,1878,1753,1735,1710,1794,1656,1748,1847,1773
1762,0.6613,1880,1820,1790,1736,1796,1653,1778,1833,1836
1789,0.624,1889,1822,1760,1713,1793,1724,1753,1862,1841
1814,0.6512,1942,1846,1810,1727,1866,1713,1797,1905,1841
1821,0.6871,2020,1887,1823,1782,1863,1747,1836,1906,1887
1879,0.5378,2037,1879,1863,1810,1890,1774,1823,1931,1920
1863,0.7579,2022,1941,1862,1817,1923,1794,1794,1963,1914
1882,0.8238,2089,2029,1925,1867,1915,1763,1859,2029,1976
1953,0.6599,2097,1974,1934,1882,1932,1825,1891,1956,2004
1947,0.7902,2138,2031,1980,1903,2000,1856,1864,2025,2048
1985,0.8078,2171,2059,1986,1904,2002,1908,1952,2071,2047
2015,0.7781,2238,2087,2002,1979,2033,1937,1980,2080,2097
2053,0.6617,2209,2101,2044,1984,2067,1953,2022,2101,2143
2087,0.7728,2298,2194,2109,2037,2147,1974,2020,2132,2205
2126,1,2326,2196,2097,2033,2105,1995,2030,2184,2205
2142,0.8128,2356,2205,2153,2033,2180,1993,2093,2193,2249
2177,0.8266,2387,2259,2191,2106,2223,2091,2094,2213,2301
2208,0.9281,2447,2317,2233,2118,2260,2095,2159,2222,2306
2258,0.8162,2543,2352,2272,2166,2259,2096,2188,2252,2354
2303,0.8643,2586,2374,2277,2190,2348,2155,2268,2330,2386
2318,0.8621,2596,2434,2327,2237,2379,2143,2255,2343,2456
2402,0.7727,2662,2512,2371,2260,2411,2203,2278,2337,2451
2449,0.7549,2810,2539,2463,2320,2442,2287,2329,2437,2548
2483,0.86,2721,2515,2425,2309,2477,2267,2360,2440,2552
2490,0.9438,2808,2621,2484,2393,2568,2299,2332,2456,2589
2588,0.7927,2826,2663,2532,2420,2559,2310,2398,2506,2662
2615,0.8846,2924,2647,2529,2429,2597,2364,2453,2512,2702
2723,0.7552,3005,2758,2614,2476,2649,2426,2468,2593,2714
2753,0.8614,3027,2841,2640,2532,2680,2471,2551,2608,2758
2849,0.5966,3110,2829,2683,2594,2734,2513,2553,2614,2851
2838,0.8254,3132,2903,2733,2576,2808,2557,2567,2713,2893
2956,0.7628,3215,2985,2819,2628,2828,2617,2624,2733,2935
3022,0.7949,3297,3058,2870,2659,2832,2633,2659,2783,3004
3175,0.462,3351,3101,2886,2713,2923,2647,2702,2840,3073
3217,0.5248,3406,3159,2930,2758,2954,2732,2754,2874,3095
3255,0.6998,3476,3224,3011,2863,3022,2784,2798,2893,3150
3364,0.6269,3545,3292,3041,2880,3073,2837,2874,3000,3236
3443,0.6696,3633,3365,3143,2942,3144,2887,2874,3042,3249
3483,0.7154,3727,3440,3199,3029,3178,2899,2953,3086,3341
3592,0.6626,3837,3505,3247,3068,3278,2951,2972,3194,3454
3728,0.4952,3884,3575,3310,3109,3318,3028,3023,3257,3521
3823,0.5717,3980,3682,3365,3174,3392,3087,3108,3285,3583
3950,0.4977,4032,3791,3441,3273,3510,3135,3129,3382,3647
4055,0.4356,4198,3811,3517,3329,3531,3208,3176,3376,3737
4176,0.4493,4251,3885,3595,3337,3585,3219,3258,3501,3800
4263,0.4547,4335,4047,3625,3393,3732,3332,3304,3586,3898
4407,0.4525,4487,4107,3719,3566,3773,3358,3365,3677,4042
4523,0.3742,4610,4195,3825,3598,3860,3447,3448,3751,4064
4618,0.4865,4665,4343,3884,3649,3945,3546,3457,3749,4229
4745,0.4143,4751,4374,3988,3801,4041,3578,3596,3788,4288
4914,0.3817,4918,4493,4051,3865,4222,3664,3628,3955,4433
5122,0.2698,5010,4620,4125,3984,4271,3770,3671,3992,4512
5185,0.4303,5192,4733,4227,4040,4422,3859,3766,4098,4615
5390,0.3291,5294,4885,4336,4219,4524,3960,3801,4158,4709
5511,0.3948,5438,4963,4413,4313,4696,4063,3955,4226,4905
5660,0.3799,5643,5091,4495,4400,4754,4110,3932,4284,4942
5822,0.4073,5681,5168,4697,4506,4942,4204,4046,4392,5148
6031,0.3232,5808,5343,4781,4622,5069,4350,4152,4429,5261
6189,0.407,6009,5471,4833,4736,5239,4513,4235,4569,5340
6380,0.3867,6135,5579,4999,4866,5368,4687,4360,4673,5559
6621,0.2974,6337,5766,5102,4976,5549,4815,4433,4661,5636
6846,0.3023,6473,5951,5234,5127,5737,4929,4557,4779,5797
7008,0.3449,6689,6016,5387,5275,5874,5089,4641,4926,5981
7234,0.3806,6908,6223,5512,5437,6088,5254,4809,4976,6129
7471,0.3215,7073,6384,5657,5560,6320,5403,4936,5077,6346
7703,0.3909,7200,6583,5831,5697,6436,5603,5144,5239,6479
7892,0.3943,7538,6799,5981,5840,6666,5761,5188,5363,6662
8240,0.3127,7675,6911,6152,6010,6925,6029,5438,5512,6901
8490,0.3336,7880,7128,6387,6227,7151,6178,5621,5718,7096
8732,0.3977,8116,7316,6533,6286,7416,6369,5788,5847,7327
8979,0.4533,8357,7546,6705,6545,7596,6546,6009,5990,7512
9333,0.3647,8605,7748,6951,6745,7825,6815,6172,6217,7767
9705,0.3376,8837,7997,7168,6912,8168,7045,6480,6453,8033
10047,0.3339,9192,8272,7393,7157,8342,7341,6677,6651,8387
10365,0.3656,9392,8461,7586,7296,8669,7510,6806,6862,8467
10723,0.3745,9698,8741,7822,7564,8955,7682,7123,7056,8860
11145,0.0715,9967,9051,8133,7748,9294,7958,7333,7365,9230
11457,0.0715,10225,9246,8344,7977,9527,8158,7604,7585,9509
11754,0.0715,10527,9545,8677,8196,9809,8479,7911,7904,9829
12188,0.0715,10858,9878,8879,8389,10163,8692,8205,8201,10229
12552,0.0715,11169,10116,9183,8698,10491,8965,8426,8425,10573
13019,0.0715,11573,10558,9550,9029,10874,9387,8785,8877,11048
13557,0.0715,11931,10926,9877,9305,11224,9644,9074,9180,11385
13916,0.0715,12118,11178,10115,9535,11568,9835,9303,9512,11768
14376,0.0715,12554,11597,10491,9781,11920,10118,9681,9891,12191
