intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9
1539,0.1264,1057,1032,1053,949,793,802,791,856,1023
1539,0,1082,1008,1022,986,761,769,819,841,1074
1533,0.3734,1091,1035,1002,995,826,818,802,827,1051
1573,0.0488,1092,1057,1022,1039,801,802,831,848,1038
1577,0.397,1095,1095,1024,976,808,811,790,826,1058
1593,0.1378,1128,1104,1026,987,798,818,810,851,1108
1603,0.4256,1135,1079,1060,1008,819,812,856,881,1103
1623,0.2846,1115,1074,1037,1043,818,817,826,877,1072
1592,0.6316,1149,1098,1081,1052,813,821,837,868,1095
1641,0.3291,1169,1092,1089,1034,833,809,816,855,1134
1655,0.3644,1154,1107,1092,1095,852,816,853,842,1140
1686,0.2124,1182,1132,1089,1019,830,818,808,919,1140
1645,0.7958,1189,1124,1107,1058,825,830,818,900,1138
1704,0.5862,1207,1167,1114,1073,823,818,847,922,1173
1728,0.3352,1230,1188,1137,1094,806,835,858,926,1180
1763,0.4835,1242,1207,1094,1123,849,810,830,911,1175
1743,0.6532,1236,1207,1153,1118,830,849,856,937,1203
1762,0.6613,1260,1191,1139,1144,807,849,883,952,1199
1789,0.624,1296,1208,1155,1146,835,854,895,935,1227
1814,0.6512,1325,1229,1183,1182,858,880,906,957,1256
1821,0.6871,1322,1262,1203,1208,840,883,902,985,1243
1879,0.5378,1305,1280,1179,1221,865,879,902,962,1266
1863,0.7579,1339,1252,1217,1204,854,886,903,1003,1291
1882,0.8238,1362,1274,1257,1234,882,863,929,1011,1308
1953,0.6599,1385,1292,1276,1292,850,890,896,1067,1333
1947,0.7902,1420,1305,1269,1290,878,917,963,1085,1386
1985,0.8078,1427,1334,1278,1322,899,930,982,1008,1357
2015,0.7781,1466,1386,1322,1342,894,915,973,1079,1400
2053,0.6617,1484,1383,1333,1377,908,933,958,1076,1441
2087,0.7728,1499,1419,1352,1402,924,960,1009,1093,1449
2126,1,1528,1442,1354,1415,912,979,1002,1104,1439
2142,0.8128,1573,1461,1368,1443,920,986,1004,1109,1505
2177,0.8266,1580,1433,1374,1485,933,994,1019,1140,1483
2208,0.9281,1602,1452,1420,1521,979,999,1066,1152,1535
2258,0.8162,1646,1518,1426,1579,955,1037,1055,1174,1536
2303,0.8643,1637,1503,1500,1572,980,1049,1056,1226,1547
2318,0.8621,1686,1591,1490,1626,980,1059,1103,1220,1599
2402,0.7727,1728,1578,1507,1667,1030,1101,1115,1266,1624
2449,0.7549,1797,1630,1568,1718,1051,1070,1126,1257,1686
2483,0.86,1797,1678,1554,1701,1009,1116,1151,1294,1694
2490,0.9438,1813,1658,1620,1749,1040,1138,1170,1316,1750
2588,0.7927,1845,1727,1602,1809,1082,1139,1207,1356,1775
2615,0.8846,1878,1728,1677,1875,1107,1164,1239,1373,1813
2723,0.7552,1904,1801,1713,1893,1116,1188,1270,1410,1841
2753,0.8614,1968,1789,1733,1938,1115,1203,1290,1450,1889
2849,0.5966,1991,1842,1768,1963,1148,1258,1340,1467,1943
2838,0.8254,2058,1898,1804,2052,1142,1267,1298,1510,1942
2956,0.7628,2104,1929,1855,2104,1218,1280,1391,1531,2041
3022,0.7949,2136,1972,1878,2133,1238,1337,1436,1546,2057
3175,0.462,2173,1993,1916,2224,1218,1335,1461,1631,2093
3217,0.5248,2232,2068,1977,2263,1240,1414,1529,1664,2126
3255,0.6998,2282,2150,2008,2327,1299,1437,1513,1725,2216
3364,0.6269,2351,2156,2038,2392,1304,1498,1564,1736,2264
3443,0.6696,2394,2220,2091,2446,1379,1529,1630,1814,2329
3483,0.7154,2447,2300,2163,2530,1371,1516,1704,1833,2370
3592,0.6626,2535,2343,2214,2608,1405,1585,1730,1869,2412
3728,0.4952,2566,2375,2263,2633,1443,1664,1764,1979,2492
3823,0.5717,2628,2441,2289,2767,1511,1694,1827,2014,2541
3950,0.4977,2682,2533,2398,2844,1561,1773,1926,2089,2604
4055,0.4356,2796,2562,2443,2939,1558,1792,1948,2158,2684
4176,0.4493,2809,2641,2507,3012,1609,1875,2017,2194,2695
4263,0.4547,2906,2740,2588,3081,1662,1942,2095,2286,2832
4407,0.4525,2981,2828,2643,3204,1752,2018,2153,2355,2917
4523,0.3742,3076,2892,2718,3272,1780,2137,2197,2423,2940
4618,0.4865,3107,2978,2797,3375,1833,2144,2293,2513,3084
4745,0.4143,3226,3033,2895,3503,1913,2225,2413,2564,3141
4914,0.3817,3307,3157,2906,3597,1967,2323,2517,2670,3200
5122,0.2698,3433,3243,3087,3712,2021,2384,2565,2787,3280
5185,0.4303,3506,3327,3154,3867,2071,2503,2704,2840,3426
5390,0.3291,3570,3407,3213,3935,2205,2560,2747,2957,3470
5511,0.3948,3730,3505,3327,4076,2248,2699,2894,3079,3595
5660,0.3799,3797,3622,3388,4224,2338,2765,2998,3155,3660
5822,0.4073,3902,3729,3497,4375,2439,2911,3097,3256,3823
6031,0.3232,4048,3856,3658,4487,2538,3042,3245,3384,3930
6189,0.407,4137,3957,3723,4681,2608,3122,3361,3506,4044
6380,0.3867,4255,4120,3845,4828,2683,3278,3481,3631,4160
6621,0.2974,4408,4206,3948,4971,2827,3390,3639,3769,4275
6846,0.3023,4571,4350,4103,5137,2908,3505,3773,3913,4445
7008,0.3449,4663,4508,4303,5353,3056,3669,3958,4029,4561
7234,0.3806,4838,4658,4406,5564,3143,3814,4203,4176,4703
7471,0.3215,4985,4800,4567,5750,3261,3966,4282,4342,4868
7703,0.3909,5107,4940,4680,5887,3443,4144,4541,4511,5041
7892,0.3943,5309,5112,4857,6218,3558,4305,4673,4656,5172
8240,0.3127,5470,5302,5018,6419,3731,4530,4944,4849,5358
8490,0.3336,5656,5469,5224,6673,3897,4739,5153,5092,5520
8732,0.3977,5835,5653,5356,6907,4052,4889,5386,5254,5708
8979,0.4533,6050,5791,5538,7103,4206,5133,5566,5439,5899
9333,0.3647,6301,6034,5795,7426,4415,5336,5873,5678,6072
9705,0.3376,6556,6233,5998,7733,4602,5638,6109,5926,6278
10047,0.3339,6778,6477,6237,8069,4846,5821,6443,6206,6561
10365,0.3656,6996,6683,6363,8277,5038,6082,6673,6446,6808
10723,0.3745,7192,6900,6691,8619,5245,6364,6989,6646,7027
11145,0.0715,7471,7203,6958,8910,5554,6628,7327,6967,7253
11457,0.0715,7745,7458,7107,9209,5778,6885,7647,7170,7486
11754,0.0715,8068,7720,7457,9666,5984,7157,7900,7518,7816
