intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,61394,61908,60980,64404,63009,60120,61026,61765
59827,0.2654,58902,58935,59066,62884,60525,57609,58722,59181
57844,0.2654,56812,56555,57263,59059,58630,55486,56857,57159
55736,0.2654,54890,54244,55773,57439,57063,53478,55185,55265
53660,0.2654,52753,51846,53799,55519,55250,51162,53254,53110
51755,0.2654,50643,49407,52068,53742,53521,49130,51457,51240
49887,0.2654,48719,47298,50454,52052,51843,47062,49796,49258
48131,0.2654,46935,45070,48854,50357,50267,45282,48088,47595
46295,0.2654,45031,42888,47223,48628,48419,43299,46370,45700
44680,0.2654,43228,40875,45696,47054,46915,41522,44779,44053
43007,0.2654,41532,39068,44194,45552,45311,39768,43257,42442
41319,0.2654,39873,37331,42473,43991,43739,38297,41621,40902
39715,0.2654,38245,35535,41152,42505,42154,36799,40112,39303
38314,0.2654,36747,33904,39728,41102,40818,35341,38684,37934
36967,0.2654,35370,32370,38322,39859,39402,33896,37304,36519
35450,0.2654,33923,30892,37057,38553,38139,32565,36100,35110
34143,0.2654,32547,29494,35721,37244,36581,31329,34782,33880
32981,0.2654,31344,28354,34367,36044,35424,30351,33559,32610
31735,0.2654,30157,26945,33280,34967,34171,29043,32497,31496
30638,0.2654,28993,25855,32022,33770,32885,28050,31292,30384
29632,0.2654,27843,24866,30995,32802,31792,27108,30286,29275
28487,0.2654,26707,23795,29728,31664,30612,26114,29072,28182
27379,0.2654,25574,22838,28715,30566,29433,25195,28072,27201
26454,0.2654,24685,21925,27635,29665,28444,24319,27147,26313
25477,0.2654,23695,21097,26599,28551,27470,23471,26155,25335
24609,0.2654,22760,20189,25712,27666,26446,22749,25269,24476
23740,0.2654,21935,19410,24754,26695,25371,21948,24319,23623
22822,0.2654,21025,18669,23745,25875,24579,21224,23554,22824
22083,0.4807,20256,18101,22894,25140,23751,20651,22761,22031
21247,0.4905,19617,17455,22102,24370,23017,20032,22053,21336
20479,0.5008,18789,16704,21205,23356,22009,19400,21219,20527
