intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9
1539,0.1264,1290,1284,1173,1210,1237,1231,1222,1185,1188
1539,0,1320,1289,1177,1210,1244,1233,1226,1142,1179
1533,0.3734,1338,1276,1194,1261,1279,1238,1228,1196,1191
1573,0.0488,1335,1317,1248,1257,1272,1243,1267,1246,1216
1577,0.397,1375,1296,1224,1295,1324,1268,1267,1224,1237
1593,0.1378,1348,1347,1291,1329,1320,1314,1274,1259,1234
1603,0.4256,1381,1367,1260,1327,1352,1332,1312,1292,1265
1623,0.2846,1397,1382,1288,1339,1350,1329,1314,1286,1260
1592,0.6316,1421,1370,1356,1344,1352,1359,1352,1310,1280
1641,0.3291,1452,1398,1300,1380,1390,1377,1313,1305,1307
1655,0.3644,1463,1428,1334,1426,1388,1373,1381,1350,1304
1686,0.2124,1519,1436,1318,1438,1434,1372,1341,1372,1300
1645,0.7958,1513,1456,1377,1488,1443,1452,1371,1398,1359
1704,0.5862,1516,1480,1366,1437,1482,1432,1418,1426,1328
1728,0.3352,1550,1518,1421,1473,1461,1444,1461,1402,1374
1763,0.4835,1574,1508,1435,1474,1520,1489,1421,1454,1416
1743,0.6532,1583,1578,1465,1540,1508,1518,1524,1467,1422
1762,0.6613,1655,1550,1479,1528,1539,1511,1495,1506,1421
1789,0.624,1633,1589,1501,1580,1575,1564,1527,1508,1458
1814,0.6512,1682,1607,1511,1614,1601,1588,1533,1579,1487
1821,0.6871,1695,1664,1552,1653,1605,1603,1601,1588,1490
1879,0.5378,1717,1685,1571,1674,1632,1599,1614,1604,1541
1863,0.7579,1752,1668,1617,1680,1709,1676,1644,1648,1523
1882,0.8238,1792,1737,1616,1726,1684,1699,1663,1638,1575
1953,0.6599,1781,1757,1653,1753,1741,1695,1695,1663,1592
1947,0.7902,1841,1804,1655,1796,1768,1727,1724,1718,1634
1985,0.8078,1850,1857,1712,1833,1767,1767,1761,1752,1624
2015,0.7781,1909,1884,1743,1849,1819,1744,1830,1760,1672
2053,0.6617,1958,1923,1797,1891,1859,1831,1821,1798,1687
2087,0.7728,1952,1949,1816,1918,1910,1894,1863,1847,1738
2126,1,2036,1966,1876,1947,1906,1893,1891,1858,1715
2142,0.8128,2007,2000,1891,1975,1922,1938,1857,1904,1759
2177,0.8266,2050,2068,1910,1993,1945,1975,1944,1940,1808
2208,0.9281,2148,2090,1904,2058,2002,1964,2024,1985,1856
2258,0.8162,2182,2137,1954,2107,2094,2071,2058,2050,1881
2303,0.8643,2190,2175,1952,2126,2101,2076,2065,2087,1856
2318,0.8621,2229,2254,2027,2210,2156,2110,2149,2151,1953
2402,0.7727,2308,2286,2092,2264,2210,2190,2105,2159,1979
2449,0.7549,2329,2381,2135,2311,2221,2257,2253,2233,2064
2483,0.86,2354,2396,2136,2320,2270,2248,2264,2266,2035
2490,0.9438,2398,2411,2157,2366,2315,2297,2326,2328,2104
2588,0.7927,2452,2536,2208,2426,2364,2368,2360,2364,2174
2615,0.8846,2488,2572,2274,2438,2427,2424,2364,2397,2161
2723,0.7552,2548,2632,2303,2490,2460,2464,2456,2443,2223
2753,0.8614,2593,2653,2355,2573,2526,2486,2539,2478,2255
2849,0.5966,2619,2705,2404,2597,2568,2601,2570,2544,2248
2838,0.8254,2696,2766,2429,2681,2644,2612,2640,2598,2322
2956,0.7628,2778,2843,2516,2721,2658,2703,2694,2649,2395
3022,0.7949,2820,2902,2550,2776,2709,2763,2732,2673,2451
3175,0.462,2908,3031,2591,2829,2790,2823,2843,2794,2521
3217,0.5248,2937,3023,2640,2866,2884,2914,2906,2816,2485
3255,0.6998,3047,3138,2677,2953,2948,2976,2935,2906,2564
3364,0.6269,3090,3195,2739,3018,3029,3006,3022,2985,2690
3443,0.6696,3192,3302,2818,3130,3103,3141,3133,3053,2696
3483,0.7154,3274,3366,2877,3155,3121,3153,3208,3131,2740
3592,0.6626,3385,3447,2946,3202,3209,3238,3263,3213,2859
3728,0.4952,3428,3530,3019,3291,3313,3341,3375,3262,2894
3823,0.5717,3470,3625,3083,3343,3395,3464,3421,3344,2958
3950,0.4977,3579,3694,3142,3444,3465,3552,3529,3425,3035
4055,0.4356,3612,3809,3256,3536,3543,3652,3568,3554,3079
4176,0.4493,3766,3913,3293,3626,3646,3734,3724,3627,3194
4263,0.4547,3825,4027,3375,3649,3781,3813,3801,3674,3257
4407,0.4525,3944,4048,3488,3751,3872,3894,3875,3843,3325
4523,0.3742,4051,4211,3561,3844,3899,3991,3992,3943,3424
4618,0.4865,4158,4291,3662,3916,4033,4088,4149,4014,3495
4745,0.4143,4240,4427,3736,4035,4141,4253,4180,4125,3591
4914,0.3817,4370,4550,3834,4102,4264,4343,4345,4217,3700
5122,0.2698,4504,4664,3940,4218,4431,4452,4435,4350,3805
5185,0.4303,4600,4741,4031,4318,4480,4548,4568,4465,3925
5390,0.3291,4706,4891,4117,4422,4600,4672,4681,4586,4006
5511,0.3948,4843,5016,4252,4554,4755,4828,4886,4689,4123
5660,0.3799,4972,5149,4321,4597,4801,4943,4988,4815,4251
5822,0.4073,5052,5339,4485,4710,5043,5068,5130,4980,4354
6031,0.3232,5240,5426,4618,4866,5126,5260,5291,5124,4479
6189,0.407,5340,5616,4689,4948,5292,5386,5418,5242,4600
6380,0.3867,5469,5759,4782,5071,5463,5553,5605,5387,4707
6621,0.2974,5651,5933,4905,5192,5622,5630,5685,5558,4891
6846,0.3023,5804,6083,5020,5369,5781,5846,5954,5683,5040
