intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,56892,61108,62213,57486,58674,61431,62409,56878,58153,60668
59827,0.2654,55054,58876,59581,55580,56518,59129,59550,55167,56356,58661
57844,0.2654,53435,57132,57651,53667,54784,57203,57668,53352,54587,56582
55736,0.2654,51759,55433,55829,51824,53036,55636,55886,51663,52942,54860
53660,0.2654,50012,53640,53781,49960,51250,53761,53955,49923,51272,52982
51755,0.2654,48234,51894,51987,48208,49519,51961,52254,48180,49559,51089
49887,0.2654,46701,50282,50260,46374,47949,50344,50434,46639,47981,49307
48131,0.2654,45002,48612,48575,44716,46296,48656,48643,45170,46397,47658
46295,0.2654,43711,47017,46849,42987,44733,47068,46841,43518,44801,46015
44680,0.2654,42055,45454,45362,41511,43129,45395,45308,42222,43224,44267
43007,0.2654,40634,43956,43824,39858,41676,44030,43683,40590,41703,42768
41319,0.2654,39290,42486,42199,38263,40275,42481,42134,39404,40288,41270
39715,0.2654,37999,41221,40743,36965,38892,40995,40750,38008,39052,39899
38314,0.2654,36758,39711,39383,35643,37596,39737,39353,36562,37606,38454
36967,0.2654,35518,38466,38317,34379,36378,38315,38072,35440,36412,37202
35450,0.2654,34186,37264,36872,33054,35191,37134,36691,34252,35282,35950
34143,0.2654,33120,35960,35618,31907,33992,35922,35411,33141,34040,34683
32981,0.2654,32014,34811,34532,30868,32959,34778,34338,32141,32868,33563
31735,0.2654,30975,33839,33390,29717,31874,33538,33070,31256,31866,32355
30638,0.2654,29946,32676,32247,28659,30859,32514,32045,30152,30879,31401
29632,0.2654,28955,31752,31379,27717,29889,31451,30927,29292,29851,30542
28487,0.2654,27998,30648,30351,26729,28907,30323,29906,28225,28824,29295
27379,0.2654,27094,29615,29240,25667,28059,29375,28883,27294,27915,28341
26454,0.2654,26223,28768,28415,24970,27156,28369,27960,26416,26998,27385
25477,0.2654,25419,27963,27367,24125,26265,27361,26900,25524,26129,26489
24609,0.2654,24587,26949,26593,23266,25422,26536,26080,24696,25425,25748
23740,0.2654,23687,26152,25686,22482,24694,25695,25252,23898,24493,24939
22822,0.2654,23010,25250,24919,21819,23939,24891,24330,23184,23804,24016
22083,0.4807,22395,24553,24130,21174,23293,24137,23646,22501,23089,23358
21247,0.4905,21640,23810,23420,20552,22594,23434,22880,21873,22378,22657
20479,0.5008,20889,23164,22600,19801,21763,22490,21960,21042,21642,21958
19755,0.4572,20200,22426,21924,19200,21251,21891,21345,20419,20925,21231
19075,0.4351,19544,21606,21166,18672,20623,21108,20649,19790,20294,20668
18361,0.4492,18974,21031,20552,18030,19861,20434,19910,19136,19583,20001
17791,0.3957,18513,20455,19955,17569,19398,19944,19422,18641,19107,19474
17076,0.4381,17765,19726,19362,17018,18776,19243,18687,17946,18427,18833
16594,0.3612,17336,19242,18773,16631,18257,18684,18178,17498,17913,18367
15949,0.3969,16794,18654,18257,16037,17719,18102,17542,16841,17346,17759
15730,0.2221,16668,18472,18045,16025,17569,18017,17481,16724,17203,17596
14815,0.4207,15821,17564,17011,15224,16590,17005,16476,15750,16297,16728
14316,0.4025,15335,16959,16540,14794,16185,16561,15962,15338,15849,16243
13756,0.4416,14857,16461,16012,14328,15666,16063,15451,14898,15321,15747
13234,0.472,14436,15964,15597,14001,15295,15609,14956,14400,14896,15303
12847,0.4428,13942,15580,15072,13672,14847,15175,14488,13940,14480,14888
12400,0.4556,13621,15067,14688,13141,14448,14706,14079,13512,14058,14503
11982,0.4268,13202,14702,14186,12921,14035,14226,13672,13156,13568,14101
11561,0.444,12830,14283,13848,12553,13621,13926,13205,12718,13244,13658
11115,0.5083,12456,13849,13380,12217,13283,13498,12793,12250,12775,13262
10825,0.4665,12136,13485,13103,11840,12916,13101,12519,11980,12506,12944
