pixel#,intensity1,intensity2,iii,aaa,absorption1,absorption2
105,0.010738411,0.424210735,0.434949146,1.26092115,0.584242461,0.676678689
106,0.009991535,0.439727537,0.449719073,1.235558043,0.562439022,0.673119021
107,0.009642993,0.456035725,0.465678719,1.155717135,0.530205944,0.625511191
108,0.00984216,0.47720528,0.48704744,1.231374918,0.647522156,0.583852763
109,0.008414798,0.491987225,0.500402023,1.225181924,0.635910528,0.589271396
110,0.007634728,0.511347899,0.518982627,1.17152167,0.5867008,0.58482087
111,0.007053825,0.531132529,0.538186354,1.195487889,0.662692556,0.532795333
112,0.007651325,0.553432633,0.561083959,1.123901245,0.573392687,0.550508558
113,0.006389935,0.574884825,0.581274761,1.174205358,0.617796208,0.55640915
114,0.005493685,0.596421808,0.601915493,1.117737892,0.59846597,0.519271923
115,0.005244726,0.618269693,0.623514419,1.258483717,0.727623566,0.530860152
116,0.005593268,0.643254854,0.648848122,1.218889038,0.692436983,0.526452054
117,0.004531045,0.668155225,0.67268627,1.285877504,0.757283883,0.528593621
118,0.004348476,0.691755462,0.696103938,1.252718433,0.735484889,0.517233544
119,0.0036016,0.718464713,0.722066313,1.449178167,0.907849414,0.541328753
120,0.003502017,0.746982844,0.75048486,1.25795994,0.740542095,0.517417846
121,0.003170072,0.776377152,0.779547223,1.320053188,0.771711324,0.548341865
122,0.002937711,0.805771459,0.80870917,1.42715794,0.876019492,0.551138448
123,0.002489585,0.83917922,0.841668806,1.466855589,0.908096137,0.558759452
124,0.001775904,0.871993443,0.873769347,1.507906163,0.949146711,0.558759452
125,0.001975071,0.900992058,0.902967129,1.355289661,0.796530209,0.558759452
126,0.001327779,0.933325796,0.934653575,1.456515477,0.897756025,0.558759452
127,0.001145209,0.971623188,0.972768397,1.522461936,0.963702484,0.558759452
128,0,1,1,1.558759452,1,0.558759452
