690i,750i,800i,850i,690ii,750ii,800ii,850ii,label,d690,d750,d800,d850,ai690,si690
0.072799,0.074858,0.076095,0.076349,0.088603,0.085603,0.088147,0.083155,1,-0.038207,-0.031839,-0.030736,-0.030339,0.99295,
0.070218,0.07138,0.072658,0.072824,0.092877,0.088414,0.091809,0.086161,1,-0.034473,-0.032275,-0.027874,-0.029025,0.95707,
0.067481,0.068547,0.06934,0.070048,0.096762,0.091553,0.095176,0.088369,1,-0.037266,-0.032888,-0.029338,-0.032935,0.93687,
0.064607,0.066325,0.067123,0.068719,0.10092,0.096718,0.098231,0.094005,1,-0.036348,-0.032763,-0.027626,-0.027871,0.93195,
0.062731,0.063458,0.063719,0.065364,0.10439,0.099987,0.10225,0.096541,1,-0.030616,-0.028291,-0.027847,-0.027912,0.86996,
0.059857,0.06066,0.061175,0.061618,0.10639,0.10242,0.10574,0.098983,1,-0.033319,-0.028795,-0.025484,-0.027898,0.8778,
0.057775,0.057827,0.059078,0.058995,0.11133,0.10656,0.1097,0.1038,1,-0.025808,-0.026113,-0.023358,-0.025401,0.8401,
0.054384,0.055672,0.056294,0.056389,0.11555,0.11151,0.11357,0.10608,1,-0.027975,-0.025687,-0.022871,-0.025186,0.89734,
0.052336,0.052449,0.053372,0.053324,0.11766,0.11463,0.11694,0.11145,1,-0.02866,-0.026451,-0.023897,-0.023875,0.86946,
0.049824,0.049939,0.050759,0.051433,0.12115,0.11815,0.12007,0.11411,1,-0.026897,-0.023129,-0.023291,-0.022097,0.88065,
0.047879,0.047971,0.049006,0.049219,0.12645,0.12266,0.12502,0.1177,1,-0.024246,-0.023157,-0.020009,-0.021076,0.85679,
0.046209,0.046462,0.047768,0.048044,0.13148,0.12782,0.1322,0.12439,1,-0.022266,-0.021558,-0.017308,-0.019132,0.81756,
0.044557,0.044646,0.046444,0.045898,0.13825,0.13243,0.13474,0.12958,1,-0.020715,-0.020836,-0.018142,-0.017718,0.78173,
0.041786,0.042492,0.043883,0.044297,0.14016,0.13678,0.14069,0.13177,1,-0.024561,-0.020546,-0.015645,-0.018541,0.83826,
0.04115,0.04027,0.042147,0.042202,0.14482,0.14154,0.14476,0.13721,1,-0.021832,-0.020555,-0.017486,-0.016881,0.73222,
0.038671,0.038421,0.040703,0.040176,0.15087,0.146,0.14939,0.14311,1,-0.018607,-0.01949,-0.013483,-0.01403,0.75059,
0.037587,0.037132,0.037609,0.037417,0.15329,0.15135,0.15499,0.14611,1,-0.019946,-0.01785,-0.014262,-0.016824,0.68837,
0.035987,0.036233,0.037592,0.036412,0.16253,0.15746,0.16097,0.15297,1,-0.018228,-0.017889,-0.013347,-0.015297,0.67275,
0.035178,0.034672,0.035839,0.035152,0.16705,0.16305,0.16585,0.15807,1,-0.015179,-0.015634,-0.011708,-0.012255,0.59498,
0.033147,0.032365,0.033347,0.033397,0.17205,0.16803,0.1713,0.16291,1,-0.016621,-0.015686,-0.013973,-0.014753,0.62464,
0.03177,0.031297,0.032711,0.032052,0.17832,0.17423,0.17762,0.1688,1,-0.014585,-0.015385,-0.010076,-0.012695,0.60331,
0.030428,0.030635,0.030803,0.031132,0.18351,0.18023,0.18405,0.17584,1,-0.014093,-0.014211,-0.010921,-0.011322,0.58317,
0.028827,0.028854,0.029926,0.029702,0.19202,0.1866,0.19063,0.18153,1,-0.010747,-0.013695,-0.010333,-0.011667,0.59095,
0.028345,0.027378,0.029324,0.028578,0.19663,0.19358,0.19709,0.18921,1,-0.011044,-0.011904,-0.008226,-0.008952,0.62777,
0.027898,0.025835,0.026798,0.02696,0.20379,0.20097,0.20459,0.19623,1,-0.009519,-0.011369,-0.006167,-0.008165,0.53419,
0.0264,0.02631,0.026694,0.026619,0.21209,0.21114,0.21272,0.20438,1,-0.008862,-0.008581,-0.003505,-0.00853,0.54255,
0.024318,0.024461,0.024735,0.024814,0.217,0.2155,0.21901,0.21246,1,-0.012107,-0.010818,-0.007117,-0.007608,0.6143,
0.023612,0.022629,0.023996,0.023434,0.22599,0.2231,0.22745,0.21769,1,-0.008786,-0.01226,-0.003311,-0.006773,0.55435,
0.022821,0.022663,0.023377,0.023605,0.23384,0.23263,0.23555,0.22558,1,-0.006033,-0.007357,-0.002826,-0.004238,0.50603,
0.021874,0.022086,0.023239,0.022447,0.24405,0.24148,0.2437,0.23815,1,-0.005267,-0.007659,-0.002703,-0.000835,0.47657,
0.020618,0.020729,0.021452,0.020778,0.25343,0.25154,0.25401,0.24709,1,-0.004544,-0.007651,-0.00038,-0.003114,0.48291,
0.020377,0.019355,0.020781,0.020437,0.26076,0.2596,0.26155,0.25461,1,-0.002893,-0.006399,0.000273,-0.001031,0.50927,
0.019207,0.018218,0.0192,0.018938,0.26978,0.26854,0.26988,0.26135,1,-0.003458,-0.006426,-0.002204,-0.004256,0.51264,
0.018639,0.018167,0.019045,0.018632,0.27985,0.27848,0.28223,0.27215,1,-0.00221,-0.00624,0.001857,-0.003036,0.45352,
0.017537,0.016692,0.016553,0.016639,0.28948,0.2869,0.29067,0.28345,1,0.000213,-0.004898,0.000423,0.001869,0.45641,
0.016849,0.015928,0.016759,0.015992,0.2998,0.29723,0.30118,0.29237,1,-0.001476,-0.005663,0.000534,-0.002673,0.41627,
0.016212,0.015351,0.015229,0.015328,0.30965,0.31106,0.31225,0.30435,1,0.001996,-0.001098,0.002127,0.000716,0.37291,
0.015093,0.014317,0.014937,0.014527,0.32192,0.32065,0.32383,0.31555,1,-0.000877,-0.003311,0.003044,0.000944,0.38826,
0.014784,0.014181,0.015659,0.015021,0.33849,0.33548,0.33853,0.32915,1,0.004177,-0.001451,0.007273,-0.000225,0.31193,
0.014611,0.013859,0.014576,0.013642,0.35078,0.34962,0.35137,0.34366,1,0.00323,0.000118,0.006936,0.002182,0.33993,
0.012787,0.012773,0.013132,0.012518,0.3606,0.35689,0.3607,0.35254,1,0.006007,-0.002346,0.006496,0.004932,0.45125,
0.012598,0.011484,0.012548,0.011785,0.37303,0.37165,0.37563,0.36428,1,0.007814,0.001226,0.008547,0.004174,0.36401,
0.011892,0.011246,0.011843,0.011223,0.38474,0.38265,0.38964,0.37757,1,0.008685,0.001788,0.011034,0.005954,0.34405,
0.011772,0.01067,0.011052,0.010695,0.39934,0.39905,0.40278,0.39401,1,0.006949,0.000579,0.009001,0.004134,0.29938,
0.011359,0.0092787,0.010777,0.010236,0.41621,0.41564,0.41738,0.40918,1,0.012344,0.0023757,0.009318,0.006947,0.24616,
0.0099131,0.009635,0.009918,0.0095713,0.43014,0.42872,0.4332,0.42235,1,0.0075921,0.003053,0.009617,0.0042903,0.32995,
0.0092075,0.008685,0.0096946,0.0085325,0.44693,0.44599,0.45047,0.44109,1,0.0109205,0.00539,0.0140386,0.0067865,0.34464,
0.0093452,0.0094314,0.0089382,0.0085665,0.4656,0.46767,0.46737,0.45997,1,0.0128972,0.0049524,0.0125532,0.0078615,0.22311,
0.0088461,0.0087868,0.0088523,0.0080045,0.48153,0.48467,0.48454,0.4777,1,0.0105331,0.0065978,0.0127993,0.0075915,0.18975,
0.008106,0.0074807,0.0082335,0.0074254,0.49857,0.50092,0.5016,0.49466,1,0.008431,0.0017727,0.0106575,0.0050394,0.19164,
0.0075725,0.0076842,0.0080788,0.0074765,0.51919,0.52117,0.52078,0.51405,1,0.0129915,0.0058652,0.0105378,0.0063355,0.16773,
0.0075037,0.0075824,0.0073053,0.0076979,0.54044,0.54202,0.54393,0.53493,1,0.0142797,0.0046704,0.0135436,0.0076262,0.2402,
0.0068325,0.0066834,0.0069443,0.0065398,0.55729,0.56084,0.56017,0.55419,1,0.0139507,0.0043361,0.0130431,0.0085486,0.23888,
0.0063334,0.0062933,0.0062052,0.0055691,0.57918,0.58176,0.58257,0.57312,1,0.011988,0.004907,0.0114562,0.0051301,0.21507,
0.0056105,0.0057674,0.0055005,0.0053647,0.59814,0.60311,0.60583,0.59815,1,0.0112426,0.004364,0.0149099,0.0102141,0.22717,
0.0050254,0.0047836,0.0053801,0.0046665,0.6205,0.62488,0.6268,0.62001,1,0.0129266,0.0035386,0.014739,0.0030154,0.22154,
0.0041649,0.0044952,0.0046582,0.0042066,0.64647,0.64791,0.64958,0.6434,1,0.0128476,0.0008927,0.0115194,0.0045978,0.26247,
0.0039067,0.0040033,0.0040394,0.0032188,0.66992,0.6705,0.67267,0.66726,1,0.0134678,-0.0007977,0.0124276,0.001857,0.21028,
0.0033388,0.0035961,0.0041425,0.0026227,0.69248,0.69706,0.69875,0.69525,1,0.0100131,-0.0014145,0.0116212,0.0051314,0.21011,
0.0045091,0.0038845,0.004091,0.0036276,0.72079,0.72297,0.72451,0.72109,1,0.0153125,-0.0007456,0.0132902,0.0055368,0.1592,
0.0029774,0.0033078,0.0030768,0.0027249,0.7487,0.74824,0.75054,0.74758,1,0.0103209,-0.0042403,0.0095473,0.0001154,0.20125,
0.0023234,0.0022221,0.0029221,0.0020607,0.77204,0.77649,0.77879,0.77655,1,0.0022119,-0.0025781,0.0109013,0.0011999,0.22142,
0.0020824,0.0026293,0.0022517,0.0021118,0.80248,0.80838,0.80664,0.80931,1,0.0060314,-0.001751,0.0088992,0.0005293,0.17335,
0.0019275,0.0016793,0.001822,0.001635,0.83439,0.83899,0.83369,0.8421,1,0.0049913,-0.0006425,0.0089031,0.0007261,0.11212,
0.0014284,0.0012892,0.0015642,0.0010219,0.86578,0.86753,0.86523,0.87258,1,0.0078892,-0.0019766,0.0079036,0.0003713,0.11188,
0.0012563,0.0016115,0.0019939,0.00095373,0.89719,0.89634,0.89518,0.90146,1,0.0058584,-0.0050278,0.0065777,-0.00053247,0.056558,
0.00087772,0.00015267,0.0011001,0.00074936,0.92954,0.92533,0.92939,0.93258,1,0.00563125,-0.00271327,0.00928742,-0.00024332,0.03893,
1,0,0,0.00025546,0.96318,0.9577,0.96201,0.96849,1,0.00032353,-0.0023,0.00537427,0.00330973,0.11431,
0.96067,0.00011874,0.0004641,0,1,1,1,1,1,0.0001721,3.62E-05,0.0004641,0,0,
0.92627,1,1,1,0.15618,0.00011441,0,0,1,-0.84363939,0.00011441,0,0,0.29425,
0.8907,0.95505,0.98519,0.97753,0.11672,0.00031053,0.00032472,0.00075026,1,-0.85016565,-0.0066337,0.02680042,0.01939656,0.26087,
0.85538,0.91506,0.91306,0.91738,0.066607,0,0.00016236,0.00065023,1,-0.86403687,-0.0177446,-0.01018034,-0.00604787,0.22784,
0.82036,0.88492,0.88149,0.88751,0.20555,0.00075182,0.0008605,0.00052518,1,-0.69609052,-0.01554878,-0.013435,-0.00697262,0.25603,
0.78695,0.85218,0.84942,0.85687,0.24687,0.0004086,0.00090921,0.0012254,1,-0.62121419,-0.0177925,-0.01243699,-0.00437,0.22842,
0.7552,0.82141,0.82289,0.82526,0.11658,0.0018305,0.0015099,0.0023258,1,-0.7225261,-0.0165383,-0.0082872,-0.0048516,0.23758,
0.72228,0.79297,0.79257,0.79465,0.21709,0.00070279,0.001104,0.00080028,1,-0.5908069,-0.01560791,-0.0093791,-0.00627102,0.258,
0.69237,0.7656,0.76179,0.76808,0.028623,0.00152,0.0021594,0.0018506,1,-0.7485847,-0.0139649,-0.0100701,-0.0047776,0.25095,
0.66507,0.73598,0.73555,0.737,0.27946,0.0017488,0.002614,0.0013755,1,-0.4717677,-0.0149894,-0.0096758,-0.0095098,0.22267,
0.63607,0.711,0.70816,0.71186,0,0.003612,0.003718,0.0036013,1,-0.7192103,-0.0117685,-0.0092632,-0.0044442,0.2013,
0.60768,0.6831,0.68158,0.6871,0.20601,0.0034322,0.003718,0.0035763,1,-0.4927437,-0.0125391,-0.0096694,-0.0051948,0.19077,
0.5825,0.65544,0.65643,0.6592,0.16154,0.0034649,0.0043187,0.0037513,1,-0.509074,-0.0151702,-0.0090172,-0.0060978,0.18962,
0.55806,0.62901,0.63422,0.63334,0.19794,0.0041023,0.0046435,0.0043015,1,-0.4482653,-0.0153368,-0.006948,-0.0082485,0.16756,
0.53314,0.60832,0.61021,0.61093,0.26278,0.004135,0.0041726,0.0053019,1,-0.3592616,-0.0147656,-0.0083416,-0.0067282,0.15729,
0.51312,0.58738,0.58808,0.59023,0.18925,0.0057694,0.0055202,0.005702,1,-0.4092313,-0.0091334,-0.0062512,-0.0021825,0.21451,
0.48987,0.56184,0.56457,0.56364,0.29067,0.0053608,0.0059586,0.0050518,1,-0.2889813,-0.014626,-0.0102674,-0.0124442,0.21159,
0.46919,0.53982,0.54298,0.54319,0.18456,0.0062597,0.0064294,0.0070275,1,-0.3735864,-0.0168753,-0.0102606,-0.0083175,0.20809,
0.44796,0.52153,0.52496,0.52304,0.27108,0.0068808,0.0074198,0.0068524,1,-0.2674778,-0.0151752,-0.0049042,-0.0081856,0.18489,
0.43115,0.50415,0.50392,0.50316,0.28588,0.0070442,0.0068515,0.0074276,1,-0.2351848,-0.0163788,-0.0087985,-0.0097554,0.21844,
0.41065,0.48255,0.48666,0.48562,0.18985,0.0083681,0.0079881,0.0082779,1,-0.3089745,-0.0140549,-0.0084519,-0.0075091,0.15814,
0.3926,0.46649,0.46677,0.46813,0.24419,0.0080248,0.0080855,0.0082779,1,-0.2397728,-0.0132622,-0.0094775,-0.0067851,0.08124,
0.37616,0.44694,0.44851,0.44765,0.29402,0.0091689,0.0091408,0.0091032,1,-0.1734769,-0.0152931,-0.0097972,-0.0109438,0.21044,
0.35935,0.43137,0.43298,0.43117,0.22752,0.0090709,0.0099851,0.0097534,1,-0.220332,-0.0135931,-0.0091549,-0.0107116,0.13393,
0.34303,0.41385,0.41706,0.4162,0.34426,0.0097246,0.010456,0.010104,1,-0.0902267,-0.0144244,-0.008328,-0.007598,0.082698,
0.32973,0.39747,0.40046,0.39942,0.24324,0.0098063,0.010911,0.010779,1,-0.178869,-0.0185947,-0.012465,-0.01186,0.093955,
0.31316,0.38523,0.38524,0.38686,0.23389,0.011571,0.010975,0.010879,1,-0.170219,-0.012925,-0.009969,-0.008605,0.16514,
0.30207,0.37043,0.3721,0.372,0.23818,0.012748,0.012534,0.01303,1,-0.151983,-0.015538,-0.00922,-0.008227,0.12089,
0.28825,0.35576,0.357,0.35553,0.31152,0.012291,0.012339,0.011479,1,-0.064225,-0.012995,-0.010206,-0.011472,0.13972,
0.27342,0.34502,0.34341,0.34434,0.23593,0.013222,0.013151,0.01438,1,-0.125901,-0.014356,-0.01059,-0.00633,0.14175,
0.26134,0.33275,0.33127,0.33364,0.27747,0.014088,0.013654,0.01448,1,-0.072845,-0.014668,-0.010077,-0.006532,0.16207,
0.24815,0.31962,0.31899,0.32024,0.31868,0.01484,0.015473,0.015455,1,-0.020649,-0.013609,-0.011803,-0.008606,0.22695,
0.23778,0.30817,0.30866,0.30768,0.31553,0.01569,0.015798,0.015756,1,-0.012037,-0.014796,-0.009432,-0.009417,0.2027,
0.22847,0.29631,0.29703,0.29684,0.38235,0.016442,0.017275,0.017106,1,0.064874,-0.016112,-0.011975,-0.010217,0.15341,
0.21755,0.28353,0.28622,0.28458,0.43922,0.016605,0.017064,0.01553,1,0.132889,-0.016432,-0.012952,-0.014719,0.18862,
0.20814,0.27589,0.27716,0.27744,0.36279,0.018583,0.018103,0.019182,1,0.066828,-0.015978,-0.012014,-0.009463,0.17646,
0.1989,0.26547,0.26622,0.26554,0.42417,0.019286,0.019288,0.018406,1,0.139659,-0.012941,-0.010652,-0.01115,0.19428,
0.1943,0.25736,0.25801,0.25711,0.38315,0.019498,0.020116,0.019782,1,0.10722,-0.015183,-0.011764,-0.010709,0.2134,
0.179,0.24837,0.24828,0.24857,0.40184,0.02074,0.020961,0.021483,1,0.13283,-0.015939,-0.010514,-0.009149,0.16311,
0.17219,0.24176,0.24059,0.24409,0.36741,0.022391,0.022503,0.022858,1,0.099081,-0.018732,-0.013845,-0.008551,0.18317,
0.16412,0.22734,0.23067,0.22769,0.48014,0.022489,0.022763,0.023083,1,0.228402,-0.017014,-0.014494,-0.014589,0.15483,
0.15594,0.22007,0.2214,0.2196,0.45291,0.023355,0.024321,0.023258,1,0.207435,-0.018296,-0.015864,-0.017553,0.17171,
0.15021,0.21179,0.21475,0.2127,0.41597,0.024908,0.025328,0.025184,1,0.181268,-0.016984,-0.014297,-0.014154,0.14855,
0.14266,0.2039,0.20779,0.20451,0.42128,0.026461,0.02674,0.026284,1,0.190737,-0.018712,-0.015271,-0.017527,0.1233,
0.13574,0.19772,0.20171,0.19815,0.45466,0.026412,0.027893,0.025609,1,0.229596,-0.019374,-0.014717,-0.01702,0.13386,
0.1313,0.19036,0.19391,0.19081,0.50918,0.027539,0.029062,0.026584,1,0.291044,-0.019527,-0.01467,-0.018208,0.18977,
0.12426,0.18305,0.18776,0.18355,0.45181,0.029435,0.030345,0.02896,1,0.239759,-0.021845,-0.017148,-0.018568,0.18143,
0.11928,0.17797,0.1803,0.1776,0.51284,0.031151,0.031627,0.030761,1,0.308296,-0.018698,-0.017343,-0.018083,0.13694,
0.11345,0.17103,0.17336,0.17055,0.5609,0.031838,0.032342,0.032111,1,0.363463,-0.019331,-0.018022,-0.017103,0.17592,
0.10784,0.16504,0.16808,0.16666,0.54721,0.033064,0.033706,0.032436,1,0.35224,-0.021696,-0.019391,-0.01915,0.18897,
0.10369,0.15944,0.16168,0.16025,0.55889,0.035041,0.035719,0.034912,1,0.371099,-0.020391,-0.018457,-0.016544,0.15997,
0.099544,0.15329,0.15776,0.15447,0.49745,0.03563,0.036628,0.036188,1,0.311678,-0.023125,-0.01845,-0.020828,0.17896,
0.095173,0.14897,0.1518,0.1497,0.48657,0.03728,0.038609,0.037338,1,0.30534,-0.023579,-0.020026,-0.021208,0.13469,
0.09118,0.14271,0.14673,0.143,0.57203,0.038506,0.039616,0.038764,1,0.394514,-0.025919,-0.021087,-0.022435,0.16324,
0.087841,0.13973,0.14058,0.13889,0.45455,0.040941,0.042165,0.041139,1,0.28494,-0.023555,-0.022067,-0.021171,0.091782,
0.084313,0.13358,0.13683,0.13337,0.63679,0.042707,0.043285,0.04219,1,0.46896,-0.024344,-0.022586,-0.022879,0.088892,
0.079924,0.12897,0.13272,0.13073,0.56487,0.044341,0.045347,0.045366,1,0.401548,-0.024458,-0.021607,-0.020478,0.060912,
0.076327,0.12435,0.1267,0.12427,0.64093,0.045027,0.046467,0.045666,1,0.481383,-0.028023,-0.02383,-0.024385,0.077428,
0.072799,0.1201,0.1234,0.12103,0.57759,0.048214,0.049308,0.048567,1,0.424797,-0.0266,-0.024716,-0.023941,0.1227,
0.070218,0.11702,0.11993,0.11628,0.62858,0.049963,0.051354,0.050093,1,0.475046,-0.02667,-0.024711,-0.024596,0.1334,
0.067481,0.11248,0.11453,0.11297,0.57618,0.052562,0.053091,0.052843,1,0.429489,-0.027258,-0.027357,-0.02403,0.10667,
0.064607,0.10847,0.11143,0.10931,0.65347,0.054082,0.055364,0.055444,1,0.509753,-0.029517,-0.025547,-0.023256,0.12929,
0.062731,0.10429,0.10604,0.10369,0.61756,0.055912,0.056858,0.055494,1,0.473184,-0.032786,-0.030956,-0.032168,0.14882,
0.059857,0.10114,0.10364,0.10276,0.68906,0.058952,0.060316,0.058771,1,0.545491,-0.035714,-0.029024,-0.029064,0.046654,
0.057775,0.096646,0.098925,0.097422,0.73912,0.060636,0.06233,0.060696,1,0.601375,-0.034454,-0.032561,-0.031699,0.089867,
0.054384,0.092822,0.09657,0.093516,0.71412,0.063349,0.06483,0.063097,1,0.576081,-0.035704,-0.030999,-0.031886,0.091184,
0.052336,0.090448,0.092444,0.090182,0.66877,0.065686,0.066859,0.066648,1,0.539267,-0.034366,-0.032833,-0.031366,0.076231,
0.049824,0.086545,0.0905,0.087641,0.69637,0.069903,0.070253,0.069649,1,0.56628,-0.036421,-0.031982,-0.030365,0.052305,
0.047879,0.083677,0.086642,0.083609,0.74674,0.071766,0.071795,0.07105,1,0.617889,-0.038087,-0.035772,-0.03399,0.063256,
0.046209,0.079901,0.082548,0.080322,0.78783,0.075002,0.075773,0.074976,1,0.662052,-0.036315,-0.035799,-0.032342,0.078319,
0.044557,0.077432,0.081426,0.078639,0.74738,0.078679,0.078403,0.077452,1,0.625202,-0.037677,-0.034206,-0.031904,0.049506,
0.041786,0.074564,0.077379,0.074495,0.8039,0.08118,0.082543,0.080378,1,0.68248,-0.040096,-0.037354,-0.036693,0.067276,
0.04115,0.07125,0.074297,0.072225,0.82132,0.084122,0.085596,0.08558,1,0.699523,-0.04254,-0.039433,-0.035391,0.060031,
0.038671,0.069625,0.072036,0.069256,0.83439,0.086819,0.090694,0.089081,1,0.71304,-0.043374,-0.037488,-0.036271,0.054062,
0.037587,0.066757,0.068764,0.067604,0.84012,0.092163,0.092934,0.091907,1,0.721238,-0.043445,-0.042695,-0.036782,0.037012,
0.035987,0.063921,0.066045,0.064223,0.87712,0.094631,0.096474,0.094683,1,0.760992,-0.045359,-0.041057,-0.03841,0.038412,
0.035178,0.061675,0.063863,0.061857,0.88634,0.10051,0.10073,0.099535,1,0.77151,-0.044147,-0.042268,-0.038959,0.022307,
0.033147,0.05895,0.060449,0.058316,0.91607,0.1032,0.10524,0.10306,1,0.798901,-0.049432,-0.04622,-0.043303,0.09371,
0.03177,0.057325,0.059516,0.057602,0.85708,0.10813,0.11037,0.11011,1,0.745483,-0.047901,-0.043511,-0.037765,0.074048,
0.030428,0.054728,0.05705,0.054871,0.89712,0.11356,0.11479,0.11346,1,0.784752,-0.047793,-0.04678,-0.042729,0.058692,
0.028827,0.05331,0.0546,0.052982,0.92728,0.11889,0.12092,0.11909,1,0.816145,-0.048712,-0.044887,-0.041475,0.080584,
0.028345,0.050426,0.052988,0.051426,0.94936,0.12331,0.12443,0.12387,1,0.839389,-0.05134,-0.048356,-0.042998,0.042259,
0.027898,0.048849,0.050364,0.0486,0.93011,0.12928,0.1301,0.1305,1,0.822566,-0.05102,-0.050425,-0.043799,0.059757,
0.0264,0.046443,0.048356,0.047012,0.96579,0.13497,0.13692,0.13497,1,0.858331,-0.051449,-0.049364,-0.044758,0.11814,
0.024318,0.044898,0.046522,0.044345,0.95202,0.14147,0.14161,0.1414,1,0.845693,-0.051806,-0.049423,-0.04561,0.11686,
0.023612,0.042763,0.044325,0.042709,0.93712,0.14812,0.14802,0.14878,1,0.831308,-0.055148,-0.050574,-0.04804,0.06027,
0.022821,0.040596,0.041669,0.040153,0.99576,0.15383,0.15575,0.1535,1,0.888295,-0.056353,-0.053443,-0.051229,0.16109,
0.021874,0.038939,0.040563,0.040201,0.95904,0.16148,0.16169,0.16043,1,0.854592,-0.05757,-0.052504,-0.047266,0.17985,
0.020618,0.036326,0.037638,0.037168,1,0.16839,0.16999,0.16903,1,0.896786,-0.057934,-0.054125,-0.047225,0.15094,
0.020377,0.035848,0.037449,0.036184,0.93713,0.17795,0.17785,0.17686,1,0.835079,-0.057427,-0.054343,-0.048388,0.12641,
0.019207,0.033936,0.036611,0.035104,0.86543,0.18572,0.1864,0.18827,1,0.766518,-0.060264,-0.052831,-0.047608,0,
0.018639,0.032168,0.032928,0.032373,0.97923,0.19315,0.19382,0.19234,1,0.87846,-0.060036,-0.05531,-0.051365,0.20199,
0.017537,0.031976,0.032453,0.031675,0.93463,0.20201,0.20357,0.20155,1,0.835675,-0.059198,-0.055261,-0.051319,0.15255,
0.016849,0.029889,0.030873,0.030103,0.89395,0.21257,0.21287,0.21377,1,0.797341,-0.060428,-0.055675,-0.049945,0.2497,
0.016212,0.027786,0.029703,0.027451,0.93096,0.22074,0.22295,0.22168,1,0.835946,-0.059964,-0.054147,-0.049089,0.21777,
0.015093,0.026416,0.028154,0.027372,0.92312,0.23385,0.23245,0.23173,1,0.826875,-0.058555,-0.056801,-0.051933,0.20782,
0.014784,0.026225,0.026936,0.025689,0.92454,0.24498,0.24438,0.24176,1,0.832694,-0.056304,-0.054036,-0.051513,0.22837,
0.014611,0.024409,0.02613,0.024244,0.8979,0.25577,0.25656,0.25381,1,0.80401,-0.058099,-0.053033,-0.051079,0.25487,
0.012787,0.023277,0.023696,0.023498,0.87499,0.27005,0.27031,0.26847,1,0.782293,-0.057785,-0.05291,-0.052428,0.26206,
0.012598,0.022544,0.023143,0.023038,0.78382,0.28169,0.28143,0.28135,1,0.694649,-0.059127,-0.054437,-0.050732,0.18706,
0.011892,0.02084,0.022494,0.020926,0.84254,0.29334,0.29447,0.29295,1,0.75757,-0.057829,-0.050372,-0.04625,0.37123,
0.011772,0.020107,0.02142,0.020561,0.85263,0.30882,0.30824,0.30671,1,0.769776,-0.052981,-0.049971,-0.04462,0.26683,
0.011359,0.018673,0.019776,0.018259,0.86473,0.32075,0.32274,0.31869,1,0.784813,-0.052685,-0.047933,-0.04589,0.32038,
0.0099131,0.017335,0.0178,0.017115,0.85325,0.33825,0.33727,0.33684,1,0.772197,-0.053556,-0.049761,-0.046616,0.37951,
0.0092075,0.015948,0.01761,0.016195,0.82957,0.35123,0.35248,0.3499,1,0.754035,-0.055365,-0.048749,-0.046374,0.35895,
0.0093452,0.014897,0.015918,0.014988,0.8223,0.36877,0.37026,0.36693,1,0.745969,-0.051635,-0.047323,-0.045713,0.46024,
0.0088461,0.014801,0.015697,0.014782,0.83875,0.38856,0.3875,0.38716,1,0.765433,-0.045924,-0.042929,-0.040894,0.41758,
0.008106,0.014244,0.015191,0.013861,0.7843,0.40703,0.40635,0.40642,1,0.715402,-0.050875,-0.042214,-0.040394,0.35844,
0.0075725,0.013049,0.013437,0.011908,0.74007,0.42589,0.42489,0.42732,1,0.675117,-0.04792,-0.042266,-0.038885,0.54261,
0.0075037,0.011949,0.012172,0.012082,0.77299,0.44599,0.44426,0.44578,1,0.707065,-0.048689,-0.042744,-0.039184,0.51678,
0.0068325,0.012141,0.011903,0.01159,0.79079,0.46758,0.46485,0.46316,1,0.728779,-0.043268,-0.041568,-0.040441,0.43016,
0.0063334,0.01077,0.010623,0.01032,0.73131,0.49066,0.48842,0.48925,1,0.675686,-0.043502,-0.0386487,-0.0354317,0.54722,
0.0056105,0.0097825,0.010765,0.010368,0.65152,0.51276,0.50935,0.50993,1,0.5981682,-0.0406448,-0.0339562,-0.0318832,0.39609,
0.0050254,0.0084123,0.0097692,0.00878,0.68727,0.535,0.53372,0.53269,1,0.6318246,-0.039734,-0.0338298,-0.032089,0.46163,
0.0041649,0.0091771,0.0094372,0.0087959,0.6541,0.55925,0.55709,0.55725,1,0.6078121,-0.0360863,-0.0298934,-0.0272547,0.42441,
0.0039067,0.0079822,0.0082991,0.0073352,0.59283,0.58259,0.57998,0.5824,1,0.5492712,-0.0355528,-0.029162,-0.0319259,0.62779,
0.0033388,0.0073608,0.0077458,0.0073193,0.61367,0.61085,0.60777,0.60996,1,0.5712027,-0.0333017,-0.027203,-0.0257295,0.56444,
0.0045091,0.0057197,0.0059595,0.0057475,0.619,0.63594,0.6343,0.63667,1,0.5806311,-0.0336413,-0.0240223,-0.0262043,0.66404,
0.0029774,0.0052099,0.0053588,0.0050013,0.57603,0.66544,0.66197,0.66546,1,0.5423443,-0.0314207,-0.0239425,-0.02228,0.6226,
0.0023234,0.004254,0.0045052,0.0037946,0.5908,0.69198,0.6915,0.69269,1,0.5590634,-0.0313661,-0.0193056,-0.0226962,0.89956,
0.0020824,0.0044611,0.0049004,0.0042868,0.58334,0.72416,0.72118,0.72355,1,0.5555335,-0.027167,-0.0179891,-0.0223527,0.6194,
0.0019275,0.0033617,0.0032564,0.0029373,0.55567,0.75491,0.75242,0.75604,1,0.5250985,-0.0230185,-0.0151344,-0.0184335,0.66441,
0.0014284,0.0031546,0.0033196,0.0031754,0.53787,0.78933,0.78163,0.79195,1,0.515289,-0.0202757,-0.0150429,-0.0157671,0.82918,
0.0012563,0.0026607,0.0023237,0.0023657,0.50122,0.82347,0.81506,0.82446,1,0.4812438,-0.0151811,-0.0092252,-0.0161832,0.87621,
