intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1539,0.1264,2106,1929,1730,1834,1872,1686,1719,1680,1504,1461
1539,0,2137,1925,1773,1848,1883,1712,1724,1664,1539,1439
1533,0.3734,2135,1916,1762,1872,1898,1699,1741,1747,1554,1455
1573,0.0488,2203,1981,1787,1870,1922,1756,1779,1745,1564,1452
1577,0.397,2205,2012,1824,1872,1951,1778,1831,1770,1582,1466
1593,0.1378,2249,2014,1839,1966,1975,1808,1814,1782,1600,1535
1603,0.4256,2282,2085,1849,1969,2010,1814,1833,1780,1661,1521
1623,0.2846,2287,2074,1905,1971,2040,1814,1876,1838,1631,1540
1592,0.6316,2328,2098,1890,2025,2044,1897,1878,1853,1659,1556
1641,0.3291,2338,2140,1929,2050,2071,1885,1898,1893,1684,1569
1655,0.3644,2405,2134,1987,2054,2120,1883,1961,1948,1717,1607
1686,0.2124,2429,2177,2018,2070,2122,1912,2005,1932,1722,1613
1645,0.7958,2483,2203,2049,2142,2138,1975,2001,1977,1765,1645
1704,0.5862,2471,2248,2035,2130,2213,1995,2007,1964,1777,1629
1728,0.3352,2509,2233,2092,2155,2217,1997,2028,2033,1805,1703
1763,0.4835,2529,2291,2094,2182,2268,2054,2070,2061,1831,1713
1743,0.6532,2538,2313,2143,2199,2335,2072,2124,2089,1843,1762
1762,0.6613,2611,2333,2156,2209,2350,2090,2136,2122,1902,1746
1789,0.624,2593,2358,2200,2270,2397,2113,2191,2133,1926,1817
1814,0.6512,2651,2403,2232,2282,2403,2168,2202,2141,1930,1783
1821,0.6871,2647,2465,2316,2355,2448,2244,2247,2210,2008,1820
1879,0.5378,2767,2438,2295,2349,2484,2217,2264,2249,2026,1855
1863,0.7579,2730,2473,2321,2392,2543,2296,2314,2270,2047,1896
1882,0.8238,2824,2518,2409,2438,2584,2267,2363,2317,2066,1933
1953,0.6599,2855,2556,2418,2465,2596,2318,2376,2353,2088,1949
1947,0.7902,2879,2583,2438,2476,2645,2377,2378,2432,2112,1944
1985,0.8078,2926,2616,2479,2519,2641,2382,2459,2432,2203,1990
2015,0.7781,2960,2662,2520,2561,2700,2480,2491,2496,2206,2038
2053,0.6617,3039,2719,2593,2619,2760,2490,2551,2548,2241,2057
2087,0.7728,3059,2781,2652,2629,2841,2549,2570,2601,2309,2126
2126,1,3111,2785,2639,2665,2842,2573,2609,2633,2368,2138
2142,0.8128,3189,2794,2697,2703,2931,2631,2632,2661,2362,2148
2177,0.8266,3215,2833,2756,2761,2950,2725,2677,2738,2434,2210
2208,0.9281,3289,2928,2795,2784,3045,2722,2757,2828,2479,2244
2258,0.8162,3336,2990,2839,2816,3060,2830,2800,2857,2559,2265
2303,0.8643,3368,2999,2844,2875,3095,2878,2827,2911,2606,2310
2318,0.8621,3407,3066,2920,2946,3205,2909,2884,2964,2662,2364
2402,0.7727,3483,3092,2990,2924,3200,2986,2963,2983,2663,2411
2449,0.7549,3633,3234,3095,3114,3362,3090,3050,3104,2802,2460
2483,0.86,3593,3242,3065,3063,3335,3040,3056,3103,2787,2473
2490,0.9438,3646,3277,3118,3120,3398,3136,3115,3145,2846,2513
2588,0.7927,3758,3362,3151,3149,3436,3203,3159,3237,2873,2589
2615,0.8846,3803,3400,3198,3207,3495,3241,3243,3324,2961,2558
2723,0.7552,3845,3450,3261,3305,3597,3317,3274,3359,3026,2669
2753,0.8614,3939,3545,3347,3304,3630,3407,3360,3418,3074,2693
2849,0.5966,3999,3611,3391,3380,3695,3466,3429,3473,3111,2722
2838,0.8254,4061,3678,3474,3423,3822,3524,3474,3565,3197,2809
2956,0.7628,4113,3745,3504,3508,3856,3601,3556,3612,3270,2868
3022,0.7949,4180,3792,3556,3577,3957,3684,3660,3711,3299,2911
3175,0.462,4283,3912,3636,3631,4085,3768,3714,3760,3404,2930
3217,0.5248,4366,4041,3711,3740,4086,3863,3829,3859,3470,3071
3255,0.6998,4475,4060,3743,3819,4191,3896,3902,3978,3535,3062
3364,0.6269,4571,4156,3846,3879,4254,4021,3993,4041,3613,3192
3443,0.6696,4638,4248,3909,3909,4378,4060,4107,4145,3673,3201
3483,0.7154,4743,4309,3942,3977,4445,4221,4156,4184,3718,3293
3592,0.6626,4824,4442,4020,4087,4486,4307,4269,4350,3817,3343
3728,0.4952,4919,4533,4189,4168,4644,4342,4361,4435,3908,3438
3823,0.5717,4966,4607,4257,4269,4726,4515,4443,4524,3995,3493
3950,0.4977,5137,4725,4358,4326,4802,4576,4511,4600,4078,3579
4055,0.4356,5243,4841,4395,4450,4887,4749,4657,4680,4137,3677
4176,0.4493,5333,4901,4535,4525,4964,4819,4735,4822,4244,3745
4263,0.4547,5481,5035,4617,4629,5087,4951,4863,4954,4328,3866
4407,0.4525,5647,5152,4762,4753,5251,5023,4934,5002,4441,3890
4523,0.3742,5713,5300,4836,4796,5360,5264,5106,5170,4567,3997
4618,0.4865,5835,5421,4980,4880,5399,5248,5194,5257,4651,4087
4745,0.4143,5928,5522,5140,5000,5533,5406,5342,5434,4733,4193
4914,0.3817,6072,5692,5208,5133,5682,5567,5490,5488,4821,4268
5122,0.2698,6233,5779,5363,5184,5764,5787,5643,5611,4983,4343
5185,0.4303,6367,5926,5469,5362,5939,5927,5727,5788,5063,4462
5390,0.3291,6516,6047,5635,5436,6049,6018,5872,5869,5186,4597
5511,0.3948,6685,6240,5769,5631,6170,6176,6056,6017,5262,4744
5660,0.3799,6865,6405,5958,5700,6346,6294,6145,6190,5404,4780
5822,0.4073,6989,6533,6062,5852,6448,6474,6367,6330,5529,4923
6031,0.3232,7104,6683,6265,5987,6610,6660,6476,6498,5648,5041
6189,0.407,7317,6884,6520,6170,6768,6795,6660,6605,5849,5193
6380,0.3867,7454,6996,6619,6338,6850,6986,6858,6852,5930,5296
6621,0.2974,7654,7173,6803,6510,7007,7173,6924,6979,6069,5425
6846,0.3023,7812,7307,7027,6718,7226,7305,7136,7127,6239,5613
7008,0.3449,7998,7559,7245,6887,7390,7531,7360,7341,6421,5745
7234,0.3806,8213,7734,7454,7119,7565,7746,7525,7486,6579,5922
7471,0.3215,8347,7937,7646,7288,7729,7898,7773,7662,6796,6071
7703,0.3909,8629,8199,7888,7499,8000,8121,8001,7821,6927,6205
7892,0.3943,8794,8377,8088,7803,8137,8362,8176,7982,7106,6384
8240,0.3127,9041,8610,8377,8006,8411,8608,8412,8275,7310,6623
