intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1539,0.1264,1732,1997,1674,1703,1625,1572,1512,1575,1583,1581
1539,0,1780,2010,1696,1756,1619,1552,1537,1563,1588,1605
1533,0.3734,1787,2043,1702,1753,1628,1557,1526,1582,1605,1609
1573,0.0488,1804,2062,1694,1753,1654,1612,1510,1600,1640,1604
1577,0.397,1789,1995,1716,1759,1639,1598,1598,1633,1657,1614
1593,0.1378,1841,2047,1739,1756,1673,1599,1596,1624,1632,1627
1603,0.4256,1842,2059,1757,1803,1660,1627,1581,1687,1666,1652
1623,0.2846,1907,2087,1766,1810,1744,1620,1568,1639,1696,1665
1592,0.6316,1886,2082,1739,1819,1750,1619,1605,1669,1715,1696
1641,0.3291,1873,2113,1755,1805,1750,1654,1584,1701,1737,1701
1655,0.3644,1944,2135,1779,1848,1710,1697,1590,1734,1748,1739
1686,0.2124,1972,2162,1801,1830,1706,1680,1655,1704,1787,1750
1645,0.7958,1929,2158,1791,1861,1784,1679,1688,1752,1818,1765
1704,0.5862,1971,2190,1835,1859,1777,1684,1662,1750,1810,1762
1728,0.3352,2048,2172,1858,1887,1856,1719,1667,1784,1820,1806
1763,0.4835,2012,2201,1841,1871,1818,1702,1659,1791,1832,1840
1743,0.6532,2038,2195,1848,1927,1852,1727,1688,1831,1869,1860
1762,0.6613,2059,2222,1888,1952,1870,1738,1718,1817,1895,1877
1789,0.624,2082,2263,1897,1974,1866,1767,1710,1861,1955,1864
1814,0.6512,2093,2293,1946,1957,1921,1763,1755,1882,1925,1939
1821,0.6871,2135,2305,1968,2002,1917,1802,1752,1911,1976,1958
1879,0.5378,2157,2296,1960,1999,1938,1790,1751,1888,2000,1999
1863,0.7579,2179,2308,1975,2067,1938,1858,1777,1941,2043,2029
1882,0.8238,2178,2358,2030,2042,1979,1848,1833,2005,2023,2037
1953,0.6599,2184,2385,1997,2053,1972,1858,1830,1989,2092,2059
1947,0.7902,2271,2398,2024,2115,1984,1910,1858,2029,2127,2070
1985,0.8078,2259,2380,2052,2087,2016,1911,1856,2082,2164,2157
2015,0.7781,2280,2404,2111,2113,2029,1975,1889,2079,2182,2170
2053,0.6617,2291,2444,2124,2171,2036,1956,1898,2092,2217,2226
2087,0.7728,2303,2499,2125,2167,2111,1970,1950,2127,2276,2247
2126,1,2361,2508,2178,2209,2087,2024,1971,2172,2280,2276
2142,0.8128,2376,2525,2191,2214,2091,1976,2008,2195,2293,2327
2177,0.8266,2402,2566,2217,2243,2108,2063,1984,2245,2354,2358
2208,0.9281,2430,2612,2212,2307,2175,2080,2037,2281,2330,2376
2258,0.8162,2460,2652,2262,2322,2166,2116,2072,2295,2442,2447
2303,0.8643,2491,2640,2267,2337,2217,2138,2081,2354,2450,2472
2318,0.8621,2542,2678,2384,2381,2245,2209,2121,2388,2479,2528
2402,0.7727,2567,2729,2345,2391,2277,2196,2129,2411,2586,2593
2449,0.7549,2681,2768,2446,2458,2316,2285,2229,2512,2621,2676
2483,0.86,2600,2761,2407,2433,2316,2282,2237,2472,2572,2663
2490,0.9438,2665,2819,2437,2523,2358,2275,2269,2549,2628,2693
2588,0.7927,2674,2813,2496,2512,2337,2306,2315,2586,2644,2748
2615,0.8846,2718,2890,2548,2568,2407,2354,2337,2576,2743,2806
2723,0.7552,2774,2859,2571,2617,2426,2416,2398,2682,2722,2841
2753,0.8614,2833,2896,2611,2637,2477,2447,2459,2702,2830,2904
2849,0.5966,2880,2936,2624,2665,2502,2468,2502,2728,2865,2929
