intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8
1539,0.1264,1171,1040,1032,1027,1110,1138,1265,1268
1539,0,1189,1047,1034,1053,1049,1104,1303,1304
1533,0.3734,1201,1061,1001,1019,1055,1124,1330,1288
1573,0.0488,1234,1078,1052,1047,1104,1151,1337,1307
1577,0.397,1239,1064,1030,1069,1095,1163,1325,1347
1593,0.1378,1216,1096,1039,1067,1119,1165,1384,1376
1603,0.4256,1273,1100,1087,1084,1130,1190,1380,1391
1623,0.2846,1277,1125,1068,1066,1123,1223,1389,1369
1592,0.6316,1278,1112,1071,1077,1144,1231,1396,1406
1641,0.3291,1289,1125,1104,1100,1148,1220,1430,1433
1655,0.3644,1327,1159,1059,1102,1160,1255,1441,1467
1686,0.2124,1375,1158,1111,1104,1189,1262,1488,1467
1645,0.7958,1330,1167,1119,1131,1178,1270,1488,1532
1704,0.5862,1382,1191,1147,1145,1189,1290,1518,1495
1728,0.3352,1414,1227,1160,1135,1205,1307,1552,1544
1763,0.4835,1417,1204,1166,1168,1244,1328,1550,1556
1743,0.6532,1415,1183,1207,1175,1235,1349,1631,1593
1762,0.6613,1429,1224,1205,1205,1245,1331,1631,1577
1789,0.624,1453,1278,1175,1207,1270,1365,1624,1560
1814,0.6512,1501,1255,1223,1210,1287,1389,1656,1646
1821,0.6871,1549,1299,1225,1206,1291,1430,1671,1650
1879,0.5378,1553,1313,1239,1229,1333,1440,1709,1683
1863,0.7579,1563,1334,1257,1257,1334,1463,1668,1727
1882,0.8238,1596,1333,1271,1294,1351,1477,1743,1787
1953,0.6599,1595,1354,1293,1265,1355,1505,1839,1740
1947,0.7902,1651,1364,1327,1296,1355,1473,1802,1800
1985,0.8078,1666,1417,1286,1303,1358,1518,1837,1805
2015,0.7781,1699,1433,1344,1322,1401,1591,1899,1847
2053,0.6617,1690,1445,1371,1374,1409,1548,1911,1898
2087,0.7728,1713,1479,1409,1400,1419,1614,1946,1945
2126,1,1767,1506,1369,1399,1467,1594,2035,1969
2142,0.8128,1807,1523,1438,1430,1479,1625,2009,1977
2177,0.8266,1819,1540,1476,1484,1505,1654,2044,2045
2208,0.9281,1863,1575,1475,1488,1493,1664,2087,2048
2258,0.8162,1911,1624,1500,1526,1541,1685,2164,2094
2303,0.8643,1927,1646,1525,1528,1558,1720,2129,2128
2318,0.8621,1964,1694,1568,1580,1555,1751,2212,2147
2402,0.7727,2066,1680,1614,1656,1571,1769,2233,2222
2449,0.7549,2111,1797,1627,1621,1660,1824,2342,2343
2483,0.86,2038,1770,1688,1665,1671,1809,2296,2275
2490,0.9438,2142,1809,1701,1716,1654,1835,2367,2335
2588,0.7927,2185,1866,1735,1707,1679,1846,2426,2401
2615,0.8846,2218,1904,1768,1729,1713,1922,2448,2443
2723,0.7552,2249,1943,1802,1822,1801,1896,2562,2486
2753,0.8614,2260,1992,1838,1840,1809,1988,2572,2526
2849,0.5966,2376,2000,1843,1862,1770,1996,2568,2596
2838,0.8254,2387,2026,1962,1878,1840,2047,2652,2601
2956,0.7628,2477,2087,1917,1943,1878,2090,2673,2649
3022,0.7949,2510,2084,2004,1979,1888,2111,2736,2727
3175,0.462,2583,2208,2047,2041,1926,2180,2820,2732
3217,0.5248,2619,2224,2052,2068,1964,2243,2888,2813
3255,0.6998,2738,2313,2098,2116,1993,2253,2951,2899
3364,0.6269,2793,2327,2169,2180,2082,2370,2970,2940
3443,0.6696,2836,2394,2227,2259,2085,2420,3058,2997
