intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,61625,60578,59648,60431,59679,53340,53007,53276,42770,52285
59827,0.2654,59168,58845,57929,58513,57578,51689,51586,51852,41505,50622
57844,0.2654,56967,56892,56318,56736,55788,50121,49956,50315,40318,49039
55736,0.2654,55218,55218,54695,55196,53962,48701,48580,49034,39234,47708
53660,0.2654,53243,53397,53002,53340,51908,47132,46893,47473,37925,46107
51755,0.2654,51102,51722,51252,51708,49989,45492,45702,45954,36776,44644
49887,0.2654,49385,50025,49687,50072,48302,44193,44146,44586,35651,43215
48131,0.2654,47564,48299,48207,48568,46522,42792,42850,43292,34711,41764
46295,0.2654,45807,46567,46471,47008,44752,41461,41396,41876,33563,40242
44680,0.2654,44148,45064,45093,45498,43113,40155,39984,40640,32580,38994
43007,0.2654,42546,43572,43651,44173,41459,38902,38850,39301,31666,37721
41319,0.2654,41033,41912,42128,42644,40052,37708,37646,38165,30638,36426
39715,0.2654,39376,40431,40832,41230,38625,36581,36244,37111,29659,35135
38314,0.2654,37997,39147,39267,39940,37013,35470,35160,35909,28859,33883
36967,0.2654,36655,37819,38069,38773,35774,34351,34076,34861,28060,32784
35450,0.2654,35233,36597,36827,37600,34360,33341,32972,33808,27211,31725
34143,0.2654,33964,35276,35487,36368,33123,32342,31981,32718,26451,30563
32981,0.2654,32736,34296,34343,35323,32027,31365,31012,31683,25740,29630
31735,0.2654,31577,33177,33205,34229,30861,30597,30133,30808,25035,28667
30638,0.2654,30206,32070,32038,33245,29727,29570,29115,29898,24209,27666
29632,0.2654,29266,31072,31085,32305,28868,28794,28306,29115,23695,26782
28487,0.2654,28136,29965,29998,31377,27877,27899,27391,28151,22951,25901
27379,0.2654,27057,28973,29054,30256,26891,27172,26438,27222,22238,25132
26454,0.2654,26241,28109,28118,29487,25908,26282,25696,26426,21653,24310
25477,0.2654,25243,27092,27067,28461,25117,25349,24837,25635,21080,23456
24609,0.2654,24310,26330,26131,27530,24343,24666,24108,24870,20422,22722
23740,0.2654,23577,25452,25389,26717,23541,23909,23405,24007,19943,21910
22822,0.2654,22741,24645,24585,25923,22887,23203,22732,23228,19322,21252
22083,0.4807,21992,23862,23817,25234,22219,22681,22136,22596,18727,20606
21247,0.4905,21214,23105,23124,24421,21668,21995,21433,21773,18367,20060
20479,0.5008,20592,22284,22295,23597,21029,21270,20766,21049,17798,19273
19755,0.4572,19822,21761,21614,23018,20482,20662,20225,20400,17256,18742
19075,0.4351,19242,20965,20945,22288,19961,20121,19600,19761,16776,18071
18361,0.4492,18534,20325,20265,21558,19260,19455,18980,19141,16218,17438
17791,0.3957,18109,19807,19812,21028,18869,19063,18533,18626,15899,17045
