intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9
1539,0.1264,1043,982,926,849,922,1117,1234,1313,1495
1539,0,1042,969,897,813,932,1138,1310,1372,1492
1533,0.3734,1056,1023,852,843,918,1167,1281,1382,1511
1573,0.0488,1073,1000,917,853,946,1175,1307,1379,1514
1577,0.397,1052,1008,922,841,937,1192,1331,1374,1565
1593,0.1378,1101,1020,912,863,978,1199,1338,1394,1563
1603,0.4256,1104,1028,950,884,962,1232,1371,1449,1601
1623,0.2846,1123,1071,943,876,960,1223,1380,1459,1625
1592,0.6316,1127,1070,935,885,1001,1218,1370,1456,1606
1641,0.3291,1182,1074,1001,879,1003,1243,1421,1497,1641
1655,0.3644,1130,1091,991,896,1005,1302,1448,1480,1654
1686,0.2124,1149,1109,970,896,998,1269,1473,1511,1679
1645,0.7958,1167,1125,1009,918,1029,1287,1448,1571,1684
1704,0.5862,1205,1148,990,953,1045,1320,1488,1554,1762
1728,0.3352,1222,1157,1008,928,1075,1342,1488,1592,1767
1763,0.4835,1262,1177,1041,964,1073,1369,1523,1610,1796
1743,0.6532,1253,1171,1050,947,1071,1401,1565,1643,1838
1762,0.6613,1263,1220,1054,956,1082,1378,1580,1650,1853
1789,0.624,1313,1203,1079,969,1077,1405,1577,1685,1804
1814,0.6512,1307,1235,1074,974,1136,1456,1614,1756,1914
1821,0.6871,1330,1260,1104,1002,1112,1486,1629,1708,1929
1879,0.5378,1347,1315,1142,1014,1158,1467,1639,1784,1967
1863,0.7579,1392,1269,1155,1007,1152,1510,1635,1821,2025
1882,0.8238,1396,1299,1142,1049,1170,1524,1688,1833,2022
1953,0.6599,1387,1350,1194,1069,1183,1569,1718,1807,2060
1947,0.7902,1444,1338,1171,1075,1211,1550,1764,1860,2077
1985,0.8078,1441,1385,1225,1080,1226,1572,1798,1909,2120
2015,0.7781,1510,1422,1252,1098,1268,1644,1832,1951,2132
2053,0.6617,1526,1435,1265,1123,1281,1633,1852,1979,2210
2087,0.7728,1604,1466,1329,1187,1280,1651,1840,2005,2262
2126,1,1595,1501,1317,1166,1269,1678,1932,2040,2244
2142,0.8128,1594,1520,1349,1182,1344,1786,1934,2058,2329
2177,0.8266,1628,1540,1364,1204,1347,1749,2011,2101,2354
2208,0.9281,1683,1571,1413,1225,1373,1808,1980,2160,2387
2258,0.8162,1682,1597,1421,1270,1408,1831,2044,2178,2450
2303,0.8643,1745,1679,1458,1278,1432,1881,2126,2205,2489
2318,0.8621,1767,1694,1507,1298,1472,1887,2157,2261,2513
2402,0.7727,1824,1774,1533,1345,1536,1928,2153,2283,2591
2449,0.7549,1858,1809,1583,1377,1535,2013,2231,2373,2636
2483,0.86,1873,1800,1608,1419,1571,2058,2230,2438,2683
2490,0.9438,1898,1846,1620,1424,1622,2076,2319,2469,2712
2588,0.7927,1961,1877,1648,1480,1618,2075,2344,2468,2787
2615,0.8846,1994,1924,1684,1512,1681,2163,2381,2576,2847
2723,0.7552,2047,1972,1749,1540,1717,2208,2429,2597,2856
2753,0.8614,2072,2050,1739,1544,1793,2255,2462,2634,2934
2849,0.5966,2127,2036,1800,1602,1794,2276,2559,2741,2976
2838,0.8254,2170,2089,1836,1607,1846,2333,2587,2810,2978
2956,0.7628,2224,2187,1847,1682,1886,2398,2629,2813,3100
3022,0.7949,2261,2223,1918,1765,1930,2436,2681,2891,3184
3175,0.462,2310,2298,1954,1772,1992,2509,2725,2945,3232
3217,0.5248,2380,2341,2010,1838,2041,2556,2818,3016,3340
3255,0.6998,2391,2400,2072,1867,2096,2632,2882,3093,3375
3364,0.6269,2501,2491,2156,1970,2159,2694,2914,3161,3463
3443,0.6696,2552,2504,2180,1973,2207,2796,3046,3250,3571
3483,0.7154,2579,2589,2241,1991,2286,2810,3059,3286,3600
3592,0.6626,2693,2732,2283,2103,2342,2860,3091,3340,3702
3728,0.4952,2720,2734,2372,2146,2411,2966,3182,3437,3763
3823,0.5717,2798,2805,2405,2204,2451,3036,3252,3514,3884
3950,0.4977,2840,2910,2514,2290,2607,3081,3317,3630,3970
4055,0.4356,2929,2957,2605,2303,2622,3229,3440,3681,4071
4176,0.4493,3000,3055,2611,2385,2675,3228,3474,3805,4144
4263,0.4547,3078,3114,2690,2451,2705,3378,3536,3855,4280
4407,0.4525,3175,3225,2779,2547,2863,3460,3643,3957,4352
4523,0.3742,3261,3280,2876,2617,2901,3529,3676,4060,4521
4618,0.4865,3343,3385,2932,2670,2986,3609,3819,4133,4530
4745,0.4143,3461,3494,3046,2781,3067,3712,3855,4208,4725
4914,0.3817,3490,3555,3144,2843,3180,3826,3977,4308,4821
5122,0.2698,3651,3719,3210,2920,3252,3907,4094,4421,4916
5185,0.4303,3713,3759,3318,3023,3382,4039,4173,4574,5098
5390,0.3291,3819,3856,3408,3135,3484,4101,4284,4698,5289
5511,0.3948,3949,4013,3514,3196,3593,4295,4359,4813,5411
5660,0.3799,4083,4086,3636,3321,3725,4308,4479,4900,5523
5822,0.4073,4164,4207,3740,3374,3797,4490,4565,5049,5703
6031,0.3232,4303,4346,3860,3483,3927,4579,4747,5202,5847
6189,0.407,4468,4464,3995,3602,3986,4708,4828,5320,5984
6380,0.3867,4598,4595,4120,3736,4129,4850,4938,5467,6162
6621,0.2974,4696,4757,4283,3864,4276,4982,5071,5591,6319
6846,0.3023,4864,4916,4411,3949,4348,5164,5235,5764,6496
7008,0.3449,4930,5063,4550,4107,4549,5265,5381,5938,6653
7234,0.3806,5149,5185,4661,4245,4644,5430,5446,6077,6846
7471,0.3215,5341,5366,4831,4323,4877,5588,5648,6283,7025
7703,0.3909,5440,5494,4978,4470,4950,5737,5759,6466,7213
7892,0.3943,5591,5697,5226,4637,5099,5877,5899,6643,7391
8240,0.3127,5833,5863,5360,4816,5291,6058,6067,6813,7673
8490,0.3336,5974,6081,5534,4941,5510,6296,6270,7029,7895
8732,0.3977,6199,6305,5767,5081,5650,6468,6440,7249,8093
8979,0.4533,6396,6493,5913,5273,5845,6664,6620,7461,8343
9333,0.3647,6572,6713,6110,5391,6040,6808,6800,7717,8568
9705,0.3376,6813,6900,6377,5638,6230,7066,7029,7955,8894
10047,0.3339,7088,7196,6637,5794,6498,7372,7202,8245,9126
10365,0.3656,7302,7403,6789,6016,6632,7564,7448,8446,9423
10723,0.3745,7467,7683,7092,6161,6818,7802,7624,8700,9581
11145,0.0715,7766,8027,7357,6409,7170,8061,7905,8974,10001
11457,0.0715,7961,8245,7540,6566,7332,8281,8106,9248,10217
11754,0.0715,8306,8527,7900,6803,7563,8505,8413,9580,10565
12188,0.0715,8576,8770,8144,7072,7844,8827,8651,9761,10861
12552,0.0715,8858,9066,8410,7372,8166,9103,8844,10205,11184
13019,0.0715,9268,9495,8839,7602,8452,9454,9199,10524,11657
13557,0.0715,9614,9889,9232,7898,8820,9812,9546,10921,12027
13916,0.0715,9894,10188,9437,8087,9001,10151,9806,11195,12336
14376,0.0715,10243,10520,9784,8342,9367,10413,10101,11602,12736
14859,0.0715,10586,10840,10196,8647,9660,10725,10400,11902,13048
15360,0.0715,10970,11351,10611,9025,10025,11177,10736,12369,13514
15926,0.0715,11387,11709,10999,9283,10376,11549,11147,12757,14046
16525,0.0715,11775,12215,11430,9642,10740,11960,11599,13085,14470
17102,0.0715,12260,12581,11807,9972,11190,12357,11905,13616,14945
17639,0.0715,12798,13128,12411,10468,11581,12854,12343,14115,15458
18374,0.0715,13253,13602,12952,10766,12045,13302,12804,14615,15988
18936,0.0715,13710,14100,13411,11221,12515,13790,13297,15090,16579
19605,0.0715,14319,14625,13940,11597,12981,14240,13649,15679,17091
20333,0.0715,14860,15284,14515,12120,13460,14888,14243,16218,17751
21100,0.0715,15473,15744,15049,12563,13921,15285,14734,16757,18311
21842,0.0715,16101,16287,15716,13023,14432,15856,15264,17320,18905
22651,0.0715,16625,16949,16312,13619,14956,16451,15747,17975,19516
23406,0.0715,17290,17518,16959,14051,15426,17001,16218,18642,20180
24263,0.0715,17967,18177,17679,14634,16125,17743,16902,19235,20941
25174,0.0715,18768,18856,18391,15208,16644,18415,17485,19936,21613
25998,0.0715,19479,19572,19096,15744,17309,19125,18087,20619,22397
26958,0.0715,20279,20304,19820,16397,17847,19747,18730,21409,23037
27954,0.0715,21007,20956,20650,17086,18549,20569,19405,22111,23946
28996,0.0715,21778,21730,21452,17730,19246,21348,20177,22849,24752
30017,0.0715,22700,22547,22261,18366,19968,22118,20928,23689,25584
31219,0.0715,23614,23455,23139,19161,20836,23051,21738,24648,26568
32349,0.0715,24517,24221,24169,19773,21538,23767,22449,25498,27307
33395,0.0715,25373,24994,25250,20551,22174,24547,23274,26335,28194
34536,0.0715,26242,25983,26019,21291,23072,25609,24091,27185,29100
35904,0.0715,27271,26848,27012,22113,23949,26478,24920,28230,30048
36917,0.0715,28376,27844,28057,22918,24865,27527,25807,29207,31182
1540,0.6233,,,,,,,,,
1573,0.2331,,,,,,,,,
1584,0.3282,,,,,,,,,
1625,0.1073,,,,,,,,,
1626,0.1738,,,,,,,,,
1630,0.275,,,,,,,,,
1670,0.106,,,,,,,,,
1694,0.238,,,,,,,,,
1709,0.1257,,,,,,,,,
