intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9
1539,0.1264,1107,960,856,776,775,980,1098,1117,1328
1539,0,1138,961,853,769,763,946,1094,1124,1318
1533,0.3734,1123,980,826,779,762,992,1095,1119,1308
1573,0.0488,1169,985,843,743,753,993,1099,1155,1358
1577,0.397,1147,1010,821,798,745,1009,1107,1163,1351
1593,0.1378,1136,990,876,773,764,975,1090,1195,1388
1603,0.4256,1169,984,856,797,716,1034,1136,1212,1407
1623,0.2846,1153,1043,842,765,760,974,1158,1186,1414
1592,0.6316,1163,1007,874,743,793,998,1180,1202,1398
1641,0.3291,1238,1025,868,788,763,1043,1175,1243,1434
1655,0.3644,1227,1024,919,777,778,1049,1175,1242,1462
1686,0.2124,1186,1059,884,777,734,1027,1185,1235,1486
1645,0.7958,1193,1046,855,755,759,1087,1216,1269,1458
1704,0.5862,1219,1025,842,794,786,1030,1226,1298,1484
1728,0.3352,1249,1116,899,780,737,1068,1212,1316,1513
1763,0.4835,1247,1106,912,805,754,1055,1249,1320,1554
1743,0.6532,1297,1097,864,776,780,1088,1286,1332,1559
1762,0.6613,1280,1114,893,803,804,1097,1259,1354,1552
1789,0.624,1289,1130,891,786,777,1102,1276,1387,1608
1814,0.6512,1283,1149,910,802,778,1109,1304,1405,1639
1821,0.6871,1347,1167,936,812,780,1122,1315,1408,1685
1879,0.5378,1317,1157,945,769,790,1149,1353,1444,1670
1863,0.7579,1334,1213,940,807,765,1135,1336,1470,1708
1882,0.8238,1324,1198,958,785,795,1180,1375,1490,1729
1953,0.6599,1398,1229,929,760,777,1155,1384,1482,1758
1947,0.7902,1459,1191,960,818,809,1208,1415,1572,1824
1985,0.8078,1408,1252,1000,809,809,1219,1435,1553,1814
2015,0.7781,1417,1262,985,781,836,1232,1440,1568,1835
2053,0.6617,1421,1305,1018,837,807,1235,1474,1606,1879
2087,0.7728,1486,1345,1014,829,820,1259,1493,1657,1916
2126,1,1488,1327,1026,835,837,1269,1516,1688,1951
