intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,59372,56963,57967,62340,58987,61193,58663,55396
59827,0.2654,57361,55032,56237,59953,57001,59033,56742,53658
57844,0.2654,55457,53149,54313,57796,55043,56895,54919,51823
55736,0.2654,53652,51474,52728,56229,53398,55073,53162,50270
53660,0.2654,51667,49590,50809,54182,51374,53027,51362,48550
51755,0.2654,49868,47709,49067,52325,49585,51065,49652,46776
49887,0.2654,48054,46126,47465,50600,47930,49165,47977,45239
48131,0.2654,46487,44478,45805,49007,46205,47386,46485,43731
46295,0.2654,44760,42876,44108,47267,44565,45596,44864,42167
44680,0.2654,43046,41396,42659,45618,43002,43959,43488,40542
43007,0.2654,41579,40114,41107,44275,41506,42435,42118,39210
41319,0.2654,40072,38668,39680,42737,40075,40929,40713,37937
39715,0.2654,38578,37348,38304,41355,38789,39499,39469,36448
38314,0.2654,37299,35958,36982,39922,37395,38075,38139,35331
36967,0.2654,35913,34902,35777,38800,36224,36677,37055,34083
35450,0.2654,34650,33803,34451,37531,34909,35352,35758,32882
34143,0.2654,33623,32653,33307,36273,33772,34070,34666,31783
32981,0.2654,32403,31624,32246,35174,32708,32999,33598,30801
31735,0.2654,31315,30482,31135,34098,31589,31835,32605,29825
30638,0.2654,30187,29457,30039,33079,30589,30850,31564,28761
29632,0.2654,29384,28595,29125,32157,29646,29753,30550,27859
28487,0.2654,28280,27565,28135,31028,28582,28813,29540,26918
27379,0.2654,27331,26624,27194,30138,27692,27854,28675,26122
26454,0.2654,26428,25809,26359,29224,26885,26930,27756,25174
25477,0.2654,25583,24930,25419,28282,25966,26034,26795,24479
24609,0.2654,24791,24068,24560,27388,25143,25235,26029,23691
23740,0.2654,23975,23331,23761,26468,24329,24377,25125,22892
22822,0.2654,23146,22511,22965,25720,23471,23602,24294,22068
22083,0.4807,22410,21895,22205,24895,22811,22871,23610,21478
21247,0.4905,21765,21204,21572,24203,22231,22331,22860,20798
20479,0.5008,20942,20503,20688,23346,21378,21385,22066,20041
19755,0.4572,20370,19888,20103,22599,20770,20847,21479,19577
19075,0.4351,19656,19264,19472,21918,20087,20183,20764,18808
18361,0.4492,18920,18597,18861,21282,19424,19540,19992,18164
17791,0.3957,18455,18131,18281,20684,18970,18950,19490,17685
17076,0.4381,17827,17501,17741,20043,18381,18509,18871,17168
16594,0.3612,17342,17116,17216,19445,17928,17860,18339,16694
15949,0.3969,16819,16524,16599,18896,17325,17340,17713,16187
15730,0.2221,16576,16435,16417,18832,17166,17249,17601,16065
14815,0.4207,15798,15524,15558,17778,16266,16342,16692,15149
14316,0.4025,15249,15108,15116,17213,15839,15830,16129,14706
13756,0.4416,14815,14726,14751,16786,15391,15376,15728,14367
13234,0.472,14398,14219,14282,16285,14909,14932,15295,13930
12847,0.4428,14025,13791,13846,15816,14458,14506,14859,13629
12400,0.4556,13540,13439,13509,15316,14078,14090,14393,13195
11982,0.4268,13246,13124,13051,14941,13696,13708,13995,12780
11561,0.444,12846,12795,12770,14565,13359,13223,13553,12466
11115,0.5083,12487,12354,12348,14114,12955,12934,13247,12142
10825,0.4665,12151,12034,12103,13761,12659,12625,12850,11849
10443,0.4611,11911,11742,11749,13354,12289,12291,12569,11512
10178,0.4066,11522,11472,11598,13002,11968,11882,12167,11221
9780,0.4817,11285,11144,11164,12617,11681,11579,11852,10870
9448,0.501,11023,10772,10889,12317,11351,11236,11555,10686
9153,0.5124,10748,10587,10615,11983,11058,10996,11224,10366
8891,0.4762,10441,10277,10341,11763,10769,10638,10933,10121
8503,0.5691,10252,10060,10085,11439,10517,10434,10603,9866
8299,0.4988,10016,9822,9867,11109,10206,10078,10275,9594
8025,0.5476,9779,9530,9584,10810,9907,9871,10069,9412
7765,0.5595,9517,9347,9382,10565,9741,9558,9765,9119
7517,0.5498,9344,9102,9142,10349,9490,9345,9540,8874
7276,0.5866,9119,8866,8845,10065,9249,9156,9298,8692
7054,0.5755,8923,8684,8738,9826,8978,8838,8989,8499
6876,0.5767,8722,8492,8493,9585,8804,8714,8823,8313
6643,0.5667,8480,8270,8217,9311,8590,8403,8581,8141
6415,0.64,8358,8062,8028,9117,8371,8226,8291,7786
6218,0.6125,8119,7939,7805,8914,8136,7992,8115,7684
5942,0.7416,7935,7703,7636,8751,7958,7844,7864,7527
