intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,62470,63033,63342,61921,62992,63076,60540,60604,58524,55977
59827,0.2654,59459,59737,60419,59135,59805,59881,58507,58558,56761,54250
57844,0.2654,57354,57400,57928,57142,57609,57641,56435,56675,55142,52588
55736,0.2654,55447,55490,56026,55082,56041,55970,54631,54906,53562,50955
53660,0.2654,53442,53652,54097,53258,54092,54012,52726,53032,51618,49244
51755,0.2654,51605,51650,52361,51350,52345,52156,50934,51283,50126,47703
49887,0.2654,49915,49864,50607,49581,50701,50581,49224,49617,48415,46145
48131,0.2654,48015,48116,48816,47871,48936,48868,47523,47957,46901,44555
46295,0.2654,46421,46243,47096,46197,47199,47116,45859,46265,45295,43118
44680,0.2654,44782,44582,45377,44540,45700,45544,44256,44669,43780,41694
43007,0.2654,43374,43129,43823,43044,44139,44083,42766,43265,42448,40238
41319,0.2654,41869,41594,42394,41503,42655,42382,41203,41615,41044,38991
39715,0.2654,40472,40092,40755,40214,41174,41001,39779,40214,39682,37654
38314,0.2654,39068,38616,39305,38826,39813,39542,38422,38809,38487,36451
36967,0.2654,37844,37348,38116,37626,38557,38242,37045,37522,37189,35220
35450,0.2654,36433,36064,36633,36294,37334,36999,35749,36291,35998,34059
34143,0.2654,35364,34882,35361,35290,36110,35652,34553,34974,34880,32871
32981,0.2654,34207,33646,34102,34070,34957,34435,33340,33947,33719,31938
31735,0.2654,33225,32497,33002,33068,33859,33388,32244,32910,32741,30896
30638,0.2654,32111,31411,31801,31985,32717,32226,31022,31577,31642,29959
29632,0.2654,31186,30452,30786,31150,31722,31169,30078,30617,30790,29051
28487,0.2654,30120,29278,29715,30023,30594,30063,28936,29573,29721,28050
27379,0.2654,29162,28337,28741,29118,29678,29042,27873,28615,28824,27157
26454,0.2654,28268,27556,27724,28281,28698,28111,26979,27640,27961,26361
25477,0.2654,27370,26521,26820,27353,27769,27179,25980,26801,27013,25542
24609,0.2654,26511,25676,26004,26537,26999,26138,25186,25791,26219,24694
23740,0.2654,25693,24807,25011,25733,26123,25317,24271,25036,25438,23890
