intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,61525,59251,62444,60759,61529,61430,62863,62208,61943,60280
59827,0.2654,59250,57472,59679,58685,59066,59020,59927,59849,59366,58137
57844,0.2654,57190,55872,57569,56778,57015,57044,57782,57859,57306,56352
55736,0.2654,55507,54131,55659,55131,55169,55161,56079,56118,55426,54400
53660,0.2654,53516,52263,53572,52929,53169,53294,54146,54022,53447,52468
51755,0.2654,51587,50540,51373,51187,51149,51389,52219,52226,51508,50519
49887,0.2654,49955,48995,49595,49411,49480,49635,50441,50564,49804,48859
48131,0.2654,48368,47339,47587,47627,47679,47863,48709,48735,48109,47121
46295,0.2654,46512,45816,45715,45880,45829,45944,46998,47023,46138,45322
44680,0.2654,45042,44292,43927,44252,44084,44311,45437,45384,44510,43775
43007,0.2654,43441,42831,42212,42754,42508,42803,43955,43897,43028,42309
41319,0.2654,41999,41580,40448,41298,40927,41060,42429,42375,41466,40748
39715,0.2654,40542,40240,38904,39738,39266,39674,40997,40889,39953,39197
38314,0.2654,39053,38889,37261,38304,37924,38156,39649,39277,38438,37860
36967,0.2654,37830,37542,35803,36960,36436,36728,38358,38165,37009,36584
35450,0.2654,36617,36442,34439,35592,35059,35388,37140,36864,35679,35375
34143,0.2654,35427,35313,33095,34364,33663,34111,35950,35546,34390,34056
32981,0.2654,34232,34101,31912,33066,32491,32946,34788,34422,33174,32986
31735,0.2654,33071,33033,30593,31922,31313,31681,33746,33265,32043,31810
30638,0.2654,32144,32052,29437,30711,30100,30626,32803,32114,30948,30788
29632,0.2654,31034,31061,28371,29588,29004,29529,31876,31234,29978,29800
28487,0.2654,29976,29962,27226,28530,27892,28409,30763,30070,28791,28779
27379,0.2654,28958,28954,26203,27528,26881,27428,29936,29118,27729,27856
26454,0.2654,27986,28038,25356,26546,25891,26370,29079,28250,26779,26968
25477,0.2654,27024,26954,24295,25549,24856,25482,28107,27160,25898,26082
24609,0.2654,26203,26210,23423,24598,24053,24571,27253,26424,24996,25318
23740,0.2654,25275,25270,22554,23695,23078,23630,26525,25605,24111,24502
22822,0.2654,24414,24461,21716,22903,22254,22889,25764,24766,23337,23729
22083,0.4807,23706,23714,21106,22001,21517,22070,25084,24030,22620,22929
21247,0.4905,22990,22993,20369,21316,20900,21311,24362,23366,21829,22343
20479,0.5008,22140,22144,19521,20422,20055,20504,23468,22505,21012,21571
19755,0.4572,21397,21423,18868,19621,19317,19792,22821,21917,20363,20956
19075,0.4351,20739,20760,18223,18850,18602,19125,22179,21156,19691,20309
18361,0.4492,19930,20036,17501,18101,17997,18491,21502,20567,18984,19600
17791,0.3957,19372,19505,17057,17508,17523,17953,21045,20086,18607,19123
17076,0.4381,18701,18770,16375,16808,16915,17279,20319,19363,17844,18566
16594,0.3612,18148,18212,15863,16140,16409,16819,19738,18922,17353,18090
15949,0.3969,17521,17678,15343,15546,15830,16211,19169,18364,16829,17562
15730,0.2221,17473,17481,15156,15281,15635,16075,18946,18278,16645,17426
14815,0.4207,16410,16492,14300,14348,14844,15258,17955,17224,15761,16526
14316,0.4025,15883,15933,13861,13781,14360,14724,17370,16740,15201,16012
13756,0.4416,15378,15460,13346,13216,13877,14313,16860,16216,14866,15632
13234,0.472,14849,14995,12962,12723,13499,13865,16318,15814,14382,15147
12847,0.4428,14532,14570,12561,12203,13107,13470,15981,15371,14014,14781
12400,0.4556,14096,14078,12094,11686,12724,12998,15423,14937,13542,14326
11982,0.4268,13655,13676,11790,11289,12373,12769,14973,14482,13283,13926
11561,0.444,13222,13164,11414,10901,11971,12331,14556,14094,12849,13622
11115,0.5083,12808,12851,11010,10434,11556,11987,14124,13679,12489,13229
10825,0.4665,12500,12474,10711,10079,11289,11730,13800,13282,12178,12843
10443,0.4611,12053,12138,10401,9699,10968,11377,13417,12982,11801,12563
10178,0.4066,11827,11733,10107,9408,10638,11118,13041,12598,11538,12285
9780,0.4817,11429,11375,9846,9026,10324,10840,12617,12201,11252,11952
9448,0.501,11097,11034,9514,8767,10051,10557,12316,11903,10982,11672
9153,0.5124,10784,10803,9248,8389,9776,10350,11994,11495,10647,11353
8891,0.4762,10498,10454,8944,8164,9511,10018,11669,11186,10425,11004
8503,0.5691,10210,10158,8724,7917,9247,9806,11317,10953,10197,10738
8299,0.4988,9919,9887,8461,7680,8957,9557,11017,10628,9953,10498
