intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9
62114,0.2654,60812,61712,63814,48034,56911,56396,63066,59475,59770
59827,0.2654,58331,58927,60564,45682,54503,54143,59551,57281,57339
57844,0.2654,55991,56643,57242,43422,52008,52029,57263,55445,55157
55736,0.2654,53933,54534,54860,41299,49721,50097,55196,53395,53045
53660,0.2654,51817,52197,52570,39145,47269,47943,53041,51296,51027
51755,0.2654,49682,50250,50235,37169,44998,45775,51112,49495,48994
49887,0.2654,47763,48343,48112,35261,42824,43886,49184,47639,47099
48131,0.2654,45870,46316,46035,33424,40718,42112,47338,45868,45222
46295,0.2654,43932,44427,43864,31632,38685,40135,45494,43986,43202
44680,0.2654,42140,42588,41989,29980,36709,38431,43550,42391,41537
43007,0.2654,40529,40918,39972,28390,34823,36624,41963,40835,39859
41319,0.2654,38767,39189,38349,26757,33084,35068,40215,39302,38074
39715,0.2654,37344,37583,36613,25417,31455,33435,38612,37662,36488
38314,0.2654,35753,35964,34882,24036,29718,31901,37143,36333,35140
36967,0.2654,34357,34471,33322,22782,28206,30473,35663,34901,33760
35450,0.2654,32990,33027,31739,21477,26696,29213,34249,33595,32373
34143,0.2654,31734,31698,30220,20427,25383,27833,32853,32363,31036
32981,0.2654,30500,30382,28847,19346,24028,26596,31627,31181,29837
31735,0.2654,29180,29071,27468,18316,22905,25473,30365,30033,28745
30638,0.2654,28161,27950,26150,17313,21668,24198,29269,28824,27469
29632,0.2654,27007,26718,24983,16417,20560,23176,28035,27774,26656
28487,0.2654,25897,25610,23689,15524,19390,21997,26982,26748,25551
27379,0.2654,24925,24514,22585,14687,18344,21092,25957,25719,24544
26454,0.2654,23983,23473,21534,13957,17368,20138,24896,24737,23612
25477,0.2654,23033,22512,20478,13143,16409,19213,23893,23781,22635
24609,0.2654,22248,21587,19484,12461,15524,18247,22903,22845,21842
23740,0.2654,21290,20673,18501,11785,14703,17348,22123,21981,21103
22822,0.2654,20447,19815,17559,11107,13876,16587,21180,21178,20259
22083,0.4807,19740,19024,16792,10594,13164,15888,20392,20458,19763
21247,0.4905,19018,18307,16003,10045,12404,15172,19633,19781,18989
20479,0.5008,18252,17415,15165,9379,11725,14401,18828,18948,18195
19755,0.4572,17549,16801,14372,8883,11045,13758,18134,18175,17640
19075,0.4351,16761,16119,13695,8428,10438,13094,17413,17551,16970
18361,0.4492,16213,15448,12946,8005,9834,12476,16710,16960,16389
17791,0.3957,15687,15024,12418,7673,9360,11996,16268,16382,15873
17076,0.4381,14997,14266,11837,7148,8858,11398,15565,15666,15354
16594,0.3612,14518,13808,11272,6782,8297,10897,15076,15230,14830
15949,0.3969,13901,13330,10680,6459,7822,10420,14454,14632,14328
