intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1.64E-06,0.1264,8.96E-07,1.11E-06,1.37E-06,1.53E-06,1.53E-06,1.51E-06,1.32E-06,9.80E-07,1.03E-06,8.11E-07
1.74E-06,0,8.92E-07,1.15E-06,1.48E-06,1.66E-06,1.66E-06,1.59E-06,1.42E-06,1.16E-06,1.20E-06,1.05E-06
1.63E-06,0.3734,9.30E-07,1.29E-06,1.45E-06,1.66E-06,1.66E-06,1.64E-06,1.47E-06,1.19E-06,1.14E-06,9.15E-07
1.81E-06,0.0488,1.01E-06,1.24E-06,1.44E-06,1.79E-06,1.79E-06,1.58E-06,1.54E-06,1.14E-06,1.14E-06,9.40E-07
1.71E-06,0.397,9.17E-07,1.30E-06,1.59E-06,1.69E-06,1.69E-06,1.70E-06,1.44E-06,1.28E-06,1.29E-06,8.84E-07
1.87E-06,0.1378,1.11E-06,1.28E-06,1.64E-06,1.90E-06,1.90E-06,1.67E-06,1.56E-06,1.26E-06,1.22E-06,1.03E-06
1.80E-06,0.4256,1.05E-06,1.36E-06,1.65E-06,1.80E-06,1.80E-06,1.76E-06,1.59E-06,1.29E-06,1.30E-06,1.04E-06
1.91E-06,0.2846,1.09E-06,1.38E-06,1.72E-06,1.85E-06,1.85E-06,1.78E-06,1.69E-06,1.31E-06,1.36E-06,9.84E-07
1.81E-06,0.6316,1.10E-06,1.32E-06,1.66E-06,1.95E-06,1.95E-06,1.73E-06,1.66E-06,1.35E-06,1.35E-06,1.03E-06
2.00E-06,0.3291,1.17E-06,1.57E-06,1.77E-06,1.94E-06,1.94E-06,1.88E-06,1.76E-06,1.37E-06,1.43E-06,1.12E-06
2.04E-06,0.3644,1.11E-06,1.54E-06,1.82E-06,1.98E-06,1.98E-06,1.93E-06,1.76E-06,1.39E-06,1.48E-06,1.12E-06
2.18E-06,0.2124,1.24E-06,1.55E-06,1.85E-06,2.02E-06,2.02E-06,1.90E-06,1.89E-06,1.41E-06,1.41E-06,1.15E-06
1.96E-06,0.7958,1.24E-06,1.57E-06,1.89E-06,2.16E-06,2.16E-06,1.92E-06,1.88E-06,1.51E-06,1.56E-06,1.15E-06
2.11E-06,0.5862,1.30E-06,1.72E-06,1.96E-06,2.06E-06,2.06E-06,2.01E-06,1.81E-06,1.49E-06,1.56E-06,1.22E-06
2.30E-06,0.3352,1.28E-06,1.65E-06,2.00E-06,2.14E-06,2.14E-06,1.98E-06,1.93E-06,1.56E-06,1.54E-06,1.27E-06
2.29E-06,0.4835,1.36E-06,1.70E-06,2.00E-06,2.24E-06,2.24E-06,2.12E-06,1.88E-06,1.54E-06,1.61E-06,1.37E-06
2.27E-06,0.6532,1.39E-06,1.82E-06,2.04E-06,2.33E-06,2.33E-06,2.16E-06,2.03E-06,1.64E-06,1.72E-06,1.37E-06
2.34E-06,0.6613,1.47E-06,1.89E-06,2.20E-06,2.37E-06,2.37E-06,2.08E-06,2.09E-06,1.71E-06,1.62E-06,1.41E-06
