intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,52586,58084,54860,51323,61831,46381,62807,59511
59827,0.2654,50758,56155,53071,49741,59673,44267,59537,57594
57844,0.2654,49117,54201,51200,48252,57818,42148,57116,55789
55736,0.2654,47415,52525,49565,46819,56199,40616,55142,54122
53660,0.2654,45630,50723,47609,45287,54348,38685,52883,52450
51755,0.2654,43856,48747,46028,43914,52624,36924,50779,50629
49887,0.2654,42437,47090,44351,42402,51039,35240,48936,49079
48131,0.2654,40821,45534,42660,41120,49507,33697,46871,47474
46295,0.2654,39129,43820,41083,39703,47821,32219,45078,45882
44680,0.2654,37608,42175,39500,38628,46281,30832,43327,44389
43007,0.2654,36255,40668,38105,37291,45104,29577,41619,42915
41319,0.2654,34848,39229,36658,36083,43534,28461,40053,41502
39715,0.2654,33489,37992,35237,35037,42089,27284,38491,40171
38314,0.2654,32240,36601,34072,33900,40782,26340,36907,38774
36967,0.2654,31010,35393,32918,32789,39556,25428,35540,37514
35450,0.2654,29925,34172,31665,31834,38400,24521,34334,36368
34143,0.2654,28704,33014,30693,30773,37235,23704,33084,35224
32981,0.2654,27623,31965,29540,29880,36157,22958,31915,34059
31735,0.2654,26622,30809,28640,28979,35140,22295,30679,32985
30638,0.2654,25656,29906,27568,28072,34033,21502,29514,32006
29632,0.2654,24731,28900,26743,27257,33279,20923,28601,31048
28487,0.2654,23781,28016,25833,26304,32261,20300,27733,29922
27379,0.2654,23010,27066,24906,25621,31200,19583,26761,29052
26454,0.2654,22168,26312,24163,24762,30330,19019,25848,28173
25477,0.2654,21436,25452,23246,23955,29462,18416,25090,27179
24609,0.2654,20660,24614,22584,23192,28654,17836,24192,26409
23740,0.2654,19933,23871,21801,22475,27872,17383,23311,25496
22822,0.2654,19207,23186,21244,21777,27117,16826,22577,24799
22083,0.4807,18598,22544,20520,21067,26363,16437,21926,24003
21247,0.4905,18008,21906,19899,20539,25762,15912,21248,23332
20479,0.5008,17395,21110,19166,19822,24906,15499,20361,22507
19755,0.4572,16798,20632,18701,19212,24183,15063,19875,21806
19075,0.4351,16187,19995,18159,18513,23543,14622,19104,21245
18361,0.4492,15681,19364,17542,17980,22904,14264,18591,20558
17791,0.3957,15226,18952,17078,17507,22343,13992,18104,20058
17076,0.4381,14621,18290,16479,16934,21678,13441,17418,19286
16594,0.3612,14199,17892,16081,16437,21160,13165,16927,18838
15949,0.3969,13703,17277,15636,15978,20476,12794,16430,18222
15730,0.2221,13525,17165,15449,15820,20469,12860,16133,18161
14815,0.4207,12831,16294,14716,14957,19272,12095,15334,17182
14316,0.4025,12372,15863,14282,14458,18766,11777,14748,16616
13756,0.4416,11897,15394,13826,14038,18337,11530,14292,16204
13234,0.472,11525,14928,13447,13630,17842,11240,13884,15744
12847,0.4428,11120,14559,13038,13261,17268,10901,13437,15370
12400,0.4556,10781,14083,12804,12860,16837,10717,12997,14864
11982,0.4268,10480,13697,12406,12493,16268,10416,12657,14482
11561,0.444,10112,13353,11988,12106,15911,10116,12295,14070
11115,0.5083,9814,12994,11705,11702,15440,9906,11894,13641
10825,0.4665,9495,12550,11377,11431,15108,9643,11709,13334
10443,0.4611,9169,12240,11025,11094,14663,9402,11351,12924
10178,0.4066,8916,11800,10740,10763,14208,9236,10980,12629
9780,0.4817,8668,11505,10412,10431,13844,9012,10678,12279
9448,0.501,8399,11177,10174,10165,13570,8766,10378,11963
9153,0.5124,8136,10807,9849,9870,13193,8573,10191,11590
8891,0.4762,7961,10454,9595,9543,12862,8410,9860,11368
8503,0.5691,7732,10169,9322,9272,12458,8140,9603,11020
8299,0.4988,7457,9905,9112,9005,12186,7921,9398,10744
8025,0.5476,7278,9657,8849,8841,11858,7764,9146,10422
7765,0.5595,7085,9278,8636,8475,11555,7578,8913,10166
7517,0.5498,6908,9096,8387,8298,11244,7422,8674,9950
7276,0.5866,6762,8768,8166,7984,10933,7254,8520,9639
7054,0.5755,6532,8505,7945,7774,10666,7063,8315,9387
6876,0.5767,6376,8304,7780,7642,10446,6996,8121,9235
6643,0.5667,6222,8025,7627,7376,10116,6740,7917,8944
6415,0.64,6078,7825,7415,7159,9792,6632,7745,8731
6218,0.6125,5920,7530,7206,6993,9613,6442,7568,8458
5942,0.7416,5783,7369,7016,6741,9357,6297,7329,8274
5837,0.673,5705,7112,6915,6547,9088,6161,7215,8056
5589,0.7955,5563,6885,6731,6462,8866,5999,7024,7819
5450,0.7686,5450,6749,6568,6203,8650,5822,6861,7723
5326,0.7487,5336,6525,6378,6112,8428,5736,6650,7504
5153,0.759,5193,6310,6280,5934,8158,5610,6525,7306
4956,0.8547,5067,6132,6110,5761,7985,5464,6402,7138
4828,0.8183,5015,6028,6000,5662,7768,5403,6253,6959
4670,0.9132,4848,5820,5874,5475,7587,5187,6094,6772
4578,0.8548,4760,5686,5714,5317,7416,5122,5951,6637
4433,0.8623,4596,5514,5564,5243,7140,5006,5723,6409
4308,0.9162,4567,5398,5465,5113,6985,4887,5631,6252
4209,0.8745,4417,5219,5337,4954,6820,4779,5501,6125
