intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,63383,62796,63903,63715,64087,64125,63891,57750,63077,63274
59827,0.2654,60364,60193,61208,60906,61624,62450,60676,56164,60413,60406
57844,0.2654,58470,57982,58788,58464,58314,58548,58016,54603,58333,58224
55736,0.2654,56763,56353,57129,56778,56422,56479,56246,53034,56840,56613
53660,0.2654,54998,54343,55193,54827,54472,54504,54186,51280,55006,54786
51755,0.2654,53384,52575,53486,53122,52479,52627,52431,49776,53497,53223
49887,0.2654,51609,51035,51811,51560,50682,50907,50631,48154,51945,51647
48131,0.2654,50069,49401,50071,49901,49004,49031,49027,46542,50474,50173
46295,0.2654,48517,47635,48453,48209,47234,47463,47176,44988,48715,48688
44680,0.2654,47010,45986,46834,46563,45525,45661,45706,43462,47452,47234
43007,0.2654,45610,44542,45445,45136,43839,44033,44303,42048,46013,45911
41319,0.2654,44012,43078,43915,43537,42339,42514,42846,40629,44595,44474
39715,0.2654,42563,41637,42358,42156,40715,41144,41291,39222,43226,43225
38314,0.2654,41221,40377,40869,40718,39264,39626,39909,37880,41853,41886
36967,0.2654,39934,39171,39535,39427,37924,38362,38742,36585,40664,40773
35450,0.2654,38618,37936,38131,38135,36565,36995,37504,35320,39314,39643
34143,0.2654,37368,36650,36866,36965,35256,35649,36405,34124,38197,38426
32981,0.2654,36157,35615,35767,35765,34003,34561,35236,32907,37065,37284
31735,0.2654,35001,34659,34534,34696,32928,33392,34210,31830,35852,36217
30638,0.2654,33709,33505,33388,33491,31728,32412,33158,30703,34818,35249
29632,0.2654,32777,32665,32391,32596,30676,31336,32132,29695,33808,34162
28487,0.2654,31645,31588,31192,31527,29418,30243,31256,28568,32709,33181
27379,0.2654,30567,30593,30214,30490,28541,29383,30191,27590,31640,32088
26454,0.2654,29574,29871,29315,29678,27586,28267,29378,26654,30740,31152
25477,0.2654,28547,29027,28439,28573,26522,27341,28435,25697,29731,30124
24609,0.2654,27678,28215,27601,27774,25676,26559,27712,24736,28815,29224
23740,0.2654,26749,27273,26604,26869,24729,25630,26934,24008,27840,28240
22822,0.2654,25847,26510,25867,26144,23951,24887,26057,23161,26896,27357
