intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9
1539,0.1264,983,773,700,778,744,682,636,734,861
1539,0,1014,764,726,776,727,676,661,776,901
1533,0.3734,1000,746,710,794,726,707,674,762,933
1573,0.0488,1045,737,727,765,741,697,662,738,922
1577,0.397,1058,790,741,796,693,731,660,775,898
1593,0.1378,1051,757,713,772,739,684,694,776,941
1603,0.4256,1079,815,725,781,754,748,675,783,931
1623,0.2846,1084,769,725,805,777,712,674,800,942
1592,0.6316,1070,759,752,761,757,729,663,763,1006
1641,0.3291,1123,776,702,812,751,739,687,782,949
1655,0.3644,1099,795,746,803,789,736,697,811,1026
1686,0.2124,1158,769,759,826,785,731,710,837,979
1645,0.7958,1127,798,737,831,795,761,716,824,995
1704,0.5862,1140,784,755,853,832,778,714,801,1029
1728,0.3352,1169,822,730,848,823,740,696,871,1048
1763,0.4835,1228,820,751,819,791,761,709,826,1036
1743,0.6532,1214,832,753,823,822,789,707,840,1048
1762,0.6613,1232,824,782,870,810,751,766,852,1035
1789,0.624,1242,858,757,847,806,759,748,867,1103
1814,0.6512,1285,858,787,869,880,792,756,883,1079
1821,0.6871,1268,861,803,894,853,788,712,917,1099
1879,0.5378,1337,879,808,906,869,839,748,928,1150
1863,0.7579,1321,887,818,929,877,839,782,930,1138
1882,0.8238,1397,904,819,915,884,821,768,910,1169
1953,0.6599,1400,899,787,960,887,866,800,952,1154
1947,0.7902,1446,927,825,924,866,832,726,950,1210
1985,0.8078,1449,934,837,942,912,862,804,978,1212
2015,0.7781,1489,892,837,966,946,881,806,998,1217
2053,0.6617,1530,948,862,1004,953,875,811,1002,1237
2087,0.7728,1487,969,884,1018,978,890,863,1018,1252
2126,1,1524,987,877,1020,947,907,836,1022,1306
2142,0.8128,1602,1028,862,1016,983,905,833,1023,1306
2177,0.8266,1628,1007,898,1027,1001,935,847,1103,1319
2208,0.9281,1653,1035,895,1087,1032,939,865,1060,1361
2258,0.8162,1687,1048,922,1087,1039,959,909,1089,1354
2303,0.8643,1688,1051,907,1103,1029,955,927,1104,1393
2318,0.8621,1740,1099,973,1133,1097,984,907,1117,1433
2402,0.7727,1778,1087,927,1125,1116,1017,960,1140,1479
2449,0.7549,1853,1138,970,1178,1092,1043,960,1214,1513
2483,0.86,1897,1160,972,1211,1141,1027,978,1218,1506
2490,0.9438,1882,1168,1031,1176,1153,1066,997,1205,1561
2588,0.7927,1938,1170,979,1234,1205,1105,1032,1283,1601
2615,0.8846,2000,1216,1050,1245,1214,1161,1042,1252,1593
2723,0.7552,2034,1245,1017,1294,1232,1135,1053,1290,1642
2753,0.8614,2121,1263,1070,1276,1259,1154,1090,1329,1657
2849,0.5966,2149,1334,1089,1351,1294,1202,1144,1335,1730
2838,0.8254,2166,1349,1080,1358,1309,1215,1122,1360,1721
2956,0.7628,2257,1373,1118,1371,1352,1285,1162,1419,1802
3022,0.7949,2312,1392,1137,1412,1373,1289,1174,1448,1838
3175,0.462,2354,1443,1177,1440,1410,1321,1216,1510,1904
