intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8
1539,0.1264,1009,1040,1070,1031,1046,960,916,937
1539,0,1022,1030,1061,1027,1023,961,919,941
1533,0.3734,1065,1045,1047,1026,1032,956,956,957
1573,0.0488,1053,1052,1045,1019,1046,977,940,947
1577,0.397,1024,1078,1065,1083,1048,995,944,979
1593,0.1378,1074,1081,1084,1057,1048,960,974,996
1603,0.4256,1123,1078,1097,1087,1030,993,1006,987
1623,0.2846,1093,1102,1100,1119,1098,998,955,993
1592,0.6316,1084,1145,1111,1110,1092,1011,952,1018
1641,0.3291,1108,1130,1125,1090,1106,1030,1000,983
1655,0.3644,1078,1186,1147,1126,1059,1023,1013,1034
1686,0.2124,1150,1182,1162,1139,1152,1094,990,1027
1645,0.7958,1152,1165,1176,1145,1128,1031,1021,1047
1704,0.5862,1133,1194,1182,1224,1151,1070,1043,1056
1728,0.3352,1166,1176,1211,1175,1140,1087,1020,1068
1763,0.4835,1192,1221,1210,1229,1172,1094,1061,1086
1743,0.6532,1188,1218,1239,1207,1194,1113,1095,1105
1762,0.6613,1193,1234,1255,1273,1232,1103,1061,1097
1789,0.624,1215,1224,1264,1264,1235,1123,1113,1089
1814,0.6512,1243,1255,1285,1254,1187,1160,1102,1137
1821,0.6871,1269,1262,1287,1288,1238,1148,1121,1135
1879,0.5378,1230,1302,1324,1279,1246,1174,1134,1163
1863,0.7579,1337,1325,1347,1332,1280,1218,1134,1176
1882,0.8238,1264,1351,1359,1300,1299,1220,1128,1177
1953,0.6599,1352,1363,1364,1349,1325,1257,1168,1221
1947,0.7902,1341,1379,1408,1379,1314,1282,1217,1240
1985,0.8078,1340,1388,1396,1341,1342,1263,1199,1231
2015,0.7781,1370,1423,1459,1410,1372,1267,1199,1237
2053,0.6617,1417,1442,1458,1390,1411,1331,1246,1248
2087,0.7728,1416,1472,1457,1433,1445,1344,1285,1319
2126,1,1426,1482,1521,1465,1446,1334,1260,1299
2142,0.8128,1442,1489,1548,1490,1457,1371,1328,1322
2177,0.8266,1452,1527,1553,1453,1450,1390,1318,1328
2208,0.9281,1480,1587,1574,1492,1490,1427,1340,1377
2258,0.8162,1508,1604,1623,1536,1528,1445,1361,1376
2303,0.8643,1528,1611,1624,1546,1587,1476,1419,1407
2318,0.8621,1558,1688,1666,1583,1603,1482,1427,1457
