intensity,750,800,850,uaa,left,right,ctr,,,
2894,4675,4575,3031,0.0298,,,,,,
2952,4802,4743,3147,0.044,,,,,,
3045,4977,4925,3252,0.0462,,,,,,
3175,5219,5137,3383,0.073,,,,,,
3280,5390,5262,3506,0.0209,,,,,,
3374,5587,5477,3636,0.0612,,,,,,
3434,5734,5680,3779,0.0656,,,,,,
3578,5995,5923,3891,0.0666,,,,,,
3669,6182,6105,4012,0.109,,,,,,
3816,6449,6299,4144,0.0756,,,,,,
3966,6690,6551,4318,0.0651,,,,,,
4027,6876,6848,4451,0.1433,,,,,,
4174,7122,7078,4659,0.1276,,,,,,
4363,7409,7345,4826,0.1067,,,,,,
4448,7725,7657,4976,0.1561,,,,,,
4636,7968,7973,5184,0.1529,,,,,,
4840,8314,8303,5441,0.1381,,,,,,
4993,8629,8647,5647,0.1532,,,,,,
5185,8986,9045,5927,0.1551,,,,,,
5425,9416,9343,6170,0.0337,,,,,,
5636,9781,9797,6514,0.0337,,,,,,
5839,10189,10178,6762,0.0337,,,,,,
6034,10670,10668,6987,0.0337,,,,,,
6335,11146,11107,7341,0.0337,,,,,,
6646,11778,11699,7726,0.0337,,,,,,
6854,12128,12182,8082,0.0337,,,,,,
7213,12663,12701,8405,0.0337,,,,,,
7502,13230,13325,8877,0.0337,,,,,,
7739,13775,13898,9149,0.0337,,,,,,
8114,14475,14552,9645,0.0337,,,,,,
8475,15148,15201,10078,0.0337,,,,,,
8831,15725,15951,10537,0.0337,,,,,,
9290,16601,16755,11150,0.0337,,,,,,
9669,17433,17510,11755,0.0337,,,,,,
10025,18011,18232,12151,0.0337,,,,,,
10471,18735,19148,12726,0.0337,,,,,,
10909,19559,19970,13311,0.0337,,,,,,
11404,20543,20910,13963,0.0337,,,,,,
11912,21511,21768,14702,0.0337,,,,,,
12425,22386,22860,15297,0.0337,,,,,,
13032,23452,23924,16115,0.0337,,,,,,
13630,24557,25065,16910,0.0337,,,,,,
14311,25853,26243,17817,0.0337,,,,,,
14971,26927,27510,18708,0.0337,,,,,,
15606,28220,28823,19558,0.0337,,,,,,
16339,29486,30251,20591,0.0337,,,,,,
17087,30901,31535,21488,0.0337,,,,,,
17865,32117,32919,22508,0.0337,,,,,,
18535,33632,34588,23596,0.0337,,,,,,
19421,35181,36063,24600,0.0337,,,,,,
20370,36819,37771,25983,0.0337,,,,,,
21392,38546,39657,27334,0.0337,,,,,,
22289,40324,41356,28464,0.0337,,,,,,
23295,42100,43533,29872,0.0337,,,,,,
24383,43951,45587,31419,0.0337,,,,,,
25583,45849,47600,32890,0.0337,,,,,,
26796,48093,49773,34629,0.0337,,,,,,
28073,50320,52093,36348,0.0337,,,,,,
29362,52555,54353,37957,0.0337,,,,,,
30777,54614,56839,39749,0.0337,,,,,,
32220,56828,59439,41580,0.0337,,,,,,
33631,59203,62675,43466,0.0337,,,,,,
35238,62538,64409,45412,0.0337,,,,,,
959,1175,1115,942,0.4989,p12-pre-s6,,,,,
927,1170,1153,984,0.6126,,,,,,
943,1186,1190,974,1,,,,,,
1002,1207,1188,980,0.1102,,,,,,
955,1201,1193,1005,0.5139,,,,,,
1028,1241,1204,995,0.0021,,,,,,
978,1213,1204,991,0.6372,,,,,,
1026,1232,1265,1019,0.189,,,,,,
1011,1257,1201,988,0.4072,,,,,,
1009,1271,1268,1049,0.3431,,,,,,
1068,1287,1294,1034,0.1507,,,,,,
1038,1327,1288,1030,0.5624,,,,,,
1074,1309,1296,1033,0.1403,,,,,,
1055,1338,1311,1077,0.4003,,,,,,
1054,1357,1349,1056,0.3802,,,,,,
1132,1373,1335,1091,0.2017,,,,,,
1105,1427,1391,1072,0.2072,,,,,,
1094,1425,1406,1099,0.3537,,,,,,
1152,1443,1408,1115,0.1167,,,,,,
1161,1484,1423,1126,0.3098,,,,,,
1151,1515,1488,1152,0.1564,,,,,,
1190,1563,1489,1142,0.1639,,,,,,
1190,1559,1541,1149,0.2606,,,,,,
1197,1596,1515,1170,0.2908,,,,,,
1204,1659,1557,1179,0.2725,,,,,,
1240,1625,1589,1260,0.2477,,,,,,
1255,1664,1637,1237,0.227,,,,,,
1289,1717,1647,1243,0.2099,,,,,,
1328,1737,1699,1293,0.0395,,,,,,
1317,1802,1758,1253,0.2132,,,,,,
1344,1824,1740,1323,0.1619,,,,,,
1370,1893,1776,1324,0.1623,,,,,,
1371,1909,1815,1373,0.2225,,,,,,
1409,1953,1862,1391,0.1318,,,,,,
1446,1984,1898,1412,0.1016,,,,,,
1446,2031,1927,1415,0.2001,,,,,,
1516,2097,1983,1448,0.0725,,,,,,
1500,2142,2007,1446,0.2261,,,,,,
1554,2234,2142,1504,0.1282,,,,,,
1545,2238,2094,1526,0.2315,,,,,,
1598,2287,2219,1580,0.1851,,,,,,
1639,2335,2232,1618,0.1401,,,,,,
1636,2410,2334,1623,0.2154,,,,,,
1723,2456,2397,1682,0.1586,,,,,,
1743,2479,2430,1693,0.1408,,,,,,
1751,2581,2486,1712,0.2373,,,,,,
1808,2659,2551,1831,0.1833,,,,,,
1861,2729,2607,1835,0.1402,,,,,,
1909,2834,2716,1856,0.1539,,,,,,
1967,2893,2786,1938,0.1175,,,,,,
2005,2996,2891,1992,0.1705,,,,,,
2093,3084,2972,2059,0.0701,,,,,,
2128,3134,3062,2110,0.0936,,,,,,
2173,3331,3139,2199,0.1385,,,,,,
2220,3374,3259,2241,0.1305,,,,,,
2314,3540,3446,2289,0.0941,,,,,,
2369,3626,3507,2392,0.1111,,,,,,
2444,3777,3629,2473,0.0952,,,,,,
2516,3875,3772,2543,0.1223,,,,,,
2600,4005,3882,2621,0.0753,,,,,,
2658,4179,4014,2673,0.07,,,,,,
2726,4324,4158,2803,0.1293,,,,,,
2869,4449,4298,2883,0.0235,,,,,,
2947,4686,4539,2955,0.0902,,,,,,
3062,4804,4634,3091,0.0323,,,,,,
3101,4966,4832,3189,0.0478,,,,,,
3220,5141,4989,3312,0.0806,,,,,,
3352,5264,5217,3416,0.0336,,,,,,
3457,5533,5372,3533,0.0699,,,,,,
3557,5667,5559,3651,0.0735,,,,,,
3661,6013,5797,3809,0.09,,,,,,
3821,6182,6101,3958,0.046,,,,,,
3939,6437,6346,4144,0.0688,,,,,,
4098,6683,6570,4296,0.0299,,,,,,
4257,6895,6824,4524,0.0472,,,,,,
4415,7195,7079,4678,0.0227,,,,,,
4537,7472,7439,4812,0.0708,,,,,,
4720,7770,7786,5071,0.0345,,,,,,
4902,8119,8067,5246,0.0469,,,,,,
5027,8433,8359,5499,0.0685,,,,,,
5311,8777,8726,5739,0.0182,,,,,,
5486,9128,9139,5925,0.0415,,,,,,
5699,9493,9521,6198,0.0413,,,,,,
5932,9986,9935,6557,0.0228,,,,,,
6199,10405,10403,6812,0.021,,,,,,
6410,10783,10835,7100,0.041,,,,,,
6687,11272,11271,7410,0.0243,,,,,,
6939,11665,11813,7709,0.0322,,,,,,
7214,12283,12313,8121,0.0384,,,,,,
7567,12902,12924,8552,0.0126,,,,,,
7781,13289,13471,8921,0.0564,,,,,,
8155,13950,14096,9214,0.0297,,,,,,
8506,14592,14654,9789,0,,,,,,
8829,15135,15263,10057,0,,,,,,
9195,15748,15901,10553,0,,,,,,
9496,16411,16658,11108,0,,,,,,
9936,17223,17375,11522,0,,,,,,
10460,18037,18286,12199,0,,,,,,
10828,18801,19061,12742,0,,,,,,
11190,19486,19800,13283,0,,,,,,
11697,20253,20699,13892,0,,,,,,
12178,21082,21630,14398,0,,,,,,
12749,22165,22628,15232,0,,,,,,
13280,23149,23614,15938,0,,,,,,
13810,23988,24778,16632,0,,,,,,
14479,25030,25943,17489,0,,,,,,
15155,26381,27147,18253,0,,,,,,
15791,27665,28377,19307,0,,,,,,
16530,28820,29684,20244,0,,,,,,
17197,30073,31078,21183,0,,,,,,
18100,31558,32688,22293,0,,,,,,
18856,32848,34154,23284,0,,,,,,
19758,34403,35662,24410,0,,,,,,
20501,35926,37394,25510,0,,,,,,
21487,37401,38909,26779,0,,,,,,
22400,39211,40802,28144,0,,,,,,
23458,40967,42726,29553,0,,,,,,
24524,42913,44578,30981,0,,,,,,
25713,44717,46770,32503,0,,,,,,
26823,46703,48887,34089,0,,,,,,
28087,48784,51211,35650,0,,,,,,
29471,51058,53502,37630,0,,,,,,
30823,53408,55939,39438,0,,,,,,
32152,55524,58477,41206,0,,,,,,
33641,57953,61496,43148,0,,,,,,
35192,60300,64184,44933,0,,,,,,
36691,63437,64440,47070,0,,,,,,
38371,64409,64429,49081,0,,,,,,
3409,3586,3531,3325,0.7747,p13-pre-s3,,,,,
3356,3604,3520,3349,1,,,,,,
3421,3624,3565,3335,0.5099,,,,,,
3429,3641,3579,3342,0.2069,,,,,,
3424,3632,3593,3315,0.6167,,,,,,
3405,3636,3559,3392,0.5084,,,,,,
3448,3697,3600,3354,0.3274,,,,,,
3382,3649,3576,3342,0.8648,,,,,,
3408,3657,3582,3321,0.6288,,,,,,
3437,3686,3606,3317,0.2973,,,,,,
3432,3652,3613,3341,0.3896,,,,,,
3463,3712,3605,3361,0.2874,,,,,,
3475,3708,3625,3344,0.467,,,,,,
3456,3745,3614,3373,0.4141,,,,,,
3445,3752,3663,3344,0.5482,,,,,,
3520,3785,3678,3369,0.1853,,,,,,
3515,3806,3710,3357,0.1575,,,,,,
3516,3828,3755,3420,0.3697,,,,,,
3526,3886,3796,3441,0.3837,,,,,,
3565,3894,3818,3450,0.207,,,,,,
3616,4003,3846,3455,0.2435,,,,,,
3602,4005,3867,3510,0.3484,,,,,,
3644,4029,3893,3494,0.2761,,,,,,
3659,4097,3974,3546,0.439,,,,,,
3696,4126,3973,3550,0.256,,,,,,
3747,4208,4057,3577,0.2321,,,,,,
3768,4213,4102,3605,0.2146,,,,,,
3851,4299,4138,3610,0.0363,,,,,,
3889,4355,4189,3739,0.1688,,,,,,
3904,4439,4269,3734,0.1951,,,,,,
3957,4467,4304,3769,0.2008,,,,,,
3975,4546,4335,3824,0.2949,,,,,,
4026,4618,4443,3845,0.1354,,,,,,
4081,4648,4505,3876,0.1663,,,,,,
4117,4771,4594,3884,0.1422,,,,,,
4165,4825,4637,3962,0.1001,,,,,,
4220,4916,4704,4019,0.1891,,,,,,
4280,5008,4785,4078,0.1418,,,,,,
4416,5145,4920,4177,0,,,,,,
4370,5158,4893,4201,0.1498,,,,,,
4473,5201,4941,4161,0.0176,,,,,,
4518,5309,5019,4217,0.1435,,,,,,
4576,5359,5138,4299,0.2466,,,,,,
4643,5447,5169,4318,0.2053,,,,,,
4671,5572,5283,4359,0.2235,,,,,,
4722,5636,5382,4447,0.1737,,,,,,
4803,5755,5469,4467,0.1274,,,,,,
4776,5854,5517,4494,0.3562,,,,,,
4872,5904,5644,4587,0.2947,,,,,,
4966,6049,5725,4652,0.1657,,,,,,
5040,6117,5811,4700,0.1708,,,,,,
5075,6215,5922,4716,0.2005,,,,,,
5182,6333,6034,4819,0.1838,,,,,,
5197,6502,6087,4846,0.2129,,,,,,
5299,6584,6246,4849,0.1635,,,,,,
5358,6658,6286,4941,0.1292,,,,,,
5370,6839,6414,5003,0.1979,,,,,,
5512,6924,6506,5088,0.1551,,,,,,
5521,7055,6656,5141,0.2029,,,,,,
5658,7176,6827,5198,0.2066,,,,,,
5743,7287,6901,5310,0.1179,,,,,,
5806,7412,7014,5346,0.1209,,,,,,
5927,7677,7206,5438,0.1495,,,,,,
5936,7789,7337,5497,0.1973,,,,,,
6037,7960,7422,5572,0.1275,,,,,,
6143,8076,7636,5654,0.1583,,,,,,
6230,8304,7783,5752,0.1413,,,,,,
6278,8446,7981,5760,0.1688,,,,,,
6440,8601,8088,5973,0.1571,,,,,,
6492,8893,8294,6028,0.1695,,,,,,
6685,9015,8480,6096,0.1306,,,,,,
6784,9216,8642,6194,0.1364,,,,,,
6891,9480,8905,6352,0.1539,,,,,,
6987,9709,9073,6465,0.1841,,,,,,
7158,9917,9301,6512,0.1238,,,,,,
7275,10202,9574,6706,0.1205,,,,,,
7377,10460,9768,6792,0.1755,,,,,,
7504,10759,10104,6964,0.168,,,,,,
7707,11018,10243,7048,0.1528,,,,,,
7832,11311,10601,7310,0.1601,,,,,,
8040,11698,10907,7339,0.1217,,,,,,
8158,11996,11149,7580,0.1048,,,,,,
8293,12280,11535,7743,0.1376,,,,,,
8528,12707,11780,7901,0.1467,,,,,,
8707,13114,12153,8142,0.1039,,,,,,
8995,13484,12523,8303,0.0837,,,,,,
9120,13899,12951,8549,0.1229,,,,,,
9358,14312,13268,8777,0.1228,,,,,,
9556,14805,13832,8929,0.1612,,,,,,
9910,15359,14276,9252,0.0893,,,,,,
10163,15777,14616,9551,0.0762,,,,,,
10358,16236,15136,9749,0.1114,,,,,,
10637,16857,15700,10070,0.1153,,,,,,
10886,17297,16169,10354,0.1219,,,,,,
11238,17932,16765,10663,0.1135,,,,,,
11506,18465,17341,10953,0.1384,,,,,,
11799,19196,17897,11336,0.153,,,,,,
12220,20028,18721,11829,0.1453,,,,,,
12716,20676,19416,12191,0.0986,,,,,,
12945,21346,20009,12515,0.1397,,,,,,
13355,22067,20735,12935,0.1456,,,,,,
13667,22739,21589,13310,0.131,,,,,,
14191,23661,22365,13858,0.1041,,,,,,
14590,24649,23239,14363,0.127,,,,,,
15115,25374,24150,14821,0.1344,,,,,,
15605,26458,25048,15416,0.1488,,,,,,
16148,27569,26112,16057,0.1531,,,,,,
16778,28718,27197,16700,0.1381,,,,,,
17278,29860,28378,17340,0.0893,,,,,,
17873,30960,29460,18037,0.1064,,,,,,
18648,32325,30793,18872,0.1016,,,,,,
19121,33480,31919,19496,0.1179,,,,,,
19788,34803,33301,20203,0.1312,,,,,,
20546,36104,34571,21078,0.1412,,,,,,
21237,37491,36044,21885,0.1129,,,,,,
21940,39077,37577,22815,0.1575,,,,,,
22808,40628,39051,23832,0.0979,,,,,,
23610,42273,40721,24688,0.1435,,,,,,
24478,43825,42578,25743,0.0741,,,,,,
25359,45721,44199,26880,0.1226,,,,,,
26299,47425,46110,27998,0.1483,,,,,,
27391,49447,48031,29211,0.1735,,,,,,
28482,51524,50067,30612,0.1254,,,,,,
29590,53398,52129,31797,0.1661,,,,,,
30631,55416,54371,33143,0.1311,,,,,,
31708,57372,56584,34369,0.0585,,,,,,
32902,59445,58788,35760,0.1272,,,,,,
34125,62358,61514,37207,0.0904,,,,,,
5124,5318,5419,5205,0.3236,p13-pre-s6,,,,,
5098,5336,5418,5214,0.4671,,,,,,
5047,5307,5399,5173,0.4671,,,,,,
5134,5315,5462,5209,0.1801,,,,,,
5082,5326,5401,5163,0.1801,,,,,,
5037,5322,5359,5170,0.6107,,,,,,
5116,5318,5408,5131,0.6107,,,,,,
5003,5281,5306,5136,0.6107,,,,,,
4986,5244,5401,5143,0.6107,,,,,,
5024,5249,5363,5143,0.5102,,,,,,
4997,5187,5354,5042,0.9267,,,,,,
4982,5241,5319,5030,0.6427,,,,,,
4955,5204,5322,5036,0.9494,,,,,,
4902,5168,5333,4953,0.2652,,,,,,
4879,5161,5267,5034,0.8977,,,,,,
4853,5165,5311,4982,0.8977,,,,,,
4824,5151,5269,4951,0.7542,,,,,,
4774,5105,5226,4885,0.7542,,,,,,
4775,5141,5231,4931,0.7542,,,,,,
4772,5108,5234,4902,0.9672,,,,,,
4828,5038,5232,4901,0.1982,,,,,,
4742,5076,5261,4894,0.7542,,,,,,
4709,5048,5241,4829,0.823,,,,,,
4699,5032,5185,4806,0.5185,,,,,,
4667,5037,5150,4770,1,,,,,,
4646,4994,5164,4765,0.2734,,,,,,
4636,4976,5188,4768,0,,,,,,
4613,5049,5232,4761,0.4737,,,,,,
4607,5014,5168,4731,0.1791,,,,,,
4645,5033,5207,4734,0.0646,,,,,,
4542,5012,5116,4668,0.2038,,,,,,
4510,5027,5114,4685,0.5831,,,,,,
4498,5009,5139,4666,0.6178,,,,,,
4467,5029,5097,4639,0.3104,,,,,,
4480,5008,5189,4613,0.2726,,,,,,
4428,4958,5159,4602,0.4149,,,,,,
4412,4979,5180,4621,0.3788,,,,,,
4446,4993,5150,4563,0.2861,,,,,,
4510,5120,5221,4630,0.054,,,,,,
4356,4965,5161,4582,0.3908,,,,,,
4371,5009,5174,4525,0.1145,,,,,,
4292,5028,5192,4538,0.6202,,,,,,
4358,5010,5182,4568,0.2374,,,,,,
4337,5065,5227,4540,0.0868,,,,,,
4290,5034,5231,4529,0.2269,,,,,,
4351,5082,5267,4499,0.0327,,,,,,
4301,5072,5261,4505,0.1606,,,,,,
4299,5101,5307,4527,0.0292,,,,,,
4249,5157,5406,4525,0.1274,,,,,,
4227,5198,5406,4519,0.3771,,,,,,
4252,5223,5411,4493,0.1653,,,,,,
4278,5238,5535,4509,0.1331,,,,,,
4298,5293,5543,4601,0.0423,,,,,,
4353,5411,5550,4567,0.0051,,,,,,
4315,5375,5603,4590,0.1713,,,,,,
4291,5441,5667,4598,0.1807,,,,,,
4309,5513,5707,4614,0.2262,,,,,,
4350,5566,5842,4622,0.1517,,,,,,
4364,5637,5923,4631,0.1725,,,,,,
4363,5737,5953,4658,0.1607,,,,,,
4372,5752,6006,4672,0.1242,,,,,,
4398,5854,6090,4752,0.1576,,,,,,
4409,5997,6222,4794,0.176,,,,,,
4410,6019,6314,4825,0.1663,,,,,,
4452,6164,6427,4832,0.162,,,,,,
4497,6188,6541,4871,0.1434,,,,,,
4517,6302,6597,4956,0.1863,,,,,,
4536,6420,6760,4956,0.1731,,,,,,
4566,6595,6921,4998,0.1715,,,,,,
4614,6696,7052,5032,0.1455,,,,,,
4633,6800,7138,5118,0.161,,,,,,
4697,6966,7309,5147,0.1176,,,,,,
4666,7047,7440,5231,0.1745,,,,,,
4740,7198,7578,5279,0.1527,,,,,,
4779,7371,7791,5317,0.2165,,,,,,
4840,7537,7942,5420,0.2292,,,,,,
4873,7699,8134,5407,0.2352,,,,,,
4989,7901,8360,5548,0.1524,,,,,,
5036,8147,8533,5688,0.1757,,,,,,
5091,8314,8752,5691,0.2141,,,,,,
5075,8484,8984,5798,0.226,,,,,,
5221,8715,9203,5881,0.1773,,,,,,
5292,8957,9429,6025,0.1705,,,,,,
5282,9257,9699,6151,0.211,,,,,,
5456,9527,9994,6219,0.1504,,,,,,
5528,9798,10253,6305,0.1463,,,,,,
5559,10106,10583,6433,0.182,,,,,,
5690,10412,10952,6578,0.1461,,,,,,
5771,10773,11205,6762,0.1481,,,,,,
5923,11168,11605,6908,0.1528,,,,,,
6018,11435,11958,7039,0.1427,,,,,,
6128,11809,12408,7222,0.1504,,,,,,
6382,12236,12812,7413,0.1684,,,,,,
6349,12612,13208,7531,0.21,,,,,,
6662,13112,13685,7710,0.1332,,,,,,
6738,13582,14152,7964,0.1751,,,,,,
6866,14187,14688,8277,0.1854,,,,,,
7136,14781,15381,8501,0.1596,,,,,,
7320,15389,15931,8738,0.1738,,,,,,
7477,15859,16419,8938,0.1821,,,,,,
7620,16519,17095,9233,0.1952,,,,,,
7914,17157,17859,9569,0.1735,,,,,,
8245,17960,18585,9857,0.1825,,,,,,
8456,18740,19285,10210,0.1851,,,,,,
8751,19460,20131,10616,0.1678,,,,,,
9093,20533,21082,11013,0.2,,,,,,
9476,21471,22115,11474,0.1839,,,,,,
9855,22428,23116,11926,0.1738,,,,,,
10203,23584,24214,12428,0.1667,,,,,,
10571,24584,25277,12913,0.2009,,,,,,
11037,25946,26518,13563,0.1877,,,,,,
11502,27101,27746,14009,0.1755,,,,,,
11978,28389,29027,14567,0.1718,,,,,,
12424,29659,30426,15289,0.1736,,,,,,
13017,31166,31998,15975,0.202,,,,,,
13586,32730,33551,16738,0.1946,,,,,,
14201,34504,35175,17493,0.1843,,,,,,
14871,36195,36936,18305,0.1751,,,,,,
15515,37863,38793,19145,0.1786,,,,,,
16274,39851,40675,20073,0.1764,,,,,,
17025,41881,42736,20917,0.1702,,,,,,
17945,43999,44814,22099,0.1528,,,,,,
18788,46353,47175,23186,0.1617,,,,,,
19677,48521,49506,24218,0.1636,,,,,,
20612,50758,51906,25439,0.1661,,,,,,
21496,53186,54316,26548,0.1869,,,,,,
22628,55699,56917,27775,0.1921,,,,,,
23634,58310,59744,29061,0.212,,,,,,
2319,2493,2635,2460,0.4889,p13-pre-s7,,,,,
2350,2474,2705,2452,0.6166,,,,,,
2312,2451,2637,2414,0.6166,,,,,,
2321,2490,2712,2412,0.425,,,,,,
2299,2486,2692,2446,0.425,,,,,,
2309,2516,2673,2425,0.7444,,,,,,
2323,2529,2711,2447,0.7444,,,,,,
2315,2534,2711,2431,0.7444,,,,,,
2299,2469,2719,2435,0.7444,,,,,,
2293,2499,2743,2370,0.7444,,,,,,
2325,2516,2737,2449,1,,,,,,
2286,2489,2719,2416,1,,,,,,
2294,2510,2751,2436,1,,,,,,
2271,2513,2761,2406,1,,,,,,
2276,2532,2761,2433,1,,,,,,
2297,2494,2770,2423,1,,,,,,
2279,2537,2772,2446,0.8722,,,,,,
2280,2544,2825,2433,0.8722,,,,,,
2281,2509,2806,2408,0.8722,,,,,,
2260,2538,2812,2449,0.8722,,,,,,
2283,2545,2851,2472,0.8722,,,,,,
2261,2594,2863,2478,0.8722,,,,,,
2245,2582,2912,2446,0.8722,,,,,,
2265,2572,2891,2455,0.8722,,,,,,
2256,2606,2910,2489,0.8722,,,,,,
2300,2633,2951,2417,0.8722,,,,,,
2246,2646,2967,2478,0.8722,,,,,,
2277,2639,2973,2477,0.7444,,,,,,
2274,2643,3007,2502,0.7444,,,,,,
2281,2673,3022,2519,0.7444,,,,,,
2218,2678,3028,2488,0.7444,,,,,,
2231,2706,3085,2499,0.7444,,,,,,
2287,2689,3116,2505,0.2584,,,,,,
2249,2698,3128,2519,0.3758,,,,,,
2274,2719,3164,2517,0.9171,,,,,,
2278,2740,3206,2539,0.0231,,,,,,
2283,2751,3236,2571,0.0806,,,,,,
2264,2848,3284,2571,0.116,,,,,,
2320,2850,3379,2594,0,,,,,,
2266,2835,3319,2554,0.256,,,,,,
2279,2877,3375,2589,0.0094,,,,,,
2277,2890,3469,2581,0.0589,,,,,,
2288,2936,3496,2639,0.132,,,,,,
2314,2932,3555,2649,0.0125,,,,,,
2278,2978,3575,2633,0.1547,,,,,,
2280,3032,3628,2673,0.0032,,,,,,
2275,3025,3689,2658,0.0998,,,,,,
2307,3081,3730,2707,0.4355,,,,,,
2353,3130,3804,2769,0.3108,,,,,,
2347,3166,3879,2714,0.3682,,,,,,
2328,3230,3919,2758,0.4148,,,,,,
2341,3233,3997,2794,0.275,,,,,,
2345,3319,4108,2876,0.3387,,,,,,
2357,3415,4143,2859,0.4076,,,,,,
2372,3425,4271,2855,0.3708,,,,,,
2388,3530,4316,2904,0.2551,,,,,,
2407,3537,4404,2951,0.2429,,,,,,
2393,3577,4520,2959,0.3622,,,,,,
2453,3681,4588,3072,0.2404,,,,,,
2417,3710,4667,3031,0.326,,,,,,
2473,3809,4834,3122,0.2419,,,,,,
2482,3886,4916,3129,0.2679,,,,,,
2491,3972,5069,3163,0.2277,,,,,,
2487,4044,5219,3170,0.2874,,,,,,
2493,4145,5323,3267,0.3951,,,,,,
2541,4238,5465,3293,0.3278,,,,,,
2560,4368,5614,3333,0.3265,,,,,,
2623,4419,5785,3385,0.2684,,,,,,
2613,4539,5897,3488,0.3507,,,,,,
2619,4669,6051,3465,0.3879,,,,,,
2686,4789,6242,3574,0.3042,,,,,,
2676,4858,6374,3594,0.3594,,,,,,
2695,5087,6576,3641,0.3482,,,,,,
2757,5137,6714,3764,0.3245,,,,,,
2815,5350,6911,3764,0.2797,,,,,,
2812,5436,7127,3885,0.3257,,,,,,
2861,5534,7377,3932,0.304,,,,,,
2875,5758,7568,4010,0.4623,,,,,,
2994,5988,7843,4108,0.3866,,,,,,
3012,6109,8023,4193,0.4201,,,,,,
3041,6244,8245,4248,0.3817,,,,,,
3098,6448,8537,4341,0.4209,,,,,,
3119,6606,8791,4456,0.4575,,,,,,
3176,6917,9013,4551,0.4537,,,,,,
3261,7162,9399,4657,0.4014,,,,,,
3305,7401,9676,4753,0.4373,,,,,,
3362,7594,9919,4860,0.4579,,,,,,
3460,7851,10296,4979,0.4162,,,,,,
3526,8121,10671,5168,0.395,,,,,,
3594,8488,11078,5281,0.4404,,,,,,
3664,8668,11407,5364,0.4535,,,,,,
3709,8982,11781,5556,0.4516,,,,,,
3858,9387,12280,5698,0.42,,,,,,
3951,9664,12648,5841,0.4223,,,,,,
4038,10091,13047,6033,0.415,,,,,,
4156,10494,13541,6186,0.4381,,,,,,
4245,10860,14051,6407,0.4359,,,,,,
4435,11418,14676,6670,0.4079,,,,,,
4513,11863,15240,6879,0.4267,,,,,,
4676,12275,15733,7054,0.4202,,,,,,
4785,12824,16444,7304,0.4331,,,,,,
4966,13364,17158,7501,0.4112,,,,,,
5202,13988,17894,7795,0.4085,,,,,,
5361,14613,18644,8021,0.4139,,,,,,
5544,15205,19454,8370,0.4114,,,,,,
5799,15949,20262,8732,0.397,,,,,,
6059,16741,21180,9101,0.3957,,,,,,
6274,17691,22092,9494,0.401,,,,,,
6553,18517,23217,9883,0.3924,,,,,,
6814,19329,24296,10285,0.3918,,,,,,
7199,20535,25431,10807,0.3674,,,,,,
7517,21476,26669,11256,0.3764,,,,,,
7833,22509,28033,11745,0.3748,,,,,,
8289,23683,29301,12283,0.3555,,,,,,
8583,24948,30698,12873,0.4155,,,,,,
9096,26284,32335,13512,0.3922,,,,,,
9608,27691,34134,14202,0.3864,,,,,,
10098,29380,35702,14952,0.3831,,,,,,
10670,30814,37688,15671,0.3749,,,,,,
11300,32634,39733,16452,0.3652,,,,,,
11891,34338,41749,17329,0.3824,,,,,,
12609,36409,43954,18178,0.3718,,,,,,
13322,38449,46383,19224,0.3696,,,,,,
14096,40598,48711,20279,0.365,,,,,,
14887,42658,51335,21274,0.3661,,,,,,
15682,44901,54042,22338,0.3687,,,,,,
16597,47422,56652,23548,0.3786,,,,,,
17586,49940,59703,24744,0.3782,,,,,,
2002,2112,2291,2048,0.3716,p13-pre-s8,,,,,
1958,2106,2331,2066,0.4954,,,,,,
1993,2111,2311,2076,0.4954,,,,,,
1959,2098,2394,2050,0.2477,,,,,,
2009,2071,2340,2051,0.2477,,,,,,
1931,2142,2327,2019,0.6193,,,,,,
1972,2156,2342,2118,0.6193,,,,,,
1968,2137,2397,1988,0.6193,,,,,,
1946,2137,2348,2051,0.6193,,,,,,
1942,2167,2378,2066,0.6193,,,,,,
1943,2115,2402,2056,0.867,,,,,,
1995,2119,2406,2046,0.867,,,,,,
1978,2120,2402,2086,0.867,,,,,,
1965,2121,2404,2047,0.867,,,,,,
1966,2156,2420,2083,0.867,,,,,,
2008,2169,2455,2097,0.9,,,,,,
1973,2136,2507,2041,0.6696,,,,,,
1947,2169,2482,2076,0.7431,,,,,,
1945,2199,2479,2052,0.7431,,,,,,
1944,2188,2511,2112,0.7431,,,,,,
1953,2174,2531,2119,0.7431,,,,,,
1929,2207,2542,2087,0.7431,,,,,,
1961,2186,2594,2091,0.7431,,,,,,
1974,2189,2604,2121,0.7431,,,,,,
1949,2222,2656,2130,0.7431,,,,,,
1916,2254,2644,2083,0.7431,,,,,,
1962,2214,2627,2108,0.7431,,,,,,
1925,2258,2700,2097,0.6193,,,,,,
1962,2206,2688,2146,0.7569,,,,,,
1978,2298,2756,2125,0.5155,,,,,,
1963,2299,2767,2162,0.2068,,,,,,
1965,2297,2753,2143,0.8036,,,,,,
1972,2289,2832,2155,0.8593,,,,,,
1941,2345,2803,2166,1,,,,,,
1990,2316,2899,2193,0.7759,,,,,,
1989,2326,2878,2173,0.5438,,,,,,
1953,2385,2947,2184,0,,,,,,
1980,2426,3034,2176,0.526,,,,,,
2033,2420,2999,2211,0.2029,,,,,,
1963,2443,3044,2166,0.4812,,,,,,
