intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
1.06E-04,0.2654,1.63E-05,1.63E-05,1.63E-05,1.85E-05,1.89E-05,1.89E-05,1.79E-05,2.08E-05
1.02E-04,0.2654,1.56E-05,1.56E-05,1.56E-05,1.74E-05,1.77E-05,1.77E-05,1.69E-05,1.98E-05
9.87E-05,0.2654,1.49E-05,1.49E-05,1.49E-05,1.66E-05,1.69E-05,1.69E-05,1.61E-05,1.85E-05
9.51E-05,0.2654,1.42E-05,1.42E-05,1.42E-05,1.58E-05,1.62E-05,1.62E-05,1.55E-05,1.78E-05
9.14E-05,0.2654,1.35E-05,1.35E-05,1.35E-05,1.50E-05,1.55E-05,1.55E-05,1.48E-05,1.69E-05
8.82E-05,0.2654,1.29E-05,1.29E-05,1.29E-05,1.43E-05,1.48E-05,1.48E-05,1.41E-05,1.61E-05
8.49E-05,0.2654,1.23E-05,1.23E-05,1.23E-05,1.36E-05,1.42E-05,1.42E-05,1.35E-05,1.54E-05
8.19E-05,0.2654,1.18E-05,1.18E-05,1.18E-05,1.29E-05,1.35E-05,1.35E-05,1.30E-05,1.47E-05
7.87E-05,0.2654,1.11E-05,1.11E-05,1.11E-05,1.22E-05,1.29E-05,1.29E-05,1.24E-05,1.40E-05
7.59E-05,0.2654,1.06E-05,1.06E-05,1.06E-05,1.16E-05,1.23E-05,1.23E-05,1.18E-05,1.33E-05
7.30E-05,0.2654,1.01E-05,1.01E-05,1.01E-05,1.10E-05,1.18E-05,1.18E-05,1.13E-05,1.27E-05
7.01E-05,0.2654,9.61E-06,9.61E-06,9.61E-06,1.05E-05,1.13E-05,1.13E-05,1.08E-05,1.20E-05
6.72E-05,0.2654,9.15E-06,9.15E-06,9.15E-06,9.93E-06,1.07E-05,1.07E-05,1.03E-05,1.15E-05
6.48E-05,0.2654,8.68E-06,8.68E-06,8.68E-06,9.44E-06,1.03E-05,1.03E-05,9.84E-06,1.09E-05
6.25E-05,0.2654,8.29E-06,8.29E-06,8.29E-06,8.99E-06,9.74E-06,9.74E-06,9.37E-06,1.04E-05
5.98E-05,0.2654,7.85E-06,7.85E-06,7.85E-06,8.50E-06,9.31E-06,9.31E-06,8.93E-06,9.95E-06
5.76E-05,0.2654,7.48E-06,7.48E-06,7.48E-06,8.10E-06,8.89E-06,8.89E-06,8.52E-06,9.46E-06
5.56E-05,0.2654,7.16E-06,7.16E-06,7.16E-06,7.67E-06,8.49E-06,8.49E-06,8.11E-06,9.02E-06
5.34E-05,0.2654,6.82E-06,6.82E-06,6.82E-06,7.33E-06,8.11E-06,8.11E-06,7.74E-06,8.58E-06
5.15E-05,0.2654,6.47E-06,6.47E-06,6.47E-06,6.97E-06,7.74E-06,7.74E-06,7.36E-06,8.18E-06
4.98E-05,0.2654,6.21E-06,6.21E-06,6.21E-06,6.66E-06,7.43E-06,7.43E-06,7.02E-06,7.82E-06
4.78E-05,0.2654,5.94E-06,5.94E-06,5.94E-06,6.30E-06,7.06E-06,7.06E-06,6.67E-06,7.43E-06
4.59E-05,0.2654,5.67E-06,5.67E-06,5.67E-06,6.02E-06,6.77E-06,6.77E-06,6.35E-06,7.08E-06
4.43E-05,0.2654,5.40E-06,5.40E-06,5.40E-06,5.73E-06,6.45E-06,6.45E-06,6.04E-06,6.75E-06
4.26E-05,0.2654,5.16E-06,5.16E-06,5.16E-06,5.47E-06,6.11E-06,6.11E-06,5.74E-06,6.43E-06
4.11E-05,0.2654,4.96E-06,4.96E-06,4.96E-06,5.21E-06,5.87E-06,5.87E-06,5.45E-06,6.16E-06
3.95E-05,0.2654,4.75E-06,4.75E-06,4.75E-06,4.95E-06,5.59E-06,5.59E-06,5.22E-06,5.87E-06
3.80E-05,0.2654,4.53E-06,4.53E-06,4.53E-06,4.74E-06,5.31E-06,5.31E-06,4.94E-06,5.60E-06
3.67E-05,0.4807,4.39E-06,4.39E-06,4.39E-06,4.55E-06,5.08E-06,5.08E-06,4.69E-06,5.36E-06
3.52E-05,0.4905,4.19E-06,4.19E-06,4.19E-06,4.32E-06,4.84E-06,4.84E-06,4.46E-06,5.10E-06
3.38E-05,0.5008,4.02E-06,4.02E-06,4.02E-06,4.11E-06,4.58E-06,4.58E-06,4.25E-06,4.88E-06
3.26E-05,0.4572,3.85E-06,3.85E-06,3.85E-06,3.92E-06,4.36E-06,4.36E-06,3.98E-06,4.62E-06
3.15E-05,0.4351,3.69E-06,3.69E-06,3.69E-06,3.76E-06,4.16E-06,4.16E-06,3.82E-06,4.44E-06
3.02E-05,0.4492,3.56E-06,3.56E-06,3.56E-06,3.58E-06,3.92E-06,3.92E-06,3.60E-06,4.23E-06
2.92E-05,0.3957,3.42E-06,3.42E-06,3.42E-06,3.46E-06,3.75E-06,3.75E-06,3.47E-06,4.05E-06
2.80E-05,0.4381,3.29E-06,3.29E-06,3.29E-06,3.26E-06,3.54E-06,3.54E-06,3.27E-06,3.85E-06
2.72E-05,0.3612,3.16E-06,3.16E-06,3.16E-06,3.13E-06,3.37E-06,3.37E-06,3.10E-06,3.71E-06
2.60E-05,0.3969,3.04E-06,3.04E-06,3.04E-06,2.98E-06,3.19E-06,3.19E-06,2.95E-06,3.52E-06
2.57E-05,0.2221,2.99E-06,2.99E-06,2.99E-06,2.90E-06,3.12E-06,3.12E-06,2.87E-06,3.47E-06
2.40E-05,0.4207,2.77E-06,2.77E-06,2.77E-06,2.72E-06,2.89E-06,2.89E-06,2.65E-06,3.21E-06
2.32E-05,0.4025,2.68E-06,2.68E-06,2.68E-06,2.61E-06,2.75E-06,2.75E-06,2.52E-06,3.08E-06
2.22E-05,0.4416,2.56E-06,2.56E-06,2.56E-06,2.46E-06,2.61E-06,2.61E-06,2.39E-06,2.92E-06
2.13E-05,0.472,2.49E-06,2.49E-06,2.49E-06,2.35E-06,2.45E-06,2.45E-06,2.29E-06,2.82E-06
2.06E-05,0.4428,2.37E-06,2.37E-06,2.37E-06,2.25E-06,2.35E-06,2.35E-06,2.17E-06,2.70E-06
1.98E-05,0.4556,2.30E-06,2.30E-06,2.30E-06,2.14E-06,2.24E-06,2.24E-06,2.09E-06,2.57E-06
1.92E-05,0.4268,2.19E-06,2.19E-06,2.19E-06,2.06E-06,2.14E-06,2.14E-06,1.99E-06,2.46E-06
1.85E-05,0.444,2.13E-06,2.13E-06,2.13E-06,1.97E-06,2.05E-06,2.05E-06,1.88E-06,2.36E-06
1.76E-05,0.5083,2.03E-06,2.03E-06,2.03E-06,1.87E-06,1.94E-06,1.94E-06,1.79E-06,2.23E-06
1.71E-05,0.4665,1.97E-06,1.97E-06,1.97E-06,1.81E-06,1.87E-06,1.87E-06,1.69E-06,2.17E-06
1.65E-05,0.4611,1.89E-06,1.89E-06,1.89E-06,1.69E-06,1.78E-06,1.78E-06,1.63E-06,2.06E-06
1.61E-05,0.4066,1.81E-06,1.81E-06,1.81E-06,1.63E-06,1.71E-06,1.71E-06,1.54E-06,1.99E-06
1.53E-05,0.4817,1.74E-06,1.74E-06,1.74E-06,1.55E-06,1.63E-06,1.63E-06,1.47E-06,1.88E-06
1.47E-05,0.501,1.68E-06,1.68E-06,1.68E-06,1.49E-06,1.59E-06,1.59E-06,1.39E-06,1.82E-06
1.42E-05,0.5124,1.61E-06,1.61E-06,1.61E-06,1.43E-06,1.51E-06,1.51E-06,1.34E-06,1.73E-06
1.38E-05,0.4762,1.56E-06,1.56E-06,1.56E-06,1.36E-06,1.47E-06,1.47E-06,1.28E-06,1.66E-06
1.31E-05,0.5691,1.49E-06,1.49E-06,1.49E-06,1.28E-06,1.41E-06,1.41E-06,1.20E-06,1.59E-06
1.28E-05,0.4988,1.41E-06,1.41E-06,1.41E-06,1.23E-06,1.35E-06,1.35E-06,1.16E-06,1.50E-06
1.22E-05,0.5476,1.37E-06,1.37E-06,1.37E-06,1.17E-06,1.30E-06,1.30E-06,1.12E-06,1.48E-06
1.18E-05,0.5595,1.33E-06,1.33E-06,1.33E-06,1.14E-06,1.22E-06,1.22E-06,1.06E-06,1.41E-06
1.14E-05,0.5498,1.27E-06,1.27E-06,1.27E-06,1.08E-06,1.20E-06,1.20E-06,1.02E-06,1.34E-06
1.10E-05,0.5866,1.23E-06,1.23E-06,1.23E-06,1.03E-06,1.13E-06,1.13E-06,9.68E-07,1.29E-06
1.06E-05,0.5755,1.18E-06,1.18E-06,1.18E-06,9.78E-07,1.10E-06,1.10E-06,9.27E-07,1.23E-06
1.02E-05,0.5767,1.13E-06,1.13E-06,1.13E-06,9.54E-07,1.04E-06,1.04E-06,8.83E-07,1.19E-06
9.91E-06,0.5667,1.10E-06,1.10E-06,1.10E-06,8.91E-07,1.00E-06,1.00E-06,8.55E-07,1.13E-06
9.46E-06,0.64,1.04E-06,1.04E-06,1.04E-06,8.65E-07,9.77E-07,9.77E-07,8.09E-07,1.08E-06
9.18E-06,0.6125,1.00E-06,1.00E-06,1.00E-06,8.10E-07,9.35E-07,9.35E-07,7.72E-07,1.07E-06
8.67E-06,0.7416,9.75E-07,9.75E-07,9.75E-07,7.76E-07,8.82E-07,8.82E-07,7.43E-07,9.87E-07
8.49E-06,0.673,9.21E-07,9.21E-07,9.21E-07,7.32E-07,8.69E-07,8.69E-07,7.17E-07,9.46E-07
8.02E-06,0.7955,9.07E-07,9.07E-07,9.07E-07,7.11E-07,8.08E-07,8.08E-07,6.90E-07,9.18E-07
7.80E-06,0.7686,8.56E-07,8.56E-07,8.56E-07,6.88E-07,7.81E-07,7.81E-07,6.59E-07,8.68E-07
7.56E-06,0.7487,8.07E-07,8.07E-07,8.07E-07,6.41E-07,7.41E-07,7.41E-07,6.22E-07,8.46E-07
7.30E-06,0.759,7.97E-07,7.97E-07,7.97E-07,6.20E-07,7.20E-07,7.20E-07,6.10E-07,8.30E-07
6.93E-06,0.8547,7.63E-07,7.63E-07,7.63E-07,5.90E-07,6.74E-07,6.74E-07,5.76E-07,7.88E-07
6.75E-06,0.8183,7.31E-07,7.31E-07,7.31E-07,5.71E-07,6.47E-07,6.47E-07,5.54E-07,7.44E-07
6.41E-06,0.9132,7.14E-07,7.14E-07,7.14E-07,5.48E-07,6.25E-07,6.25E-07,5.34E-07,7.32E-07
6.27E-06,0.8548,6.70E-07,6.70E-07,6.70E-07,5.18E-07,5.93E-07,5.93E-07,5.18E-07,6.87E-07
6.06E-06,0.8623,6.56E-07,6.56E-07,6.56E-07,5.17E-07,5.73E-07,5.73E-07,4.86E-07,6.52E-07
5.80E-06,0.9162,6.13E-07,6.13E-07,6.13E-07,4.86E-07,5.47E-07,5.47E-07,4.76E-07,6.26E-07
5.66E-06,0.8745,5.89E-07,5.89E-07,5.89E-07,4.71E-07,5.28E-07,5.28E-07,4.52E-07,6.00E-07
5.36E-06,0.9805,5.66E-07,5.66E-07,5.66E-07,4.37E-07,5.06E-07,5.06E-07,4.33E-07,5.79E-07
5.35E-06,0.8305,5.55E-07,5.55E-07,5.55E-07,4.41E-07,4.77E-07,4.77E-07,4.13E-07,5.31E-07
5.00E-06,1,5.34E-07,5.34E-07,5.34E-07,4.03E-07,4.61E-07,4.61E-07,3.98E-07,5.41E-07
4.92E-06,0.9212,5.12E-07,5.12E-07,5.12E-07,3.87E-07,4.37E-07,4.37E-07,3.91E-07,5.29E-07
4.75E-06,0.9307,4.92E-07,4.92E-07,4.92E-07,3.67E-07,4.24E-07,4.24E-07,3.70E-07,4.88E-07
4.65E-06,0.8828,4.90E-07,4.90E-07,4.90E-07,3.61E-07,4.07E-07,4.07E-07,3.51E-07,4.75E-07
4.46E-06,0.9255,4.61E-07,4.61E-07,4.61E-07,3.58E-07,3.86E-07,3.86E-07,3.42E-07,4.56E-07
4.32E-06,0.9227,4.53E-07,4.53E-07,4.53E-07,3.32E-07,3.77E-07,3.77E-07,3.16E-07,4.52E-07
4.31E-06,0.7851,4.21E-07,4.21E-07,4.21E-07,2.94E-07,3.63E-07,3.63E-07,3.11E-07,4.18E-07
4.05E-06,0.9254,4.16E-07,4.16E-07,4.16E-07,3.17E-07,3.41E-07,3.41E-07,3.10E-07,4.06E-07
4.02E-06,0.8114,3.90E-07,3.90E-07,3.90E-07,3.07E-07,3.17E-07,3.17E-07,2.96E-07,3.80E-07
3.83E-06,0.8832,3.73E-07,3.73E-07,3.73E-07,2.80E-07,3.12E-07,3.12E-07,2.80E-07,3.72E-07
3.75E-06,0.8411,3.68E-07,3.68E-07,3.68E-07,2.85E-07,2.85E-07,2.85E-07,2.72E-07,3.67E-07
3.70E-06,0.7581,3.58E-07,3.58E-07,3.58E-07,2.82E-07,2.92E-07,2.92E-07,2.47E-07,3.20E-07
3.47E-06,0.9017,3.38E-07,3.38E-07,3.38E-07,2.54E-07,2.53E-07,2.53E-07,2.35E-07,3.17E-07
3.44E-06,0.8044,3.27E-07,3.27E-07,3.27E-07,2.60E-07,2.52E-07,2.52E-07,2.35E-07,3.14E-07
3.35E-06,0.7865,3.26E-07,3.26E-07,3.26E-07,2.30E-07,2.43E-07,2.43E-07,2.34E-07,2.92E-07
3.24E-06,0.7958,3.07E-07,3.07E-07,3.07E-07,2.17E-07,2.32E-07,2.32E-07,2.17E-07,2.97E-07
3.23E-06,0.6717,2.83E-07,2.83E-07,2.83E-07,2.27E-07,2.32E-07,2.32E-07,2.08E-07,2.72E-07
3.09E-06,0.728,2.89E-07,2.89E-07,2.89E-07,2.16E-07,2.19E-07,2.19E-07,2.09E-07,2.64E-07
2.98E-06,0.7529,2.78E-07,2.78E-07,2.78E-07,2.05E-07,1.93E-07,1.93E-07,1.97E-07,2.69E-07
2.97E-06,0.6415,2.61E-07,2.61E-07,2.61E-07,1.98E-07,2.00E-07,2.00E-07,1.83E-07,2.50E-07
