intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8
1539,0.1264,1530,1454,1152,1352,1266,1331,1399,1375
1539,0,1533,1494,1180,1354,1300,1371,1436,1356
1533,0.3734,1535,1554,1212,1348,1335,1354,1445,1391
1573,0.0488,1592,1541,1188,1390,1375,1413,1449,1373
1577,0.397,1571,1522,1227,1376,1352,1432,1496,1397
1593,0.1378,1610,1539,1230,1385,1318,1410,1497,1410
1603,0.4256,1645,1591,1236,1439,1366,1435,1512,1447
1623,0.2846,1666,1600,1238,1415,1343,1485,1513,1463
1592,0.6316,1752,1584,1271,1462,1390,1481,1538,1489
1641,0.3291,1706,1665,1212,1477,1394,1521,1562,1497
1655,0.3644,1734,1675,1297,1436,1411,1526,1616,1541
1686,0.2124,1746,1667,1259,1512,1474,1525,1619,1529
1645,0.7958,1777,1718,1311,1503,1444,1531,1626,1564
1704,0.5862,1785,1726,1327,1560,1469,1556,1664,1580
1728,0.3352,1805,1739,1308,1534,1475,1590,1663,1602
1763,0.4835,1855,1753,1353,1562,1522,1602,1704,1604
1743,0.6532,1891,1776,1320,1587,1524,1617,1742,1656
1762,0.6613,1928,1806,1366,1635,1546,1655,1766,1731
1789,0.624,1944,1903,1394,1626,1546,1682,1739,1676
1814,0.6512,1985,1859,1404,1654,1550,1666,1791,1719
1821,0.6871,1995,1892,1450,1665,1587,1714,1836,1715
1879,0.5378,2010,1885,1438,1701,1636,1739,1840,1764
1863,0.7579,2062,1971,1444,1713,1620,1771,1877,1788
1882,0.8238,2104,1961,1448,1726,1679,1797,1891,1827
1953,0.6599,2131,1999,1457,1792,1628,1815,1947,1798
1947,0.7902,2150,2041,1505,1793,1673,1813,1929,1890
1985,0.8078,2185,2048,1556,1803,1695,1842,1981,1890
2015,0.7781,2217,2053,1531,1823,1731,1893,2040,1945
2053,0.6617,2257,2131,1572,1850,1704,1914,2075,1987
2087,0.7728,2288,2158,1579,1876,1748,1948,2087,1965
2126,1,2369,2178,1586,1894,1813,1986,2112,2030
2142,0.8128,2399,2188,1603,1939,1816,2011,2149,2080
2177,0.8266,2409,2253,1635,1936,1860,2059,2187,2088
2208,0.9281,2444,2277,1688,1987,1883,2091,2192,2065
2258,0.8162,2522,2297,1702,2012,1894,2095,2269,2145
