intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8
1539,0.1264,1127,1157,1048,1272,1197,1043,1034,1008
1539,0,1155,1117,1066,1287,1226,1058,1106,1069
1533,0.3734,1153,1073,1065,1286,1211,1062,1065,1045
1573,0.0488,1102,1177,1023,1300,1230,1066,1085,1026
1577,0.397,1153,1199,1095,1296,1251,1068,1096,1105
1593,0.1378,1179,1200,1058,1359,1243,1082,1096,1096
1603,0.4256,1200,1201,1069,1380,1271,1106,1147,1109
1623,0.2846,1206,1190,1074,1376,1302,1075,1126,1128
1592,0.6316,1190,1219,1065,1368,1318,1109,1078,1133
1641,0.3291,1227,1244,1062,1382,1301,1086,1118,1142
1655,0.3644,1259,1242,1059,1393,1321,1132,1132,1144
1686,0.2124,1280,1222,1100,1420,1333,1126,1152,1167
1645,0.7958,1262,1288,1109,1427,1356,1136,1119,1182
1704,0.5862,1277,1296,1128,1460,1380,1149,1123,1160
1728,0.3352,1296,1273,1096,1426,1374,1169,1166,1221
1763,0.4835,1319,1306,1133,1488,1407,1147,1191,1249
1743,0.6532,1317,1301,1120,1491,1418,1186,1198,1236
1762,0.6613,1331,1300,1155,1540,1437,1194,1222,1268
1789,0.624,1332,1353,1183,1568,1487,1176,1234,1280
1814,0.6512,1367,1377,1184,1526,1465,1161,1235,1292
1821,0.6871,1371,1365,1160,1576,1480,1253,1256,1302
1879,0.5378,1405,1403,1161,1579,1515,1211,1279,1346
1863,0.7579,1389,1409,1176,1625,1541,1224,1280,1346
1882,0.8238,1454,1405,1181,1613,1550,1244,1328,1352
1953,0.6599,1462,1417,1194,1644,1565,1256,1303,1393
1947,0.7902,1496,1457,1188,1636,1592,1273,1351,1430
1985,0.8078,1514,1467,1204,1647,1676,1279,1354,1439
2015,0.7781,1487,1451,1246,1703,1632,1287,1375,1422
2053,0.6617,1552,1506,1230,1760,1681,1309,1362,1494
2087,0.7728,1573,1509,1244,1738,1693,1328,1425,1533
2126,1,1614,1565,1251,1772,1754,1340,1422,1524
