intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8
1539,0.1264,889,986,903,941,994,1049,1195,1200
1539,0,924,959,968,949,1003,1073,1187,1232
1533,0.3734,941,990,944,971,1013,1072,1186,1170
1573,0.0488,940,1012,964,981,1015,1125,1199,1225
1577,0.397,921,998,965,978,1029,1117,1242,1245
1593,0.1378,942,1003,959,992,1056,1134,1279,1275
1603,0.4256,965,1012,986,1007,1026,1152,1260,1291
1623,0.2846,995,1033,987,1025,1081,1157,1245,1282
1592,0.6316,947,1041,989,1017,1063,1157,1306,1299
1641,0.3291,993,1032,1040,1030,1050,1191,1288,1317
1655,0.3644,1009,1086,1028,1087,1066,1203,1348,1344
1686,0.2124,1010,1063,1010,1050,1112,1227,1362,1400
1645,0.7958,1041,1094,1030,1086,1080,1210,1364,1396
1704,0.5862,1007,1097,1078,1077,1151,1233,1378,1384
1728,0.3352,1036,1089,1041,1086,1101,1193,1446,1440
1763,0.4835,1057,1103,1058,1157,1148,1268,1452,1460
1743,0.6532,1067,1103,1075,1113,1151,1304,1459,1442
1762,0.6613,1080,1132,1087,1117,1177,1250,1464,1489
1789,0.624,1068,1148,1061,1136,1206,1338,1454,1512
1814,0.6512,1036,1135,1131,1161,1182,1317,1538,1537
1821,0.6871,1105,1193,1078,1177,1208,1331,1547,1566
1879,0.5378,1116,1181,1138,1170,1234,1376,1583,1569
1863,0.7579,1123,1227,1132,1214,1235,1392,1599,1591
1882,0.8238,1154,1211,1140,1215,1232,1433,1630,1633
1953,0.6599,1163,1246,1163,1260,1236,1432,1637,1643
1947,0.7902,1163,1284,1220,1220,1304,1448,1685,1707
1985,0.8078,1178,1283,1210,1289,1314,1469,1657,1709
2015,0.7781,1187,1286,1239,1311,1333,1494,1726,1728
2053,0.6617,1214,1301,1271,1294,1329,1521,1788,1782
2087,0.7728,1276,1349,1253,1325,1354,1568,1795,1819
2126,1,1223,1360,1288,1306,1341,1570,1782,1879
2142,0.8128,1260,1395,1260,1335,1367,1585,1871,1877
2177,0.8266,1257,1420,1332,1371,1404,1613,1843,1906
2208,0.9281,1318,1444,1327,1373,1435,1623,1912,1932
2258,0.8162,1317,1455,1347,1380,1443,1687,1907,2003
2303,0.8643,1352,1503,1369,1435,1451,1647,1978,2023
2318,0.8621,1376,1563,1395,1425,1493,1732,2023,2062
2402,0.7727,1392,1524,1451,1463,1504,1747,2085,2088
2449,0.7549,1422,1627,1454,1513,1527,1827,2136,2151
