intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1539,0.1264,895,1117,1378,1340,1279,1302,1219,952,843,836
1539,0,868,1143,1383,1354,1259,1315,1180,953,835,796
1533,0.3734,862,1194,1397,1397,1299,1354,1233,964,820,823
1573,0.0488,877,1198,1437,1439,1307,1324,1219,967,841,823
1577,0.397,894,1148,1436,1370,1286,1359,1238,991,856,821
1593,0.1378,897,1201,1476,1467,1311,1375,1237,973,886,803
1603,0.4256,911,1230,1503,1476,1366,1377,1257,1024,844,850
1623,0.2846,936,1251,1533,1483,1358,1378,1250,1005,862,798
1592,0.6316,945,1289,1544,1513,1391,1361,1266,994,857,804
1641,0.3291,924,1302,1541,1531,1327,1383,1260,993,881,880
1655,0.3644,960,1321,1606,1551,1362,1430,1261,1023,886,842
1686,0.2124,933,1333,1615,1582,1357,1441,1277,1006,878,816
1645,0.7958,977,1374,1650,1598,1388,1463,1333,1048,915,855
1704,0.5862,955,1373,1657,1629,1442,1473,1314,1053,887,807
1728,0.3352,973,1383,1673,1684,1410,1468,1321,1040,883,824
1763,0.4835,990,1415,1773,1709,1411,1461,1353,1075,931,837
1743,0.6532,1026,1463,1743,1729,1432,1468,1292,1104,926,819
1762,0.6613,1050,1450,1743,1730,1440,1518,1314,1085,930,838
1789,0.624,1048,1491,1813,1761,1445,1519,1342,1040,945,854
1814,0.6512,1076,1533,1812,1817,1468,1505,1318,1130,960,828
1821,0.6871,1075,1553,1858,1819,1458,1566,1356,1109,911,845
1879,0.5378,1101,1615,1917,1878,1517,1594,1371,1127,951,868
1863,0.7579,1113,1603,1912,1930,1509,1594,1431,1131,982,836
1882,0.8238,1126,1630,1983,1928,1576,1606,1364,1163,976,839
1953,0.6599,1139,1692,1982,1998,1580,1631,1398,1136,996,860
1947,0.7902,1186,1693,2012,2008,1578,1651,1389,1172,1008,863
1985,0.8078,1219,1715,2079,1996,1609,1683,1418,1200,1002,853
2015,0.7781,1222,1765,2108,2063,1632,1697,1422,1207,1021,901
2053,0.6617,1247,1816,2128,2161,1672,1722,1443,1209,1006,904
2087,0.7728,1297,1844,2192,2154,1679,1804,1490,1253,1043,907
2126,1,1313,1839,2212,2167,1705,1782,1472,1275,1062,881
2142,0.8128,1310,1909,2238,2238,1764,1777,1501,1259,1081,901
2177,0.8266,1331,1950,2304,2280,1771,1830,1533,1266,1080,918
2208,0.9281,1394,2016,2334,2310,1781,1863,1534,1311,1096,927
2258,0.8162,1443,2013,2384,2366,1822,1883,1563,1312,1101,925
2303,0.8643,1483,2074,2419,2426,1874,1925,1590,1345,1107,940
2318,0.8621,1513,2176,2512,2461,1940,1944,1591,1351,1129,945
2402,0.7727,1535,2173,2595,2526,1986,2013,1641,1364,1144,931
2449,0.7549,1637,2240,2705,2613,2065,2094,1647,1415,1203,969
2483,0.86,1662,2227,2655,2650,2084,2050,1665,1434,1182,956
2490,0.9438,1701,2345,2722,2699,2107,2105,1673,1452,1194,970
2588,0.7927,1688,2384,2787,2704,2129,2138,1695,1438,1186,983
2615,0.8846,1820,2420,2874,2785,2187,2143,1739,1475,1249,1005
2723,0.7552,1861,2506,2944,2877,2261,2182,1775,1513,1269,991
2753,0.8614,1869,2538,2937,2884,2287,2205,1785,1511,1283,1016
2849,0.5966,1894,2586,3048,2954,2361,2308,1824,1572,1299,1010
2838,0.8254,2004,2631,3099,3040,2412,2310,1828,1594,1319,1055
2956,0.7628,2028,2747,3178,3096,2470,2344,1875,1592,1303,1023
3022,0.7949,2131,2803,3226,3208,2548,2380,1879,1625,1360,1068
3175,0.462,2129,2870,3306,3207,2597,2432,1944,1689,1396,1071
3217,0.5248,2246,2931,3414,3282,2685,2530,1990,1691,1393,1068
3255,0.6998,2315,3030,3496,3386,2769,2564,2045,1750,1416,1108
3364,0.6269,2400,3111,3583,3475,2861,2619,2075,1751,1451,1108
3443,0.6696,2439,3191,3692,3582,2911,2692,2085,1811,1519,1125
3483,0.7154,2506,3255,3687,3646,2999,2767,2132,1776,1496,1175
3592,0.6626,2617,3365,3834,3733,3045,2790,2192,1835,1539,1158
3728,0.4952,2705,3507,3925,3811,3092,2823,2196,1891,1584,1198
3823,0.5717,2777,3604,4025,3893,3241,2931,2251,1910,1585,1218
3950,0.4977,2890,3656,4143,4005,3298,3010,2345,1939,1655,1234
4055,0.4356,2927,3777,4214,4085,3376,3049,2348,1967,1676,1233
4176,0.4493,3004,3885,4314,4154,3489,3155,2428,1978,1682,1234
4263,0.4547,3091,4011,4424,4304,3563,3204,2433,2083,1717,1297
4407,0.4525,3212,4127,4536,4383,3702,3288,2515,2080,1760,1258
4523,0.3742,3326,4253,4634,4502,3786,3348,2616,2091,1789,1323
4618,0.4865,3424,4353,4813,4602,3877,3403,2654,2121,1844,1368
4745,0.4143,3500,4539,4904,4746,3952,3525,2662,2253,1875,1339
4914,0.3817,3598,4620,4964,4846,4079,3623,2763,2267,1931,1362
5122,0.2698,3710,4726,5065,4996,4163,3679,2814,2302,1964,1400
5185,0.4303,3822,4896,5289,5129,4318,3789,2878,2352,2038,1430
5390,0.3291,3956,5029,5372,5253,4421,3884,2901,2426,1999,1484
5511,0.3948,4095,5191,5521,5456,4530,4009,3035,2464,2103,1533
5660,0.3799,4192,5387,5664,5570,4641,4119,3111,2515,2178,1569
5822,0.4073,4336,5475,5810,5714,4791,4161,3207,2573,2179,1608
6031,0.3232,4397,5700,5978,5919,4908,4303,3206,2627,2261,1602
6189,0.407,4547,5845,6128,6123,4986,4379,3308,2703,2331,1659
6380,0.3867,4710,5959,6220,6271,5165,4492,3412,2761,2351,1695
6621,0.2974,4829,6217,6457,6494,5336,4642,3463,2835,2461,1718
6846,0.3023,5011,6391,6635,6700,5479,4746,3591,2890,2524,1811
7008,0.3449,5126,6607,6807,6863,5611,4891,3663,2951,2570,1812
7234,0.3806,5332,6795,7055,7156,5747,5007,3737,3067,2637,1890
7471,0.3215,5497,6999,7230,7364,5931,5171,3864,3084,2696,1939
7703,0.3909,5629,7233,7480,7668,6090,5329,3932,3220,2824,1998
7892,0.3943,5806,7414,7641,7848,6246,5409,4078,3292,2908,2081
8240,0.3127,6052,7682,7944,8104,6441,5658,4125,3404,2950,2133
8490,0.3336,6190,8026,8172,8398,6655,5776,4308,3494,3062,2225
8732,0.3977,6450,8201,8441,8709,6869,5953,4451,3576,3163,2252
8979,0.4533,6648,8435,8708,8911,7044,6081,4532,3730,3262,2325
9333,0.3647,6832,8769,9057,9240,7267,6292,4681,3811,3302,2437
