intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,61551,60744,60215,59890,62138,63608,61780,59106
59827,0.2654,59487,58660,58136,57744,59238,61348,59176,57341
57844,0.2654,57721,56994,56372,55781,57014,58138,57268,55596
55736,0.2654,56320,55570,54689,54056,55201,56394,55417,54113
53660,0.2654,54530,53947,52805,52003,53219,54575,53658,52112
51755,0.2654,52921,52138,50956,50323,51312,52627,51799,50492
49887,0.2654,51474,50623,49428,48638,49473,50844,50040,48745
48131,0.2654,49883,49296,47776,46849,47615,49074,48313,47118
46295,0.2654,48265,47688,46205,45172,45727,47380,46599,45375
44680,0.2654,46792,46239,44616,43549,43938,45588,45131,43830
43007,0.2654,45376,44801,43119,42096,42404,44237,43398,42377
41319,0.2654,43932,43526,41742,40527,40835,42587,41860,40890
39715,0.2654,42539,42159,40332,39092,39246,40926,40265,39353
38314,0.2654,41080,40862,38986,37542,37720,39470,38918,37937
36967,0.2654,39808,39606,37843,36294,36477,38062,37580,36573
35450,0.2654,38523,38404,36515,35046,34965,36850,36041,35099
34143,0.2654,37172,37202,35330,33782,33605,35295,34835,33901
32981,0.2654,36102,36133,34227,32652,32355,34131,33550,32628
31735,0.2654,34918,34974,33194,31465,31205,32816,32317,31323
30638,0.2654,33803,33890,32103,30397,30019,31624,31182,30051
29632,0.2654,32716,32881,31135,29306,28938,30571,30007,28944
28487,0.2654,31696,31760,30102,28295,27772,29271,28742,27865
27379,0.2654,30630,30848,29061,27328,26700,28169,27660,26743
26454,0.2654,29650,29829,28128,26355,25779,27118,26579,25655
25477,0.2654,28653,28876,27347,25448,24715,26061,25646,24568
24609,0.2654,27734,27965,26318,24491,23875,25087,24641,23669
23740,0.2654,26756,27096,25579,23682,22886,24059,23549,22629
22822,0.2654,25899,26164,24659,22888,21988,22987,22614,21639
22083,0.4807,25117,25395,23874,22160,21250,22234,21897,20864
21247,0.4905,24416,24654,23200,21420,20443,21398,21093,20165
20479,0.5008,23618,23925,22342,20662,19609,20386,20133,19227
19755,0.4572,22896,23033,21613,19872,18922,19561,19396,18476
19075,0.4351,22124,22360,20956,19287,18095,18764,18639,17802
18361,0.4492,21399,21641,20323,18538,17408,18040,17854,17031
17791,0.3957,20759,21048,19721,17966,16829,17405,17298,16493
17076,0.4381,20104,20401,19064,17346,16048,16624,16537,15746
16594,0.3612,19480,19788,18545,16779,15558,16041,15999,15236
15949,0.3969,18941,19198,17940,16222,14951,15338,15374,14651
15730,0.2221,18780,19046,17790,16090,14647,14994,15103,14410
14815,0.4207,17805,17856,16779,15101,13747,14006,14244,13528
14316,0.4025,17221,17438,16251,14556,13270,13548,13687,13062
13756,0.4416,16732,16923,15750,13966,12763,12915,13157,12604
13234,0.472,16214,16353,15245,13530,12209,12362,12687,12219
12847,0.4428,15771,15883,14759,13079,11756,11909,12253,11705
12400,0.4556,15282,15457,14306,12575,11376,11406,11840,11425
11982,0.4268,14900,14957,13905,12180,10969,10903,11492,10944
11561,0.444,14425,14525,13404,11840,10490,10479,11030,10593
11115,0.5083,13963,14053,13095,11345,10174,10067,10626,10260
10825,0.4665,13619,13621,12697,11018,9827,9640,10342,9936
10443,0.4611,13173,13222,12231,10649,9444,9350,9978,9575
10178,0.4066,12830,12909,11918,10326,9062,8943,9726,9304
9780,0.4817,12448,12458,11510,10017,8780,8618,9289,8997
9448,0.501,12169,12093,11200,9683,8488,8335,9042,8773
9153,0.5124,11799,11757,10910,9276,8232,8055,8706,8428
8891,0.4762,11430,11319,10532,9025,7928,7694,8455,8206
8503,0.5691,11040,11055,10196,8800,7637,7411,8175,7939
8299,0.4988,10754,10621,9911,8465,7450,7173,7913,7773
8025,0.5476,10483,10388,9536,8182,7204,6943,7631,7516
7765,0.5595,10198,10074,9292,7969,6955,6723,7432,7307
7517,0.5498,9872,9762,8995,7685,6779,6450,7194,7096
