intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,57590,58195,63134,63380,61503,53895,55403,59669
59827,0.2654,55790,56156,59913,59904,59112,51857,53582,57462
57844,0.2654,53742,54249,57146,57406,57276,49712,51844,55513
55736,0.2654,51955,52453,55238,55419,55489,47919,50272,53767
53660,0.2654,50014,50589,52988,53343,53625,45921,48437,51805
51755,0.2654,48050,48585,50997,51388,51702,44128,46752,49931
49887,0.2654,46394,47034,48973,49360,50049,42387,45200,48076
48131,0.2654,44417,45398,46964,47568,48273,40644,43680,46282
46295,0.2654,42743,43512,45165,45656,46507,38991,42032,44510
44680,0.2654,41069,41912,43241,43784,44953,37370,40611,42763
43007,0.2654,39551,40409,41588,42336,43276,35865,39312,41045
41319,0.2654,37949,38936,39950,40443,41672,34602,37836,39271
39715,0.2654,36428,37545,38302,38867,40155,33198,36476,37738
38314,0.2654,35000,36074,36819,37357,38683,31898,35262,36209
36967,0.2654,33526,34847,35363,35782,37244,30850,34090,34808
35450,0.2654,32165,33512,33993,34320,35826,29572,32638,33288
34143,0.2654,30828,32126,32629,32911,34392,28499,31640,31941
32981,0.2654,29772,31131,31441,31591,33248,27510,30511,30744
31735,0.2654,28387,30014,30276,30324,31996,26516,29384,29381
30638,0.2654,27300,28867,29086,28995,30712,25550,28348,28204
29632,0.2654,26265,27736,27943,27887,29605,24747,27338,27110
28487,0.2654,25075,26771,26691,26757,28388,23827,26269,25954
27379,0.2654,24143,25651,25778,25602,27374,23010,25349,24858
26454,0.2654,23187,24834,24798,24598,26412,22382,24401,23830
25477,0.2654,22277,23901,23880,23566,25364,21511,23618,22914
24609,0.2654,21357,22956,22956,22578,24541,20829,22694,21910
23740,0.2654,20517,22250,22006,21795,23537,20128,21885,20981
22822,0.2654,19638,21346,21147,20865,22678,19400,21105,20164
22083,0.4807,18960,20697,20405,20173,21908,18900,20387,19440
21247,0.4905,18238,19918,19657,19540,21256,18406,19636,18716
20479,0.5008,17458,19075,18779,18673,20364,17618,18992,17916
19755,0.4572,16846,18456,18160,17994,19605,17124,18249,17311
19075,0.4351,16232,17826,17507,17450,19010,16597,17593,16549
18361,0.4492,15549,17158,16778,16752,18275,16045,17126,15981
17791,0.3957,15062,16623,16257,16423,17760,15647,16547,15469
17076,0.4381,14363,16021,15610,15848,17185,15071,16040,14796
16594,0.3612,13919,15473,15150,15429,16627,14646,15576,14380
15949,0.3969,13392,14921,14508,14897,16077,14294,15038,13898
15730,0.2221,13302,14770,14372,14830,15976,14154,14906,13648
14815,0.4207,12489,13942,13442,13935,15033,13388,14131,12936
14316,0.4025,11928,13497,12938,13608,14572,12956,13758,12473
13756,0.4416,11561,12974,12522,13280,14189,12560,13234,12028
13234,0.472,11082,12583,12051,12919,13649,12195,12893,11689
12847,0.4428,10681,12159,11641,12554,13238,11861,12551,11257
12400,0.4556,10337,11768,11252,12192,12838,11484,12218,10924
11982,0.4268,9959,11391,10829,11869,12507,11172,11900,10560
11561,0.444,9609,11050,10432,11563,12143,10819,11509,10299
11115,0.5083,9292,10559,9975,11179,11701,10442,11145,9941
10825,0.4665,9042,10342,9660,10977,11373,10186,10876,9682
10443,0.4611,8736,9964,9341,10631,11102,9909,10578,9441
10178,0.4066,8397,9668,9063,10460,10782,9586,10293,9149
9780,0.4817,8150,9303,8724,10121,10527,9290,10026,8903
9448,0.501,7862,9053,8409,9814,10217,8990,9716,8706
9153,0.5124,7589,8742,8114,9530,9901,8695,9494,8389
8891,0.4762,7368,8485,7933,9272,9689,8420,9239,8169
8503,0.5691,7114,8167,7613,9011,9399,8151,8957,7943
8299,0.4988,6865,7947,7377,8782,9114,7941,8736,7750
8025,0.5476,6679,7687,7107,8529,8965,7678,8556,7540
7765,0.5595,6497,7397,6855,8335,8659,7472,8333,7335
7517,0.5498,6261,7170,6679,8030,8406,7183,8081,7147
7276,0.5866,6090,6960,6445,7835,8277,7028,7821,6988
7054,0.5755,5878,6695,6221,7605,8021,6760,7625,6799
6876,0.5767,5726,6509,6044,7446,7754,6620,7470,6643
6643,0.5667,5474,6301,5875,7180,7560,6395,7317,6512
6415,0.64,5375,6128,5655,7039,7349,6196,7023,6251
6218,0.6125,5223,5895,5480,6819,7132,6000,6828,6172
5942,0.7416,5070,5738,5305,6600,6935,5899,6710,5994
5837,0.673,4879,5497,5183,6406,6749,5700,6546,5823
5589,0.7955,4737,5404,4999,6236,6581,5609,6371,5728
5450,0.7686,4613,5227,4866,6051,6406,5394,6181,5554
5326,0.7487,4490,5042,4712,5899,6270,5253,6029,5488
5153,0.759,4375,4895,4579,5706,6024,5091,5882,5341
4956,0.8547,4271,4800,4474,5539,5908,5039,5710,5217
4828,0.8183,4103,4614,4318,5373,5696,4883,5590,5070
4670,0.9132,4013,4527,4201,5221,5543,4773,5503,4969
4578,0.8548,3901,4341,4097,5048,5406,4669,5314,4856
4433,0.8623,3794,4264,4008,4951,5267,4567,5206,4747
4308,0.9162,3670,4136,3903,4748,5112,4382,5047,4670
4209,0.8745,3628,4022,3811,4653,4953,4276,4953,4552
4072,0.9805,3486,3941,3669,4502,4821,4188,4853,4448
4021,0.8305,3448,3821,3630,4414,4719,4062,4775,4315
3873,1,3312,3724,3546,4258,4546,3969,4643,4262
3768,0.9212,3280,3616,3448,4091,4465,3849,4492,4198
3687,0.9307,3159,3585,3360,4007,4345,3794,4422,4095
3623,0.8828,3126,3426,3231,3911,4279,3671,4363,3976
3534,0.9255,3066,3404,3217,3819,4132,3606,4247,3863
3460,0.9227,2964,3290,3116,3661,3987,3572,4142,3801
3414,0.7851,2861,3272,3072,3565,3846,3468,4046,3746
3288,0.9254,2847,3136,3019,3473,3781,3380,3911,3666
3273,0.8114,2766,3118,2980,3387,3739,3284,3899,3533
3167,0.8832,2717,3040,2903,3292,3604,3243,3763,3472
3120,0.8411,2632,2975,2763,3217,3487,3121,3774,3431
3069,0.7581,2613,2928,2721,3105,3419,3052,3637,3332
2957,0.9017,2506,2832,2710,3069,3322,3004,3547,3220
2940,0.8044,2518,2806,2631,2895,3226,2905,3536,3194
2883,0.7865,2421,2718,2585,2881,3162,2896,3426,3102
2805,0.7958,2397,2682,2550,2808,3092,2817,3348,3098
2825,0.6717,2353,2634,2474,2777,3033,2779,3302,2991
2738,0.728,2305,2568,2511,2730,2973,2701,3235,2975
2696,0.7529,2257,2524,2382,2602,2870,2662,3149,2870
2648,0.6415,2168,2486,2328,2533,2845,2634,3124,2809
2614,0.6685,2161,2408,2338,2533,2753,2553,3028,2723
2555,0.6626,2156,2386,2252,2453,2686,2484,2979,2716
2533,0.6007,2071,2368,2219,2397,2639,2471,2919,2684
2491,0.5804,2027,2333,2174,2365,2579,2434,2877,2589
2474,0.5792,2038,2259,2146,2299,2519,2345,2852,2495
2413,0.5169,1979,2254,2120,2267,2469,2332,2760,2507
2411,0.3694,1966,2190,2085,2244,2454,2283,2718,2448
2364,0.4867,1937,2129,2022,2204,2376,2232,2676,2373
2301,0.5049,1884,2108,2021,2125,2338,2185,2602,2372
2294,0.4926,1843,2072,1945,2146,2274,2143,2589,2293
2308,0.28,1841,2072,1960,2067,2267,2113,2502,2240
2215,0.388,1752,1973,1923,2031,2203,2106,2469,2228
2208,0.441,1767,1988,1894,1973,2149,2026,2409,2173
2175,0.3791,1743,1936,1875,1956,2147,2075,2341,2152
2169,0.2113,1717,1931,1849,1952,2106,2000,2357,2101
2135,0.3015,1690,1878,1791,1886,2077,1981,2288,2082
2113,0.2331,1681,1808,1796,1871,2069,1910,2199,2050
2083,0.2736,1630,1807,1718,1844,2039,1901,2166,1967
2064,0.1927,1623,1790,1752,1808,1978,1836,2174,1953
2046,0.1583,1559,1780,1686,1762,1955,1874,2063,1934
2013,0.1066,1568,1741,1664,1752,1889,1823,2029,1877
2006,0.0988,1551,1721,1649,1751,1871,1826,2031,1884
1932,0.1476,1524,1693,1617,1703,1813,1789,1984,1829
1964,0.0139,1537,1663,1573,1687,1781,1736,1901,1788
1922,0.0533,1513,1631,1579,1648,1794,1717,1891,1758
1924,0,1433,1628,1573,1656,1760,1671,1862,1733
1864,0.1556,1462,1557,1557,1621,1751,1670,1786,1673
60084,0.1023,,,,,,,,
57757,0.0788,,,,,,,,
55771,0.0437,,,,,,,,
53691,0.0235,,,,,,,,
51637,0.0113,,,,,,,,
49609,0.0067,,,,,,,,
47660,0.0032,,,,,,,,
