PI1,O2Hb1,TSI1,TSIFT1,PI2,O2Hb2,TSI2,TSIFT2
0.714285714,0.154909429,0.565845822,0.945887019,0.908508692,0.526286962,0.578596704,0.834162854
0.785714286,0.153006302,0.561993123,0.94537029,0.908508692,0.536691796,0.586134772,0.829120472
0.785714286,0.148448294,0.558587513,0.946881219,1,0.539718282,0.596315112,0.828991555
0.785714286,0.146735446,0.558332403,0.946629905,1,0.544986374,0.602681743,0.829311683
0.785714286,0.162186155,0.552581994,0.942698682,1,0.551191892,0.604259622,0.826875964
0.857142857,0.165108464,0.552224322,0.940895679,0.908508692,0.552913238,0.611069216,0.82905457
0.857142857,0.164695534,0.557212605,0.940250185,1,0.547464342,0.616683835,0.832568723
0.857142857,0.163752598,0.559533864,0.940575279,1,0.544410556,0.615987049,0.831090495
0.857142857,0.165955523,0.563703301,0.939987878,1,0.539517242,0.621097038,0.832695495
0.857142857,0.169499198,0.557090294,0.938492697,1,0.540405215,0.612034108,0.832312341
0.857142857,0.175097255,0.560341267,0.936917375,1,0.525947506,0.623002579,0.842043666
0.857142857,0.179543938,0.569355877,0.938255567,1,0.515064801,0.623976731,0.846938287
0.857142857,0.182132271,0.577307123,0.938445617,0.826166514,0.510102758,0.623305396,0.84749959
0.857142857,0.178240407,0.584697287,0.938508425,0.89021043,0.512580727,0.618352958,0.844363502
0.928571429,0.179134953,0.592584448,0.938638776,0.871912168,0.514752646,0.611748797,0.840900024
0.928571429,0.175348663,0.594624223,0.939816747,0.871912168,0.512252525,0.607318089,0.840062052
0.928571429,0.171379652,0.606850015,0.942017101,0.881061299,0.5167974,0.595937743,0.835260863
0.928571429,0.172053354,0.670090393,0.952343731,0.881061299,0.515137718,0.588237905,0.833891995
0.928571429,0.180789715,0.752769503,0.968217646,0.89021043,0.50650883,0.583028014,0.83977814
0.928571429,0.191195047,0.85894799,0.975473733,0.89021043,0.501406455,0.584446335,0.843519721
0.928571429,0.210631691,0.958821984,0.941475257,0.908508692,0.503557179,0.583072986,0.842579622
0.928571429,0.263344801,1,0.842492176,0.908508692,0.499717553,0.585644427,0.842503563
0.928571429,0.348432274,0.97741295,0.74214272,0.899359561,0.486549897,0.597817735,0.848366554
0.928571429,0.408646568,0.957426939,0.681456881,0.899359561,0.483315306,0.604975118,0.848541816
0.928571429,0.430169959,0.956557249,0.655433827,0.899359561,0.48725096,0.605011739,0.846303811
0.928571429,0.444669843,0.95561449,0.635199944,0.908508692,0.496191043,0.60419292,0.843265494
0.928571429,0.484670932,0.934226729,0.590339293,1,0.498765999,0.603287786,0.843450924
0.928571429,0.491689599,0.931140599,0.576515042,0.908508692,0.501313654,0.613028783,0.843411803
0.928571429,0.492436501,0.930818375,0.576271572,0.908508692,0.464452097,0.669245285,0.867602477
0.928571429,0.496020104,0.929022466,0.572896417,0.908508692,0.408065774,0.739939433,0.905475344
0.928571429,0.494935278,0.92678117,0.576337529,0.908508692,0.374514599,0.791625125,0.930727801
0.928571429,0.513520346,0.908726333,0.554655566,0.725526075,0.367289757,0.823649646,0.935760748
0.928571429,0.530314514,0.891196843,0.527933639,0.762122598,0.378361284,0.841007991,0.92804
0.928571429,0.530898666,0.877884339,0.518566665,0.707227813,0.397468881,0.856249219,0.91674066
0.928571429,0.52215836,0.874704728,0.517859928,0.679780421,0.432859587,0.865968786,0.889931038
0.857142857,0.517497485,0.876203461,0.52251199,0.67063129,0.473151629,0.880713135,0.840548036
0.857142857,0.547041805,0.86002166,0.494596405,0.688929552,0.520268353,0.885847869,0.76608932
0.707142857,0.575474678,0.85891349,0.469126209,0.743824337,0.572876362,0.865196953,0.674072826
0.65,0.582837914,0.860984268,0.466826857,0.743824337,0.619418229,0.856314711,0.622516989
0.628571429,0.584617314,0.855927083,0.466209628,0.78042086,0.63375165,0.873632512,0.633223889
0.614285714,0.584035873,0.852011433,0.466361964,0.807868253,0.639228806,0.893840067,0.638631312
0.614285714,0.584500238,0.845551077,0.465711756,0.807868253,0.640868251,0.91540266,0.640552103
0.571428571,0.57978522,0.839414266,0.470448632,0.817017383,0.641229861,0.93258233,0.643675147
0.592857143,0.581366781,0.832646244,0.469793689,0.826166514,0.633436265,0.95191342,0.651773219
0.585714286,0.619560046,0.816090419,0.432445194,0.826166514,0.625774021,0.95799263,0.64823371
0.578571429,0.631186343,0.808181236,0.420907654,0.743824337,0.620346319,0.954948546,0.644621046
0.564285714,0.630571632,0.801678723,0.420417605,0.807868253,0.607519075,0.946708764,0.64421547
0.564285714,0.627426666,0.797563539,0.422148372,0.789569991,0.60391677,0.934907696,0.632136778
0.542857143,0.636403835,0.801792054,0.412569404,0.762122598,0.607796865,0.923055316,0.624537003
0.535714286,0.635442742,0.794767309,0.412250588,0.771271729,0.609469721,0.91760418,0.624898408
0.535714286,0.637142286,0.791689971,0.409513002,0.771271729,0.612856856,0.909241058,0.621823162
0.521428571,0.639625947,0.792077602,0.407970762,0.762122598,0.618944192,0.904445557,0.617270371
0.514285714,0.639226325,0.791207912,0.411119759,0.762122598,0.628189366,0.900177124,0.619585888
0.514285714,0.642762442,0.792122596,0.411587781,0.771271729,0.627251941,0.905056124,0.630933766
0.514285714,0.645599138,0.788752148,0.40906853,0.771271729,0.63248567,0.906789436,0.627074119
0.514285714,0.648880229,0.785988243,0.402147007,0.78042086,0.639752899,0.908133003,0.628012053
0.535714286,0.646865782,0.785290297,0.39882832,0.78042086,0.647075689,0.915349037,0.627424673
0.55,0.645859012,0.782475823,0.393957943,0.826166514,0.647484832,0.915621372,0.625937008
0.55,0.647846848,0.777599648,0.382676432,0.835315645,0.651260877,0.919192921,0.619051384
0.535714286,0.648167514,0.768745343,0.368113947,0.844464776,0.655661229,0.922097364,0.615197509
0.535714286,0.647501361,0.764362003,0.356036128,0.871912168,0.659520128,0.928112587,0.616564943
0.5,0.644311623,0.763398829,0.35430849,0.862763038,0.666579259,0.926792962,0.607784596
0.492857143,0.638290039,0.755528685,0.366621874,0.862763038,0.675790067,0.932291784,0.606561316
0.485714286,0.63496902,0.744203589,0.372792709,0.862763038,0.670445223,0.949383528,0.621687694
0.492857143,0.628804643,0.732443125,0.37429106,0.881061299,0.662865836,0.96444498,0.633120337
0.5,0.621260485,0.71320393,0.373199488,0.881061299,0.657174473,0.967480306,0.633223186
0.5,0.625093357,0.68963206,0.361338419,0.835315645,0.655272322,0.960403207,0.629697442
0.507142857,0.631129159,0.660019693,0.344383945,0.871912168,0.650704333,0.956680148,0.628682005
0.514285714,0.633169328,0.63710692,0.337137267,0.881061299,0.648662807,0.948376278,0.625539386
0.521428571,0.636412298,0.625840807,0.336948823,0.881061299,0.650168986,0.940119494,0.615491579
0.514285714,0.644820438,0.623809917,0.334580384,0.862763038,0.658456499,0.932427299,0.609647441
0.507142857,0.652176117,0.618524084,0.330900475,0.871912168,0.661038518,0.935660313,0.614026374
0.507142857,0.653353206,0.618384004,0.32996126,0.871912168,0.658186733,0.946538944,0.616344777
0.5,0.651784057,0.62037973,0.329984851,0.835315645,0.656986603,0.950097616,0.621352386
0.478571429,0.652758456,0.623153748,0.328349809,0.789569991,0.655494554,0.951801549,0.625869663
0.442857143,0.652954491,0.628808784,0.331068539,0.817017383,0.64783135,0.948629098,0.623945265
0.464285714,0.651679384,0.633541946,0.335626379,0.798719122,0.647602053,0.935157696,0.618835519
0.45,0.652451104,0.639776868,0.339738162,0.771271729,0.650856879,0.920925827,0.617283433
0.421428571,0.656033807,0.641008484,0.34452216,0.789569991,0.64508876,0.923023026,0.616682278
0.421428571,0.665285955,0.656769287,0.343177771,0.78042086,0.639626695,0.928251322,0.605942058
0.4,0.668869559,0.667759871,0.344624266,0.752973468,0.648386934,0.929214003,0.592847218
0.4,0.67045868,0.673296373,0.34159615,0.771271729,0.654571258,0.928131298,0.584047334
0.4,0.671492066,0.672990882,0.337652452,0.78042086,0.652378145,0.929610585,0.578093095
0.407142857,0.67407465,0.673621719,0.334066805,0.762122598,0.655307645,0.926003623,0.573294089
0.421428571,0.67676856,0.676884978,0.332942254,0.743824337,0.664754817,0.918424507,0.566526494
0.435714286,0.67704264,0.672884452,0.33564995,0.762122598,0.661812146,0.919575621,0.568202447
0.435714286,0.676539244,0.676810402,0.337892731,0.743824337,0.658043168,0.914763823,0.568108284
0.442857143,0.680959315,0.683004681,0.3344594,0.743824337,0.660555503,0.906906537,0.566488104
0.457142857,0.681619711,0.683051471,0.333426025,0.743824337,0.664656871,0.900329037,0.567517999
0.464285714,0.679658495,0.682437458,0.335007605,0.752973468,0.663413397,0.898639388,0.569032453
0.464285714,0.678011298,0.683319248,0.333820185,0.743824337,0.670930161,0.901124212,0.566168696
0.464285714,0.677050196,0.685952334,0.334423313,0.752973468,0.663685081,0.932823579,0.570255753
0.478571429,0.679018071,0.685736827,0.33137632,0.743824337,0.632279481,0.9778365,0.586336043
0.478571429,0.679789789,0.687468554,0.327844115,0.652333028,0.609238151,0.999533096,0.596147727
0.485714286,0.683490465,0.691270022,0.325051605,0.597438243,0.597877573,1,0.603194905
0.485714286,0.691277227,0.695393618,0.322084794,0.551692589,0.590806237,0.995802493,0.605948589
0.5,0.692839725,0.694058974,0.318973469,0.56084172,0.579825584,0.986976589,0.609179561
0.5,0.690890922,0.694640188,0.320019484,0.533394328,0.581970203,0.954703478,0.607832404
0.492857143,0.687850641,0.696961729,0.323678952,0.533394328,0.594449009,0.913598928,0.598399488
0.492857143,0.686614565,0.69638921,0.32759595,0.551692589,0.606663195,0.878580326,0.589117247
0.492857143,0.685614441,0.702523187,0.32969428,0.606587374,0.619335976,0.854074861,0.576017328
0.485714286,0.686602151,0.710422445,0.330592673,0.606587374,0.63111372,0.837049415,0.565302464
0.485714286,0.695128261,0.720027627,0.329062908,0.652333028,0.639283053,0.834937231,0.557493364
0.485714286,0.698842255,0.719629505,0.326925341,0.679780421,0.641532681,0.844843019,0.557620866
0.485714286,0.700660674,0.725332269,0.32585732,0.67063129,0.6495636,0.846272204,0.551768014
0.485714286,0.701694076,0.727051901,0.326184019,0.679780421,0.660710923,0.850701604,0.547341283
0.492857143,0.703315559,0.728051087,0.325781934,0.698078683,0.666762939,0.863015957,0.550639599
0.492857143,0.704401291,0.732059273,0.325203962,0.698078683,0.669537973,0.876387961,0.555465423
0.5,0.705767764,0.732141602,0.324680954,0.707227813,0.672458491,0.881069577,0.555658809
0.507142857,0.712025293,0.7360978,0.318976598,0.743824337,0.676961937,0.885818896,0.553372265
0.507142857,0.715445241,0.733955468,0.311854012,0.762122598,0.678370168,0.890007753,0.555178616
0.514285714,0.714890418,0.733410645,0.305218222,0.78042086,0.676516512,0.893922261,0.556219371
0.514285714,0.71421853,0.726783553,0.296504668,0.798719122,0.677002408,0.893809683,0.552743608
0.521428571,0.710447357,0.712224783,0.290596099,0.798719122,0.67773173,0.899694123,0.552487226
0.521428571,0.710415886,0.694859854,0.276126313,0.826166514,0.66258098,0.918760825,0.560703336
0.521428571,0.705074656,0.682621021,0.267582305,0.826166514,0.647847399,0.933877207,0.560817777
0.528571429,0.697921663,0.67784759,0.266754605,0.817017383,0.638902168,0.936865653,0.56510474
0.528571429,0.691944852,0.678418689,0.277701614,0.716376944,0.640540657,0.92070128,0.565466154
0.528571429,0.689584025,0.683925131,0.290709178,0.716376944,0.642817585,0.90607303,0.56366923
0.521428571,0.691472928,0.685422354,0.300212801,0.716376944,0.649876712,0.888178165,0.552868899
0.528571429,0.693479831,0.683299683,0.304988956,0.716376944,0.662883803,0.870411771,0.542849343
0.521428571,0.702718673,0.682559958,0.30246814,0.707227813,0.669498462,0.864469686,0.542912339
0.521428571,0.732522861,0.671258493,0.275238913,0.725526075,0.675905022,0.856966024,0.538164008
0.521428571,0.744574493,0.672372051,0.262925529,0.734675206,0.681541786,0.855548009,0.537612853
0.521428571,0.749681571,0.677304843,0.259022591,0.762122598,0.687838185,0.864131355,0.538547152
0.521428571,0.752886418,0.682188298,0.256343201,0.78042086,0.68978883,0.868697375,0.539469157
0.478571429,0.75409103,0.687236694,0.252694706,0.78042086,0.695314477,0.870402614,0.536894372
0.492857143,0.750934573,0.684898136,0.250718945,0.78042086,0.699750157,0.874900628,0.535160455
0.471428571,0.744024184,0.67616643,0.251108411,0.798719122,0.687139041,0.897059098,0.54594704
0.464285714,0.737132874,0.663703669,0.243710961,0.817017383,0.67123873,0.914468851,0.54152103
0.471428571,0.730358633,0.649772616,0.235892609,0.789569991,0.657788136,0.923313668,0.536731422
0.471428571,0.726932036,0.64205928,0.234307838,0.743824337,0.646377149,0.921557824,0.536532958
0.478571429,0.727618134,0.638679947,0.239530091,0.752973468,0.640303942,0.9114964,0.53373945
0.485714286,0.731096174,0.634891716,0.240667179,0.725526075,0.635903586,0.898878525,0.528746309
0.492857143,0.732691036,0.632731897,0.243217782,0.716376944,0.628852482,0.894656271,0.528151695
0.5,0.7403084,0.641687245,0.241025251,0.716376944,0.608544759,0.909444681,0.545328512
0.5,0.744819812,0.643745166,0.240711171,0.707227813,0.593262658,0.919805402,0.561353011
0.485714286,0.745696213,0.646447539,0.241896924,0.661482159,0.591363382,0.91899795,0.569815412
0.5,0.753942491,0.64264607,0.236885204,0.542543458,0.604568282,0.905401196,0.557400672
0.492857143,0.932034923,0.561995394,0.068735083,0.487648673,0.717681593,0.820110794,0.405144341
0.478571429,1,0.530964447,0,0.487648673,0.855368406,0.730609805,0.199738811
0.478571429,0.969765628,0.524021939,0.039603875,0.469350412,0.959229475,0.682378457,0.048605113
0.464285714,0.948156286,0.511473923,0.063011912,0.460201281,1,0.677211325,0.002881129
0.464285714,0.932243025,0.502293144,0.085037805,0.460201281,0.999488723,0.669532007,0
0.457142857,0.91831184,0.496277791,0.102636229,0.240622141,0.988384744,0.642640814,0.005950613
0.457142857,0.906309502,0.489095949,0.117899173,0.167429094,0.975295753,0.619748335,0.023886447
0.457142857,0.895438576,0.48344243,0.132087817,0.042086002,0.961324897,0.597266828,0.041851283
0.464285714,0.88426028,0.476129585,0.146493272,0.194876487,0.952490789,0.574916602,0.052908006
0.471428571,0.873539693,0.471970448,0.159269985,0.017383349,0.947794318,0.553667496,0.060504174
0.471428571,0.865369344,0.469023647,0.171429447,0.043915828,0.942958481,0.529475913,0.066438829
0.478571429,0.856976306,0.457920865,0.180714736,0.194876487,0.933312191,0.506712109,0.080385425
0.478571429,0.847348124,0.454291897,0.190998918,0.194876487,0.927608604,0.487777196,0.091012639
0.485714286,0.838425983,0.447881069,0.198968103,0.037511436,0.922828334,0.468793695,0.097913509
0.492857143,0.830307964,0.443060756,0.209012005,0.038426349,0.914528606,0.454317056,0.108980389
0.069285714,0.821640852,0.435247322,0.217070678,0.094236048,0.905097482,0.439901283,0.117586166
0.065714286,0.81277107,0.429414873,0.226269628,0.04757548,0.904239692,0.434712726,0.118937651
0.164285714,0.803842285,0.423729691,0.236123502,0.084172004,0.906790219,0.433902255,0.116594642
0.070714286,0.795587214,0.419231031,0.242770181,0.176578225,0.907987116,0.430586039,0.108415441
0.1,0.786410069,0.412878617,0.248201299,0.194876487,0.910787187,0.431233227,0.105801545
0.15,0.777716351,0.405489867,0.255116585,0.12168344,0.920605901,0.435987883,0.086350524
0.164285714,0.769114892,0.405113294,0.259630454,0.167429094,0.93044582,0.451228107,0.058082201
0.013571429,0.760120472,0.397466408,0.266605418,0.149130833,0.930947762,0.446791966,0.056840077
0.013571429,0.750439931,0.395508205,0.273855226,0.139981702,0.924889643,0.439777239,0.074276191
0,0.742504632,0.386945217,0.279177959,0.094236048,0.919234556,0.43126834,0.084670936
0,0.735393368,0.380384954,0.285469695,0.083257091,0.912732931,0.428377981,0.092935585
0,0.726006874,0.375855764,0.29171433,0.094236048,0.901878488,0.417026509,0.105777641
0,0.718019233,0.372570192,0.299242152,0.068618481,0.893905048,0.407817307,0.11714799
0,0.712941477,0.363521371,0.302372415,0.070448307,0.889832899,0.405847979,0.121735526
0,0.710616633,0.355376259,0.303723062,0.07136322,0.885129369,0.407121327,0.119039057
0.008571429,0.705552188,0.349588707,0.30754588,0.075022873,0.88103602,0.404839323,0.124034363
0,0.696708137,0.345706802,0.314098358,0.081427264,0.883995702,0.405927156,0.122591601
0,0.68911253,0.338602847,0.319873406,0.112534309,0.892120369,0.411983326,0.105592961
0,0.681118245,0.331909586,0.327537857,0.112534309,0.899384369,0.418357707,0.089410543
0,0.673319956,0.326336411,0.333605,0.103385178,0.904225004,0.41253031,0.089926241
0,0.666241073,0.322788358,0.340870576,0.12168344,0.910016234,0.402924019,0.084834608
0,0.659050863,0.316084607,0.345686009,0.130832571,0.903639854,0.399382048,0.095311203
0.015,0.651559941,0.313191394,0.350787258,0.112534309,0.888197184,0.388231086,0.118901454
0.023571429,0.644474397,0.310143457,0.355711055,0.084172004,0.873893935,0.386969205,0.135821851
0.015714286,0.637598192,0.307138998,0.362191276,0.041171089,0.86158887,0.376316129,0.148382909
0,0.632434844,0.301439068,0.364413616,0.03568161,0.845222905,0.365343534,0.160021212
0,0.627683507,0.297347704,0.367462132,0.051235133,0.831314671,0.359078009,0.172898051
0,0.621572372,0.292745826,0.37303303,0.025617566,0.822292688,0.350531681,0.182257073
0,0.616212975,0.290199887,0.379021658,0.048490393,0.813090861,0.340767146,0.191267742
0,0.611507343,0.28249449,0.381697918,0.051235133,0.797995672,0.33670847,0.201745762
0,0.606520947,0.28208748,0.385641658,0.049405306,0.788196826,0.332701507,0.210779614
0.012857143,0.601193935,0.272781554,0.389690674,0.033851784,0.777474695,0.324395423,0.220237146
0.023571429,0.596704282,0.269246826,0.391094741,0.021957914,0.765052405,0.323779126,0.231302564
0,0.591802589,0.266733406,0.393664263,0.030192132,0.746771117,0.313677962,0.247215528
0,0.58654123,0.260558506,0.398201682,0.02378774,0.731932524,0.30242911,0.260290812
0,0.581070508,0.254932208,0.400204164,0.015553522,0.721758904,0.295546677,0.271629263
0,0.575011711,0.25146648,0.404466718,0.051235133,0.707670828,0.287116954,0.28399911
0,0.569338311,0.245868724,0.406598027,0.051235133,0.690431017,0.278082294,0.298611984
0,0.562847513,0.24176734,0.412677727,0.027447392,0.678349144,0.273141826,0.309871519
0.031428571,0.554957884,0.240479108,0.417022008,0.017383349,0.668203784,0.266901048,0.320573349
0.043571429,0.546374582,0.236525653,0.423634165,0.013723696,0.653699501,0.259921232,0.334752423
0,0.53703287,0.230491496,0.429841087,0.014638609,0.636737481,0.253356811,0.347504654
0,0.528756928,0.226527447,0.43565072,0.014638609,0.63129146,0.24207928,0.35510443
0,0.522227115,0.221949202,0.43999181,0.014638609,0.62295833,0.238011352,0.36334883
0,0.519548329,0.219430015,0.441812126,0.022872827,0.602498058,0.234758014,0.378684533
