PI1,O2Hb1,TSI1,TSIFT1,PI2,O2Hb2,TSI2,TSIFT2
0,0.515797112,0.21212076,0.44262097,0.022872827,0.589111045,0.229264022,0.389870202
0,0.51047675,0.209080005,0.445265837,0.031107045,0.577396883,0.220748785,0.400514067
0.015714286,0.505006036,0.206073939,0.448034755,0.034766697,0.563308805,0.209532224,0.412476875
0.023571429,0.500999796,0.199234929,0.450354569,0.034766697,0.543445547,0.199319997,0.428586831
0.034285714,0.496503504,0.194583996,0.451268669,0.032021958,0.528711964,0.19091482,0.441037065
0,0.492346917,0.190464937,0.452642866,0.034766697,0.514763261,0.182533585,0.451544067
0,0.488301655,0.187894898,0.455168437,0.030192132,0.499321551,0.174239075,0.464945992
0,0.481562496,0.184358371,0.459295907,0.034766697,0.472801243,0.170699925,0.485574669
0,0.475784439,0.177692247,0.462385266,0.034766697,0.461593212,0.162615471,0.496056324
0,0.471065467,0.169359793,0.464493003,0.034766697,0.448525417,0.162950384,0.504964866
0,0.466045813,0.168405691,0.467466093,0.034766697,0.434658615,0.154844708,0.51666982
0.023571429,0.460666453,0.162190899,0.468810502,0.034766697,0.416800599,0.153327693,0.531641944
0.028571429,0.456045518,0.157594696,0.470330798,0.025617566,0.408882716,0.152194187,0.538193712
0,0.450162775,0.153547099,0.473316507,0.025617566,0.400270834,0.148190948,0.545082972
0,0.445398143,0.145848888,0.47522631,0.021957914,0.388014261,0.14204031,0.553252765
0,0.438351625,0.141789188,0.480076286,0.028362306,0.367872252,0.141783265,0.567615057
0,0.432148216,0.135069086,0.482295538,0.031107045,0.361175691,0.135369951,0.574238536
0,0.426363491,0.132550559,0.484937255,0.031107045,0.354667002,0.133496399,0.577616538
0,0.420278067,0.126401459,0.48694443,0.031107045,0.347762338,0.131359267,0.582598791
0.019285714,0.414885405,0.120153023,0.49062436,0.031107045,0.328251706,0.125181567,0.594267529
0.03,0.410865874,0.113942297,0.490351143,0.031107045,0.312913087,0.120814238,0.604646335
0,0.405185813,0.111308077,0.494150327,0.017383349,0.308306546,0.115038658,0.60708495
0,0.39990448,0.106035855,0.498200867,0.01189387,0.292787123,0.109515482,0.617078457
0,0.396094279,0.100788017,0.499496631,0.010064044,0.272401689,0.106821305,0.63212664
0,0.392035715,0.096701659,0.501417448,0.009149131,0.25886728,0.107289818,0.641395153
0,0.387198773,0.090906833,0.503140351,0.009149131,0.25055342,0.100878014,0.644907113
0,0.385428743,0.086021772,0.503652366,0.009149131,0.251860479,0.092179275,0.646255001
0.017857143,0.38120652,0.084361125,0.505116153,0.009149131,0.23275898,0.092399396,0.661363304
0.024285714,0.377141301,0.081232273,0.504985782,0.009149131,0.223139993,0.091787923,0.666643253
0.028571429,0.372212998,0.079667281,0.507219196,0.041171089,0.21420087,0.088443641,0.672278076
0,0.366709012,0.078101342,0.510997981,0.053979872,0.2089135,0.086227531,0.677090116
0,0.362192742,0.077588468,0.513878433,0.052150046,0.18908269,0.083244517,0.689495448
0,0.357296812,0.07433447,0.517377722,0.05946935,0.179914263,0.080439776,0.696807695
0,0.351184768,0.070728192,0.520855024,0.056724611,0.169628577,0.079364418,0.703693347
0,0.34481105,0.067645276,0.524123399,0.052150046,0.163889668,0.075897699,0.709263721
0,0.339719086,0.064520867,0.527482868,0.049405306,0.150285571,0.072136813,0.717673947
0.017857143,0.334711837,0.062409919,0.5308235,0.049405306,0.147413553,0.068468685,0.719373101
0.017142857,0.329541827,0.061380296,0.533418157,0.049405306,0.145999199,0.062232033,0.72040011
0.011428571,0.323475462,0.05504452,0.537228376,0.049405306,0.137060079,0.056657249,0.726954754
0.020714286,0.317154079,0.053585483,0.541093642,0.049405306,0.121880119,0.055825353,0.735703954
0.018571429,0.31144075,0.049405649,0.544682397,0.029277219,0.117480721,0.051444845,0.738241089
0.019285714,0.304825319,0.048460525,0.549042323,0.020128088,0.11214486,0.050352186,0.740597151
0.014285714,0.299451718,0.046293999,0.552543156,0.017383349,0.094597079,0.045432141,0.753143684
0.027142857,0.294353105,0.046306379,0.554975966,0.012808783,0.084026534,0.046162224,0.758361339
0.022142857,0.290365936,0.042021246,0.556559132,0.015553522,0.076149123,0.042861501,0.765010896
0.022857143,0.285980051,0.036158174,0.559119205,0.015553522,0.072895253,0.037375758,0.767713867
0.027142857,0.282450589,0.034050156,0.561237956,0.015553522,0.059485125,0.03558943,0.776736119
0.006428571,0.277705007,0.03196605,0.564024145,0.015553522,0.061152836,0.030554191,0.775115919
0.008571429,0.273011768,0.029867576,0.566576313,0.015553522,0.050776256,0.027184051,0.781142554
0.009285714,0.268527866,0.026095224,0.568247484,0.015553522,0.046668786,0.019597794,0.784564025
0.009285714,0.263873648,0.023891361,0.571336802,0.015553522,0.039478306,0.017450799,0.791876271
0.01,0.259683794,0.021248823,0.574391598,0.015553522,0.034974861,0.017449992,0.793024243
0.009285714,0.255899311,0.017520799,0.575737551,0.015553522,0.028027807,0.013466072,0.79468717
0.009285714,0.25070268,0.013292,0.580267147,0.015553522,0.021080751,0.013567078,0.79834692
0.009285714,0.245584103,0.009106397,0.583111492,0.015553522,0.010377898,0.011869481,0.804213528
0.009285714,0.24144658,0.006611973,0.586428512,0.015553522,0.020209783,0.004098814,0.797571936
0.009285714,0.235203247,0.002981592,0.591861153,0.006404392,0.016844805,0.005239266,0.799063939
0.010714286,0.228770538,0.002068231,0.5977352,0.006404392,0.005308566,0.006199933,0.805248511
0.010714286,0.223906981,0,0.599714151,0.001829826,0,0.007934448,0.805055838
0.011428571,0.20609905,0.062828458,0.613664039,0.001829826,0.012719974,0,0.791762581
0.142857143,0.153343301,0.372370382,0.752827403,0,0.083642926,0.092756743,0.732924923
0.328571429,0.093585041,0.53488246,1,0,0.216308304,0.428656455,0.656599755
0.428571429,0.162746312,0.603730144,0.998404257,0.167429094,0.098039775,0.562740383,0.938657826
0.428571429,0.192516177,0.662488975,0.99619291,0.313815188,0.132242056,0.526406683,0.947057211
0.464285714,0.22306646,0.690105233,0.989506891,0.313815188,0.142654913,0.390667715,0.942345096
0.478571429,0.239761471,0.706335808,0.98192571,0.368709973,0.131875298,0.342086163,0.947892287
0.478571429,0.248749571,0.71259455,0.976015577,0.396157365,0.103511983,0.354678284,0.956084522
0.471428571,0.251970204,0.699006891,0.967083626,0.359560842,0.070872598,0.365686996,0.964121753
0.471428571,0.256765739,0.678245997,0.958519239,0.350411711,0.046126668,0.360284051,0.968751306
0.471428571,0.265454042,0.677869894,0.951822247,0.313815188,0.040685193,0.355379095,0.967935785
0.471428571,0.265734206,0.676902938,0.943287729,0.34126258,0.067781667,0.362686781,0.96341416
0.471428571,0.266355004,0.67389725,0.934388737,0.322964318,0.129817672,0.364087794,0.960271532
0.485714286,0.267061409,0.683665103,0.930680604,0.313815188,0.210452625,0.337189959,0.95627935
0.542857143,0.269572926,0.699819592,0.929722553,0.313815188,0.291243336,0.292322515,0.943806664
0.585714286,0.286756779,0.710064398,0.922326646,0.313815188,0.368357883,0.290791823,0.9254522
0.65,0.308132297,0.711877605,0.915651681,0.313815188,0.434037971,0.311738114,0.908334041
0.65,0.316315072,0.722408151,0.917165698,0.313815188,0.465726253,0.350689532,0.903873979
0.714285714,0.317881515,0.729464182,0.919099114,0.34126258,0.475339849,0.376618645,0.908299287
0.785714286,0.318121421,0.73336178,0.917605497,0.34126258,0.490426409,0.381583864,0.908263051
0.785714286,0.318669583,0.742812704,0.91661914,0.387008234,0.504994628,0.386524333,0.903458966
0.857142857,0.324311512,0.752194909,0.915672082,0.524245197,0.506037418,0.401045034,0.903038884
0.857142857,0.341643581,0.75113003,0.907699768,0.624885636,0.513168502,0.409099407,0.905243587
0.857142857,0.349469374,0.759062935,0.903732499,0.707227813,0.524479626,0.413379005,0.903712472
0.857142857,0.352084326,0.766038817,0.901957719,0.734675206,0.528295181,0.418530944,0.899957126
0.928571429,0.351351631,0.770221771,0.901887047,0.771271729,0.53048027,0.427160972,0.898336927
0.928571429,0.353639266,0.773682107,0.900115417,0.771271729,0.54508346,0.425831487,0.891244134
0.928571429,0.358732128,0.773844781,0.898849565,0.789569991,0.565490091,0.425565892,0.878510718
0.928571429,0.372161729,0.788476806,0.894374933,0.835315645,0.581323585,0.440572617,0.866803599
0.928571429,0.374900415,0.7907923,0.891872974,0.844464776,0.593922491,0.463167407,0.859975902
0.928571429,0.3750308,0.799830165,0.892408518,0.844464776,0.609360013,0.477630363,0.853435716
0.928571429,0.373840402,0.804168892,0.894483298,0.862763038,0.627025971,0.495803197,0.844362771
0.928571429,0.370590771,0.812880373,0.897768965,0.871912168,0.637840905,0.515252597,0.839543488
0.928571429,0.372937393,0.814540265,0.896217235,0.899359561,0.637085244,0.539948505,0.843251007
0.928571429,0.385131817,0.820089338,0.890806599,0.89021043,0.633004109,0.54879091,0.847280848
0.928571429,0.393828251,0.82661076,0.886151367,0.908508692,0.630124064,0.561978906,0.847010701
1,0.390388343,0.822724414,0.885329924,1,0.613472284,0.57254989,0.850248916
1,0.389668962,0.824856628,0.884770788,0.908508692,0.596931617,0.58165296,0.856460297
1,0.385667575,0.825626128,0.887227149,0.908508692,0.590517038,0.572784802,0.857871153
1,0.380090387,0.828704034,0.890731172,0.908508692,0.591959634,0.553374637,0.855495525
1,0.378344266,0.827226472,0.890355787,1,0.588349306,0.548184065,0.857012173
1,0.386013962,0.831746775,0.887572726,1,0.592548623,0.544016336,0.856348743
1,0.39303657,0.83333398,0.884131552,0.908508692,0.605965812,0.536554323,0.851977746
1,0.390643361,0.835114577,0.885329945,0.908508692,0.620750766,0.541898518,0.848110883
1,0.394337388,0.83461645,0.883991794,0.908508692,0.62270141,0.55342695,0.848811242
1,0.393853965,0.840416006,0.88532838,0.908508692,0.63287084,0.560905967,0.847028795
1,0.392912835,0.846720782,0.886255017,0.908508692,0.649849865,0.571105918,0.837850837
1,0.394835023,0.848071681,0.885097488,0.908508692,0.658561608,0.586508518,0.832048707
1,0.397116901,0.85165953,0.884298052,1,0.656611925,0.605033268,0.83038144
1,0.400791869,0.857081095,0.884689124,0.908508692,0.65740387,0.608605522,0.826773115
1,0.405257614,0.860518842,0.881901328,1,0.659951525,0.614064806,0.824465601
1,0.408252221,0.860465437,0.881441129,1,0.653427745,0.626328855,0.826708675
1,0.410299043,0.863102494,0.881646968,1,0.651352816,0.628673134,0.827371365
1,0.414026343,0.869297245,0.880604041,0.908508692,0.657190621,0.627783289,0.824916821
1,0.4175443,0.865109188,0.876649287,1,0.664062835,0.636306776,0.823941948
1,0.417322556,0.860567898,0.876094866,1,0.664806286,0.645700791,0.823944843
1,0.414465899,0.856768513,0.877104773,0.908508692,0.671463335,0.642374617,0.822045801
1,0.414151882,0.84882426,0.876855044,0.908508692,0.683673332,0.646673129,0.817180865
1,0.415911311,0.841335132,0.877049788,1,0.689511136,0.650301421,0.815886595
0.928571429,0.397697108,0.840247567,0.892881337,1,0.683563176,0.658094621,0.818790926
0.857142857,0.36649104,0.844535251,0.909099183,0.908508692,0.686797763,0.659536179,0.816255262
0.857142857,0.337532678,0.837457671,0.916685098,0.908508692,0.696730834,0.666278669,0.812378945
0.857142857,0.321878378,0.8213133,0.916366283,1,0.70032703,0.678367971,0.811372223
0.857142857,0.310859236,0.805954402,0.916443213,0.908508692,0.692324373,0.684488427,0.813311098
0.857142857,0.301036244,0.793760182,0.919122643,0.908508692,0.689326147,0.682418396,0.810343021
0.857142857,0.294325837,0.786779108,0.919172914,1,0.690984869,0.679482666,0.807847172
0.857142857,0.291630128,0.778321698,0.917558376,1,0.68316912,0.679967176,0.80968465
0.857142857,0.292832029,0.778181525,0.915844881,0.908508692,0.682072084,0.668391759,0.807860937
0.928571429,0.295839042,0.778831924,0.91447688,0.908508692,0.69046365,0.657049043,0.804318523
0.928571429,0.309595966,0.779668725,0.907688816,1,0.69417611,0.646668605,0.803118425
0.928571429,0.318853873,0.781017168,0.903138799,1,0.676206021,0.661072706,0.814498893
0.928571429,0.317298029,0.784562576,0.905819773,0.908508692,0.650468678,0.666558149,0.830092449
0.928571429,0.312172794,0.78931663,0.909152583,0.908508692,0.634768451,0.674408997,0.841106443
0.928571429,0.306622228,0.793002023,0.912378551,0.881061299,0.622170504,0.68016637,0.845367329
0.928571429,0.303208938,0.792812225,0.913416743,0.844464776,0.607344123,0.682478055,0.847338795
0.928571429,0.30021433,0.786778539,0.912439815,0.78042086,0.596447289,0.688789455,0.849951248
0.928571429,0.296624974,0.782790107,0.913950744,0.835315645,0.541607614,0.726002736,0.874072367
1,0.295971237,0.77697401,0.914090523,0.826166514,0.468562448,0.770702877,0.907900194
1,0.303274583,0.769941608,0.908339025,0.597438243,0.425889424,0.782093987,0.926973158
1,0.302614189,0.767772339,0.904656007,0.78042086,0.422773016,0.761881502,0.930091863
1,0.299175183,0.767570631,0.905789944,0.67063129,0.442103804,0.729318248,0.921138428
1,0.293283985,0.762847107,0.907007173,0.661482159,0.456422138,0.705767817,0.910689382
1,0.291655843,0.758762927,0.90726318,0.652333028,0.473210416,0.673732533,0.903142445
1,0.292407596,0.758507058,0.905502585,0.652333028,0.496016345,0.639399551,0.891105068
1,0.290851753,0.76133977,0.906019252,0.67063129,0.512811689,0.617311303,0.881120988
1,0.290564362,0.768697989,0.907646389,0.716376944,0.518023264,0.615103543,0.878745379
1,0.293996714,0.774504541,0.906474758,0.752973468,0.529933318,0.608095558,0.873643617
1,0.305726777,0.781900943,0.903869128,0.817017383,0.556058611,0.599181325,0.862691186
1,0.318111482,0.790428677,0.90238494,0.844464776,0.582316217,0.598534438,0.851529431
1,0.326010478,0.809004802,0.903602148,0.844464776,0.596829485,0.615103341,0.844703908
1,0.324415614,0.815262789,0.903658677,0.853613907,0.607914187,0.631908059,0.840357537
1,0.327130385,0.818997428,0.901888632,0.881061299,0.625003368,0.636658186,0.833151063
1,0.329753798,0.817913834,0.902314248,0.899359561,0.63971157,0.642269988,0.82728736
1,0.323243943,0.817873566,0.912797887,0.899359561,0.645244282,0.650639653,0.824044066
0.857142857,0.289736936,0.82490994,0.927438929,0.908508692,0.643960339,0.659743322,0.825381796
0.857142857,0.24484715,0.840259571,0.93694881,0.908508692,0.646597917,0.659000663,0.824923333
0.692857143,0.211370707,0.834828082,0.944556711,0.908508692,0.647410098,0.661225829,0.825490426
0.707142857,0.195409052,0.81538888,0.944181388,1,0.641962159,0.666354327,0.825735227
0.55,0.186919251,0.789495182,0.943427488,1,0.640150888,0.664331076,0.825625884
0.65,0.170218249,0.774169936,0.947873834,1,0.644267347,0.657551762,0.824180948
0.614285714,0.156374813,0.762452005,0.953873455,1,0.652486133,0.651326979,0.819857778
0.592857143,0.15250201,0.739258126,0.955120492,1,0.658997699,0.65453243,0.816493541
0.592857143,0.151852218,0.720873501,0.956980086,1,0.659810842,0.66199746,0.817292401
0.607142857,0.146867971,0.71583541,0.960158912,1,0.660769457,0.658904887,0.817562557
0.671428571,0.14460425,0.716670789,0.961891326,0.908508692,0.670848964,0.65827772,0.813206787
0.671428571,0.148270753,0.713326902,0.959973597,1,0.678659566,0.668268217,0.810471226
0.707142857,0.160162671,0.712015321,0.956653366,1,0.67508648,0.678892219,0.812063886
0.714285714,0.172956694,0.710245786,0.953086556,1,0.679023093,0.682591031,0.812251461
0.785714286,0.180343842,0.711830911,0.95060191,1,0.685832689,0.678176019,0.809736806
0.857142857,0.187705275,0.71792377,0.947145049,1,0.679863531,0.684645772,0.811133916
0.857142857,0.189953881,0.721027193,0.945751934,1,0.66656452,0.683532687,0.812641858
0.857142857,0.186390241,0.726086269,0.94834972,1,0.659956927,0.685449397,0.813826036
0.857142857,0.187259974,0.730735687,0.948344986,1,0.664419903,0.67480648,0.810731965
0.857142857,0.186769897,0.731914747,0.950171559,1,0.670507239,0.66259696,0.807120023
0.857142857,0.187823255,0.73086159,0.953292313,1,0.653189717,0.67102276,0.813897738
0.857142857,0.193303332,0.736883747,0.952869826,1,0.626113828,0.68965244,0.826452986
0.785714286,0.193421312,0.730835218,0.950107167,1,0.605055588,0.699834287,0.836691294
0.785714286,0.194539411,0.723262911,0.948828715,0.89021043,0.583122544,0.71141624,0.844287453
0.785714286,0.194814397,0.725498914,0.947873793,0.908508692,0.556678029,0.735607217,0.852389151
0.785714286,0.203255032,0.728840518,0.945342667,0.908508692,0.539402897,0.74386551,0.857882753
,,,,0.89021043,0.538410872,0.733176013,0.860874735
,,,,0.89021043,0.505259856,0.734703595,0.86902782
