intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8
1539,0.1264,1311,1343,1203,1318,1302,1355,1393,1355
1539,0,1357,1351,1211,1337,1335,1372,1384,1340
1533,0.3734,1376,1379,1257,1304,1310,1384,1385,1355
1573,0.0488,1390,1367,1230,1345,1360,1390,1410,1374
1577,0.397,1414,1373,1236,1363,1334,1430,1428,1378
1593,0.1378,1380,1397,1257,1374,1379,1435,1464,1437
1603,0.4256,1439,1453,1275,1385,1391,1469,1468,1429
1623,0.2846,1407,1461,1283,1404,1409,1517,1495,1440
1592,0.6316,1444,1513,1296,1404,1422,1453,1498,1431
1641,0.3291,1483,1455,1259,1432,1420,1538,1490,1482
1655,0.3644,1504,1496,1336,1431,1472,1522,1523,1494
1686,0.2124,1539,1543,1331,1451,1471,1581,1556,1539
1645,0.7958,1533,1537,1322,1503,1466,1598,1556,1575
1704,0.5862,1572,1578,1399,1496,1512,1626,1599,1561
1728,0.3352,1569,1589,1345,1515,1505,1638,1663,1557
1763,0.4835,1580,1615,1405,1534,1574,1675,1630,1632
1743,0.6532,1614,1625,1430,1555,1517,1706,1660,1606
1762,0.6613,1655,1618,1447,1556,1571,1708,1685,1653
1789,0.624,1684,1653,1459,1623,1602,1763,1703,1679
1814,0.6512,1693,1651,1495,1601,1626,1757,1759,1697
1821,0.6871,1706,1711,1493,1634,1602,1768,1776,1748
1879,0.5378,1745,1750,1493,1621,1655,1803,1776,1773
1863,0.7579,1784,1766,1518,1682,1646,1858,1858,1825
1882,0.8238,1774,1760,1558,1711,1692,1876,1858,1861
1953,0.6599,1814,1785,1570,1723,1691,1897,1893,1884
1947,0.7902,1840,1840,1612,1739,1756,1936,1940,1904
1985,0.8078,1886,1843,1638,1776,1781,1954,1975,1927
2015,0.7781,1886,1860,1636,1798,1799,1960,1969,1981
2053,0.6617,1944,1935,1644,1815,1805,2027,1983,2026
2087,0.7728,1981,1891,1727,1802,1816,2083,2052,2029
2126,1,1996,1945,1741,1904,1854,2067,2065,2081
2142,0.8128,2049,1989,1744,1855,1908,2092,2123,2096
2177,0.8266,2067,1978,1763,1961,1956,2154,2133,2115
2208,0.9281,2129,2034,1812,1966,1987,2222,2212,2169
2258,0.8162,2114,2043,1833,2005,2010,2223,2180,2250
2303,0.8643,2207,2081,1909,2020,2038,2311,2290,2235
2318,0.8621,2208,2147,1891,2097,2013,2323,2349,2334
2402,0.7727,2244,2151,1909,2111,2092,2363,2392,2361
2449,0.7549,2327,2207,2007,2177,2145,2429,2467,2449
2483,0.86,2320,2243,1984,2149,2171,2462,2466,2459
2490,0.9438,2348,2269,2033,2231,2177,2506,2508,2530
2588,0.7927,2400,2309,2073,2241,2232,2546,2536,2581
2615,0.8846,2451,2317,2119,2332,2258,2593,2575,2623
2723,0.7552,2456,2450,2153,2312,2302,2626,2688,2641
2753,0.8614,2530,2412,2175,2378,2338,2685,2698,2688
2849,0.5966,2573,2517,2214,2409,2402,2756,2747,2792
2838,0.8254,2597,2511,2230,2459,2439,2770,2801,2777
2956,0.7628,2670,2592,2279,2536,2488,2837,2850,2849
3022,0.7949,2700,2595,2342,2579,2522,2861,2908,2943
3175,0.462,2745,2702,2432,2617,2605,2937,2965,3045
3217,0.5248,2852,2768,2459,2637,2631,2989,3091,3056
3255,0.6998,2854,2800,2492,2728,2683,3066,3142,3119
3364,0.6269,2913,2890,2516,2799,2735,3100,3201,3184
3443,0.6696,3002,2916,2580,2821,2794,3150,3299,3272
3483,0.7154,3021,2978,2687,2899,2830,3203,3320,3314
3592,0.6626,3060,3047,2724,2964,2848,3319,3383,3395
3728,0.4952,3127,3054,2753,2988,2937,3335,3466,3505
3823,0.5717,3185,3163,2799,3095,3025,3442,3525,3546
3950,0.4977,3237,3266,2866,3124,3010,3526,3608,3660
4055,0.4356,3281,3321,2945,3166,3090,3588,3688,3695
4176,0.4493,3348,3389,3020,3301,3165,3608,3780,3802
4263,0.4547,3394,3462,3033,3332,3210,3714,3853,3895
4407,0.4525,3512,3573,3086,3506,3282,3757,3977,4009
4523,0.3742,3571,3584,3206,3485,3379,3904,4016,4055
4618,0.4865,3638,3714,3231,3579,3453,3956,4144,4189
4745,0.4143,3755,3776,3327,3684,3538,4063,4195,4267
4914,0.3817,3803,3889,3375,3752,3630,4171,4311,4388
5122,0.2698,3842,3958,3492,3836,3698,4258,4444,4536
5185,0.4303,3936,4072,3573,3944,3743,4318,4550,4655
5390,0.3291,4012,4162,3642,4055,3809,4430,4650,4673
5511,0.3948,4122,4191,3682,4110,3909,4468,4748,4814
5660,0.3799,4191,4316,3815,4283,4031,4610,4846,4955
5822,0.4073,4282,4442,3911,4362,4143,4701,4986,5095
6031,0.3232,4379,4549,4001,4449,4200,4827,5108,5216
6189,0.407,4436,4668,4100,4560,4284,4923,5220,5432
6380,0.3867,4542,4814,4203,4703,4452,5079,5364,5520
6621,0.2974,4735,4908,4275,4804,4577,5192,5507,5679
6846,0.3023,4742,5033,4403,4964,4669,5330,5649,5831
7008,0.3449,4961,5140,4513,5090,4795,5411,5812,5955
7234,0.3806,5085,5253,4596,5199,4904,5566,5966,6120
7471,0.3215,5236,5424,4748,5309,5038,5694,6111,6270
7703,0.3909,5330,5515,4861,5499,5166,5826,6286,6496
7892,0.3943,5496,5684,5000,5600,5236,6026,6432,6649
8240,0.3127,5719,5875,5150,5779,5439,6188,6585,6914
8490,0.3336,5870,5987,5302,6001,5582,6333,6793,7125
8732,0.3977,6021,6169,5432,6116,5747,6500,6986,7277
