intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,60372,61023,63755,59967,62780,63278,62864,62237,62325,63545
59827,0.2654,57591,58626,61263,57657,58855,59874,59547,59155,59417,60556
57844,0.2654,55214,56535,57835,55718,56284,57423,57035,56958,57167,57291
55736,0.2654,52847,54614,55907,53806,53729,55549,54799,55087,55443,55261
53660,0.2654,50504,52650,53818,51796,51308,53405,52576,53030,53499,53124
51755,0.2654,48201,50693,51723,49960,48791,51520,50467,51065,51498,50973
49887,0.2654,46118,48991,49836,48099,46532,49647,48438,49292,49673,48989
48131,0.2654,44150,47189,48106,46335,44342,47613,46386,47336,47725,47188
46295,0.2654,41965,45409,46207,44633,42005,45811,44465,45565,46008,45276
44680,0.2654,40004,43772,44446,43048,40099,43993,42469,43787,44385,43420
43007,0.2654,38143,42130,42948,41539,38162,42174,40784,42121,42583,41711
41319,0.2654,36272,40538,41282,39939,36303,40626,39079,40573,40924,39960
39715,0.2654,34478,39045,39815,38546,34473,38902,37377,38885,39287,38304
38314,0.2654,32893,37540,38365,37103,32786,37422,35670,37531,37868,36706
36967,0.2654,31324,36152,37041,35843,31085,35993,34258,36075,36389,35246
35450,0.2654,29839,34831,35687,34482,29726,34505,32629,34509,34870,33780
34143,0.2654,28388,33577,34477,33317,28290,32983,31259,33140,33565,32426
32981,0.2654,26963,32307,33167,32126,26818,31776,29912,31858,32119,31211
31735,0.2654,25782,31130,32037,30855,25590,30569,28601,30694,30769,29857
30638,0.2654,24493,29987,30829,29687,24287,29266,27397,29369,29585,28601
29632,0.2654,23428,28984,29855,28687,23278,28158,26155,28223,28432,27566
28487,0.2654,22213,27814,28679,27536,22239,27011,25045,27153,27168,26386
27379,0.2654,21123,26794,27569,26568,21097,25974,23861,25971,26043,25373
26454,0.2654,20206,25875,26688,25637,20219,24958,22947,24940,24960,24274
25477,0.2654,19199,24934,25725,24627,19258,24048,21883,23863,23866,23333
24609,0.2654,18355,24000,24812,23782,18370,23176,20978,22887,23033,22465
23740,0.2654,17534,23010,23875,22857,17486,22310,20106,22052,22042,21625
22822,0.2654,16706,22228,23100,22084,16794,21486,19295,21111,21016,20763
22083,0.4807,16091,21456,22244,21321,16121,20781,18573,20275,20299,20006
21247,0.4905,15416,20806,21473,20532,15474,20021,17854,19507,19418,19371
20479,0.5008,14692,19942,20614,19724,14672,19269,16985,18666,18651,18521
19755,0.4572,14017,19200,19920,19015,14223,18663,16383,17970,17842,17865
19075,0.4351,13536,18429,19112,18348,13542,17966,15744,17211,17155,17126
18361,0.4492,12954,17801,18385,17587,12959,17240,15099,16489,16381,16425
17791,0.3957,12451,17265,17858,17158,12653,16793,14711,16015,15846,15956
