intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1539,0.1264,1325,1264,1465,1288,1240,1369,1450,1517,1354,1432
1539,0,1306,1320,1495,1285,1253,1388,1458,1565,1424,1436
1533,0.3734,1343,1304,1478,1328,1240,1424,1509,1558,1420,1504
1573,0.0488,1319,1325,1489,1311,1258,1391,1530,1596,1441,1504
1577,0.397,1356,1341,1468,1301,1288,1439,1519,1608,1424,1536
1593,0.1378,1371,1307,1513,1352,1236,1434,1579,1658,1459,1505
1603,0.4256,1364,1344,1556,1324,1290,1447,1570,1652,1513,1548
1623,0.2846,1364,1356,1529,1366,1311,1461,1549,1683,1517,1546
1592,0.6316,1381,1323,1542,1379,1277,1475,1558,1680,1498,1539
1641,0.3291,1416,1352,1558,1375,1284,1476,1609,1730,1537,1570
1655,0.3644,1440,1401,1586,1378,1320,1516,1619,1719,1556,1601
1686,0.2124,1432,1425,1608,1376,1314,1515,1645,1783,1561,1630
1645,0.7958,1445,1415,1622,1444,1285,1550,1661,1763,1568,1660
1704,0.5862,1453,1445,1634,1391,1322,1539,1720,1768,1586,1677
1728,0.3352,1468,1426,1665,1432,1329,1565,1703,1832,1603,1661
1763,0.4835,1483,1459,1696,1431,1349,1607,1759,1833,1645,1694
1743,0.6532,1529,1489,1746,1414,1370,1593,1738,1871,1654,1758
1762,0.6613,1565,1522,1756,1471,1339,1634,1777,1917,1711,1744
1789,0.624,1585,1549,1804,1438,1355,1612,1799,1932,1724,1794
1814,0.6512,1562,1561,1774,1455,1380,1676,1841,1991,1749,1828
1821,0.6871,1574,1596,1881,1419,1400,1674,1868,1980,1734,1857
1879,0.5378,1649,1584,1868,1488,1373,1696,1853,2057,1733,1877
1863,0.7579,1616,1640,1895,1495,1426,1733,1912,2051,1784,1892
1882,0.8238,1662,1633,1900,1536,1371,1751,1966,2086,1827,1905
1953,0.6599,1680,1677,1950,1515,1438,1802,1980,2111,1818,1942
1947,0.7902,1715,1748,1998,1542,1449,1846,1990,2127,1879,2043
1985,0.8078,1747,1768,2003,1509,1531,1832,2029,2180,1862,2009
2015,0.7781,1759,1799,2070,1601,1474,1837,2106,2231,1906,2049
2053,0.6617,1827,1792,2100,1599,1514,1876,2114,2270,1927,2163
2087,0.7728,1798,1851,2144,1625,1510,1933,2147,2309,1978,2135
2126,1,1845,1868,2159,1685,1556,1918,2164,2355,2012,2189
