intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,63036,60161,63454,62302,64192,61900,62935,63339,63718,61936
59827,0.2654,60773,58015,60560,59837,62727,59312,60102,60710,62185,59784
57844,0.2654,58731,56195,58578,57779,58943,57266,58016,58319,58894,57775
55736,0.2654,57235,54324,56893,56230,57088,55638,56374,56751,57253,56220
53660,0.2654,55316,52556,55166,54500,55005,53621,54592,54931,55501,54511
51755,0.2654,53803,50745,53675,52771,53328,51811,52838,53223,53819,52791
49887,0.2654,52232,48992,52026,51080,51711,50047,51296,51650,52475,51217
48131,0.2654,50733,47173,50408,49521,50086,48401,49616,49955,50897,49631
46295,0.2654,49127,45451,48933,47926,48618,46581,47907,48249,49283,48002
44680,0.2654,47583,43929,47431,46268,47048,45013,46344,46840,47990,46515
43007,0.2654,46201,42312,45998,45010,45739,43563,44826,45227,46621,45142
41319,0.2654,44831,40812,44477,43429,44189,42061,43427,43712,45096,43639
39715,0.2654,43484,39365,43192,42063,42924,40461,41963,42385,43893,42355
38314,0.2654,42109,37993,41798,40713,41611,39129,40669,41009,42720,41018
36967,0.2654,40976,36748,40531,39423,40511,37944,39374,39590,41443,39755
35450,0.2654,39718,35493,39286,38226,39377,36613,38030,38381,40085,38507
34143,0.2654,38414,34318,37917,37001,38209,35454,36798,37224,38952,37284
32981,0.2654,37230,33217,36794,35782,37198,34365,35676,35951,37867,36178
31735,0.2654,36076,32185,35672,34722,36193,33268,34514,34774,36746,35064
30638,0.2654,35063,31097,34530,33641,35107,32036,33470,33712,35677,34133
29632,0.2654,33899,30125,33520,32666,34336,31130,32560,32611,34575,33137
28487,0.2654,32923,29082,32324,31657,33278,30079,31476,31484,33519,31993
27379,0.2654,31955,28122,31321,30618,32405,29276,30364,30418,32322,31124
26454,0.2654,31015,27337,30406,29738,31466,28287,29552,29464,31470,30185
25477,0.2654,30038,26429,29271,28843,30656,27382,28692,28400,30465,29298
24609,0.2654,29121,25587,28317,28066,29789,26670,27684,27433,29518,28539
23740,0.2654,28069,24871,27431,27148,28911,25794,26794,26522,28658,27683
22822,0.2654,27343,23965,26594,26454,28183,25135,25953,25618,27739,26754
22083,0.4807,26638,23355,25822,25749,27458,24485,25281,24850,26931,26079
21247,0.4905,25803,22683,25012,25110,26838,23828,24531,24043,26093,25415
20479,0.5008,24907,21853,24199,24349,25905,23105,23652,23132,25182,24528
19755,0.4572,24237,21242,23404,23632,25226,22524,23037,22448,24536,23878
19075,0.4351,23362,20581,22644,22985,24581,21865,22322,21691,23695,23166
18361,0.4492,22696,19956,21924,22433,23816,21251,21646,20975,22909,22530
17791,0.3957,22167,19446,21406,22001,23230,20862,21032,20377,22455,22017
17076,0.4381,21435,18756,20658,21344,22479,20186,20303,19555,21585,21290
16594,0.3612,20756,18288,20200,20908,21990,19808,19773,19174,21103,20817
15949,0.3969,20264,17702,19450,20377,21264,19288,19129,18516,20388,20141
15730,0.2221,20155,17465,19422,20372,21099,19243,19088,18299,20264,20139
14815,0.4207,18991,16556,18333,19308,20084,18315,18050,17218,19110,18991
14316,0.4025,18459,16043,17901,18835,19450,17812,17440,16807,18648,18429
13756,0.4416,17882,15523,17298,18332,18880,17360,17036,16342,18110,18052
13234,0.472,17431,15180,16872,17874,18272,16839,16516,15785,17510,17463
12847,0.4428,16903,14720,16426,17440,17839,16463,16106,15361,17075,17056
12400,0.4556,16388,14245,15912,16914,17302,16038,15625,14817,16554,16644
11982,0.4268,15963,13862,15514,16562,16751,15587,15304,14400,16141,16184
11561,0.444,15495,13416,15143,16113,16297,15237,14870,14104,15691,15806
11115,0.5083,15011,13033,14635,15614,15897,14722,14399,13647,15241,15323
10825,0.4665,14590,12701,14325,15246,15525,14441,14103,13329,14865,14919
10443,0.4611,14192,12332,14006,14848,15042,14045,13739,12995,14446,14634
10178,0.4066,13772,11983,13601,14455,14592,13643,13367,12607,14077,14145
9780,0.4817,13287,11676,13215,14064,14263,13318,13129,12308,13635,13890
9448,0.501,13017,11333,12805,13648,13880,12916,12676,11966,13319,13521
9153,0.5124,12536,10902,12525,13336,13464,12625,12416,11657,12900,13234
8891,0.4762,12230,10637,12200,12896,13165,12200,12088,11400,12621,12801
8503,0.5691,11924,10438,11815,12543,12834,11918,11816,11022,12212,12498
8299,0.4988,11480,10110,11550,12255,12450,11577,11623,10824,11888,12149
8025,0.5476,11151,9869,11190,11894,12145,11260,11264,10532,11617,11951
7765,0.5595,10911,9580,10910,11568,11810,10974,11011,10263,11301,11563
7517,0.5498,10582,9283,10636,11196,11574,10672,10777,10009,11052,11299
7276,0.5866,10232,8982,10294,10962,11332,10415,10491,9728,10638,11014
7054,0.5755,9916,8752,9967,10618,10963,10158,10247,9534,10348,10684
6876,0.5767,9669,8570,9783,10406,10728,9996,10091,9373,10196,10465
6643,0.5667,9371,8288,9477,10129,10430,9663,9810,9127,9887,10231
6415,0.64,9139,8089,9188,9807,10175,9422,9546,8860,9605,9923
6218,0.6125,8864,7853,8937,9531,9912,9226,9371,8678,9308,9714
5942,0.7416,8621,7660,8706,9263,9644,8954,9112,8488,9115,9385
5837,0.673,8362,7433,8544,9097,9410,8771,8906,8279,8839,9192
5589,0.7955,8156,7293,8293,8826,9176,8475,8710,8100,8643,8973
5450,0.7686,7922,7106,8025,8552,9000,8309,8505,7959,8369,8664
5326,0.7487,7690,6939,7811,8317,8743,8135,8308,7782,8244,8513
5153,0.759,7473,6725,7588,8165,8506,7954,8134,7592,7919,8302
4956,0.8547,7289,6529,7363,7929,8361,7795,7929,7417,7777,8098
4828,0.8183,7076,6380,7130,7708,8108,7598,7757,7268,7579,7923
4670,0.9132,6853,6217,7015,7524,7938,7351,7566,7144,7349,7673
4578,0.8548,6670,6077,6760,7287,7711,7218,7359,7010,7161,7503
4433,0.8623,6490,5852,6634,7119,7576,7016,7245,6779,6993,7357
4308,0.9162,6323,5758,6399,6887,7409,6868,7060,6679,6799,7169
4209,0.8745,6222,5629,6250,6752,7242,6736,6896,6485,6674,6980
4072,0.9805,6024,5473,6097,6535,7105,6564,6740,6392,6497,6789
4021,0.8305,5936,5323,5956,6370,6931,6436,6584,6179,6259,6644
3873,1,5714,5178,5698,6241,6754,6290,6404,6048,6160,6470
3768,0.9212,5623,5042,5657,6130,6562,6133,6248,5960,5994,6315
3687,0.9307,5503,4917,5461,5987,6471,6012,6147,5790,5778,6154
3623,0.8828,5335,4830,5390,5802,6336,5915,5979,5701,5688,6044
3534,0.9255,5191,4699,5149,5681,6206,5740,5873,5573,5496,5866
3460,0.9227,4999,4539,5060,5495,6070,5584,5723,5421,5334,5770
3414,0.7851,4916,4471,4956,5386,5931,5512,5570,5320,5206,5576
3288,0.9254,4851,4390,4836,5240,5802,5368,5449,5247,5064,5574
3273,0.8114,4781,4281,4732,5156,5723,5312,5291,5152,4957,5421
3167,0.8832,4580,4168,4609,5012,5517,5163,5208,5022,4801,5282
3120,0.8411,4507,4076,4516,4929,5386,5047,5098,4909,4698,5108
3069,0.7581,4372,3995,4395,4857,5349,4947,5028,4844,4597,5026
2957,0.9017,4265,3853,4272,4754,5161,4880,4853,4697,4471,4881
2940,0.8044,4252,3757,4222,4644,5075,4756,4784,4668,4339,4780
2883,0.7865,4109,3668,4090,4532,4977,4618,4685,4581,4250,4688
2805,0.7958,4093,3604,4049,4466,4837,4542,4561,4451,4137,4566
2825,0.6717,4001,3551,3967,4378,4763,4487,4536,4361,4062,4517
2738,0.728,3870,3496,3914,4333,4675,4382,4470,4280,4007,4369
2696,0.7529,3799,3386,3765,4210,4563,4272,4305,4236,3878,4281
2648,0.6415,3717,3308,3688,4112,4476,4175,4226,4137,3838,4154
2614,0.6685,3631,3239,3662,4055,4348,4046,4088,4049,3737,4090
2555,0.6626,3567,3171,3590,3988,4284,4036,4080,4018,3710,3991
2533,0.6007,3506,3095,3538,3892,4237,3963,3957,3976,3636,3930
2491,0.5804,3414,3080,3475,3851,4126,3881,3867,3862,3532,3860
2474,0.5792,3348,3018,3423,3798,4005,3798,3825,3783,3508,3750
2413,0.5169,3289,3021,3391,3777,3961,3721,3758,3754,3439,3643
2411,0.3694,3263,2915,3283,3656,3889,3694,3639,3728,3414,3640
2364,0.4867,3189,2905,3236,3643,3787,3576,3578,3653,3358,3569
2301,0.5049,3122,2828,3222,3529,3761,3527,3548,3591,3316,3488
