intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,58842,56648,56453,61066,58586,55586,55591,63964
59827,0.2654,56674,54600,54396,58641,56437,53371,53482,60487
57844,0.2654,54648,52487,52339,56530,54290,51312,51324,57643
55736,0.2654,52776,50756,50419,54567,52418,49369,49401,55525
53660,0.2654,50713,48663,48330,52320,50238,47209,47234,53188
51755,0.2654,48763,46835,46387,50216,48214,45436,45227,51097
49887,0.2654,46874,44956,44667,48206,46177,43567,43445,49111
48131,0.2654,45153,43292,42864,46360,44534,41736,41626,47264
46295,0.2654,43430,41556,41021,44532,42614,40075,39837,45300
44680,0.2654,41717,39857,39380,42716,40763,38287,38230,43338
43007,0.2654,40207,38285,37738,40892,39229,36833,36527,41729
41319,0.2654,38686,36773,36309,39289,37477,35367,34824,39962
39715,0.2654,37226,35287,34643,37618,35958,33878,33491,38391
38314,0.2654,35773,33891,33316,36069,34417,32469,32004,36836
36967,0.2654,34545,32416,32039,34520,33043,31229,30751,35422
35450,0.2654,33230,31130,30687,33155,31604,29978,29424,33834
34143,0.2654,31945,29912,29516,31927,30267,28734,28070,32558
32981,0.2654,30839,28745,28321,30498,29165,27558,27018,31245
31735,0.2654,29582,27680,27194,29277,27944,26458,25816,30038
30638,0.2654,28528,26456,26058,28015,26831,25397,24697,28837
29632,0.2654,27501,25425,25087,27093,25785,24421,23768,27741
28487,0.2654,26388,24400,24082,25858,24706,23379,22651,26514
27379,0.2654,25468,23342,23068,24872,23657,22421,21752,25454
26454,0.2654,24521,22425,22159,23807,22753,21501,20822,24513
25477,0.2654,23616,21468,21185,22891,21780,20687,19877,23484
24609,0.2654,22832,20573,20443,21929,21009,19824,19145,22501
23740,0.2654,21875,19757,19649,21093,20198,18918,18307,21652
22822,0.2654,21211,18962,18778,20236,19367,18300,17590,20686
22083,0.4807,20438,18230,18018,19513,18697,17586,16941,20046
21247,0.4905,19739,17477,17483,18817,17939,16908,16300,19211
20479,0.5008,18932,16835,16591,18028,17242,16158,15497,18422
19755,0.4572,18340,16131,15988,17315,16567,15577,14894,17691
19075,0.4351,17579,15457,15325,16560,15945,14896,14238,17005
18361,0.4492,16947,14791,14638,15823,15296,14302,13734,16292
17791,0.3957,16439,14291,14190,15445,14852,13945,13295,15728
17076,0.4381,15813,13618,13494,14699,14220,13200,12722,15134
16594,0.3612,15365,13134,13106,14204,13718,12862,12295,14537
15949,0.3969,14741,12646,12549,13716,13190,12329,11834,14026
15730,0.2221,14513,12429,12237,13476,12967,12144,11602,13751
14815,0.4207,13691,11634,11463,12613,12204,11435,10927,12937
14316,0.4025,13185,11169,11027,12109,11713,10944,10427,12437
13756,0.4416,12697,10743,10605,11612,11324,10585,10163,12052
13234,0.472,12299,10307,10167,11203,10896,10198,9759,11545
12847,0.4428,11767,9975,9751,10821,10542,9806,9424,11167
12400,0.4556,11435,9571,9435,10382,10103,9492,9087,10798
11982,0.4268,10999,9264,9041,10095,9810,9144,8739,10405
11561,0.444,10672,8921,8760,9679,9430,8836,8462,9976
11115,0.5083,10285,8653,8377,9256,9066,8470,8188,9616
10825,0.4665,9872,8295,8074,8984,8787,8196,7914,9355
10443,0.4611,9531,8005,7798,8657,8405,7889,7640,9016
10178,0.4066,9255,7741,7605,8363,8134,7624,7464,8736
9780,0.4817,8826,7477,7308,8101,7918,7431,7174,8414
9448,0.501,8619,7222,7053,7793,7595,7152,6986,8171
9153,0.5124,8208,6935,6892,7580,7395,6916,6706,7869
8891,0.4762,7966,6772,6628,7293,7078,6656,6543,7550
8503,0.5691,7656,6542,6436,7041,6821,6401,6260,7335
8299,0.4988,7444,6310,6227,6844,6646,6240,6103,7101
8025,0.5476,7154,6105,5991,6588,6441,6066,5907,6802
7765,0.5595,6898,5870,5839,6400,6188,5790,5775,6601
7517,0.5498,6708,5722,5678,6163,6032,5652,5563,6366
7276,0.5866,6492,5509,5457,6016,5783,5396,5375,6167
7054,0.5755,6311,5374,5364,5811,5618,5269,5206,5946
6876,0.5767,6086,5205,5210,5688,5475,5174,5096,5789
6643,0.5667,5886,5002,5088,5465,5313,4917,4911,5551
6415,0.64,5706,4855,4945,5304,5088,4785,4770,5377
6218,0.6125,5528,4683,4785,5116,4964,4554,4600,5135
5942,0.7416,5369,4577,4635,4964,4774,4463,4503,5038
5837,0.673,5236,4463,4499,4819,4668,4355,4339,4836
5589,0.7955,5072,4326,4396,4646,4485,4201,4248,4706
5450,0.7686,4976,4156,4324,4543,4355,4084,4124,4528
5326,0.7487,4799,4073,4196,4397,4256,3981,4017,4392
5153,0.759,4689,4012,4085,4287,4108,3866,3884,4294
4956,0.8547,4522,3859,3947,4155,4024,3736,3806,4141
4828,0.8183,4392,3769,3832,3984,3824,3634,3676,3978
4670,0.9132,4307,3632,3714,3881,3792,3530,3561,3885
4578,0.8548,4184,3533,3628,3746,3641,3360,3513,3742
4433,0.8623,4096,3487,3596,3633,3561,3338,3404,3642
4308,0.9162,3983,3373,3483,3579,3484,3249,3312,3531
4209,0.8745,3896,3283,3363,3426,3391,3211,3232,3361
4072,0.9805,3795,3151,3274,3381,3270,3065,3101,3299
4021,0.8305,3658,3107,3208,3288,3171,3025,3052,3241
3873,1,3634,3018,3136,3203,3103,2892,3048,3131
3768,0.9212,3503,2948,3027,3112,3047,2840,2961,3006
3687,0.9307,3397,2825,2976,3019,2912,2729,2817,2978
3623,0.8828,3323,2833,2906,2994,2912,2711,2814,2846
3534,0.9255,3272,2733,2844,2891,2762,2606,2724,2800
3460,0.9227,3156,2674,2785,2748,2761,2569,2647,2693
3414,0.7851,3111,2628,2697,2727,2637,2500,2587,2630
3288,0.9254,3008,2560,2642,2662,2603,2463,2560,2558
3273,0.8114,2957,2527,2590,2621,2560,2431,2474,2515
3167,0.8832,2913,2386,2479,2528,2483,2350,2441,2456
3120,0.8411,2823,2328,2432,2470,2432,2301,2374,2388
3069,0.7581,2765,2359,2388,2427,2343,2253,2338,2304
2957,0.9017,2738,2284,2360,2356,2294,2181,2329,2240
2940,0.8044,2611,2227,2246,2293,2255,2116,2213,2212
2883,0.7865,2583,2215,2219,2263,2209,2071,2192,2168
2805,0.7958,2555,2133,2204,2187,2141,2025,2166,2068
2825,0.6717,2485,2081,2130,2172,2127,2046,2116,2051
2738,0.728,2425,2071,2060,2128,2067,1987,2076,2016
2696,0.7529,2355,2042,2008,2087,2030,1937,2038,1929
2648,0.6415,2312,1952,2041,2055,1987,1917,1991,1904
2614,0.6685,2233,1927,1975,2009,1928,1871,1989,1844
2555,0.6626,2259,1906,1910,1951,1861,1837,1956,1762
2533,0.6007,2193,1878,1891,1926,1870,1748,1914,1802
2491,0.5804,2117,1834,1887,1891,1831,1785,1873,1744
2474,0.5792,2078,1819,1830,1843,1756,1721,1856,1684
2413,0.5169,2029,1730,1782,1813,1725,1674,1791,1705
2411,0.3694,2034,1737,1752,1751,1718,1658,1739,1670
2364,0.4867,2014,1734,1735,1752,1688,1636,1769,1607
2301,0.5049,1942,1697,1695,1683,1646,1612,1692,1575
2294,0.4926,1918,1657,1695,1683,1633,1554,1659,1546
