intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,62073,54175,60148,64195,58444,62075,63825,61505
59827,0.2654,59373,51954,57981,60643,56501,59438,60678,59032
57844,0.2654,56776,49810,55741,58161,54402,57236,57992,57060
55736,0.2654,54636,47895,53675,55969,52451,55479,55957,55257
53660,0.2654,52167,45692,51461,53620,50336,53349,53862,53081
51755,0.2654,49954,43909,49378,51526,48315,51437,51795,51190
49887,0.2654,47750,41931,47492,49423,46478,49680,49916,49461
48131,0.2654,45733,40285,45496,47363,44512,47840,48137,47799
46295,0.2654,43585,38507,43656,45321,42632,46200,46091,45803
44680,0.2654,41651,36805,41802,43307,40959,44362,44440,44097
43007,0.2654,39846,35263,40156,41486,39275,42739,42717,42392
41319,0.2654,38063,33739,38453,39672,37550,41113,41062,40846
39715,0.2654,36269,32264,36922,37973,36046,39438,39303,39288
38314,0.2654,34673,30898,35475,36303,34521,38031,37786,37751
36967,0.2654,33123,29568,33963,34743,33050,36569,36446,36242
35450,0.2654,31590,28363,32502,33182,31707,35134,34928,34865
34143,0.2654,30104,27185,31171,31684,30397,33680,33605,33487
32981,0.2654,28734,26077,29866,30282,29021,32387,32377,32163
31735,0.2654,27418,24976,28785,28963,27861,31126,30964,30917
30638,0.2654,26260,23941,27510,27755,26730,29899,29769,29675
29632,0.2654,25021,23023,26440,26615,25668,28764,28784,28516
28487,0.2654,23895,22039,25307,25343,24674,27491,27516,27411
27379,0.2654,22751,21101,24319,24283,23575,26420,26526,26209
26454,0.2654,21751,20283,23273,23252,22649,25437,25475,25210
25477,0.2654,20639,19373,22373,22145,21735,24309,24385,24186
24609,0.2654,19702,18593,21498,21295,20820,23346,23468,23264
23740,0.2654,18823,17766,20422,20433,19963,22414,22580,22286
22822,0.2654,17968,17056,19688,19608,19179,21481,21681,21305
22083,0.4807,17191,16337,18912,19017,18439,20689,20853,20549
21247,0.4905,16376,15703,18043,18104,17748,19812,20172,19752
20479,0.5008,15584,14968,17256,17358,17032,19032,19351,18928
19755,0.4572,14851,14359,16564,16652,16312,18233,18574,18188
19075,0.4351,14258,13712,15820,16029,15666,17497,17923,17534
18361,0.4492,13520,13039,15127,15429,15025,16746,17119,16857
17791,0.3957,12953,12591,14531,14812,14483,16187,16624,16289
17076,0.4381,12320,11988,13825,14216,13844,15424,15973,15584
16594,0.3612,11727,11480,13342,13776,13315,14864,15341,15068
15949,0.3969,11234,10972,12731,13274,12807,14259,14797,14468
15730,0.2221,10867,10808,12381,12960,12508,13989,14460,14276
14815,0.4207,10126,9990,11574,12199,11733,13104,13674,13378
14316,0.4025,9639,9510,11069,11755,11226,12567,13225,12939
13756,0.4416,9135,9073,10442,11318,10741,12084,12767,12494
13234,0.472,8707,8713,10058,10833,10302,11538,12264,11970
12847,0.4428,8274,8267,9670,10467,9865,11099,11776,11624
12400,0.4556,7851,7844,9233,10102,9405,10605,11356,11184
11982,0.4268,7498,7533,8827,9716,9041,10269,10958,10789
11561,0.444,7157,7241,8444,9304,8629,9828,10569,10462
11115,0.5083,6782,6849,7980,8946,8299,9402,10177,10147
10825,0.4665,6519,6543,7687,8650,7874,9078,9886,9806
10443,0.4611,6254,6236,7404,8300,7593,8736,9537,9438
10178,0.4066,5984,5967,7077,7974,7314,8399,9217,9111
9780,0.4817,5651,5738,6769,7683,7010,8141,8819,8814
9448,0.501,5476,5424,6530,7419,6692,7848,8612,8528
9153,0.5124,5196,5227,6270,7173,6442,7582,8295,8275
8891,0.4762,5018,4993,5976,6868,6194,7257,8019,8039
8503,0.5691,4831,4729,5725,6546,5956,7096,7820,7657
8299,0.4988,4641,4547,5545,6350,5695,6837,7523,7484
8025,0.5476,4479,4420,5299,6148,5492,6617,7268,7232
7765,0.5595,4296,4251,5066,5871,5305,6408,7107,7013
7517,0.5498,4147,4086,4989,5719,5070,6249,6790,6751
7276,0.5866,3966,3923,4758,5516,4980,6014,6612,6567
7054,0.5755,3855,3819,4564,5361,4799,5859,6408,6356
6876,0.5767,3689,3736,4469,5142,4631,5704,6227,6230
6643,0.5667,3584,3581,4295,5015,4513,5517,6034,6004
6415,0.64,3492,3509,4193,4775,4333,5414,5834,5817
6218,0.6125,3373,3372,3997,4667,4257,5242,5621,5676
5942,0.7416,3235,3300,3891,4512,4086,5142,5482,5518
5837,0.673,3146,3164,3730,4379,3980,4943,5312,5359
5589,0.7955,3068,3149,3650,4278,3911,4867,5124,5196
5450,0.7686,2955,3001,3536,4139,3804,4737,5000,5104
5326,0.7487,2882,2971,3444,3984,3701,4543,4830,4928
5153,0.759,2773,2824,3339,3849,3619,4487,4733,4763
4956,0.8547,2709,2787,3240,3772,3506,4354,4568,4652
4828,0.8183,2606,2705,3164,3675,3390,4297,4442,4503
4670,0.9132,2581,2657,3127,3554,3335,4177,4426,4405
