intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,62226,62384,61913,63534,63622,63592,62905,63113,63990,60545
59827,0.2654,59405,59601,59333,60185,60575,60933,59840,60017,63478,58533
57844,0.2654,57558,57577,57371,57901,58107,58233,57791,57751,58720,56867
55736,0.2654,55679,55858,55541,56028,56323,56532,56083,55953,56806,55318
53660,0.2654,53798,53929,53782,54119,54271,54758,54105,54029,54776,53481
51755,0.2654,51935,52168,52107,52255,52549,52770,52165,52201,52839,51703
49887,0.2654,50282,50517,50326,50469,50886,51077,50478,50384,51119,50180
48131,0.2654,48535,48802,48614,48761,49191,49563,48777,48651,49168,48568
46295,0.2654,47008,47096,46891,46973,47434,47924,47084,46944,47509,47047
44680,0.2654,45398,45505,45223,45416,45997,46473,45413,45255,45864,45505
43007,0.2654,43817,43885,43867,43917,44405,44853,43868,43595,44144,44010
41319,0.2654,42385,42352,42421,42383,42915,43346,42262,42004,42660,42694
39715,0.2654,40960,40979,40822,40871,41457,41982,40789,40362,41021,41243
38314,0.2654,39544,39340,39568,39392,40097,40558,39369,38974,39556,39928
36967,0.2654,38334,38097,38233,38104,38873,39253,38102,37488,38226,38723
35450,0.2654,37009,36765,36978,36881,37503,38044,36695,36076,36788,37297
34143,0.2654,35770,35452,35716,35539,36330,36734,35362,34693,35412,36192
32981,0.2654,34669,34218,34566,34259,35008,35709,34034,33355,34162,34921
31735,0.2654,33427,33062,33436,33293,33872,34529,32945,32046,32921,33713
30638,0.2654,32392,31990,32376,32146,32786,33305,31770,30864,31755,32796
29632,0.2654,31380,30865,31414,31111,31786,32268,30710,29653,30642,31666
28487,0.2654,30171,29693,30217,30086,30753,31370,29669,28455,29489,30639
27379,0.2654,29282,28666,29252,29046,29779,30231,28571,27223,28427,29647
26454,0.2654,28336,27712,28336,28206,28849,29341,27531,26154,27431,28721
25477,0.2654,27372,26764,27489,27235,27869,28344,26677,25102,26428,27698
24609,0.2654,26634,25749,26611,26439,27044,27598,25717,24090,25472,26800
23740,0.2654,25730,24937,25717,25556,26185,26563,24836,22959,24681,25928
22822,0.2654,24793,23981,24945,24726,25348,25793,23997,22148,23842,25043
22083,0.4807,24105,23319,24083,24063,24659,25075,23172,21196,23136,24280
21247,0.4905,23409,22463,23421,23392,23979,24305,22390,20435,22383,23546
20479,0.5008,22593,21626,22699,22591,23186,23400,21596,19477,21408,22671
19755,0.4572,21889,20986,21904,21930,22478,22721,20797,18712,20796,21894
19075,0.4351,21211,20287,21208,21231,21776,22005,20136,17915,20161,21161
18361,0.4492,20560,19514,20554,20749,21021,21409,19572,17227,19445,20520
17791,0.3957,20021,19029,20025,20174,20451,20820,18942,16627,18929,19934
17076,0.4381,19304,18273,19311,19527,19789,20061,18297,15896,18337,19220
16594,0.3612,18813,17716,18837,19028,19320,19571,17747,15365,17788,18571
15949,0.3969,18220,17212,18172,18458,18688,18884,17089,14779,17226,17918
15730,0.2221,18020,17018,18110,18344,18541,18828,16967,14608,17058,17730
14815,0.4207,17122,15986,17078,17362,17550,17748,15985,13755,16133,16736
14316,0.4025,16539,15495,16579,16926,17001,17259,15394,13221,15585,16157
13756,0.4416,16104,14988,16089,16405,16536,16697,14988,12875,15123,15581
13234,0.472,15477,14479,15594,16014,16012,16148,14461,12483,14706,14937
12847,0.4428,15100,14028,14984,15528,15543,15701,13998,12094,14292,14535
12400,0.4556,14632,13603,14628,15097,15119,15226,13646,11800,13819,14085
11982,0.4268,14271,13166,14271,14743,14739,14782,13164,11496,13417,13604
11561,0.444,13830,12722,13836,14263,14200,14371,12837,11186,13058,13136
11115,0.5083,13342,12307,13385,13943,13792,13895,12389,10874,12626,12699
10825,0.4665,12969,11954,13012,13607,13462,13531,12040,10637,12295,12275
10443,0.4611,12626,11523,12647,13260,13090,13161,11641,10319,11939,11859
10178,0.4066,12297,11232,12323,12859,12678,12746,11309,10158,11608,11512
9780,0.4817,11916,10822,11923,12534,12264,12384,10972,9885,11242,11127
9448,0.501,11551,10546,11642,12142,11961,11946,10642,9649,10912,10661
9153,0.5124,11217,10198,11281,11911,11658,11636,10363,9436,10623,10369
8891,0.4762,10899,9910,11002,11592,11260,11334,10089,9170,10297,9967
8503,0.5691,10522,9627,10546,11297,11026,10976,9782,8902,9994,9716
8299,0.4988,10314,9366,10369,11006,10647,10682,9503,8775,9748,9385
8025,0.5476,10003,9101,10112,10670,10387,10370,9217,8490,9364,9102
7765,0.5595,9763,8727,9761,10428,10084,10126,8978,8317,9171,8727
7517,0.5498,9447,8545,9501,10140,9801,9792,8750,8065,8893,8483
7276,0.5866,9167,8270,9283,9893,9473,9521,8481,7887,8647,8194
7054,0.5755,8908,7987,9049,9548,9275,9227,8226,7694,8442,7958
6876,0.5767,8678,7836,8816,9437,9038,9049,8069,7420,8182,7715
6643,0.5667,8425,7557,8583,9108,8710,8740,7820,7249,7982,7390
6415,0.64,8223,7356,8315,8888,8495,8520,7523,7092,7736,7155
6218,0.6125,7985,7168,8147,8656,8295,8306,7357,6848,7495,6946
