intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,64354,63975,59034,62047,62703,60798,62613,64156
59827,0.2654,64011,61455,57389,59913,60080,58448,59895,62672
57844,0.2654,59086,58648,55662,58189,57984,56652,57965,58714
55736,0.2654,57444,56920,54270,56674,56242,55061,56259,57082
53660,0.2654,55488,55011,52646,55060,54481,53071,54298,55169
51755,0.2654,53663,53434,50897,53384,52690,51329,52652,53406
49887,0.2654,51976,51734,49401,51815,51067,49652,50963,51744
48131,0.2654,50483,50080,47945,50275,49430,47917,49492,50033
46295,0.2654,48772,48394,46403,48741,47966,46282,47819,48431
44680,0.2654,47206,46908,44940,47261,46342,44607,46165,46816
43007,0.2654,45750,45342,43556,45778,44909,43117,44723,45412
41319,0.2654,44270,43928,42157,44377,43535,41521,43289,43983
39715,0.2654,42798,42376,40832,42928,42131,40189,41739,42551
38314,0.2654,41407,41088,39642,41630,40963,38638,40409,41147
36967,0.2654,40254,39698,38303,40292,39749,37381,39041,39920
35450,0.2654,38937,38306,37227,38928,38447,36143,37646,38556
34143,0.2654,37734,37213,36046,37787,37338,34840,36380,37483
32981,0.2654,36493,36010,34926,36652,36175,33708,35234,36265
31735,0.2654,35418,34710,33964,35572,35161,32620,34004,35132
30638,0.2654,34252,33630,32993,34466,33954,31572,32848,33913
29632,0.2654,33089,32505,32011,33449,33087,30461,31757,33154
28487,0.2654,32014,31367,31079,32422,32015,29511,30574,31948
27379,0.2654,31033,30309,30109,31445,30972,28522,29463,30931
26454,0.2654,30100,29499,29190,30472,30074,27529,28576,29971
25477,0.2654,28999,28412,28197,29531,29086,26637,27545,29065
24609,0.2654,28102,27548,27443,28685,28090,25791,26603,28140
23740,0.2654,27189,26656,26572,27773,27222,24869,25711,27217
22822,0.2654,26267,25901,25851,26973,26364,24235,24901,26556
22083,0.4807,25556,25123,25167,26319,25539,23522,24120,25843
21247,0.4905,24740,24366,24442,25531,24771,22743,23390,25106
20479,0.5008,23894,23536,23518,24715,23961,22044,22491,24316
19755,0.4572,23199,22901,22893,23949,23067,21328,21893,23524
19075,0.4351,22424,22183,22241,23282,22369,20652,21218,22783
18361,0.4492,21629,21432,21550,22609,21588,19944,20577,22217
17791,0.3957,21150,20994,20968,22094,21000,19630,20055,21625
17076,0.4381,20459,20328,20232,21357,20169,18928,19276,20871
16594,0.3612,19849,19724,19655,20783,19564,18424,18875,20308
15949,0.3969,19249,19167,19079,20276,18912,17970,18227,19754
15730,0.2221,19207,19033,19022,20028,18737,17844,18099,19638
14815,0.4207,18100,18020,17933,19002,17658,16898,17059,18507
14316,0.4025,17547,17442,17395,18502,17207,16436,16692,17989
13756,0.4416,17042,16992,16822,17928,16678,15937,16093,17409
13234,0.472,16635,16433,16351,17381,16057,15462,15680,16926
12847,0.4428,16135,15929,15843,16911,15535,15047,15232,16368
12400,0.4556,15614,15505,15365,16430,15157,14617,14753,15810
11982,0.4268,15216,14991,14882,15951,14614,14227,14335,15457
11561,0.444,14787,14616,14448,15524,14273,13764,13974,14942
11115,0.5083,14318,14149,13918,15061,13725,13390,13582,14501
10825,0.4665,13963,13807,13607,14646,13387,13010,13155,14114
10443,0.4611,13512,13440,13194,14207,12937,12634,12855,13674
10178,0.4066,13154,12976,12759,13817,12628,12319,12382,13218
9780,0.4817,12773,12629,12370,13432,12270,11938,12101,12826
9448,0.501,12393,12233,12033,12993,11888,11596,11666,12498
9153,0.5124,12137,11886,11624,12681,11533,11299,11392,12211
8891,0.4762,11820,11532,11279,12315,11156,10965,11029,11815
8503,0.5691,11392,11160,10929,12008,10885,10561,10712,11396
8299,0.4988,11096,10900,10637,11569,10592,10352,10432,11106
8025,0.5476,10817,10576,10275,11276,10253,9983,10161,10820
7765,0.5595,10514,10225,9971,10877,9970,9691,9876,10490
7517,0.5498,10285,9937,9640,10581,9688,9423,9642,10157
