intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9
62114,0.2654,60879,63863,58347,60096,62267,62241,63783,62275,62569
59827,0.2654,58288,61057,56028,57423,59075,59211,61584,59483,59656
57844,0.2654,56064,57827,53584,54964,56716,56891,57978,57219,57640
55736,0.2654,54156,55899,51428,52708,54376,55010,56017,55350,55971
53660,0.2654,51825,53738,49116,50217,52183,53006,53947,53436,53858
51755,0.2654,49865,51696,46862,47905,49966,50890,52030,51434,52312
49887,0.2654,47850,49785,44944,45614,47920,49001,50202,49732,50516
48131,0.2654,45927,47946,42945,43545,46004,47164,48343,47855,48926
46295,0.2654,44127,46022,40792,41460,44024,45408,46629,46211,47180
44680,0.2654,42091,44204,38938,39463,42079,43566,44749,44529,45582
43007,0.2654,40440,42581,37150,37509,40300,41870,43236,43036,44140
41319,0.2654,38768,40859,35425,35607,38448,40189,41635,41547,42520
39715,0.2654,37223,39138,33748,33846,36792,38668,40067,40018,41267
38314,0.2654,35593,37686,32171,32145,35197,37151,38506,38577,39717
36967,0.2654,34309,36112,30718,30522,33615,35801,37142,37328,38450
35450,0.2654,32791,34704,29217,29027,32081,34374,35812,35913,37144
34143,0.2654,31420,33279,27969,27580,30733,33012,34473,34615,35897
32981,0.2654,30228,32032,26560,26098,29314,31927,33159,33349,34680
31735,0.2654,29035,30795,25426,24794,28165,30567,32099,32160,33456
30638,0.2654,27937,29525,24222,23569,26829,29377,30759,31019,32348
29632,0.2654,26730,28391,23185,22487,25622,28379,29789,30044,31316
28487,0.2654,25638,27190,22102,21223,24459,27166,28566,28901,30199
27379,0.2654,24620,26086,21053,20185,23467,26231,27480,27853,29123
26454,0.2654,23707,25078,20078,19169,22313,25249,26450,26951,28262
25477,0.2654,22818,24002,19192,18177,21337,24269,25474,25926,27137
24609,0.2654,21808,22987,18422,17254,20471,23269,24536,25094,26252
23740,0.2654,20953,22103,17533,16332,19446,22398,23598,24119,25428
22822,0.2654,20181,21255,16731,15529,18659,21665,22712,23288,24569
22083,0.4807,19492,20465,16018,14783,17766,20859,21952,22563,23692
21247,0.4905,18716,19706,15355,14062,17088,20128,21230,21853,23097
20479,0.5008,17921,18843,14589,13199,16229,19310,20421,20906,22142
19755,0.4572,17215,18125,13994,12528,15523,18687,19740,20333,21477
19075,0.4351,16586,17352,13362,12008,14822,17927,18959,19577,20695
18361,0.4492,15962,16641,12749,11327,14126,17199,18253,18851,19945
17791,0.3957,15509,15992,12290,10778,13602,16773,17787,18359,19455
17076,0.4381,14864,15331,11669,10199,12930,16082,17040,17672,18648
16594,0.3612,14295,14793,11226,9739,12429,15548,16507,17213,18056
15949,0.3969,13780,14177,10745,9277,11913,15061,16023,16588,17465
15730,0.2221,13636,13855,10459,8884,11599,14754,15785,16474,17403
14815,0.4207,12756,12959,9825,8291,10806,13929,14898,15490,16277
14316,0.4025,12286,12515,9312,7937,10350,13407,14417,14946,15763
13756,0.4416,11874,12030,8954,7546,9906,13056,13830,14507,15264
13234,0.472,11505,11513,8581,7178,9477,12461,13414,14061,14722
12847,0.4428,11030,11096,8188,6850,9172,12149,12973,13574,14298
12400,0.4556,10663,10613,7898,6494,8780,11708,12542,13105,13826
11982,0.4268,10231,10274,7599,6187,8320,11238,12152,12791,13293
11561,0.444,9836,9820,7246,5911,8019,10926,11645,12326,12912
11115,0.5083,9515,9475,6934,5610,7637,10520,11351,11925,12476
10825,0.4665,9223,9021,6629,5374,7397,10115,10994,11608,12036
10443,0.4611,8901,8716,6380,5143,7085,9875,10630,11238,11639
10178,0.4066,8634,8367,6162,4924,6806,9533,10427,10914,11385
9780,0.4817,8272,8135,5878,4697,6530,9209,9991,10594,10934
9448,0.501,8060,7844,5643,4467,6258,8920,9735,10280,10592
9153,0.5124,7739,7598,5446,4282,6037,8637,9489,9973,10292
8891,0.4762,7467,7310,5219,4145,5761,8353,9157,9659,9959
8503,0.5691,7237,6980,5021,3978,5566,8160,8855,9339,9638
8299,0.4988,6944,6697,4841,3774,5378,7892,8652,9077,9258
8025,0.5476,6758,6472,4666,3646,5152,7648,8364,8771,9041
7765,0.5595,6553,6197,4516,3498,4972,7425,8137,8598,8763
7517,0.5498,6312,6024,4286,3374,4775,7153,7889,8301,8510
7276,0.5866,6085,5782,4126,3189,4621,6963,7702,8015,8231
7054,0.5755,5957,5624,3994,3110,4449,6742,7492,7871,7940
6876,0.5767,5725,5466,3849,3011,4318,6526,7303,7621,7762
6643,0.5667,5500,5247,3743,2912,4136,6323,7059,7362,7529
6415,0.64,5384,5045,3561,2806,3979,6184,6849,7151,7273
6218,0.6125,5181,4820,3422,2700,3845,5982,6672,6966,7089
5942,0.7416,5056,4756,3282,2627,3740,5815,6494,6761,6867
5837,0.673,4901,4560,3181,2551,3616,5608,6348,6606,6665
5589,0.7955,4710,4438,3085,2426,3533,5444,6167,6380,6470
5450,0.7686,4577,4260,3000,2377,3396,5286,6015,6194,6311
5326,0.7487,4418,4138,2909,2294,3306,5139,5825,6029,6163
5153,0.759,4318,4030,2758,2250,3176,5004,5697,5792,6005
4956,0.8547,4160,3890,2690,2140,3101,4887,5537,5739,5801
4828,0.8183,4089,3764,2640,2129,3007,4764,5433,5486,5628
4670,0.9132,3955,3632,2527,2039,2893,4608,5266,5353,5516
4578,0.8548,3841,3490,2404,1982,2822,4482,5125,5207,5380
4433,0.8623,3728,3399,2389,1936,2749,4327,5032,5061,5189
4308,0.9162,3597,3297,2305,1862,2668,4224,4853,4898,5079
4209,0.8745,3511,3197,2221,1851,2596,4136,4762,4825,4935
4072,0.9805,3439,3117,2163,1783,2515,4019,4657,4685,4798
4021,0.8305,3328,2998,2128,1766,2492,3906,4537,4562,4698
3873,1,3222,2919,2075,1697,2415,3777,4404,4465,4580
3768,0.9212,3217,2841,2030,1677,2334,3684,4327,4296,4459
3687,0.9307,3099,2772,1958,1634,2244,3579,4169,4235,4384
3623,0.8828,3022,2672,1924,1583,2230,3529,4143,4146,4265
3534,0.9255,2951,2605,1867,1529,2142,3441,4050,3991,4188
3460,0.9227,2811,2539,1801,1537,2134,3356,3897,3933,4088
3414,0.7851,2799,2463,1789,1513,2081,3311,3818,3829,3987
3288,0.9254,2725,2441,1732,1450,2036,3142,3771,3744,3936
3273,0.8114,2663,2355,1704,1441,1999,3124,3674,3662,3835
3167,0.8832,2574,2334,1665,1412,1970,3027,3622,3572,3758
3120,0.8411,2503,2220,1643,1348,1909,2988,3527,3485,3643
3069,0.7581,2478,2199,1600,1355,1855,2921,3460,3413,3540
2957,0.9017,2425,2106,1525,1298,1812,2814,3386,3316,3504
2940,0.8044,2368,2083,1554,1284,1777,2785,3274,3250,3392
2883,0.7865,2313,2050,1500,1268,1726,2699,3228,3162,3334
2805,0.7958,2248,2002,1437,1286,1718,2629,3171,3145,3269
2825,0.6717,2198,1947,1419,1253,1699,2589,3122,3047,3192
2738,0.728,2156,1899,1424,1195,1663,2558,3005,2988,3187
2696,0.7529,2128,1844,1408,1251,1631,2458,2990,2934,3091
2648,0.6415,2082,1812,1345,1159,1583,2446,2918,2872,3033
2614,0.6685,2036,1759,1339,1177,1558,2373,2831,2814,2973
2555,0.6626,1987,1738,1314,1173,1526,2319,2807,2729,2922
2533,0.6007,1946,1735,1299,1178,1543,2284,2730,2733,2858
2491,0.5804,1947,1672,1239,1127,1501,2266,2676,2662,2786
2474,0.5792,1861,1659,1245,1117,1494,2169,2633,2612,2775
2413,0.5169,1815,1608,1243,1090,1439,2139,2556,2586,2752
2411,0.3694,1795,1587,1239,1117,1442,2133,2550,2509,2672
2364,0.4867,1753,1527,1194,1091,1410,2115,2495,2502,2598
2301,0.5049,1722,1532,1173,1068,1372,2057,2448,2448,2587
2294,0.4926,1711,1540,1157,1077,1365,2004,2416,2422,2520
2308,0.28,1666,1469,1126,1091,1322,1936,2357,2377,2416
2215,0.388,1625,1427,1121,1047,1358,1961,2311,2324,2452
2208,0.441,1623,1438,1127,1042,1328,1918,2283,2284,2403
2175,0.3791,1567,1393,1128,1020,1292,1883,2211,2245,2336
2169,0.2113,1594,1367,1142,1025,1285,1868,2230,2196,2337
