intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8
1539,0.1264,1312,2027,2028,1887,1743,1855,2028,2000
1539,0,1294,2071,2015,1911,1801,1876,2019,1996
1533,0.3734,1322,2121,2063,1928,1800,1877,2042,2054
1573,0.0488,1363,2105,2094,1961,1837,1930,2078,2051
1577,0.397,1340,2177,2069,1966,1844,1937,2102,2124
1593,0.1378,1350,2143,2116,1965,1825,1990,2119,2138
1603,0.4256,1355,2190,2173,2028,1882,2006,2182,2172
1623,0.2846,1379,2205,2181,2072,1930,2006,2201,2211
1592,0.6316,1397,2247,2199,2064,1924,2038,2206,2264
1641,0.3291,1389,2302,2222,2073,1937,2062,2259,2241
1655,0.3644,1394,2281,2248,2122,1979,2116,2295,2297
1686,0.2124,1401,2312,2292,2126,1972,2127,2365,2315
1645,0.7958,1447,2355,2332,2179,1992,2133,2363,2353
1704,0.5862,1435,2360,2309,2185,2049,2167,2383,2395
1728,0.3352,1429,2413,2401,2224,2086,2229,2396,2423
1763,0.4835,1443,2449,2427,2240,2059,2262,2453,2460
1743,0.6532,1468,2453,2434,2277,2097,2272,2460,2534
1762,0.6613,1507,2485,2485,2315,2133,2291,2515,2517
1789,0.624,1537,2502,2461,2365,2154,2375,2589,2575
1814,0.6512,1553,2519,2543,2357,2198,2408,2576,2610
1821,0.6871,1562,2590,2577,2411,2187,2400,2624,2678
1879,0.5378,1569,2609,2604,2428,2194,2504,2696,2681
1863,0.7579,1603,2630,2625,2434,2248,2477,2747,2745
1882,0.8238,1604,2672,2697,2511,2299,2527,2769,2757
1953,0.6599,1608,2670,2679,2517,2311,2561,2816,2830
1947,0.7902,1661,2726,2708,2530,2323,2608,2824,2876
1985,0.8078,1705,2729,2761,2570,2372,2658,2908,2871
2015,0.7781,1704,2754,2795,2651,2398,2695,2959,2971
2053,0.6617,1749,2808,2867,2674,2453,2736,2996,2997
2087,0.7728,1741,2791,2852,2686,2497,2815,3061,3071
2126,1,1757,2836,2869,2738,2479,2844,3104,3123
2142,0.8128,1810,2858,2945,2767,2543,2906,3172,3169
2177,0.8266,1801,2919,3023,2807,2607,2916,3197,3212
2208,0.9281,1860,2949,3041,2829,2612,2940,3251,3260
2258,0.8162,1884,2940,3050,2881,2679,3057,3340,3317
2303,0.8643,1938,3008,3119,2925,2707,3072,3398,3406
2318,0.8621,1890,3043,3218,2943,2754,3176,3465,3431
2402,0.7727,1977,3070,3238,3029,2785,3192,3504,3547
2449,0.7549,2033,3123,3336,3134,2876,3349,3681,3642
2483,0.86,1999,3144,3333,3118,2879,3336,3620,3611
2490,0.9438,2049,3155,3421,3121,2923,3403,3764,3701
2588,0.7927,2104,3238,3415,3156,2981,3463,3772,3764
2615,0.8846,2154,3251,3512,3241,3017,3527,3883,3843
2723,0.7552,2127,3326,3533,3270,3097,3586,3951,3906
2753,0.8614,2137,3366,3629,3340,3124,3668,3998,3985
2849,0.5966,2222,3421,3637,3385,3185,3729,4094,4060
2838,0.8254,2283,3476,3732,3462,3227,3804,4132,4149
2956,0.7628,2259,3567,3793,3505,3263,3911,4237,4199
3022,0.7949,2346,3568,3828,3558,3362,3927,4340,4285
3175,0.462,2371,3744,3901,3596,3406,4047,4434,4405
