intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1539,0.1264,1709,1451,1346,1411,1450,1589,1617,1625,1433,1440
1539,0,1666,1474,1344,1422,1463,1590,1649,1629,1469,1399
1533,0.3734,1702,1478,1377,1440,1471,1624,1640,1658,1431,1453
1573,0.0488,1734,1469,1380,1446,1528,1629,1634,1689,1439,1502
1577,0.397,1753,1512,1404,1495,1480,1664,1673,1690,1453,1538
1593,0.1378,1770,1520,1390,1456,1511,1672,1697,1703,1544,1490
1603,0.4256,1780,1554,1413,1514,1552,1725,1737,1740,1488,1528
1623,0.2846,1815,1579,1437,1503,1597,1725,1742,1737,1557,1547
1592,0.6316,1816,1549,1430,1525,1589,1759,1748,1810,1529,1572
1641,0.3291,1883,1612,1460,1521,1602,1777,1819,1798,1523,1613
1655,0.3644,1853,1614,1526,1586,1634,1771,1808,1831,1595,1602
1686,0.2124,1884,1631,1460,1586,1626,1817,1850,1829,1572,1623
1645,0.7958,1926,1640,1516,1568,1643,1828,1846,1866,1615,1645
1704,0.5862,1927,1656,1530,1621,1667,1853,1863,1871,1642,1708
1728,0.3352,1974,1672,1539,1635,1698,1904,1890,1916,1648,1719
1763,0.4835,2020,1747,1534,1647,1736,1889,1925,1933,1671,1778
1743,0.6532,2065,1696,1598,1655,1726,1937,1972,1977,1714,1771
1762,0.6613,2053,1751,1592,1661,1798,1975,1990,1994,1729,1798
1789,0.624,2070,1726,1614,1694,1787,2001,2041,2045,1716,1799
1814,0.6512,2111,1779,1636,1774,1817,2047,2093,2056,1808,1832
1821,0.6871,2150,1775,1658,1760,1831,2068,2119,2079,1799,1829
1879,0.5378,2152,1821,1686,1794,1871,2104,2121,2116,1794,1880
1863,0.7579,2172,1854,1696,1802,1888,2122,2151,2176,1842,1897
1882,0.8238,2220,1885,1715,1849,1906,2173,2212,2177,1872,1989
1953,0.6599,2309,1900,1736,1840,1922,2157,2209,2210,1894,1970
1947,0.7902,2284,1909,1766,1893,1967,2181,2289,2256,1910,1993
