intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9
1539,0.1264,895,872,899,899,932,959,791,840,
1539,0,924,886,902,890,928,927,813,838,
1533,0.3734,932,874,906,912,958,943,779,878,
1573,0.0488,904,899,876,931,1002,1002,840,853,
1577,0.397,965,905,884,921,963,955,833,859,
1593,0.1378,934,876,912,901,944,1028,835,873,
1603,0.4256,961,928,942,961,1000,978,865,915,
1623,0.2846,952,930,914,947,971,1026,841,888,
1592,0.6316,934,908,931,975,999,1011,824,902,
1641,0.3291,978,945,961,1000,1012,1009,830,904,
1655,0.3644,1002,969,979,945,1005,1068,900,930,
1686,0.2124,1009,908,948,997,1038,1038,872,955,
1645,0.7958,1009,965,980,979,1023,1074,895,941,
1704,0.5862,1024,994,998,967,1034,1055,896,966,
1728,0.3352,1002,978,980,1006,1067,1054,898,922,
1763,0.4835,1045,1010,1012,976,1070,1132,927,990,
1743,0.6532,1029,958,1016,1027,1085,1105,898,997,
1762,0.6613,1047,986,1026,1061,1086,1094,904,990,
1789,0.624,1063,1002,1027,1015,1097,1152,940,1013,
1814,0.6512,1095,1025,1043,1108,1141,1161,952,1019,
1821,0.6871,1114,1060,1022,1041,1129,1151,952,1021,
1879,0.5378,1117,1060,1124,1120,1131,1190,963,1072,
1863,0.7579,1118,1052,1062,1069,1104,1190,944,1038,
1882,0.8238,1153,1117,1105,1057,1155,1197,1008,1086,
1953,0.6599,1165,1114,1117,1108,1155,1204,1031,1073,
1947,0.7902,1171,1095,1127,1137,1182,1240,1062,1094,
1985,0.8078,1217,1106,1129,1106,1224,1255,1065,1119,
2015,0.7781,1233,1128,1186,1170,1228,1289,1068,1149,
2053,0.6617,1281,1190,1139,1142,1249,1328,1067,1141,
2087,0.7728,1270,1157,1207,1180,1247,1317,1116,1184,
2126,1,1265,1194,1193,1172,1243,1344,1048,1205,
2142,0.8128,1317,1218,1236,1207,1284,1370,1121,1212,
2177,0.8266,1333,1232,1271,1165,1284,1371,1162,1245,
2208,0.9281,1364,1241,1261,1256,1322,1409,1183,1237,
2258,0.8162,1399,1305,1295,1252,1347,1446,1188,1271,
2303,0.8643,1407,1272,1341,1285,1347,1446,1216,1317,
2318,0.8621,1428,1315,1328,1271,1416,1516,1242,1326,
2402,0.7727,1483,1333,1364,1340,1415,1500,1287,1356,
2449,0.7549,1556,1395,1406,1360,1490,1554,1289,1402,
2483,0.86,1542,1404,1442,1337,1465,1545,1302,1379,
2490,0.9438,1591,1440,1451,1396,1498,1598,1329,1418,
2588,0.7927,1604,1446,1435,1409,1573,1639,1380,1493,
2615,0.8846,1623,1526,1502,1436,1540,1636,1435,1444,
2723,0.7552,1689,1541,1561,1531,1617,1723,1441,1570,
2753,0.8614,1702,1507,1535,1503,1645,1743,1460,1591,
2849,0.5966,1762,1597,1596,1569,1678,1751,1493,1588,
2838,0.8254,1808,1651,1658,1557,1724,1808,1533,1597,
