intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9
1539,0.1264,1108,1071,1085,947,912,1176,1278,1380,1418
1539,0,1101,1084,1096,950,923,1158,1285,1411,1436
1533,0.3734,1134,1079,1116,916,964,1181,1302,1443,1496
1573,0.0488,1122,1100,1117,945,946,1189,1342,1455,1497
1577,0.397,1164,1118,1143,952,977,1211,1340,1482,1470
1593,0.1378,1187,1118,1149,990,976,1201,1350,1438,1522
1603,0.4256,1196,1114,1157,994,1005,1235,1386,1475,1561
1623,0.2846,1227,1139,1177,963,1008,1297,1366,1504,1516
1592,0.6316,1214,1146,1158,1009,1012,1271,1371,1531,1606
1641,0.3291,1240,1197,1225,1044,1035,1268,1402,1549,1606
1655,0.3644,1246,1236,1221,1035,1026,1295,1429,1510,1662
1686,0.2124,1251,1208,1242,1062,1025,1306,1420,1551,1667
1645,0.7958,1274,1252,1272,1038,1067,1314,1480,1611,1721
1704,0.5862,1313,1265,1270,1069,1098,1368,1502,1601,1758
1728,0.3352,1317,1275,1311,1066,1068,1341,1467,1647,1728
1763,0.4835,1337,1290,1333,1083,1114,1394,1597,1644,1770
1743,0.6532,1347,1333,1334,1109,1088,1383,1541,1659,1788
1762,0.6613,1371,1372,1357,1119,1140,1474,1571,1680,1857
1789,0.624,1389,1400,1376,1131,1129,1463,1613,1684,1876
1814,0.6512,1418,1411,1405,1181,1170,1479,1578,1735,1859
1821,0.6871,1438,1446,1407,1186,1195,1485,1646,1767,1929
1879,0.5378,1492,1432,1443,1223,1210,1533,1641,1823,1946
1863,0.7579,1449,1487,1431,1217,1197,1549,1700,1820,1963
1882,0.8238,1542,1500,1530,1262,1262,1584,1743,1817,2024
1953,0.6599,1540,1511,1492,1278,1247,1609,1746,1859,2023
1947,0.7902,1538,1551,1539,1323,1290,1639,1769,1882,2083
1985,0.8078,1595,1597,1578,1289,1321,1670,1769,1918,2082
2015,0.7781,1611,1533,1580,1380,1340,1703,1832,1954,2127
2053,0.6617,1626,1676,1621,1384,1333,1704,1858,1993,2181
2087,0.7728,1706,1630,1658,1392,1368,1765,1877,2025,2229
2126,1,1678,1702,1683,1430,1430,1754,1912,2047,2286
2142,0.8128,1741,1753,1702,1454,1442,1811,1940,2061,2287
2177,0.8266,1777,1780,1763,1482,1455,1852,1941,2121,2364
2208,0.9281,1794,1818,1775,1516,1510,1886,1997,2119,2406
2258,0.8162,1806,1896,1817,1561,1520,1915,2068,2164,2470
2303,0.8643,1848,1908,1856,1534,1580,2020,2048,2209,2482
2318,0.8621,1920,1947,1920,1617,1593,1977,2144,2226,2520
2402,0.7727,1962,1968,1915,1675,1605,2062,2146,2291,2583
2449,0.7549,2000,2066,2017,1700,1718,2093,2239,2364,2678
2483,0.86,2016,2063,2051,1730,1648,2147,2253,2381,2675
2490,0.9438,2107,2146,2063,1742,1749,2151,2212,2407,2744
2588,0.7927,2107,2157,2100,1840,1758,2209,2330,2436,2856
2615,0.8846,2073,2223,2145,1821,1806,2287,2375,2529,2867
2723,0.7552,2224,2273,2196,1873,1839,2328,2391,2573,2893
2753,0.8614,2271,2313,2261,1894,1940,2383,2488,2585,2983
2849,0.5966,2318,2366,2292,1969,1932,2444,2522,2640,3010
2838,0.8254,2325,2421,2344,2034,2008,2506,2560,2683,3077
2956,0.7628,2430,2482,2396,2057,2045,2519,2609,2723,3139
3022,0.7949,2426,2546,2460,2124,2081,2624,2694,2804,3212
3175,0.462,2498,2618,2499,2160,2181,2664,2701,2819,3288
3217,0.5248,2561,2644,2604,2214,2214,2708,2786,2879,3332
3255,0.6998,2656,2762,2662,2286,2280,2768,2861,2989,3443
3364,0.6269,2710,2776,2723,2325,2309,2851,2888,2969,3515
