intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,64983,64217,62132,61473,64567,64153,61753,62537
59827,0.2654,63437,60914,59616,59233,61647,60803,59162,59890
57844,0.2654,59358,58471,57359,57125,58440,58527,56800,57647
55736,0.2654,57472,56438,55568,55215,56712,56505,55022,55690
53660,0.2654,55272,54324,53472,53046,54420,54408,52746,53468
51755,0.2654,53282,52231,51503,51129,52445,52374,50684,51564
49887,0.2654,51414,50399,49424,49346,50444,50558,48702,49649
48131,0.2654,49523,48441,47745,47491,48643,48598,46882,47824
46295,0.2654,47770,46449,45774,45702,46759,46694,44858,45986
44680,0.2654,45790,44701,43888,44057,45032,45024,43242,44214
43007,0.2654,44145,43124,42188,42448,43353,43328,41476,42613
41319,0.2654,42414,41396,40551,40749,41553,41691,39890,41058
39715,0.2654,40754,39701,39009,39204,40073,39973,38281,39531
38314,0.2654,39205,38288,37403,37701,38600,38457,36739,38097
36967,0.2654,37512,36732,36007,36382,37110,36996,35415,36756
35450,0.2654,36005,35282,34670,34812,35778,35588,33935,35341
34143,0.2654,34548,33941,33180,33654,34343,34187,32588,33995
32981,0.2654,33365,32661,31906,32355,33139,32891,31429,32785
31735,0.2654,31991,31437,30672,31091,31883,31682,30201,31561
30638,0.2654,30718,30187,29523,29845,30710,30457,28994,30343
29632,0.2654,29509,29081,28522,28789,29589,29429,27920,29231
28487,0.2654,28343,27882,27247,27642,28463,28143,26775,28049
27379,0.2654,27238,26776,26134,26603,27176,27042,25723,27015
26454,0.2654,26249,25791,25127,25600,26263,26093,24765,26074
25477,0.2654,25104,24686,24157,24640,25259,25074,23722,25005
24609,0.2654,24101,23687,23259,23674,24207,24137,22756,24104
23740,0.2654,23233,22815,22336,22808,23435,23124,21918,23151
22822,0.2654,22312,21864,21516,21958,22560,22244,21015,22363
22083,0.4807,21490,21092,20689,21150,21652,21574,20320,21656
21247,0.4905,20749,20302,19856,20418,20861,20701,19535,20875
20479,0.5008,19894,19327,19122,19626,20101,19853,18747,19960
19755,0.4572,19159,18689,18396,18884,19343,19151,17965,19377
19075,0.4351,18387,17875,17690,18218,18640,18387,17318,18596
18361,0.4492,17727,17212,17038,17521,17929,17676,16571,17790
17791,0.3957,17172,16743,16530,17050,17379,17155,16013,17277
17076,0.4381,16447,15937,15898,16304,16578,16355,15319,16550
16594,0.3612,15859,15468,15297,15845,16076,15799,14829,15919
15949,0.3969,15273,14838,14729,15198,15438,15209,14303,15349
15730,0.2221,15089,14594,14500,15019,15146,14921,14061,15218
14815,0.4207,14186,13718,13607,14094,14211,13985,13222,14263
14316,0.4025,13585,13101,13091,13628,13709,13536,12776,13697
13756,0.4416,13181,12654,12697,13087,13168,13006,12340,13237
13234,0.472,12653,12197,12277,12677,12723,12495,11785,12716
12847,0.4428,12234,11729,11763,12165,12271,12103,11375,12344
12400,0.4556,11722,11314,11420,11791,11766,11601,11033,11859
11982,0.4268,11301,10873,11029,11404,11293,11191,10703,11528
11561,0.444,10865,10564,10684,10958,10935,10759,10253,11087
11115,0.5083,10515,10155,10284,10584,10454,10392,9925,10663
10825,0.4665,10145,9781,9999,10202,10103,10078,9606,10339
10443,0.4611,9791,9482,9642,9841,9761,9704,9345,9998
10178,0.4066,9451,9149,9314,9534,9410,9403,9035,9664
9780,0.4817,9176,8901,9049,9184,9100,9067,8698,9298
9448,0.501,8829,8605,8789,8896,8777,8752,8505,9086
9153,0.5124,8546,8288,8474,8607,8534,8476,8266,8741
8891,0.4762,8206,8049,8234,8298,8235,8187,7941,8432
8503,0.5691,8019,7769,7955,7962,7927,7932,7736,8185
8299,0.4988,7676,7514,7790,7774,7666,7688,7447,7938
8025,0.5476,7468,7314,7500,7543,7434,7476,7236,7671
7765,0.5595,7229,7175,7287,7220,7231,7235,7032,7435
7517,0.5498,7012,6914,7053,6995,6999,7002,6839,7181
7276,0.5866,6805,6696,6805,6759,6830,6811,6605,7006
7054,0.5755,6620,6551,6669,6569,6622,6552,6419,6792
6876,0.5767,6421,6382,6496,6440,6403,6405,6256,6606
6643,0.5667,6284,6162,6250,6245,6226,6211,6029,6374
6415,0.64,5974,5888,6088,6076,6107,5991,5803,6155
6218,0.6125,5867,5854,5847,5860,5878,5823,5666,6010
5942,0.7416,5676,5658,5722,5740,5747,5683,5493,5824
5837,0.673,5547,5454,5581,5532,5604,5509,5360,5648
5589,0.7955,5402,5346,5451,5428,5453,5328,5230,5490
5450,0.7686,5210,5179,5296,5240,5320,5191,5057,5365
5326,0.7487,5112,5034,5166,5156,5152,5038,4846,5193
5153,0.759,4938,4914,4972,4988,5043,4878,4776,4967
4956,0.8547,4823,4772,4859,4844,4851,4741,4587,4921
4828,0.8183,4668,4670,4757,4773,4732,4606,4477,4792
4670,0.9132,4575,4543,4556,4654,4631,4483,4331,4587
4578,0.8548,4424,4399,4490,4491,4535,4302,4229,4506
4433,0.8623,4327,4318,4349,4386,4406,4178,4117,4372
4308,0.9162,4200,4180,4281,4290,4289,4085,4016,4239
4209,0.8745,4108,4059,4106,4210,4188,4023,3921,4146
4072,0.9805,4005,4007,4099,4108,4063,3819,3785,4053
4021,0.8305,3925,3819,3953,3995,3968,3765,3678,3904
3873,1,3810,3743,3844,3916,3844,3690,3638,3783
3768,0.9212,3741,3651,3733,3845,3676,3551,3484,3725
3687,0.9307,3659,3585,3641,3739,3677,3483,3412,3630
3623,0.8828,3549,3476,3592,3674,3558,3440,3355,3557
3534,0.9255,3461,3363,3461,3618,3502,3355,3285,3504
3460,0.9227,3375,3295,3376,3518,3380,3218,3176,3361
3414,0.7851,3338,3224,3314,3418,3307,3177,3083,3304
3288,0.9254,3270,3152,3267,3333,3249,3097,3057,3222
3273,0.8114,3201,3085,3206,3266,3175,3058,2962,3163
3167,0.8832,3089,2989,3086,3182,3066,2993,2897,3099
3120,0.8411,3031,2932,3002,3152,3025,2905,2846,2986
3069,0.7581,2927,2896,2942,3021,2965,2785,2776,2924
2957,0.9017,2897,2764,2877,2964,2865,2747,2692,2861
2940,0.8044,2810,2783,2824,2917,2807,2737,2639,2792
2883,0.7865,2734,2645,2731,2870,2742,2670,2572,2830
2805,0.7958,2689,2629,2737,2805,2704,2577,2574,2679
2825,0.6717,2670,2584,2659,2764,2648,2549,2465,2709
2738,0.728,2633,2539,2602,2726,2664,2508,2462,2578
2696,0.7529,2510,2476,2541,2627,2529,2417,2381,2509
2648,0.6415,2484,2401,2456,2592,2438,2390,2316,2455
2614,0.6685,2422,2346,2475,2483,2434,2303,2278,2418
2555,0.6626,2374,2334,2366,2485,2396,2286,2257,2325
2533,0.6007,2370,2271,2333,2442,2333,2240,2183,2317
2491,0.5804,2309,2268,2336,2444,2324,2172,2151,2260
2474,0.5792,2269,2188,2274,2361,2221,2170,2097,2206
2413,0.5169,2258,2199,2222,2297,2219,2108,2083,2187
2411,0.3694,2162,2141,2221,2289,2207,2038,2047,2118
2364,0.4867,2151,2122,2157,2249,2178,2054,2015,2130
2301,0.5049,2087,2077,2109,2219,2109,2013,2001,2072
2294,0.4926,2079,2068,2033,2152,2034,1993,1944,2020
2308,0.28,2035,2014,2064,2139,2002,1927,1915,2010
