intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,58872,60807,54119,62470,54376,63722,57226,62171
59827,0.2654,56859,58467,52093,60145,52613,60917,55474,59490
57844,0.2654,54959,56447,50372,58076,51192,58681,53743,57591
55736,0.2654,53148,54420,48740,56142,49727,57181,52057,55830
53660,0.2654,51136,52259,46835,54085,48039,55248,50275,53945
51755,0.2654,49302,50239,44976,52176,46496,53575,48585,52206
49887,0.2654,47729,48507,43440,50389,45165,52090,47141,50319
48131,0.2654,45987,46661,41882,48528,43728,50297,45560,48914
46295,0.2654,44371,44985,40315,46747,42360,48647,44031,47008
44680,0.2654,42769,43239,38843,45069,40945,47270,42548,45607
43007,0.2654,41372,41817,37567,43425,39707,45758,41198,43996
41319,0.2654,39914,40081,36148,41739,38486,44179,39828,42680
39715,0.2654,38521,38767,34816,40190,37160,42830,38496,41297
38314,0.2654,37183,37350,33700,38735,35910,41482,37096,39878
36967,0.2654,35902,36015,32510,37390,34914,40091,36041,38666
35450,0.2654,34706,34678,31205,36028,33767,38849,34885,37449
34143,0.2654,33452,33578,30069,34790,32606,37638,33735,36251
32981,0.2654,32464,32525,29002,33544,31632,36525,32678,35091
31735,0.2654,31202,31375,28002,32294,30685,35420,31697,33989
30638,0.2654,30200,30310,27108,31368,29677,34265,30651,32985
29632,0.2654,29264,29355,26186,30225,28835,33361,29813,32098
28487,0.2654,28256,28283,25212,29136,27921,32333,28842,30988
27379,0.2654,27280,27315,24306,28117,26975,31293,27820,29946
26454,0.2654,26336,26484,23509,27136,26103,30336,27075,29170
25477,0.2654,25422,25658,22753,26114,25182,29367,26186,28179
24609,0.2654,24682,24792,21894,25217,24558,28510,25376,27342
23740,0.2654,23849,24016,21140,24435,23650,27647,24546,26374
22822,0.2654,22919,23261,20488,23525,22989,26929,23889,25636
22083,0.4807,22323,22608,19781,22789,22348,26196,23229,24899
21247,0.4905,21669,21944,19181,21958,21674,25486,22608,24035
20479,0.5008,20832,21137,18458,21124,20944,24550,21746,23232
19755,0.4572,20230,20393,17928,20449,20278,23862,21178,22561
19075,0.4351,19541,19849,17275,19657,19686,23167,20529,21801
18361,0.4492,18791,19237,16759,18944,18993,22475,19937,20994
17791,0.3957,18341,18854,16333,18448,18601,21974,19471,20463
17076,0.4381,17642,18102,15669,17743,17933,21182,18904,19702
16594,0.3612,17235,17691,15321,17115,17476,20613,18360,19061
15949,0.3969,16626,17178,14772,16651,17022,20125,17839,18450
15730,0.2221,16454,17033,14703,16370,16892,19941,17722,18291
14815,0.4207,15558,16057,13907,15465,15952,18789,16759,17161
14316,0.4025,14987,15495,13429,14887,15574,18300,16312,16652
13756,0.4416,14557,15039,12971,14405,15118,17775,15833,16032
13234,0.472,14069,14575,12556,13954,14709,17276,15374,15526
12847,0.4428,13614,14148,12251,13504,14308,16754,14957,14970
12400,0.4556,13205,13737,11847,13147,13897,16230,14483,14488
11982,0.4268,12791,13335,11491,12744,13574,15814,14105,13993
11561,0.444,12453,12886,11153,12358,13212,15351,13746,13514
11115,0.5083,12061,12471,10762,11996,12867,14858,13244,13015
10825,0.4665,11712,12020,10454,11636,12489,14438,12974,12714
10443,0.4611,11370,11707,10220,11303,12159,14134,12565,12313
10178,0.4066,11037,11257,9940,10995,11933,13599,12176,11899
9780,0.4817,10767,10930,9568,10742,11577,13283,11773,11529
9448,0.501,10393,10614,9382,10504,11279,12959,11595,11227
9153,0.5124,10091,10205,9042,10120,10990,12557,11242,10943
8891,0.4762,9841,9940,8768,9981,10723,12187,10921,10564
8503,0.5691,9556,9603,8588,9731,10420,11822,10642,10339
8299,0.4988,9281,9225,8376,9490,10132,11466,10339,10079
8025,0.5476,9079,8948,8091,9215,9904,11170,10054,9768
7765,0.5595,8861,8668,7871,8974,9625,10921,9779,9563
7517,0.5498,8614,8473,7638,8860,9407,10595,9513,9354
7276,0.5866,8414,8150,7504,8632,9146,10332,9224,9117
7054,0.5755,8215,7894,7317,8371,8925,10061,9040,8839
6876,0.5767,8118,7698,7124,8321,8701,9805,8809,8684
6643,0.5667,7822,7418,6931,8055,8507,9511,8557,8499
6415,0.64,7584,7264,6843,7831,8269,9284,8339,8360
6218,0.6125,7403,6996,6679,7655,8081,8998,8189,8126
5942,0.7416,7248,6797,6489,7474,7824,8755,7976,7954
5837,0.673,7113,6694,6342,7316,7635,8540,7804,7747
5589,0.7955,6927,6461,6231,7190,7420,8364,7604,7597
5450,0.7686,6781,6324,6044,7031,7295,8166,7421,7398
5326,0.7487,6569,6085,5848,6885,7120,7948,7212,7263
5153,0.759,6476,5982,5775,6685,6893,7714,7048,7161
4956,0.8547,6289,5837,5651,6577,6764,7527,6881,6953
4828,0.8183,6098,5738,5565,6428,6585,7397,6766,6824
4670,0.9132,5995,5536,5416,6332,6347,7197,6596,6626
4578,0.8548,5886,5439,5321,6217,6262,7052,6474,6539
4433,0.8623,5713,5242,5190,6010,6123,6910,6275,6371
4308,0.9162,5626,5140,5017,5897,5947,6709,6228,6220
4209,0.8745,5490,5046,4991,5769,5770,6584,6038,6089
4072,0.9805,5258,4909,4850,5705,5637,6463,5888,5915
