intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8
1.06E-04,0.1264,3.44E-08,9.46E-08,3.44E-08,3.44E-08,4.81E-08,2.94E-08,3.31E-08,8.02E-08
1.02E-04,0,-1.82E-08,1.13E-07,-1.82E-08,-1.82E-08,3.50E-08,8.12E-08,7.51E-08,5.00E-08
9.87E-05,0.3734,-1.23E-08,1.12E-07,-1.23E-08,-1.23E-08,4.88E-08,8.89E-08,3.68E-08,4.64E-08
9.51E-05,0.0488,1.95E-09,1.11E-07,1.95E-09,1.95E-09,3.64E-08,7.34E-08,7.95E-08,9.42E-08
9.14E-05,0.397,-1.30E-09,1.27E-07,-1.30E-09,-1.30E-09,5.83E-08,5.33E-08,8.17E-08,7.58E-08
8.82E-05,0.1378,3.70E-08,1.54E-07,3.70E-08,3.70E-08,4.74E-08,7.81E-08,7.95E-08,1.05E-07
8.49E-05,0.4256,2.14E-08,1.30E-07,2.14E-08,2.14E-08,8.24E-08,6.42E-08,8.61E-08,9.27E-08
8.19E-05,0.2846,6.49E-09,9.81E-08,6.49E-09,6.49E-09,3.28E-08,9.51E-08,9.27E-08,1.01E-07
7.87E-05,0.6316,1.43E-08,1.31E-07,1.43E-08,1.43E-08,9.04E-08,1.07E-07,1.12E-07,1.01E-07
7.59E-05,0.3291,2.53E-08,1.62E-07,2.53E-08,2.53E-08,8.31E-08,8.50E-08,1.03E-07,1.29E-07
7.30E-05,0.3644,3.37E-08,1.52E-07,3.37E-08,3.37E-08,1.07E-07,1.49E-07,1.27E-07,1.38E-07
7.01E-05,0.2124,3.70E-08,2.14E-07,3.70E-08,3.70E-08,8.02E-08,1.09E-07,1.15E-07,1.38E-07
6.72E-05,0.7958,5.58E-08,1.53E-07,5.58E-08,5.58E-08,1.06E-07,1.15E-07,9.64E-08,1.18E-07
6.48E-05,0.5862,1.10E-08,1.93E-07,1.10E-08,1.10E-08,9.40E-08,1.55E-07,1.27E-07,1.00E-07
6.25E-05,0.3352,2.79E-08,2.02E-07,2.79E-08,2.79E-08,1.14E-07,1.53E-07,1.50E-07,1.32E-07
5.98E-05,0.4835,4.80E-08,1.94E-07,4.80E-08,4.80E-08,1.06E-07,1.50E-07,1.99E-07,1.50E-07
5.76E-05,0.6532,4.02E-08,2.01E-07,4.02E-08,4.02E-08,1.39E-07,1.75E-07,1.54E-07,1.70E-07
5.56E-05,0.6613,4.61E-08,2.37E-07,4.61E-08,4.61E-08,9.40E-08,1.98E-07,1.93E-07,1.35E-07
5.34E-05,0.624,4.35E-08,2.44E-07,4.35E-08,4.35E-08,9.99E-08,1.77E-07,1.74E-07,1.57E-07
