O2Hb,HHB,THb,HB_diff,TSI
1.2778506,-1.4166104,-0.1388597,2.6944611,94.2190247
1.2199085,-1.421786,-0.2019774,2.6416945,94.3013077
1.1951745,-1.421611,-0.2265364,2.6167853,94.3008423
1.1457065,-1.4212607,-0.2756543,2.5669672,94.2994614
1.1040242,-1.4321371,-0.3282129,2.5361614,94.2971115
1.0545563,-1.431787,-0.3773308,2.4863431,94.2971115
1.1626548,-1.4102093,-0.2476545,2.5728641,94.2499771
1.2870132,-1.3943324,-0.1074192,2.6813455,94.0990524
1.2375451,-1.3939822,-0.1565371,2.6315274,94.2495117
1.2128111,-1.3938072,-0.181096,2.6066182,94.2480927
1.1633431,-1.3934569,-0.2302139,2.5568001,94.2495041
1.113875,-1.3931068,-0.2793318,2.5069818,94.3150024
1.0884527,-1.4096841,-0.3213314,2.4981368,94.2480927
1.1718172,-1.3879312,-0.216214,2.5597484,94.2636261
1.3046497,-1.3665286,-0.0619789,2.6711783,94.1781921
1.27213,-1.355127,-0.083097,2.6272569,94.2344666
1.222662,-1.3547769,-0.1322149,2.5774388,94.3008423
1.1894538,-1.3601274,-0.1707737,2.5495813,94.3126907
1.1477716,-1.3710039,-0.2233323,2.5187755,94.2971115
1.0898294,-1.3761795,-0.2864501,2.4660089,94.3633728
1.1725056,-1.371179,-0.1987734,2.5436845,94.2340012
1.3060265,-1.333024,-0.0270976,2.6390505,94.2344666
1.3060265,-1.333024,-0.0270976,2.6390505,94.3008423
1.2643442,-1.3439004,-0.0796562,2.6082447,94.3008499
1.2233503,-1.3380245,-0.1147743,2.5613749,94.2971115
1.1654081,-1.3432001,-0.177892,2.5086083,94.3790283
1.1159401,-1.34285,-0.2270099,2.4587901,94.38134
1.1322,-1.3485508,-0.2164508,2.4807508,94.3093491
1.3229747,-1.3219726,0.0009021,2.6449473,94.2480927
1.348397,-1.3053954,0.0429017,2.6537924,94.2340012
1.2826692,-1.2993444,-0.0167752,2.5820136,94.2994614
1.2572467,-1.3159215,-0.0587748,2.5731683,94.3634644
1.1915189,-1.3098706,-0.1184518,2.5013895,94.4314194
1.1576223,-1.3319736,-0.1744512,2.4895959,94.3634644
1.1745707,-1.3209221,-0.1464515,2.4954927,94.2971115
1.3406113,-1.2941688,0.0463425,2.6347802,94.2495117
1.3490855,-1.2886431,0.0603424,2.6377285,94.3126907
1.2911433,-1.2938187,-0.0027754,2.5849619,94.3671188
1.2579352,-1.2991693,-0.0413342,2.5571043,94.3634644
1.199993,-1.3043449,-0.1044519,2.5043378,94.3353729
1.1427392,-1.2927682,-0.150129,2.4355073,94.4290695
1.2338895,-1.2822419,-0.0484525,2.5161314,94.3093491
1.3745078,-1.2720659,0.1023419,2.6465735,94.2302704
1.3335139,-1.2661899,0.0672239,2.5997038,94.3093491
1.3003057,-1.2715406,0.0286651,2.5718465,94.3790283
1.2670976,-1.2768914,-0.0098937,2.5439889,94.2971115
1.2006813,-1.2875926,-0.0870113,2.4882739,94.4261398
1.1512133,-1.2872425,-0.1361292,2.4384558,94.4572296
1.2261037,-1.2710154,-0.0450117,2.4971192,94.3756866
1.3751961,-1.2553135,0.1197826,2.6305096,94.3093491
1.3504621,-1.2551385,0.0952236,2.6056006,94.3872833
1.3009942,-1.2547884,0.0461058,2.5557826,94.3914032
1.267786,-1.260139,0.007547,2.527925,94.3819733
1.2020581,-1.254088,-0.05213,2.456146,94.4528656
1.1603758,-1.2649645,-0.1046887,2.4253402,94.4478073
1.1434275,-1.2760159,-0.1326884,2.4194434,94.324913
1.3094683,-1.2492626,0.0601056,2.5587308,94.2769012
1.3680987,-1.2273347,0.140664,2.5954335,94.263855
1.3101566,-1.2325103,0.0775462,2.5426669,94.4071884
1.2769485,-1.237861,0.0389875,2.5148094,94.3913879
1.2437403,-1.2432116,0.0004287,2.4869521,94.3363419
1.1857982,-1.2483872,-0.0626891,2.4341855,94.4732056
1.1363301,-1.2480371,-0.111807,2.3843672,94.3973923
1.2769485,-1.237861,0.0389875,2.5148094,94.3466949
1.3603129,-1.2161082,0.1441048,2.5764213,94.3363419
1.3108449,-1.2157581,0.0949869,2.526603,94.3309174
1.2776368,-1.2211087,0.0564281,2.4987454,94.4132462
1.2196946,-1.2262843,-0.0066897,2.4459789,94.457283
1.1617525,-1.2314599,-0.0698074,2.3932123,94.4572296
1.1200702,-1.2423363,-0.122366,2.3624065,94.3756027
1.1532784,-1.2369857,-0.0838073,2.390264,94.3908844
1.344053,-1.2104074,0.1335457,2.5544605,94.2690201
1.3277932,-1.2047065,0.1229866,2.5324998,94.3363419
1.2861109,-1.215583,0.0704279,2.501694,94.3913879
1.2451171,-1.2097071,0.0353099,2.4548242,94.4028168
1.1871749,-1.2148827,-0.0278078,2.4020576,94.457283
1.1454927,-1.225759,-0.0803665,2.3712518,94.4028168
1.0875505,-1.2309346,-0.1434842,2.3184853,94.4571381
1.2119089,-1.2150577,-0.0032489,2.4269667,94.2791824
1.3369557,-1.1824286,0.1544271,2.5193841,94.3360825
1.3200074,-1.19348,0.1264274,2.5134873,94.4132462
1.2790135,-1.1876042,0.0913094,2.4666176,94.3305359
1.2535912,-1.2041813,0.0493098,2.4577725,94.3244019
1.2041231,-1.2038312,0.0001919,2.4079542,94.4067307
1.146181,-1.2090068,-0.0629258,2.3551879,94.3908844
1.1044987,-1.2198832,-0.1154845,2.3243818,94.3908844
1.146181,-1.2090068,-0.0629258,2.3551879,94.3990936
1.3454298,-1.1769028,0.168427,2.5223327,94.284462
1.3454298,-1.1769028,0.168427,2.5223327,94.3463211
1.3122216,-1.1822535,0.1298682,2.4944751,94.3463211
1.2790135,-1.1876042,0.0913094,2.4666176,94.4150162
1.2295455,-1.187254,0.0421915,2.4167995,94.3555069
1.1878632,-1.1981304,-0.0103672,2.3859937,94.4221268
1.146181,-1.2090068,-0.0629258,2.3551879,94.4062195
1.2125973,-1.1983055,0.0141918,2.4109027,94.3555069
1.3708521,-1.1603256,0.2104265,2.5311778,94.2945633
1.362378,-1.1658514,0.1964267,2.5282295,94.347702
1.3291699,-1.1712021,0.1578679,2.5003719,94.3396606
1.2881759,-1.1653261,0.1227499,2.4535022,94.4062119
1.2464937,-1.1762025,0.0701912,2.4226964,94.4221268
1.1970257,-1.1758524,0.0210733,2.3728781,94.4964066
1.1390835,-1.181028,-0.0420444,2.3201115,94.4881592
1.2712277,-1.1763777,0.0947501,2.4476054,94.347702
1.4210086,-1.1439235,0.276985,2.5649321,94.2945633
1.3878005,-1.1492741,0.2384263,2.5370746,94.3396606
1.3545922,-1.1546248,0.1998675,2.509217,94.4221268
1.3135984,-1.1487489,0.1647494,2.4623473,94.4283905
1.2634419,-1.165151,0.0981909,2.4285929,94.3832474
1.213974,-1.1648009,0.049073,2.3787749,94.3990936
1.1638175,-1.181203,-0.0174855,2.3450205,94.4810486
1.2719162,-1.1596253,0.1121908,2.4315414,94.347702
1.4379568,-1.132872,0.3049848,2.5708287,94.3674393
1.4294827,-1.1383977,0.2909849,2.5678804,94.3463211
1.3800147,-1.1380476,0.241867,2.5180621,94.3238754
1.3545922,-1.1546248,0.1998675,2.509217,94.3990936
1.2888644,-1.1485739,0.1401905,2.4374382,94.4062119
1.238708,-1.164976,0.073632,2.4036839,94.472702
1.1729801,-1.1589251,0.013955,2.3319051,94.4562531
1.1977141,-1.1591001,0.038514,2.3568141,94.4721756
1.4132228,-1.132697,0.2804258,2.5459197,94.3617783
1.4464309,-1.1273463,0.3189846,2.5737772,94.3561554
1.380703,-1.1212953,0.2593077,2.5019982,94.4727554
1.3637547,-1.1323467,0.231308,2.4961016,94.3970184
1.2895527,-1.1318215,0.1576311,2.4213743,94.4721756
1.2556562,-1.1539245,0.1016317,2.4095807,94.3970184
1.1899283,-1.1478735,0.0419547,2.3378019,94.4022903
1.1729801,-1.1589251,0.013955,2.3319051,94.5000992
1.380703,-1.1212953,0.2593077,2.5019982,94.2797699
1.4471192,-1.110594,0.3364253,2.5577133,94.2888489
1.3891771,-1.1157696,0.2733075,2.5049467,94.351593
1.3722289,-1.126821,0.2453078,2.4990499,94.3318558
1.3142867,-1.1319966,0.1821901,2.4462833,94.4062119
1.2648187,-1.1316465,0.1330722,2.3964651,94.3301468
1.2153506,-1.1312964,0.0839543,2.346647,94.4124756
1.2563446,-1.1371722,0.1190723,2.3935168,94.3617783
1.4471192,-1.110594,0.3364253,2.5577133,94.2787933
1.4555933,-1.1050682,0.3504251,2.5606616,94.3396606
1.4061253,-1.1047181,0.3013073,2.5108435,94.3396606
1.3566573,-1.104368,0.2521894,2.4610252,94.4886703
1.2987152,-1.1095436,0.1890716,2.4082587,94.4681931
1.2570329,-1.12042,0.136513,2.3774529,94.390358
1.1990907,-1.1255956,0.0733952,2.3246863,94.4484482
1.314975,-1.1152444,0.1996307,2.4302194,94.4056702
1.4810158,-1.0884911,0.3924247,2.5695069,94.278389
1.4725416,-1.0940168,0.3784249,2.5665584,94.3459244
1.4315478,-1.0881408,0.3433068,2.5196886,94.2626801
1.3898655,-1.0990173,0.2907482,2.4888828,94.331131
1.3319234,-1.1041929,0.2276304,2.4361162,94.3976822
1.290241,-1.1150693,0.1750718,2.4053104,94.3233337
1.2322989,-1.1202449,0.111954,2.3525438,94.3898163
1.3319234,-1.1041929,0.2276304,2.4361162,94.34552
1.5142239,-1.0831404,0.4309835,2.5973642,94.2841797
1.497964,-1.0774395,0.4204244,2.5754035,94.3233337
1.448496,-1.0770894,0.3713065,2.5255854,94.4056702
1.4152879,-1.0824401,0.3327478,2.4977279,94.3966217
1.3573457,-1.0876157,0.26963,2.4449613,94.3865051
1.2831436,-1.0870905,0.1959532,2.370234,94.5278397
1.2492472,-1.1091934,0.1399537,2.3584406,94.4484482
1.2746695,-1.0926162,0.1819533,2.3672857,94.3898163
1.4901782,-1.066213,0.4238652,2.5563912,94.34552
1.5071265,-1.0551616,0.4518649,2.562288,94.3355408
1.4576584,-1.0548114,0.402747,2.5124698,94.3865051
1.4166645,-1.0489355,0.367629,2.4656,94.3651199
1.3742939,-1.0765642,0.2976297,2.4508581,94.3812332
1.3163518,-1.0817398,0.234512,2.3980916,94.4470596
1.2668837,-1.0813897,0.1853941,2.3482733,94.4562531
1.2916178,-1.0815647,0.2099531,2.3731825,94.3966217
1.5071265,-1.0551616,0.4518649,2.562288,94.2008286
1.5325488,-1.0385844,0.4938645,2.5711331,94.3355408
1.4746066,-1.0437599,0.4307468,2.5183666,94.3355408
1.4576584,-1.0548114,0.402747,2.5124698,94.3402023
1.3997163,-1.0599869,0.3396293,2.4597032,94.3966217
1.3495599,-1.0763891,0.2730708,2.4259491,94.4175797
1.3326117,-1.0874406,0.2450711,2.4200523,94.338562
1.4081904,-1.0544612,0.3536292,2.4626517,94.338562
1.5820168,-1.0389345,0.5429824,2.6209514,94.1950302
1.5494971,-1.0275328,0.5218642,2.5770299,94.2573242
1.5078148,-1.0384092,0.4693056,2.5462241,94.3244858
1.4661325,-1.0492857,0.4167469,2.5154183,94.4681931
1.4081904,-1.0544612,0.3536292,2.4626517,94.4466705
1.3665081,-1.0653377,0.3010705,2.4318459,94.3740311
1.308566,-1.0705132,0.2379528,2.3790793,94.4557114
1.4251387,-1.0434098,0.3816289,2.4685485,94.4065018
1.598965,-1.0278831,0.5709821,2.6268482,94.3198242
1.5742311,-1.0277079,0.5464231,2.601939,94.2919769
1.516289,-1.0328835,0.4833054,2.5491724,94.5175934
1.4830809,-1.0382342,0.4447466,2.5213151,94.424614
1.4088788,-1.037709,0.3710698,2.4465878,94.4819946
1.3587224,-1.0541111,0.3045113,2.4128335,94.4738998
1.2929945,-1.0480602,0.2448343,2.3410547,94.5466156
1.4088788,-1.037709,0.3710698,2.4465878,94.4466705
1.5911794,-1.0166564,0.5744229,2.6078358,94.3808365
1.5749195,-1.0109557,0.5638638,2.585875,94.3707886
1.5169773,-1.0161313,0.5007461,2.5331085,94.4806747
1.4837692,-1.0214819,0.4621873,2.5052512,94.5063019
1.425827,-1.0266575,0.3990695,2.4524846,94.5610809
1.4004047,-1.0432347,0.3570699,2.4436393,94.4826889
1.3346767,-1.0371838,0.297393,2.3718605,94.5119247
1.4837692,-1.0214819,0.4621873,2.5052512,94.4557114
1.6166017,-1.0000793,0.6164225,2.6166809,94.3862305
1.5833936,-1.0054299,0.5778636,2.5888236,94.424614
1.5339255,-1.0050797,0.5287458,2.5390053,94.570343
1.5007174,-1.0104305,0.490187,2.5111477,94.49646
1.4512494,-1.0100803,0.4410691,2.4613297,94.5017395
1.401093,-1.0264825,0.3745106,2.4275753,94.4898071
1.3600991,-1.0206065,0.3393926,2.3807056,94.5544281
1.5671337,-0.9997291,0.5673046,2.5668628,94.4308777
1.6498098,-0.9947286,0.6549813,2.6445384,94.4288864
1.6003418,-0.9943784,0.6058634,2.5947204,94.4010849
1.5833936,-1.0054299,0.5778636,2.5888236,94.4088898
1.5339255,-1.0050797,0.5287458,2.5390053,94.4898071
1.4681976,-0.9990288,0.4690688,2.4672265,94.6025772
1.4024698,-0.9929779,0.4093919,2.3954475,94.6304169
1.3770473,-1.0095551,0.3673923,2.3866024,94.5466156
1.6010302,-0.9776261,0.623304,2.5786564,94.4240723
1.6921805,-0.9670999,0.7249805,2.6592803,94.4409409
1.6504982,-0.9779763,0.6724219,2.6284745,94.4088898
1.61729,-0.983327,0.6338631,2.6006169,94.5017395
1.567822,-0.9829768,0.5847452,2.5507989,94.4083481
1.5098798,-0.9881524,0.5216275,2.4980323,94.4892654
1.4519378,-0.993328,0.4585097,2.4452658,94.5979843
1.4187295,-0.9986787,0.4199509,2.4174082,94.5925903
1.6010302,-0.9776261,0.623304,2.5786564,94.4520645
1.7253886,-0.9617493,0.7635394,2.6871378,94.3548584
1.6759206,-0.9613991,0.7144215,2.6373196,94.4802856
1.6427125,-0.9667497,0.6758627,2.6094623,94.5307693
1.6017185,-0.9608738,0.6407446,2.5625925,94.5226669
1.5430881,-0.9828017,0.5601863,2.5258899,94.5156784
1.4851459,-0.9879773,0.4970685,2.4731233,94.5226669
1.4109439,-0.9874521,0.4233917,2.398396,94.610672
1.5183541,-0.9826267,0.5356274,2.5009806,94.5376282
1.6928688,-0.9503476,0.7424212,2.6432164,94.4892654
1.7013429,-0.9448219,0.756421,2.6461649,94.4645615
1.6434008,-0.9499975,0.6933033,2.5933983,94.5307693
1.6179785,-0.9665747,0.6513037,2.584553,94.5385742
1.567822,-0.9829768,0.5847452,2.5507989,94.5385208
1.5268282,-0.9771009,0.5496272,2.5039291,94.4740143
1.4526261,-0.9765757,0.4759504,2.4292018,94.5307693
1.5268282,-0.9771009,0.5496272,2.5039291,94.4730072
1.7091287,-0.9560484,0.7529803,2.6651771,94.3647156
1.7091287,-0.9560484,0.7529803,2.6651771,94.4308777
1.6596607,-0.9556983,0.7038624,2.6153591,94.4819946
1.6179785,-0.9665747,0.6513037,2.584553,94.5466156
1.5600363,-0.9717503,0.588186,2.5317864,94.5466156
1.5105683,-0.9714001,0.5390681,2.4819684,94.5538864
1.4604119,-0.9878023,0.4725096,2.4482141,94.5433273
1.5762962,-0.9774511,0.598745,2.5537472,94.4730072
1.7338628,-0.9562235,0.7775392,2.6900861,94.4240723
1.7013429,-0.9448219,0.756421,2.6461649,94.4734726
1.6674465,-0.9669248,0.7004216,2.6343713,94.5385742
1.6264526,-0.961049,0.6653036,2.5875015,94.4892654
1.5685104,-0.9662246,0.6021858,2.534735,94.4734726
1.5105683,-0.9714001,0.5390681,2.4819684,94.5376282
1.4604119,-0.9878023,0.4725096,2.4482141,94.4627914
1.5932444,-0.9663996,0.6267448,2.559644,94.4812775
1.7345511,-0.9394712,0.7949799,2.6740222,94.4734726
1.726077,-0.944997,0.78098,2.6710739,94.4662094
1.685083,-0.9391211,0.7458619,2.6242042,94.60923
1.6434008,-0.9499975,0.6933033,2.5933983,94.5137253
1.5769845,-0.9606988,0.6161857,2.5376832,94.570816
1.5190424,-0.9658744,0.553068,2.4849167,94.634201
1.4611002,-0.97105,0.4899502,2.4321501,94.6881256
1.5691987,-0.9494722,0.6196265,2.518671,94.5789185
1.7599734,-0.922894,0.8369794,2.6828675,94.4992599
1.7352394,-0.9227189,0.8124205,2.6579583,94.4763336
1.7013429,-0.9448219,0.756421,2.6461649,94.4919281
1.6518749,-0.9444717,0.7073032,2.5963466,94.6347885
1.6101927,-0.9553481,0.6547445,2.5655408,94.6429901
1.5444647,-0.9492972,0.5950676,2.493762,94.634201
1.5105683,-0.9714001,0.5390681,2.4819684,94.6192245
1.4943084,-0.9656993,0.528509,2.4600077,94.5709381
1.7098171,-0.9392961,0.7704209,2.6491132,94.4504852
1.7599734,-0.922894,0.8369794,2.6828675,94.5290527
1.726077,-0.944997,0.78098,2.6710739,94.4842911
1.6935571,-0.9335954,0.7598618,2.6271524,94.6567612
1.6434008,-0.9499975,0.6933033,2.5933983,94.6252975
1.6017185,-0.9608738,0.6407446,2.5625925,94.6252975
1.5359906,-0.9548229,0.5810677,2.4908135,94.672226
1.5685104,-0.9662246,0.6021858,2.534735,94.6094589
1.7677592,-0.9341205,0.8335387,2.7018797,94.4842911
1.7924932,-0.9342957,0.8580976,2.7267888,94.540184
1.7430252,-0.9339455,0.8089797,2.6769707,94.6190033
1.7020313,-0.9280696,0.7738617,2.630101,94.6583176
1.6518749,-0.9444717,0.7073032,2.5963466,94.650383
1.5939327,-0.9496473,0.6441854,2.5435801,94.7283249
1.5522505,-0.9605237,0.5916268,2.5127742,94.7185593
1.5685104,-0.9662246,0.6021858,2.534735,94.6467209
1.7840191,-0.9398214,0.8440977,2.7238405,94.5936737
1.8257014,-0.9289449,0.8966564,2.7546463,94.5779648
1.7924932,-0.9342957,0.8580976,2.7267888,94.5877304
1.7430252,-0.9339455,0.8089797,2.6769707,94.6975784
1.7013429,-0.9448219,0.756421,2.6461649,94.7663803
1.6271409,-0.9442967,0.6827442,2.5714376,94.7243195
1.5854586,-0.9551731,0.6301855,2.5406318,94.7495499
1.5522505,-0.9605237,0.5916268,2.5127742,94.8200912
1.7677592,-0.9341205,0.8335387,2.7018797,94.64328
1.8673836,-0.9180686,0.9492151,2.7854521,94.6198654
1.8257014,-0.9289449,0.8966564,2.7546463,94.7505646
1.7847074,-0.9230691,0.8615384,2.7077765,94.8115616
1.7514993,-0.9284198,0.8229796,2.679919,94.7348099
1.6935571,-0.9335954,0.7598618,2.6271524,94.7957535
1.6681348,-0.9501725,0.7178622,2.6183074,94.7348099
1.6101927,-0.9553481,0.6547445,2.5655408,94.8115616
1.7924932,-0.9342957,0.8580976,2.7267888,94.6416702
1.91754,-0.9016664,1.0157735,2.8192065,94.6126938
1.8680719,-0.9013163,0.9666557,2.7693882,94.7441559
1.8511237,-0.9123678,0.938656,2.7634914,94.7348099
1.8179156,-0.9177184,0.9000972,2.7356341,94.7348099
1.7684475,-0.9173683,0.8509793,2.6858158,94.7191238
1.7189795,-0.9170181,0.8018614,2.6359978,94.7957535
1.7013429,-0.9448219,0.756421,2.6461649,94.7400742
1.8836435,-0.9237694,0.9597741,2.8074129,94.6048126
1.9839562,-0.8909651,1.0928912,2.8749213,94.6670456
1.9585339,-0.9075423,1.0508916,2.8660762,94.6340103
1.90128,-0.8959656,1.0052145,2.7972457,94.7744675
1.8595978,-0.906842,0.9526559,2.7664399,94.8109207
1.8101298,-0.9064919,0.9035379,2.7166216,94.8863907
1.7521876,-0.9116675,0.8404202,2.6638551,94.8639755
1.7599734,-0.922894,0.8369794,2.6828675,94.7863998
1.9676964,-0.8852643,1.0823321,2.8529606,94.6798096
2.0171645,-0.8856145,1.1314499,2.9027789,94.7440414
1.9754821,-0.8964908,1.0788913,2.871973,94.7924042
1.9260141,-0.8961407,1.0297735,2.8221548,94.8907623
1.8765461,-0.8957905,0.9806556,2.7723367,94.8848114
1.818604,-0.9009661,0.9175378,2.7195702,94.9669113
1.7684475,-0.9173683,0.8509793,2.6858158,94.9590378
1.8094414,-0.9232442,0.8860973,2.7326856,94.8907623
2.0086904,-0.8911402,1.1174501,2.8998303,94.8562698
2.0581584,-0.8914903,1.166568,2.9496486,94.7739639
2.0002162,-0.8966659,1.1034503,2.8968821,94.8778763
1.9832679,-0.9077174,1.0754505,2.8909853,94.870163
1.91754,-0.9016664,1.0157735,2.8192065,94.9132156
1.8836435,-0.9237694,0.9597741,2.8074129,94.929039
1.8179156,-0.9177184,0.9000972,2.7356341,94.9796371
1.7931815,-0.9175434,0.8755382,2.7107248,94.9641495
2.0164762,-0.9023667,1.1140094,2.9188428,94.7961426
2.0828924,-0.8916654,1.1911269,2.9745576,94.8551102
2.0334244,-0.8913152,1.142009,2.9247396,94.891449
2.0002162,-0.8966659,1.1034503,2.8968821,94.8761139
1.9507481,-0.8963158,1.0543324,2.8470638,95.025528
1.9005917,-0.9127179,0.9877738,2.8133097,95.0644455
1.8348638,-0.9066669,0.9280969,2.7415307,95.076973
1.7931815,-0.9175434,0.8755382,2.7107248,95.0710526
1.8758577,-0.9125428,0.9632149,2.7884007,94.9259491
2.065944,-0.9027169,1.1631272,2.9686608,94.8686066
2.0581584,-0.8914903,1.166568,2.9496486,94.8686066
2.0164762,-0.9023667,1.1140094,2.9188428,94.9047089
1.9754821,-0.8964908,1.0788913,2.871973,94.9747162
1.9500598,-0.9130681,1.0368917,2.8631277,94.9773407
1.8921176,-0.9182436,0.973774,2.8103611,95.0258636
1.8426496,-0.9178935,0.9246561,2.7605431,95.0258636
1.8426496,-0.9178935,0.9246561,2.7605431,94.9537659
2.0171645,-0.8856145,1.1314499,2.9027789,94.9021759
2.0744183,-0.8971911,1.1771271,2.9716094,94.9077377
2.0171645,-0.8856145,1.1314499,2.9027789,94.969162
2.0002162,-0.8966659,1.1034503,2.8968821,94.9390488
1.9507481,-0.8963158,1.0543324,2.8470638,95.0170059
1.8928059,-0.9014913,0.9912146,2.7942972,95.1291885
1.8595978,-0.906842,0.9526559,2.7664399,95.0631485
1.8426496,-0.9178935,0.9246561,2.7605431,94.981102
2.0171645,-0.8856145,1.1314499,2.9027789,94.954155
2.0757949,-0.8636866,1.2120084,2.9394815,94.9274139
2.0263269,-0.8633364,1.1628904,2.8896632,94.971817
2.0015929,-0.8631613,1.1383315,2.8647542,94.9659042
1.9521248,-0.8628112,1.0892136,2.8149359,95.0279617
1.8941827,-0.8679868,1.0260959,2.7621694,95.0777969
1.8525004,-0.8788632,0.9735373,2.7313635,95.068985
1.7860842,-0.8895645,0.8964196,2.6756487,95.1482315
1.8765461,-0.8957905,0.9806556,2.7723367,94.9617386
2.034801,-0.8578107,1.1768904,2.8926117,94.9467163
2.034801,-0.8578107,1.1768904,2.8926117,95.0070267
2.0178528,-0.8688622,1.1488906,2.8867149,95.0779724
1.985333,-0.8574606,1.1277725,2.8427935,95.0511398
1.9358649,-0.8571104,1.0786545,2.7929754,95.0947037
1.8863969,-0.8567603,1.0295367,2.7431571,95.0843964
1.8369288,-0.8564101,0.9804188,2.6933389,95.1539078
1.7874609,-0.85606,0.9313009,2.6435208,95.0881729
1.9612873,-0.8405332,1.1206541,2.8018205,94.995491
2.0778599,-0.8134297,1.2643303,2.8912897,94.9710083
2.0616,-0.8077289,1.2537712,2.869329,94.9699631
2.0368659,-0.8075538,1.2292123,2.84442,95.0238113
2.0121322,-0.8073788,1.2046533,2.8195107,95.0089264
1.9633523,-0.7902763,1.172976,2.7536287,95.0789261
1.9138844,-0.7899262,1.1238582,2.7038105,95.1353378
1.872202,-0.8008026,1.0712996,2.6730046,95.1203918
1.9718266,-0.7847506,1.186976,2.756577,95.0265884
2.1463413,-0.7524715,1.3937697,2.8988128,94.9565201
2.1385555,-0.741245,1.3972106,2.8798006,95.0671387
2.1060357,-0.7298434,1.3760924,2.8358791,95.0522766
2.0897758,-0.7241426,1.3655334,2.8139184,95.0509186
2.0403078,-0.7237924,1.3164154,2.7641003,95.1055145
1.9986256,-0.7346688,1.2638568,2.7332945,95.0916901
1.9491576,-0.7343187,1.2147388,2.6834762,95.0916901
1.9823657,-0.728968,1.2532977,2.7113338,95.0916901
2.2063484,-0.6970391,1.5092094,2.9033875,94.9968948
2.2402451,-0.6749361,1.5652089,2.9151812,95.0371323
2.2077253,-0.6635345,1.5440907,2.8712597,95.0223694
2.1836796,-0.6466072,1.5369724,2.8302867,95.0611801
2.1426857,-0.6407313,1.5018544,2.783417,95.116539
2.1094775,-0.6460819,1.4632956,2.7555594,95.1162186
2.0600095,-0.6457318,1.4141777,2.7057414,95.2220459
2.0437496,-0.640031,1.4036186,2.6837807,95.1162186
2.2762065,-0.6025764,1.6735302,2.878783,95.0076675
2.3927791,-0.5754729,1.8172064,2.9682522,94.9774704
2.3439996,-0.5583705,1.7855291,2.90237,95.1403809
2.3277397,-0.5526696,1.7749701,2.8804092,95.140686
2.2952199,-0.5412681,1.7538519,2.836488,95.1257172
2.2535377,-0.5521444,1.7012932,2.8056819,95.1779022
2.1962838,-0.5405678,1.655616,2.7368515,95.1644821
2.1546016,-0.5514441,1.6030574,2.7060456,95.2171173
2.27896,-0.5355672,1.7432928,2.8145273,95.1257248
2.470423,-0.4922367,1.9780864,2.9626596,95.0567169
2.4717999,-0.4587321,2.0129676,2.9305317,95.0941467
2.4470658,-0.458557,1.9884087,2.9056227,95.1341553
2.414546,-0.4471554,1.9672905,2.8617015,95.2388992
2.3735521,-0.4412796,1.9321725,2.8148315,95.1707382
2.3481297,-0.4578567,1.890173,2.8059864,95.1722488
2.2986617,-0.4575066,1.841055,2.7561684,95.2209015
2.2739277,-0.4573315,1.8164961,2.7312591,95.222908
2.5141704,-0.4311034,2.0829668,2.9452739,95.0811768
2.5897491,-0.3981241,2.191525,2.9878731,95.087471
2.5657034,-0.3811967,2.1844068,2.9469001,95.1374512
2.5572293,-0.3867225,2.1704068,2.9439518,95.1921005
2.5084496,-0.3696201,2.1387296,2.8780696,95.2313004
2.4674556,-0.3637442,2.1036115,2.8311999,95.2169113
2.4017279,-0.3576932,2.0439346,2.7594211,95.31147
2.3678312,-0.3797961,1.9879352,2.7476275,95.3314819
2.5501318,-0.3587436,2.1912882,2.9088755,95.1810684
2.6843412,-0.3038364,2.3804047,2.9881775,95.1752319
2.6765554,-0.2926099,2.3838456,2.9691653,95.1953201
2.6518214,-0.2924348,2.3592865,2.9442561,95.2495193
2.6193016,-0.2810332,2.3381684,2.9003348,95.3002777
2.5620477,-0.2694565,2.2924912,2.8315043,95.2687607
2.5125797,-0.2691064,2.2433734,2.7816861,95.3244019
2.4546375,-0.2742819,2.1802557,2.7289195,95.3886566
2.4963198,-0.2634055,2.2328143,2.7597253,95.271637
2.737251,-0.2204252,2.5167258,2.9576762,95.2323227
2.7958815,-0.1984973,2.5972841,2.9943788,95.2182007
2.7548876,-0.1926214,2.5621662,2.9475091,95.3050919
2.7386277,-0.1869206,2.5516071,2.9255483,95.310257
2.6891596,-0.1865704,2.5024891,2.87573,95.3477249
2.6396916,-0.1862203,2.4533713,2.825912,95.3408737
2.5739636,-0.1801693,2.3936944,2.754133,95.4422836
2.5244956,-0.1798192,2.3445764,2.7043149,95.3930969
2.6319058,-0.1749938,2.4568121,2.8068995,95.276825
2.8481028,-0.1318383,2.7161646,2.9799411,95.2407455
2.8572655,-0.1095603,2.7476051,2.9668257,95.3268051
2.8325315,-0.1093852,2.7230461,2.9419165,95.3127823
2.8084857,-0.0924578,2.7159278,2.9009435,95.359108
2.7512319,-0.0808811,2.6702507,2.832113,95.3939896
2.7017639,-0.080531,2.6211329,2.782295,95.3998566
2.6685557,-0.0858817,2.5825741,2.7544374,95.3831177
2.6190877,-0.0855315,2.5334561,2.7046192,95.4383087
2.7936025,-0.0532525,2.7402501,2.8468549,95.3310471
2.9518573,-0.0152726,2.9364848,2.9671299,95.3275528
2.9440718,-0.0040461,2.9399257,2.9481177,95.3137283
