O2Hb,HHB,THb,HB_diff,TSI
2.2703924,-1.7476075,0.5226849,4.0179996,94.5949173
2.211762,-1.7695353,0.4421265,3.9812973,94.5792007
2.2032878,-1.7750611,0.4281266,3.9783487,94.5307083
2.393374,-1.7652351,0.6280389,4.1586094,94.3575058
2.4513161,-1.7600595,0.6911567,4.2113757,94.3575058
2.4096339,-1.7709359,0.638598,4.1805696,94.3575058
2.3757374,-1.7930388,0.5825986,4.1687765,94.4581757
2.3262694,-1.7926887,0.5334807,4.118958,94.392662
2.2598531,-1.80339,0.4563631,4.0632434,94.421814
2.2012227,-1.825318,0.3758047,4.0265408,94.5219879
2.1510663,-1.8417201,0.3092462,3.9927864,94.4570313
2.3079445,-1.8372447,0.4705997,4.1451893,94.4082565
2.4316146,-1.8381201,0.5933944,4.2697349,94.3337555
2.3906207,-1.8322443,0.5582764,4.2228651,94.2513809
2.3411527,-1.8318942,0.5091585,4.1730466,94.4406052
2.3072562,-1.8539971,0.4531591,4.161253,94.4631805
2.2570996,-1.8703992,0.3866006,4.1274991,94.4738388
2.2154174,-1.8812755,0.3340419,4.096693,94.3831558
2.1906834,-1.8811005,0.309483,4.071784,94.3743591
2.3645098,-1.8655738,0.4988362,4.2300835,94.2668381
2.4139779,-1.8659239,0.5479541,4.279902,94.2438126
2.3716073,-1.8935525,0.4779547,4.2651601,94.3220825
2.3383992,-1.8989033,0.439396,4.2373023,94.3337555
2.2797687,-1.9208311,0.3588376,4.2005997,94.4328003
2.2218266,-1.9260067,0.2957198,4.1478333,94.4171448
2.1879301,-1.9481096,0.2397204,4.1360397,94.3987503
2.3122885,-1.9322327,0.3799557,4.2445211,94.3323975
2.4529068,-1.9220567,0.5307502,4.3749633,94.2565308
2.4119129,-1.9161807,0.4956321,4.3280935,94.316864
2.3942764,-1.9439845,0.4501918,4.3382607,94.3366241
2.3532825,-1.9381086,0.4150738,4.2913909,94.2801895
2.294652,-1.9600365,0.3345154,4.2546883,94.4267044
2.2444954,-1.9764386,0.2679569,4.2209339,94.3676224
2.2112873,-1.9817892,0.2293981,4.1930766,94.3366241
2.4020619,-1.955211,0.446751,4.3572731,94.2809601
2.5342062,-1.9505607,0.5835456,4.484767,94.1623077
2.4769526,-1.938984,0.5378684,4.4159365,94.316864
2.4677899,-1.961262,0.5064279,4.4290519,94.1950226
2.4098477,-1.9664376,0.4433102,4.3762856,94.3817902
2.3596914,-1.9828397,0.3767517,4.3425312,94.481575
2.3257949,-2.0049427,0.3207523,4.3307376,94.4171448
2.375263,-2.0052929,0.3698702,4.3805556,94.3220825
2.5582519,-1.9674881,0.5906639,4.5257401,94.2394714
2.5992458,-1.9733639,0.6257819,4.5726099,94.2513809
2.5413036,-1.9785395,0.5626642,4.5198431,94.3831558
2.5003097,-1.9726636,0.5275461,4.4729733,94.4082565
2.4501534,-1.9890658,0.4609876,4.439219,94.392662
2.399997,-2.0054679,0.3944291,4.4054646,94.4668884
2.3667889,-2.0108185,0.3558703,4.3776073,94.4726944
2.5243554,-1.989591,0.5346645,4.5139465,94.3743591
2.6324539,-1.9680133,0.6643407,4.6004672,94.2821426
2.5985575,-1.9901162,0.6083413,4.5886736,94.3831558
2.5816092,-2.0011678,0.5803415,4.582777,94.3831558
2.539927,-2.012044,0.5277829,4.551971,94.3987503
2.4982448,-2.0229204,0.4752242,4.5211654,94.3987503
2.4403026,-2.028096,0.4121065,4.4683986,94.447525
2.5229788,-2.0230956,0.4997832,4.5460744,94.3323975
2.6968052,-2.0075688,0.6891364,4.7043738,94.27771
2.7045908,-2.0187953,0.6856956,4.7233863,94.3456726
2.6388631,-2.0127444,0.6260186,4.6516075,94.4884109
2.6134405,-2.0293217,0.5840191,4.6427622,94.4082565
2.5470243,-2.0400229,0.5069014,4.5870471,94.4896545
2.4968679,-2.0564251,0.4403429,4.5532932,94.570282
2.4551857,-2.0673015,0.3877843,4.5224872,94.5055313
2.6374862,-2.0462489,0.5911373,4.6837354,94.3511429
2.7533705,-2.0358977,0.7173728,4.7892685,94.2948303
2.7032142,-2.0523,0.6508144,4.7555141,94.4082565
2.670006,-2.0576506,0.6122555,4.7276568,94.3366241
2.6035898,-2.068352,0.535138,4.6719418,94.4570313
2.5371735,-2.0790532,0.4580203,4.6162267,94.4570313
2.4870172,-2.0954554,0.3914618,4.5824723,94.4414368
2.4206009,-2.1061566,0.3143442,4.5267577,94.5387802
2.6191614,-2.0908051,0.5282564,4.7099662,94.3420868
2.7350457,-2.0804539,0.6544918,4.8154993,94.276535
2.6933634,-2.0913303,0.6019332,4.7846937,94.3277359
2.6438954,-2.0909801,0.5528153,4.7348752,94.4070816
2.593739,-2.1073821,0.4862568,4.7011213,94.4082565
2.5273228,-2.1180835,0.4091392,4.6454062,94.4082565
2.4771664,-2.1344857,0.3425807,4.6116519,94.4253769
2.4270098,-2.1508877,0.2760222,4.5778975,94.4972992
2.6093104,-2.1298354,0.4793752,4.7391458,94.306427
2.7004607,-2.1193089,0.5810518,4.8197699,94.3011093
2.634733,-2.1132581,0.5213748,4.7479911,94.3420868
2.6170962,-2.1410618,0.4759344,4.7581582,94.3759766
2.5428941,-2.1405365,0.4022577,4.6834307,94.4775391
2.4927378,-2.1569388,0.3356991,4.6496768,94.4227371
2.4425814,-2.1733408,0.2691406,4.6159225,94.4227371
2.4588413,-2.1790416,0.2796997,4.6378832,94.2809601
2.6411419,-2.1579893,0.4830528,4.7991309,94.2026062
2.6580901,-2.1469376,0.5110525,4.805028,94.2026062
2.6157196,-2.1745663,0.4410532,4.7902861,94.1993179
2.5499916,-2.1685154,0.3813762,4.7185073,94.3309937
2.4835753,-2.1792169,0.3042586,4.6627922,94.3465805
2.4249449,-2.2011447,0.2237002,4.6260896,94.3511429
2.3585286,-2.2118459,0.1465826,4.5703745,94.3408737
2.4412048,-2.2068455,0.2342593,4.6480503,94.2753143
2.5987713,-2.1856179,0.4130535,4.784389,94.1871567
2.5740373,-2.1854427,0.3884945,4.75948,94.1717682
2.5154068,-2.2073708,0.3079362,4.7227774,94.2359848
2.4659388,-2.2070205,0.2588183,4.6729593,94.234581
2.3910484,-2.2232475,0.1677008,4.614296,94.3914871
2.3246322,-2.2339489,0.0905832,4.5585809,94.3914871
2.2582159,-2.2446501,0.0134656,4.5028663,94.3914871
2.3988342,-2.2344742,0.16426,4.6333084,94.2654343
2.5401409,-2.2075458,0.3324951,4.7476864,94.0899048
2.4984586,-2.2184222,0.2799364,4.7168808,94.234581
2.4405165,-2.2235978,0.2168187,4.664114,94.2894897
2.3988342,-2.2344742,0.16426,4.6333084,94.3049545
2.3246322,-2.2339489,0.0905832,4.5585809,94.3413696
2.26669,-2.2391245,0.0274655,4.5058146,94.303299
2.2165337,-2.2555265,-0.0390931,4.4720602,94.4058609
2.4150941,-2.240175,0.1748191,4.6552691,94.1311798
2.4984586,-2.2184222,0.2799364,4.7168808,94.1072083
2.4405165,-2.2235978,0.2168187,4.664114,94.1978683
2.3910484,-2.2232475,0.1677008,4.614296,94.1854477
2.3408921,-2.2396498,0.1011423,4.5805416,94.253273
2.26669,-2.2391245,0.0274655,4.5058146,94.2485275
2.2165337,-2.2555265,-0.0390931,4.4720602,94.2485275
2.2660017,-2.2558768,0.0100248,4.5218782,94.2233963
2.4405165,-2.2235978,0.2168187,4.664114,94.0103378
2.4567764,-2.2292986,0.2273778,4.6860747,94.0486832
2.3825743,-2.2287734,0.1537009,4.6113477,94.1738968
2.3408921,-2.2396498,0.1011423,4.5805416,94.2639923
2.2907357,-2.2560518,0.0345838,4.5467873,94.1978683
2.2327936,-2.2612274,-0.028534,4.4940209,94.2795105
2.1833255,-2.2608774,-0.0776519,4.4442029,94.2740631
2.381886,-2.2455256,0.1362603,4.6274114,94.1605072
2.4405165,-2.2235978,0.2168187,4.664114,94.1323776
2.3903601,-2.2399998,0.1502602,4.6303596,94.2118301
2.357152,-2.2453506,0.1117014,4.6025023,94.2221069
2.3069954,-2.2617526,0.0451429,4.568748,94.2570648
2.2327936,-2.2612274,-0.028534,4.4940209,94.2624969
2.1748514,-2.266403,-0.0916517,4.4412541,94.2780228
2.2653131,-2.272629,-0.0074158,4.5379424,94.2221069
2.4398282,-2.24035,0.199378,4.6801782,94.0761871
2.4398282,-2.24035,0.199378,4.6801782,94.0497437
2.3734119,-2.2510514,0.1222605,4.6244631,94.196373
2.3239439,-2.2507012,0.0731426,4.574645,94.2727737
2.2660017,-2.2558768,0.0100248,4.5218782,94.2882996
2.2158451,-2.272279,-0.0565337,4.4881244,94.2624969
2.182637,-2.2776296,-0.0950925,4.4602666,94.2066498
2.3734119,-2.2510514,0.1222605,4.6244631,94.0632324
2.4645622,-2.240525,0.223937,4.7050872,93.9953156
2.3981457,-2.2512264,0.1468194,4.6493721,94.1399612
2.357152,-2.2453506,0.1117014,4.6025023,94.154007
2.3069954,-2.2617526,0.0451429,4.568748,94.1399612
2.256839,-2.2781549,-0.0214157,4.5349941,94.2376175
2.1911113,-2.2721038,-0.0810926,4.4632149,94.2317123
2.2822616,-2.2615776,0.0205839,4.543839,94.1118317
2.4476137,-2.2515767,0.1959373,4.6991901,94.0340347
2.4228797,-2.2514014,0.1713783,4.6742811,94.021965
2.3734119,-2.2510514,0.1222605,4.6244631,94.0899658
2.3317294,-2.2619278,0.0697018,4.593657,94.1129684
2.2575276,-2.2614026,-0.003975,4.51893,94.1649475
2.207371,-2.2778046,-0.0705335,4.4851756,94.2376175
2.1911113,-2.2721038,-0.0810926,4.4632149,94.1893005
2.40662,-2.2457006,0.1608192,4.6523204,93.927887
2.4398282,-2.24035,0.199378,4.6801782,94.0340347
2.3656261,-2.2398248,0.1257012,4.6054506,94.1020355
2.3239439,-2.2507012,0.0731426,4.574645,94.1649475
2.2660017,-2.2558768,0.0100248,4.5218782,94.0866699
2.2158451,-2.272279,-0.0565337,4.4881244,94.1982498
2.1416433,-2.2717538,-0.1302105,4.4133968,94.2221069
2.2497418,-2.250176,-0.0005343,4.4999175,94.0866699
2.4073083,-2.2289484,0.1782599,4.6362567,94.0066833
2.3741002,-2.2342989,0.1397011,4.6083994,94.1020355
2.3161581,-2.2394745,0.0765833,4.5556326,94.1694489
2.2744758,-2.250351,0.0240247,4.5248265,94.1649475
2.2243195,-2.2667532,-0.0425338,4.4910727,94.1649475
2.1501174,-2.266228,-0.1162106,4.4163451,94.2162552
2.1084352,-2.2771044,-0.1687693,4.3855395,94.2406235
2.2907357,-2.2560518,0.0345838,4.5467873,94.0066833
2.3988342,-2.2344742,0.16426,4.6333084,94.0066833
2.3408921,-2.2396498,0.1011423,4.5805416,94.0823059
2.291424,-2.2392995,0.0520244,4.5307236,94.0713654
2.2497418,-2.250176,-0.0005343,4.4999175,94.0713654
2.1833255,-2.2608774,-0.0776519,4.4442029,94.2317123
2.1091235,-2.2603521,-0.1513287,4.3694754,94.2162552
2.1006494,-2.2658777,-0.1653285,4.3665271,94.0964661
2.2998981,-2.2337737,0.0660243,4.5336719,93.8647461
2.3578403,-2.2285981,0.129142,4.5864387,93.9116821
2.291424,-2.2392995,0.0520244,4.5307236,93.9930496
2.241956,-2.2389493,0.0029065,4.4809055,94.0035324
2.1677539,-2.2384243,-0.0707703,4.406178,94.1281509
2.1098118,-2.2435999,-0.133888,4.3534117,94.1386337
2.0596554,-2.2600019,-0.2004465,4.3196573,94.1342545
2.0681295,-2.2544763,-0.1864467,4.3226056,94.0811691
2.2751641,-2.2335987,0.0414653,4.5087628,93.8797913
2.2921124,-2.2225473,0.069465,4.5146594,93.8647461
2.2256961,-2.2332487,-0.0076526,4.4589448,93.9800949
2.192488,-2.2385993,-0.0462114,4.431087,94.0035324
2.1345458,-2.2437749,-0.1093291,4.3783207,94.0035324
2.0681295,-2.2544763,-0.1864467,4.3226056,94.1399612
2.0024016,-2.2484252,-0.2461237,4.2508268,94.1484299
2.1677539,-2.2384243,-0.0707703,4.406178,93.9449158
2.2673783,-2.2223723,0.0449061,4.4897504,93.9230423
2.2016504,-2.2163212,-0.0147709,4.4179716,93.9079742
2.1521823,-2.215971,-0.0638887,4.3681536,94.0592957
2.102026,-2.2323732,-0.1304473,4.3343992,94.0561371
2.0356097,-2.2430747,-0.2075649,4.2786841,94.0759811
1.9614077,-2.2425494,-0.2812417,4.2039571,94.1331177
1.9444594,-2.2536008,-0.3092414,4.19806,94.1638107
2.1521823,-2.215971,-0.0638887,4.3681536,93.8524094
2.2101245,-2.2107954,-0.000771,4.4209199,93.849762
2.1359224,-2.2102704,-0.0744478,4.3461928,93.8947372
2.0942402,-2.2211466,-0.1270065,4.3153868,94.0072708
2.036298,-2.2263222,-0.1901242,4.2626204,94.0021591
1.9698818,-2.2370236,-0.2672418,4.2069054,94.0811691
1.9197254,-2.2534258,-0.3338003,4.173151,94.0902634
1.9119396,-2.2421992,-0.3303595,4.154139,94.0121613
2.1274483,-2.215796,-0.0884477,4.3432446,93.8990784
2.1528707,-2.1992188,-0.0464481,4.3520894,93.863327
2.0949285,-2.2043943,-0.1095658,4.2993231,93.9474564
2.0454605,-2.2040443,-0.1586837,4.249505,93.9323273
1.9953042,-2.2204463,-0.2252422,4.2157507,93.9437408
1.9211022,-2.2199211,-0.2989191,4.1410232,94.0121613
1.86316,-2.2250967,-0.3620368,4.0882568,94.0121613
1.8794199,-2.2307975,-0.3514777,4.1102176,94.0519409
2.0949285,-2.2043943,-0.1095658,4.2993231,93.8339386
2.1118767,-2.1933429,-0.0815661,4.3052197,93.9037018
2.0539346,-2.1985185,-0.1446839,4.2524533,93.9037018
2.0129409,-2.1926427,-0.1798019,4.2055836,93.9037018
1.9627844,-2.2090447,-0.2463604,4.1718292,93.9227295
1.8970565,-2.2029939,-0.3060374,4.1000504,93.997612
1.8469001,-2.2193959,-0.3725959,4.0662961,93.9681625
1.9055306,-2.197468,-0.2920375,4.1029987,93.9728699
2.0793571,-2.1819413,-0.1026843,4.2612982,93.751915
2.0468373,-2.1705396,-0.1238024,4.2173772,93.8222656
2.0051551,-2.181416,-0.1763611,4.1865711,93.8222656
1.9556869,-2.181066,-0.225479,4.1367531,93.888588
1.8977448,-2.1862416,-0.2885967,4.0839863,93.9728699
1.8398026,-2.1914172,-0.3517145,4.03122,93.9918976
1.7981204,-2.2022936,-0.4042731,4.0004139,93.9918976
1.9563754,-2.1643138,-0.2080383,4.1206889,93.8326874
2.0475256,-2.1537874,-0.1063618,4.201313,93.8434143
1.9980576,-2.1534374,-0.1554797,4.151495,93.8339386
1.9485896,-2.1530871,-0.2045976,4.1016765,93.9037018
1.8821733,-2.1637886,-0.2817152,4.0459619,93.9833603
1.8242311,-2.1689641,-0.3448329,3.9931953,93.9681625
1.766289,-2.1741397,-0.4079506,3.9404287,94.0604782
1.7246068,-2.1850162,-0.4605093,3.9096227,93.9851074
1.9153814,-2.1584377,-0.2431564,4.0738192,93.8585052
1.9987459,-2.1366849,-0.1380391,4.1354308,93.8339386
1.9408038,-2.1418605,-0.2011568,4.0826645,93.9227295
1.8913357,-2.1415105,-0.2502747,4.032846,93.9918976
1.8333936,-2.1466861,-0.3133924,3.9800797,93.9474564
1.7669773,-2.1573873,-0.39051,3.9243648,94.0366592
1.7252951,-2.1682637,-0.4430687,3.8935587,93.9851074
1.7422433,-2.1572123,-0.415069,3.8994555,93.9833603
1.9252323,-2.1194074,-0.1942752,4.0446396,93.828392
1.9337064,-2.1138818,-0.1802754,4.0475883,93.8189163
1.8672901,-2.124583,-0.257393,3.9918733,93.9833603
1.8178221,-2.124233,-0.3065109,3.942055,93.9576645
1.7598799,-2.1294086,-0.3696286,3.8892884,93.9681625
1.7019378,-2.1345842,-0.4327463,3.8365219,93.9681625
1.6517814,-2.1509862,-0.4993049,3.8027678,93.9775085
1.7104119,-2.1290584,-0.4187465,3.8394704,93.9918976
1.9011866,-2.1024802,-0.2013935,4.0036669,93.7773361
1.8849267,-2.0967793,-0.2119526,3.9817061,93.8434143
1.8269845,-2.1019549,-0.2750704,3.9289396,93.8039551
1.8015622,-2.1185322,-0.3170699,3.9200943,93.8463593
1.7358342,-2.1124811,-0.3767469,3.8483155,93.9076157
1.6863662,-2.1121311,-0.4258648,3.7984972,93.9076157
1.6368983,-2.1117809,-0.4749826,3.7486792,93.9766922
1.827673,-2.0852027,-0.2576297,3.9128757,93.7817764
1.9110374,-2.0634499,-0.1525124,3.9744873,93.7258377
1.8615694,-2.0630996,-0.2016303,3.924669,93.7486572
1.8198872,-2.073976,-0.254189,3.8938632,93.8144455
1.761945,-2.0791516,-0.3173067,3.8410966,93.8990784
1.712477,-2.0788016,-0.3664246,3.7912786,93.9076157
1.6545348,-2.0839772,-0.4295423,3.738512,93.9681625
1.7209511,-2.0732758,-0.3524247,3.7942269,93.9037018
1.9117258,-2.0466976,-0.1350718,3.9584234,93.7730637
1.90394,-2.035471,-0.131631,3.9394109,93.7730637
1.8459978,-2.0406466,-0.1947487,3.8866444,93.8294067
1.7965299,-2.0402966,-0.2438666,3.8368263,93.9076157
1.7301136,-2.0509977,-0.3209842,3.7811112,93.9851074
1.6806456,-2.0506477,-0.3701021,3.7312932,93.9153748
1.6227034,-2.0558233,-0.4332198,3.6785266,93.9766922
1.7470618,-2.0399463,-0.2929845,3.787008,93.9283524
1.9046284,-2.0187187,-0.1141903,3.923347,93.7730637
1.8636345,-2.0128429,-0.1493084,3.8764772,93.8039551
1.8141664,-2.0124927,-0.1984262,3.8266592,93.8457031
1.7724842,-2.0233691,-0.2509849,3.7958534,93.9160233
1.6982821,-2.0228438,-0.3246617,3.7211261,93.9681625
1.6565999,-2.0337203,-0.3772204,3.6903203,94.0071259
1.5986577,-2.0388958,-0.4403381,3.6375537,94.0460052
1.7816466,-2.001091,-0.2195444,3.7827377,93.860733
1.8727969,-1.9905648,-0.1178679,3.8633618,93.7676849
1.8148547,-1.9957404,-0.1809856,3.8105953,93.8529663
1.7653868,-1.9953903,-0.2301035,3.760777,93.837944
1.7074447,-2.0005658,-0.2932212,3.7080104,93.9227295
1.6495025,-2.0057414,-0.356339,3.6552439,94.0223999
1.5837746,-1.9996905,-0.4160159,3.5834651,93.9918976
1.5753005,-2.0052161,-0.4300158,3.5805166,93.9227295
1.7745492,-1.9731122,-0.198663,3.7476616,93.788063
1.8162315,-1.9622358,-0.1461043,3.7784674,93.8123398
1.7420294,-1.9617106,-0.2197812,3.7037401,93.875824
1.7172954,-1.9615356,-0.2443401,3.6788311,93.8979416
1.6671391,-1.9779377,-0.3108986,3.6450768,93.9531403
1.6014111,-1.9718868,-0.3705756,3.573298,93.9591446
1.543469,-1.9770623,-0.4336933,3.5205314,93.9591446
1.5851513,-1.9661859,-0.3811347,3.5513372,93.9678802
1.775926,-1.9396076,-0.1637817,3.7155337,93.8197708
1.7596661,-1.9339069,-0.1743408,3.693573,93.8979416
1.7017239,-1.9390825,-0.2374585,3.6408064,93.8979416
1.6763016,-1.9556596,-0.2794581,3.6319611,93.9096222
1.6020995,-1.9551344,-0.3531349,3.557234,93.9743958
1.5441574,-1.96031,-0.4162527,3.5044675,93.9526367
1.4777411,-1.9710114,-0.4933703,3.4487524,94.1221161
1.6268336,-1.9553095,-0.328576,3.5821431,93.9248505
1.7356204,-1.9169796,-0.1814591,3.6525998,93.9093552
1.7024122,-1.9223301,-0.2200179,3.6247425,93.9096222
1.6444701,-1.9275057,-0.2831357,3.5719759,94.0437393
1.5865279,-1.9326813,-0.3462534,3.5192094,94.0437393
1.5285858,-1.9378569,-0.4093711,3.4664428,94.0413589
1.4621695,-1.9485583,-0.4864887,3.4107277,94.1255341
1.3879675,-1.9480331,-0.5601655,3.3360007,94.1902695
1.5285858,-1.9378569,-0.4093711,3.4664428,94.0456619
1.6861523,-1.9166293,-0.230577,3.6027818,93.8433838
1.6366843,-1.9162792,-0.2796949,3.5529635,93.994873
1.5956905,-1.9104034,-0.3148129,3.5060937,93.9291458
1.5540082,-1.9212798,-0.3673716,3.4752879,94.0026627
1.4960661,-1.9264554,-0.4304893,3.4225214,93.9832001
1.4303381,-1.9204043,-0.4901662,3.3507426,94.0795059
1.4133899,-1.9314559,-0.5181659,3.3448458,93.9991684
1.5963788,-1.893651,-0.2973723,3.4900298,93.8634872
1.654321,-1.8884754,-0.2342545,3.5427964,93.8735428
1.5963788,-1.893651,-0.2973723,3.4900298,93.9193039
1.5553849,-1.8877752,-0.3324903,3.4431601,93.994873
1.4974427,-1.8929508,-0.395608,3.3903935,93.994873
1.4395006,-1.8981264,-0.4587258,3.3376269,94.0050812
1.3900325,-1.8977762,-0.5078436,3.2878089,94.0875626
1.5143909,-1.8818992,-0.3676083,3.3962903,93.9444351
1.6231779,-1.8435693,-0.2204914,3.466747,93.9398727
1.5814956,-1.8544457,-0.2730501,3.4359412,93.994873
1.5242418,-1.842869,-0.3187272,3.3671107,94.0025711
1.4988195,-1.8594462,-0.3607267,3.3582656,94.0050812
1.4408773,-1.8646218,-0.4238445,3.3054991,94.0050812
1.3829352,-1.8697973,-0.4869622,3.2527325,94.0875626
1.4083575,-1.8532202,-0.4449627,3.2615776,94.0874634
1.5828724,-1.8209411,-0.2381688,3.4038134,94.0143814
1.6153921,-1.8323427,-0.2170506,3.4477348,93.9478378
1.5496641,-1.8262918,-0.2767276,3.3759561,94.0219345
1.516456,-1.8316424,-0.3152864,3.3480985,94.0720901
1.4585139,-1.836818,-0.3784041,3.295332,94.1603699
1.4005717,-1.8419936,-0.4415219,3.2425654,94.1448212
1.3843119,-1.8362929,-0.4520809,3.2206047,94.1074753
1.5835607,-1.8041888,-0.2207281,3.3877494,93.9503021
1.6415029,-1.7990133,-0.1576104,3.440516,93.8619156
1.559515,-1.7872615,-0.2278464,3.3467765,94.1029968
1.5425668,-1.7983129,-0.2558462,3.3408797,94.020462
1.4846246,-1.8034885,-0.3189639,3.2881131,94.0914536
1.4351566,-1.8031384,-0.3680818,3.2382951,94.0875626
1.3856885,-1.8027883,-0.4171997,3.1884768,94.1764755
1.5354694,-1.7703341,-0.2349647,3.3058035,94.0334015
1.6344054,-1.7710344,-0.136729,3.4054399,93.951828
1.5849375,-1.7706842,-0.1858469,3.3556216,93.9503479
1.5517292,-1.776035,-0.2244057,3.3277643,94.1069946
1.4944755,-1.7644582,-0.2700828,3.2589338,94.1759872
1.4450074,-1.7641081,-0.3192007,3.2091155,94.0919418
1.4033252,-1.7749845,-0.3717593,3.1783097,94.1603699
1.553106,-1.7425303,-0.1895244,3.2956364,94.0219345
1.6364704,-1.7207775,-0.0844071,3.3572481,94.020462
1.5870025,-1.7204274,-0.133525,3.3074298,94.0759888
1.5537943,-1.7257781,-0.1720838,3.2795725,94.1453018
1.5043263,-1.725428,-0.2212016,3.2297542,94.1433792
1.462644,-1.7363043,-0.2737603,3.1989484,94.0610733
1.4131761,-1.7359542,-0.3228782,3.1491301,94.1453018
1.5629568,-1.7035,-0.1406433,3.2664568,94.0070496
1.6463213,-1.6817473,-0.0355259,3.3280685,94.0759888
1.6046391,-1.6926236,-0.0880846,3.2972627,94.0606003
1.555171,-1.6922735,-0.1372025,3.2474446,94.1293411
1.4894431,-1.6862226,-0.1968794,3.1756656,94.2135468
1.4555466,-1.7083255,-0.2528789,3.1638722,94.2130661
1.3898187,-1.7022746,-0.3125558,3.0920932,94.2793045
1.5473852,-1.681047,-0.1337617,3.2284322,94.1255341
1.6470097,-1.664995,-0.0180853,3.3120046,94.0414505
1.5812818,-1.658944,-0.0777623,3.2402258,94.1125183
1.5480736,-1.6642947,-0.1163211,3.2123682,94.1820145
1.4823457,-1.6582438,-0.175998,3.1405895,94.1820145
1.4244035,-1.6634194,-0.2391158,3.0878229,94.1651688
1.3742472,-1.6798215,-0.3056743,3.0540686,94.2344666
1.4738716,-1.6637695,-0.1899979,3.137641,94.1139374
1.6151782,-1.6368411,-0.0217628,3.2520194,94.0606003
1.5741843,-1.6309652,-0.0568809,3.2051497,94.1125183
1.5169306,-1.6193885,-0.1025579,3.1363192,94.1805954
1.4837224,-1.6247392,-0.1411168,3.1084616,94.174942
1.4173062,-1.6354405,-0.2182343,3.0527465,94.2495117
1.3756238,-1.6463169,-0.270793,3.0219407,94.1806335
1.4589884,-1.6245641,-0.1656757,3.0835526,94.0438538
1.5996068,-1.614388,-0.0148813,3.2139947,93.9722824
1.5586128,-1.608512,-0.0499993,3.167125,94.0415421
1.5091448,-1.6081619,-0.0991172,3.1173067,94.1102066
1.4596767,-1.6078118,-0.1482351,3.0674887,94.0948563
1.4017346,-1.6129874,-0.2113528,3.0147221,94.1652069
1.3360066,-1.6069365,-0.2710298,2.9429431,94.1665878
1.4024229,-1.5962352,-0.1939122,2.9986582,94.1628571
1.5437297,-1.5693067,-0.0256771,3.1130364,94.0229263
1.5020474,-1.5801831,-0.0782358,3.0822306,94.1665878
1.4447936,-1.5686064,-0.1239129,3.0134001,94.1595078
1.4031113,-1.5794828,-0.1764715,2.9825943,94.1512222
1.3451692,-1.5846584,-0.2395893,2.9298277,94.1474915
1.287227,-1.589834,-0.302707,2.8770611,94.2185593
1.3119611,-1.5900091,-0.2781481,2.9019701,94.2326202
1.4617418,-1.557555,-0.0959131,3.0192969,94.1628571
1.4617418,-1.557555,-0.0959131,3.0192969,94.0667038
1.4037997,-1.5627306,-0.1590309,2.9665303,94.1322784
1.3543316,-1.5623804,-0.2081488,2.916712,94.2171783
1.2963895,-1.567556,-0.2712665,2.8639455,94.1995392
1.2384473,-1.5727316,-0.3343842,2.8111789,94.2857895
1.2214991,-1.583783,-0.362384,2.8052821,94.2185593
1.3797541,-1.5458032,-0.1661492,2.9255571,94.1474915
1.4129622,-1.5404525,-0.1275904,2.9534147,94.1498413
1.3472342,-1.5344015,-0.1872673,2.8816359,94.2171783
1.305552,-1.545278,-0.239826,2.8508298,94.2031937
1.2476099,-1.5504535,-0.3029437,2.7980633,94.2698822
1.2059276,-1.56133,-0.3555024,2.7672575,94.2853317
1.1486738,-1.5497533,-0.4011795,2.698427,94.2185593
1.2892921,-1.5395771,-0.2503851,2.8288693,94.1516876
1.3479226,-1.5176493,-0.1698267,2.865572,94.2171783
1.2984545,-1.5172992,-0.2189446,2.8157537,94.2326202
1.2574606,-1.5114232,-0.2540626,2.7688839,94.2171783
1.2157784,-1.5222996,-0.3066213,2.7380781,94.2185669
1.1663103,-1.5219495,-0.3557391,2.6882598,94.2190247
1.1083683,-1.5271251,-0.4188569,2.6354933,94.2857895
1.2327267,-1.5112482,-0.2786216,2.7439749,94.1512222
1.3160912,-1.4894954,-0.1735042,2.8055866,94.2171783
1.2744089,-1.5003718,-0.2260629,2.7747808,94.2185669
1.2412008,-1.5057224,-0.2646217,2.7469232,94.2190247
1.1917328,-1.5053723,-0.3137396,2.6971049,94.2839813
1.1422647,-1.5050222,-0.3628575,2.6472869,94.2190247
1.0765368,-1.4989712,-0.4225344,2.5755081,94.27034
1.1676871,-1.4884449,-0.3208579,2.656132,94.2326202
1.2842597,-1.4613415,-0.1771818,2.7456012,94.2326202
1.2595257,-1.4611664,-0.2017407,2.7206922,94.2171783
1.2263175,-1.4665171,-0.2402995,2.6928346,94.2185593
1.1846353,-1.4773935,-0.2928582,2.6620288,94.2018051
1.1266931,-1.4825691,-0.3559759,2.6092622,94.2853317
1.0772251,-1.482219,-0.4050938,2.5594442,94.2857895
1.0856993,-1.4766932,-0.3910939,2.5623925,94.2171402
1.25174,-1.4499398,-0.1982999,2.7016797,94.2185593
1.2686882,-1.4388884,-0.1703002,2.7075765,94.2171783
1.210746,-1.444064,-0.2334179,2.65481,94.3671188
1.1697521,-1.4381881,-0.268536,2.6079402,94.3501358
1.11181,-1.4433637,-0.3316537,2.5551736,94.4176102
1.0948617,-1.4544152,-0.3596534,2.5492768,94.2839432
1.0531795,-1.4652916,-0.4122121,2.518471,94.3671188
1.2029603,-1.4328375,-0.2299772,2.6357977,94.3164215
