intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,32237,41677,40268,47636,48284,52512,55944,63395
59827,0.2654,30456,39822,38540,45742,46048,50266,53824,60347
57844,0.2654,28938,38158,36796,43704,43970,48065,51738,57847
55736,0.2654,27478,36511,35278,41923,41933,46305,49881,55818
53660,0.2654,25878,34728,33650,40064,40060,44075,47834,53846
51755,0.2654,24553,33217,32206,38343,38154,42176,45950,51879
49887,0.2654,23310,31705,30707,36713,36391,40158,44120,50133
48131,0.2654,22036,30286,29215,35122,34789,38406,42389,48141
46295,0.2654,20776,28840,27847,33540,33061,36632,40647,46323
44680,0.2654,19708,27472,26595,32114,31743,34961,38976,44523
43007,0.2654,18826,26271,25318,30773,30240,33368,37411,42872
41319,0.2654,17728,25027,24167,29440,28990,31745,35822,41144
39715,0.2654,16921,23840,23038,28192,27765,30261,34413,39566
38314,0.2654,16006,22743,21949,26998,26557,28970,32999,38118
36967,0.2654,15220,21738,21023,25918,25447,27562,31545,36685
35450,0.2654,14477,20778,20124,24618,24378,26261,30220,35268
34143,0.2654,13828,19724,19090,23616,23284,25121,28876,33854
32981,0.2654,13185,18942,18220,22686,22385,23991,27642,32547
31735,0.2654,12581,18101,17423,21737,21493,22947,26447,31234
30638,0.2654,12097,17253,16698,20794,20637,21931,25337,30108
29632,0.2654,11665,16461,15977,19905,19870,21103,24290,29076
28487,0.2654,11115,15707,15262,19057,19102,20035,23242,27877
27379,0.2654,10699,15083,14601,18254,18226,19174,22156,26799
26454,0.2654,10332,14378,14041,17466,17590,18345,21343,25832
25477,0.2654,9894,13744,13379,16619,16849,17610,20478,24831
24609,0.2654,9577,13113,12800,15967,16275,16805,19543,23993
23740,0.2654,9301,12524,12324,15322,15549,16146,18729,22976
22822,0.2654,8996,12005,11764,14664,15090,15517,17966,22308
22083,0.4807,8716,11466,11321,14130,14478,14931,17309,21389
21247,0.4905,8473,11126,10964,13589,13940,14364,16684,20630
20479,0.5008,8219,10561,10431,12966,13339,13833,15972,19884
19755,0.4572,7967,10044,10067,12492,12864,13262,15339,19111
19075,0.4351,7750,9721,9652,11893,12394,12880,14798,18465
18361,0.4492,7526,9308,9303,11464,11892,12356,14223,17746
17791,0.3957,7332,8951,9013,11069,11584,12006,13752,17330
17076,0.4381,7068,8585,8597,10601,11050,11555,13198,16563
16594,0.3612,6912,8319,8322,10216,10763,11198,12746,16097
15949,0.3969,6704,8021,8050,9931,10348,10812,12321,15577
15730,0.2221,6666,7880,7904,9724,10212,10692,12125,15421
14815,0.4207,6260,7410,7460,9185,9625,10068,11486,14496
14316,0.4025,6047,7143,7147,8817,9243,9724,11024,14022
