intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1539,0.1264,1966,1736,1752,1619,1800,1868,1899,1923,1922,1865
1539,0,1988,1755,1712,1631,1769,1895,1911,1906,1886,1890
1533,0.3734,2026,1797,1755,1627,1808,1897,1954,1972,1952,1884
1573,0.0488,2052,1779,1777,1674,1866,1936,1977,1967,2004,1891
1577,0.397,2009,1772,1807,1678,1853,1962,2004,2029,2000,1914
1593,0.1378,2072,1791,1784,1709,1854,1981,1998,1998,2052,1978
1603,0.4256,2052,1812,1841,1713,1897,1994,2102,2073,2091,1984
1623,0.2846,2046,1815,1815,1712,1908,2058,2065,2079,2100,2029
1592,0.6316,2064,1823,1869,1707,1888,2039,2057,2087,2108,2040
1641,0.3291,2085,1871,1880,1792,1907,2045,2152,2136,2120,2076
1655,0.3644,2106,1834,1875,1796,1915,2088,2145,2142,2178,2108
1686,0.2124,2116,1895,1881,1783,1947,2144,2165,2191,2244,2113
1645,0.7958,2144,1911,1895,1818,1974,2143,2205,2207,2249,2116
1704,0.5862,2167,1912,1932,1827,1997,2178,2215,2245,2322,2176
1728,0.3352,2197,1968,1910,1850,2036,2185,2281,2270,2303,2208
1763,0.4835,2234,1941,1920,1885,2046,2230,2300,2285,2367,2217
1743,0.6532,2231,1989,1955,1893,2053,2260,2340,2337,2400,2269
1762,0.6613,2257,1996,1992,1908,2113,2265,2376,2367,2411,2329
1789,0.624,2306,2019,2042,1933,2121,2317,2384,2382,2430,2338
1814,0.6512,2314,2091,2025,1933,2114,2343,2423,2436,2500,2380
1821,0.6871,2342,2083,2053,1988,2165,2416,2433,2472,2543,2446
1879,0.5378,2361,2099,2075,1977,2188,2440,2481,2545,2578,2475
1863,0.7579,2422,2135,2102,2026,2209,2450,2537,2565,2604,2474
1882,0.8238,2440,2138,2102,2078,2253,2491,2597,2576,2630,2546
1953,0.6599,2439,2146,2197,2065,2228,2516,2570,2610,2653,2563
1947,0.7902,2514,2224,2177,2092,2308,2520,2672,2652,2741,2644
1985,0.8078,2532,2277,2218,2167,2342,2568,2693,2660,2755,2632
2015,0.7781,2594,2257,2264,2089,2383,2635,2727,2758,2787,2719
2053,0.6617,2627,2318,2314,2179,2402,2685,2763,2800,2865,2748
2087,0.7728,2665,2353,2316,2248,2497,2703,2815,2851,2902,2793
2126,1,2706,2380,2340,2248,2520,2732,2855,2862,2938,2795
2142,0.8128,2796,2401,2389,2255,2542,2811,2932,2891,2932,2886
2177,0.8266,2807,2479,2381,2332,2602,2855,2966,2917,3043,2892
2208,0.9281,2859,2513,2437,2355,2624,2874,2997,2991,3110,2959
2258,0.8162,2894,2546,2478,2393,2674,2915,3072,3063,3128,3027
2303,0.8643,2962,2584,2574,2471,2712,2955,3086,3078,3216,3104
2318,0.8621,2991,2643,2572,2475,2734,3019,3210,3142,3218,3116
2402,0.7727,3085,2632,2585,2508,2858,3082,3253,3239,3305,3183
2449,0.7549,3156,2744,2663,2646,2891,3138,3330,3301,3434,3289
2483,0.86,3174,2803,2670,2533,2871,3140,3357,3262,3402,3304
2490,0.9438,3257,2828,2709,2648,2977,3209,3412,3397,3442,3367
2588,0.7927,3341,2837,2744,2702,2965,3227,3456,3361,3507,3389
2615,0.8846,3379,2923,2824,2753,3076,3296,3557,3509,3585,3436
2723,0.7552,3449,2976,2891,2772,3114,3327,3587,3592,3621,3510
2753,0.8614,3534,3030,2885,2861,3198,3425,3688,3658,3748,3563
2849,0.5966,3568,3142,3003,2881,3208,3491,3741,3769,3741,3696
2838,0.8254,3709,3137,3010,2975,3258,3542,3798,3793,3868,3695
