intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8
1539,0.1264,1558,1576,1453,1637,1602,1367,1556,1512
1539,0,1552,1591,1465,1635,1585,1429,1562,1541
1533,0.3734,1582,1607,1508,1684,1639,1399,1552,1544
1573,0.0488,1610,1600,1491,1694,1638,1437,1596,1599
1577,0.397,1608,1647,1539,1719,1733,1467,1573,1591
1593,0.1378,1641,1647,1528,1755,1705,1488,1615,1619
1603,0.4256,1633,1666,1558,1779,1728,1581,1644,1658
1623,0.2846,1629,1672,1577,1804,1748,1523,1629,1648
1592,0.6316,1652,1669,1558,1846,1765,1579,1712,1685
1641,0.3291,1693,1726,1584,1860,1799,1596,1712,1716
1655,0.3644,1691,1745,1640,1890,1815,1605,1751,1752
1686,0.2124,1729,1754,1631,1929,1881,1677,1789,1799
1645,0.7958,1729,1788,1592,1967,1879,1714,1814,1787
1704,0.5862,1759,1785,1662,1915,1914,1736,1830,1846
1728,0.3352,1790,1826,1690,2055,1939,1782,1840,1874
1763,0.4835,1805,1850,1702,2050,1989,1815,1905,1901
1743,0.6532,1802,1874,1790,2114,2043,1844,1924,1956
1762,0.6613,1844,1888,1787,2090,2050,1860,1975,1975
1789,0.624,1824,1931,1790,2173,2127,1935,2007,1954
1814,0.6512,1910,1953,1824,2193,2119,1921,2019,2015
1821,0.6871,1935,1957,1870,2190,2088,2019,2077,2066
1879,0.5378,1936,2004,1869,2236,2225,2033,2104,2121
1863,0.7579,1990,2037,1889,2262,2248,2078,2141,2152
1882,0.8238,2012,2051,1935,2331,2240,2089,2172,2185
1953,0.6599,2034,2098,1985,2337,2303,2137,2222,2233
1947,0.7902,2077,2095,2013,2374,2388,2196,2218,2244
1985,0.8078,2113,2157,2035,2463,2378,2219,2287,2278
2015,0.7781,2147,2193,2054,2497,2460,2255,2318,2293
2053,0.6617,2202,2233,2124,2518,2487,2335,2375,2332
2087,0.7728,2219,2271,2149,2505,2512,2383,2384,2416
2126,1,2237,2277,2163,2614,2596,2392,2386,2469
2142,0.8128,2316,2351,2228,2643,2633,2432,2483,2533
2177,0.8266,2336,2351,2237,2689,2667,2457,2515,2526
2208,0.9281,2420,2364,2302,2680,2710,2511,2592,2591
2258,0.8162,2401,2456,2392,2775,2743,2561,2646,2679
2303,0.8643,2454,2474,2385,2766,2808,2632,2685,2704
2318,0.8621,2522,2601,2442,2845,2833,2696,2743,2798
2402,0.7727,2563,2610,2497,2882,2920,2725,2737,2816
2449,0.7549,2618,2670,2580,3008,3022,2825,2871,2977
2483,0.86,2618,2714,2605,2993,3005,2832,2863,2925
2490,0.9438,2675,2723,2619,3055,3072,2898,2923,2970
2588,0.7927,2741,2771,2689,3091,3087,2920,2979,3033
2615,0.8846,2775,2846,2722,3180,3152,2970,3052,3099
2723,0.7552,2840,2889,2788,3192,3237,3047,3041,3159
2753,0.8614,2923,2915,2825,3256,3282,3110,3161,3245
2849,0.5966,2936,3005,2909,3349,3383,3215,3213,3319
