intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,61073,61821,63247,60743,63606,63375,60944,56115,56882,58649
59827,0.2654,59114,58800,59653,58228,60947,59716,58814,54429,55157,57010
57844,0.2654,57091,56514,57131,55868,57708,56938,56918,52684,53333,55298
55736,0.2654,55553,54494,55053,53860,55746,54847,55083,51281,52039,53703
53660,0.2654,53787,52131,52878,51617,53610,52534,53187,49649,50096,51959
51755,0.2654,52104,49935,50766,49417,51684,50302,51433,47857,48578,50505
49887,0.2654,50607,48046,48714,47417,49781,48188,49756,46200,47063,48928
48131,0.2654,48990,46091,46856,45385,47918,46391,48074,44746,45552,47378
46295,0.2654,47287,44107,44856,43307,46222,44285,46280,43188,43893,45913
44680,0.2654,45877,42273,43142,41511,44314,42379,44748,41616,42471,44511
43007,0.2654,44339,40502,41279,39796,42716,40553,43127,40196,41186,43150
41319,0.2654,42939,38799,39596,37992,40838,38781,41561,38801,39739,41672
39715,0.2654,41532,37175,37863,36313,39195,37204,40063,37279,38496,40460
38314,0.2654,39981,35566,36425,34658,37618,35502,38553,35983,37197,39109
36967,0.2654,38751,34140,34923,33199,36196,33993,37208,34736,36085,37885
35450,0.2654,37480,32861,33473,31579,34608,32494,35801,33408,34852,36656
34143,0.2654,36178,31470,32031,30220,33210,31040,34324,32213,33566,35494
32981,0.2654,34971,30142,30775,28934,31797,29626,33078,31088,32542,34484
31735,0.2654,33702,28927,29437,27488,30441,28351,31929,29953,31567,33329
30638,0.2654,32538,27883,28364,26206,29147,27204,30773,28775,30443,32293
29632,0.2654,31497,26804,27228,25074,27930,26034,29502,27891,29598,31256
28487,0.2654,30284,25738,25947,23879,26631,24863,28434,26663,28518,30213
27379,0.2654,29209,24787,25004,22743,25510,23783,27263,25766,27534,29217
26454,0.2654,28201,23781,23982,21694,24215,22749,26170,24822,26649,28360
25477,0.2654,27181,22905,22900,20812,23186,21754,25118,23825,25779,27267
24609,0.2654,26251,22123,21962,19779,22106,20811,24141,22986,24938,26522
23740,0.2654,25212,21260,21061,18862,21071,19873,23167,22104,24083,25619
22822,0.2654,24355,20495,20258,17990,20093,19115,22239,21243,23296,24749
22083,0.4807,23548,19660,19424,17219,19210,18366,21446,20549,22617,23956
21247,0.4905,22696,19049,18755,16554,18314,17566,20611,19739,21926,23289
20479,0.5008,21770,18261,17851,15714,17390,16771,19761,18978,21074,22448
19755,0.4572,21009,17610,17163,15020,16557,16089,18856,18371,20408,21766
19075,0.4351,20294,16980,16446,14347,15694,15381,18204,17732,19785,21176
18361,0.4492,19549,16300,15796,13638,14956,14748,17387,16975,19108,20256
17791,0.3957,18995,15785,15193,13152,14355,14148,16801,16449,18546,19801
17076,0.4381,18272,15150,14505,12452,13624,13555,16078,15799,17821,19056
16594,0.3612,17663,14641,13948,12030,13010,13007,15469,15286,17353,18510
15949,0.3969,17136,14147,13376,11461,12405,12467,14850,14703,16831,17935
15730,0.2221,16821,13866,13164,11162,12062,12239,14600,14437,16591,17759
14815,0.4207,15780,13014,12423,10465,11303,11417,13623,13642,15681,16768
14316,0.4025,15221,12676,11903,10053,10632,10996,13151,13163,15139,16226
13756,0.4416,14609,12188,11372,9579,10225,10483,12626,12677,14629,15690
13234,0.472,14150,11734,10966,9193,9753,10038,12018,12139,14155,15229
12847,0.4428,13658,11250,10519,8829,9346,9740,11498,11718,13656,14718
12400,0.4556,13191,10858,10173,8408,8932,9305,11133,11348,13229,14334
11982,0.4268,12712,10522,9757,8062,8509,8971,10686,10910,12712,13785
11561,0.444,12332,10097,9451,7718,8182,8633,10226,10553,12332,13362
11115,0.5083,11875,9685,9004,7373,7824,8240,9841,10122,11914,12961
10825,0.4665,11456,9432,8695,7085,7543,7929,9507,9726,11559,12571
10443,0.4611,11094,9104,8411,6838,7189,7599,9124,9440,11133,12131
10178,0.4066,10620,8744,8090,6524,6958,7410,8793,9072,10743,11725
9780,0.4817,10326,8372,7813,6288,6687,7055,8514,8789,10404,11469
9448,0.501,9971,8145,7592,6042,6438,6891,8222,8421,10075,11070
9153,0.5124,9681,7867,7319,5855,6188,6593,7941,8149,9724,10734
8891,0.4762,9374,7629,7007,5555,5954,6388,7704,7837,9382,10351
8503,0.5691,9022,7343,6774,5410,5741,6160,7324,7598,8986,10097
8299,0.4988,8790,7063,6545,5212,5520,5935,7138,7391,8816,9819
8025,0.5476,8463,6828,6355,5030,5358,5648,6927,7068,8505,9484
7765,0.5595,8161,6650,6158,4866,5186,5534,6715,6816,8180,9184
7517,0.5498,7916,6407,5926,4734,5020,5331,6473,6633,7945,8938
7276,0.5866,7622,6171,5730,4536,4839,5122,6287,6396,7662,8663
7054,0.5755,7431,5975,5588,4394,4647,4939,6124,6191,7416,8388
6876,0.5767,7249,5829,5374,4274,4576,4840,5930,6001,7167,8215
6643,0.5667,7047,5616,5215,4099,4434,4666,5749,5840,6931,7924
6415,0.64,6762,5487,5067,3975,4241,4503,5579,5672,6675,7702
6218,0.6125,6623,5290,4941,3840,4156,4314,5439,5448,6497,7491
5942,0.7416,6422,5133,4773,3750,4048,4202,5279,5316,6319,7270
5837,0.673,6199,4973,4608,3685,3936,4048,5146,5144,6059,7036
5589,0.7955,5952,4790,4406,3533,3854,3927,4998,5017,5889,6856
5450,0.7686,5834,4691,4329,3456,3747,3800,4860,4914,5679,6663
5326,0.7487,5675,4563,4250,3341,3653,3685,4706,4749,5598,6478
5153,0.759,5588,4356,4080,3241,3524,3540,4583,4632,5424,6301
4956,0.8547,5388,4277,3969,3192,3465,3466,4518,4560,5191,6110
4828,0.8183,5278,4159,3865,3083,3390,3332,4353,4364,5061,5905
4670,0.9132,5098,4049,3766,3014,3254,3245,4198,4285,4905,5798
4578,0.8548,4948,3929,3630,2943,3216,3111,4132,4129,4792,5608
4433,0.8623,4854,3828,3563,2862,3087,3028,3980,4048,4663,5476
4308,0.9162,4678,3660,3457,2809,3038,2905,3851,3973,4505,5344
4209,0.8745,4597,3602,3386,2712,2961,2843,3752,3887,4387,5163
4072,0.9805,4515,3537,3273,2682,2850,2756,3645,3825,4299,5078
4021,0.8305,4395,3406,3227,2595,2833,2727,3557,3699,4186,4881
3873,1,4293,3331,3122,2565,2717,2641,3473,3629,4118,4790
3768,0.9212,4197,3219,3033,2548,2670,2542,3399,3516,4009,4664
3687,0.9307,4078,3185,2950,2428,2636,2490,3336,3437,3922,4538
3623,0.8828,3981,3079,2882,2412,2561,2447,3250,3376,3799,4481
3534,0.9255,3917,3007,2821,2332,2525,2358,3193,3284,3717,4359
3460,0.9227,3765,2937,2789,2268,2455,2298,3078,3253,3640,4259
3414,0.7851,3692,2891,2708,2239,2382,2188,3011,3180,3595,4132
3288,0.9254,3641,2807,2654,2188,2359,2231,2972,3122,3490,4047
3273,0.8114,3564,2773,2638,2170,2322,2177,2928,3056,3450,4000
3167,0.8832,3496,2682,2544,2116,2269,2115,2885,2942,3404,3869
3120,0.8411,3400,2618,2501,2015,2225,2021,2808,2861,3288,3763
3069,0.7581,3365,2571,2476,2010,2181,2010,2706,2820,3217,3686
2957,0.9017,3250,2515,2426,1988,2136,1953,2699,2786,3141,3616
2940,0.8044,3144,2459,2387,1917,2086,1913,2624,2692,3122,3546
2883,0.7865,3108,2392,2292,1907,2015,1829,2607,2629,3016,3417
2805,0.7958,3004,2334,2263,1839,1984,1876,2526,2567,2984,3366
2825,0.6717,2965,2321,2201,1813,1969,1815,2489,2545,2968,3364
2738,0.728,2939,2238,2215,1817,1972,1803,2439,2500,2941,3279
2696,0.7529,2802,2225,2147,1748,1889,1709,2419,2432,2831,3196
2648,0.6415,2806,2126,2090,1737,1857,1712,2352,2341,2789,3104
2614,0.6685,2748,2146,2030,1701,1796,1681,2329,2305,2712,3042
2555,0.6626,2685,2104,2049,1698,1793,1651,2303,2256,2665,2980
2533,0.6007,2567,2022,1981,1651,1740,1628,2261,2228,2588,2925
2491,0.5804,2542,2002,1978,1635,1727,1586,2208,2180,2585,2907
2474,0.5792,2466,1958,1953,1595,1675,1592,2171,2116,2501,2814
2413,0.5169,2466,1949,1875,1585,1683,1559,2129,2095,2544,2805
2411,0.3694,2420,1898,1886,1561,1624,1525,2103,2127,2410,2719
2364,0.4867,2386,1879,1802,1524,1580,1521,2075,2079,2396,2720
2301,0.5049,2314,1801,1817,1506,1580,1492,2025,2040,2342,2653
2294,0.4926,2209,1817,1761,1521,1527,1487,2045,1963,2321,2620
2308,0.28,2182,1768,1743,1472,1528,1467,1982,1949,2258,2522
2215,0.388,2134,1750,1754,1439,1518,1415,1940,1905,2233,2519
2208,0.441,2118,1694,1692,1436,1487,1393,1951,1895,2163,2456
2175,0.3791,2066,1672,1636,1381,1488,1404,1902,1874,2136,2434
2169,0.2113,1991,1658,1644,1423,1476,1369,1891,1834,2137,2382
2135,0.3015,1990,1615,1579,1396,1437,1336,1876,1860,2099,2331
2113,0.2331,1926,1611,1569,1374,1428,1374,1849,1783,2084,2288
2083,0.2736,1891,1592,1560,1326,1376,1334,1833,1772,2080,2228
2064,0.1927,1845,1552,1547,1301,1349,1313,1738,1738,1996,2182
2046,0.1583,1837,1520,1508,1298,1344,1319,1754,1697,2021,2171
2013,0.1066,1788,1501,1495,1308,1319,1266,1720,1695,1942,2143
2006,0.0988,1771,1505,1474,1285,1336,1252,1742,1707,1888,2101
1932,0.1476,1741,1479,1446,1242,1320,1235,1707,1651,1917,2086
1964,0.0139,1722,1476,1425,1230,1255,1202,1666,1644,1829,2018
1922,0.0533,1665,1432,1393,1256,1274,1204,1641,1591,1863,2011
1924,0,1635,1430,1409,1235,1237,1176,1559,1590,1820,1966
1864,0.1556,1615,1366,1350,1224,1231,1165,1588,1575,1740,1924
60084,0.1023,,,,,,,,,,
57757,0.0788,,,,,,,,,,
55771,0.0437,,,,,,,,,,
53691,0.0235,,,,,,,,,,
51637,0.0113,,,,,,,,,,
49609,0.0067,,,,,,,,,,
47660,0.0032,,,,,,,,,,
45848,0,,,,,,,,,,
43911,0.0105,,,,,,,,,,
42163,0.0142,,,,,,,,,,
40600,0.012,,,,,,,,,,
38929,0.0259,,,,,,,,,,
37254,0.0442,,,,,,,,,,
35812,0.0521,,,,,,,,,,
34367,0.0627,,,,,,,,,,
32903,0.083,,,,,,,,,,
31743,0.0806,,,,,,,,,,
30418,0.1042,,,,,,,,,,
29145,0.1182,,,,,,,,,,
27976,0.1422,,,,,,,,,,
27010,0.1426,,,,,,,,,,
25830,0.1745,,,,,,,,,,
24772,0.1954,,,,,,,,,,
23842,0.2102,,,,,,,,,,
22814,0.2339,,,,,,,,,,
21874,0.2597,,,,,,,,,,
21087,0.2662,,,,,,,,,,
20171,0.3064,,,,,,,,,,
19518,0.3036,,,,,,,,,,
18675,0.3307,,,,,,,,,,
17818,0.374,,,,,,,,,,
