intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,55997,58051,59107,58773,60919,59889,59986,59976,59612,60229
59827,0.2654,55997,56000,57144,56857,58970,57870,57987,58198,57775,58301
57844,0.2654,55997,53980,55328,54928,57127,56018,55973,56343,55854,56386
55736,0.2654,55997,51936,53703,53293,55365,54368,54246,54590,54153,54667
53660,0.2654,55997,49808,51746,51507,53547,52409,52247,52866,52357,52760
51755,0.2654,55997,47790,49994,49672,51722,50666,50392,51075,50478,50917
49887,0.2654,55997,45846,48290,47930,50010,48945,48760,49427,48954,49136
48131,0.2654,55997,44030,46640,46417,48298,47248,47038,47804,47201,47206
46295,0.2654,55997,42146,44834,44709,46636,45524,45294,46069,45563,45462
44680,0.2654,55997,40357,43480,43174,44998,43798,43530,44417,44103,43866
43007,0.2654,55997,38588,41974,41725,43369,42336,42099,42920,42678,42189
41319,0.2654,55997,36921,40429,40202,41857,40825,40384,41478,41111,40562
39715,0.2654,55997,35243,39094,38695,40325,39299,39080,39958,39698,39117
38314,0.2654,55997,33754,37779,37565,39004,37872,37637,38646,38343,37607
36967,0.2654,55997,32338,36407,36186,37573,36490,36356,37301,37106,36233
35450,0.2654,55997,30974,35204,34905,36124,35029,35017,35852,35815,34875
34143,0.2654,55997,29643,33958,33729,34787,33744,33860,34719,34671,33520
32981,0.2654,55997,28520,32816,32639,33481,32500,32700,33374,33597,32246
31735,0.2654,55997,27264,31800,31516,32357,31481,31626,32241,32418,31179
30638,0.2654,55997,26192,30711,30278,31020,30152,30608,31131,31394,29920
29632,0.2654,55997,25279,29856,29377,30064,29199,29660,30084,30590,28967
28487,0.2654,55997,24198,28661,28311,28824,28067,28648,28910,29519,27774
27379,0.2654,55997,23355,27654,27246,27724,27065,27838,27918,28524,26868
26454,0.2654,55997,22380,26829,26301,26727,26154,26935,26903,27705,25983
25477,0.2654,55997,21618,25937,25435,25605,25162,25933,25948,26637,25040
24609,0.2654,55997,20860,25150,24444,24675,24369,25218,25148,25942,24144
23740,0.2654,55997,20230,24259,23517,23599,23547,24403,24287,25087,23303
22822,0.2654,55997,19535,23441,22648,22731,22568,23644,23453,24170,22443
22083,0.4807,55997,18831,22707,21920,21961,21977,22909,22756,23503,21811
21247,0.4905,55997,18341,22019,21097,21086,21218,22249,22016,22798,21171
20479,0.5008,55997,17616,21266,20284,20173,20561,21530,21294,22059,20335
19755,0.4572,55997,17063,20683,19576,19493,19842,20894,20514,21329,19693
19075,0.4351,55997,16470,19993,18784,18780,19178,20287,19857,20599,18966
18361,0.4492,55997,15924,19342,18018,18075,18606,19528,19274,20000,18335
17791,0.3957,55997,15608,18902,17388,17486,18075,19038,18800,19446,17849
17076,0.4381,55997,14973,18225,16753,16865,17448,18499,18109,18779,17233
16594,0.3612,55997,14566,17705,16106,16432,16973,17999,17543,18270,16672
15949,0.3969,55997,14214,17161,15495,15750,16525,17399,17078,17618,16073
15730,0.2221,55997,14035,16963,15271,15576,16375,17202,16933,17496,15875
14815,0.4207,55997,13235,16079,14340,14618,15443,16375,16006,16442,15035
14316,0.4025,55997,12881,15585,13721,14252,15039,15738,15596,15875,14530
13756,0.4416,55997,12512,15178,13213,13733,14601,15281,15111,15388,14032
13234,0.472,55997,12160,14657,12737,13341,14141,14792,14594,14889,13583
12847,0.4428,55997,11830,14216,12297,12948,13696,14456,14167,14416,13133
12400,0.4556,55997,11549,13795,11912,12507,13399,13976,13764,13927,12695
11982,0.4268,55997,11253,13410,11484,12223,13042,13651,13407,13596,12378
11561,0.444,55997,10962,13049,11062,11780,12671,13199,13019,13083,12047
11115,0.5083,55997,10690,12669,10646,11446,12330,12838,12628,12638,11576
10825,0.4665,55997,10416,12399,10395,11102,12001,12539,12322,12361,11320
10443,0.4611,55997,10138,11881,9998,10808,11617,12109,11958,11836,10934
10178,0.4066,55997,9951,11580,9705,10502,11360,11797,11600,11501,10685
9780,0.4817,55997,9658,11295,9501,10265,11078,11568,11299,11138,10358
9448,0.501,55997,9518,10897,9204,9978,10789,11150,10972,10782,10091
9153,0.5124,55997,9306,10616,8933,9722,10504,10797,10694,10455,9846
8891,0.4762,55997,9064,10326,8661,9385,10212,10560,10339,10170,9499
8503,0.5691,55997,8866,9939,8397,9127,9921,10271,10114,9797,9235
8299,0.4988,55997,8697,9657,8195,8864,9713,9955,9853,9552,8997
8025,0.5476,55997,8505,9448,8002,8656,9493,9683,9503,9257,8672
7765,0.5595,55997,8340,9066,7796,8387,9175,9388,9253,8968,8585
7517,0.5498,55997,8176,8781,7587,8207,8961,9186,9076,8631,8252
7276,0.5866,55997,7916,8574,7463,7964,8764,8876,8768,8435,8098
7054,0.5755,55997,7770,8284,7229,7808,8551,8690,8521,8179,7841
6876,0.5767,55997,7602,8012,7102,7576,8399,8508,8314,8033,7670
6643,0.5667,55997,7427,7710,6910,7484,8118,8187,8063,7748,7431
6415,0.64,55997,7188,7470,6774,7279,7925,7999,7827,7531,7267
6218,0.6125,55997,6979,7210,6513,7097,7736,7800,7624,7336,7121
5942,0.7416,55997,6794,7007,6419,6917,7595,7548,7420,7209,6907
5837,0.673,55997,6645,6796,6282,6762,7396,7351,7224,6976,6738
5589,0.7955,55997,6460,6605,6109,6606,7247,7190,7008,6804,6621
5450,0.7686,55997,6303,6324,5981,6428,6976,6981,6804,6623,6436
5326,0.7487,55997,6095,6116,5811,6388,6892,6763,6621,6472,6283
5153,0.759,55997,5890,5903,5685,6238,6708,6671,6482,6245,6033
4956,0.8547,55997,5745,5696,5612,6154,6591,6448,6280,6111,5973
4828,0.8183,55997,5592,5475,5454,5979,6360,6305,6127,5968,5841
4670,0.9132,55997,5449,5324,5334,5826,6290,6144,5998,5886,5664
4578,0.8548,55997,5247,5171,5210,5753,6117,6048,5780,5705,5550
4433,0.8623,55997,5086,4996,5071,5686,5994,5902,5661,5569,5393
4308,0.9162,55997,4978,4812,4948,5586,5849,5703,5609,5433,5301
4209,0.8745,55997,4788,4684,4806,5446,5758,5576,5377,5323,5234
4072,0.9805,55997,4628,4587,4772,5355,5625,5443,5282,5218,4990
4021,0.8305,55997,4512,4430,4610,5218,5501,5321,5089,5105,4910
3873,1,55997,4365,4296,4532,5114,5364,5243,5017,4987,4828
3768,0.9212,55997,4222,4139,4453,5027,5229,5076,4884,4873,4688
3687,0.9307,55997,4089,4037,4339,4980,5163,5009,4716,4746,4614
